response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,KAVASST,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Und,65 and older,High school,White,Female,White,Support,Don't know,Approve,Don't know,Don't know,Yes,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.9522,2.2511,2.0974,2.2568
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Oppose,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.8635,0.6809,0.5836,0.6903
Dem,65 and older,Bachelors' degree,Asian,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Non-White,Oakland,50 to 85 percent,Landline,1,0.6908,1.4905,0.8309,1.5636
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Believe,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown,Livingston,85 percent or higher,Cell,1,0.9593,0.9745,0.6877,0.9764
Und,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Believe,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Oakland,50 to 85 percent,Cell,1,0.6798,1.2494,1.2619,1.3142
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9084,0.823,0.4803,0.8156
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.942,1.2657,0.7108,1.27
Und,65 and older,Some college or trade school,White,Female,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9756,1.4132,1.1433,1.3843
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,50 to 85 percent,Cell,1,0.6016,0.6977,0.6406,0.7497
Dem,65 and older,High school,White,Male,White,Don't know,oppose,Approve,Dems. take House,Unfavorable,Yes,Unfavorable,Believe,Oppose,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9568,2.7867,2.3168,2.7659
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Do not believe,Support,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9921,1.0614,0.7089,1.0628
Rep,50 to 64,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Don't know,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,Less than 50 percent,Cell,1,0.4691,1.465,3.5707,1.5397
Dem,65 and older,Graduate or Professional Degree,White,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Don't know,Oppose,65 and older,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,White,Livingston,50 to 85 percent,Landline,1,0.6759,0.6539,0.4422,0.6595
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9932,0.7902,0.515,0.7913
Rep,50 to 64,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Don't know,Don't know,Oppose,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9807,2.5025,2.6409,2.4911
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,50 to 85 percent,Landline,1,0.8331,1.0092,0.9277,1.0026
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Believe,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.8768,1.0271,1.0033,1.0392
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,Less than 50 percent,Cell,1,0.462,0.9513,1.4011,1.0742
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.9794,1.0234,0.5332,1.0243
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9401,0.9858,0.9305,0.9894
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.998,0.883,0.3785,0.8851
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Ingham,50 to 85 percent,Cell,1,0.7225,0.6799,0.3882,0.6819
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9075,0.9199,0.4186,0.9268
Dem,65 and older,Some college or trade school,White,Female,White,Support,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Don't know,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9927,0.9859,0.6338,0.9872
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9866,0.5511,0.2481,0.5493
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Believe,Support,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Oakland,50 to 85 percent,Landline,0.7778,0.6034,1.4974,1.4612,1.4301
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Don't know,Don't know,Yes,Favorable,Don't know,Support,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9113,0.8514,0.601,0.8438
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ingham,50 to 85 percent,Landline,1,0.7219,0.5532,0.444,0.5762
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.9827,1.1326,0.9228,1.1336
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Don't know,18 to 29,Some College Educ.,Other,Male,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,18 to 34,White,Ingham,Less than 50 percent,Landline,0.6667,0.4368,0.8971,1.3491,0.67490000000000006
Rep,18 to 34,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,18 to 29,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Livingston,Less than 50 percent,Landline,0.8889,0.4922,1.0387,1.9124,1.0431
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9658,0.5506,0.2927,0.5514
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Support,support,Disapp.,Dems. take House,Favorable,Yes,Don't know,Believe,Support,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Ingham,85 percent or higher,Landline,1,0.8705,0.5056,0.1981,0.512
Rep,50 to 64,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Support,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Cell,1,0.7506,1.7155,1.7098,1.7756
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9984,0.5511,0.2452,0.5519
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Favorable,Do not believe,Support,18 to 29,Some College Educ.,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,Unknown,Ingham,50 to 85 percent,Landline,0.4444,0.541,1.2023,1.0052,0.6853
Rep,50 to 64,Some college or trade school,White,Female,White,Support,Don't know,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.972,0.7902,0.5263,0.7855
Dem,50 to 64,Bachelors' degree,Unknown,Female,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Unknown,Ingham,85 percent or higher,Cell,1,0.9938,0.7523,0.333,0.7534
Und,50 to 64,High school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Do not believe,Support,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Landline,1,0.6022,1.7155,2.1309,1.7503
Und,50 to 64,Some college or trade school,White,Female,Other,Don't know,Don't know,Disapp.,Don't know,Don't know,No,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Not at all likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Livingston,50 to 85 percent,Landline,0,0.5379,1.1481,1.8335,0.3666
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,Don't know,Disapp.,Reps. keep House,Don't know,No,Don't know,Don't know,Support,45 to 64,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Livingston,50 to 85 percent,Cell,0.5556,0.5127,0.9039,0.9047,0.6509
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Asian,Oppose,Don't know,Approve,Don't know,Unfavorable,Yes,Favorable,Do not believe,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Oakland,85 percent or higher,Cell,1,0.8534,0.7497,0.6127,0.7612
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9926,0.883,0.3805,0.8841
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9946,0.5115,0.2299,0.5111
Rep,35 to 49,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Ingham,50 to 85 percent,Cell,1,0.5935,0.9211,0.841,0.9412
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,support,Disapp.,Don't know,Favorable,No,Unfavorable,Don't know,Support,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9872,0.512,0.2005,0.5125
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Livingston,85 percent or higher,Landline,1,0.9844,0.9711,0.6395,0.972
Rep,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Don't know,Believe,Support,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,18 to 34,White,Ingham,Less than 50 percent,Landline,0.5556,0.4025,0.8019,1.173,0.5546
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Livingston,85 percent or higher,Landline,1,0.9507,1.2321,0.8233,1.2354
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Believe,Support,18 to 29,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Oakland,Less than 50 percent,Landline,0.8889,0.3649,0.7174,1.4861,0.7426
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Believe,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9335,0.6809,0.5399,0.6839
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9868,0.9506,0.4278,0.9515
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Livingston,50 to 85 percent,Cell,1,0.8356,0.5636,0.4156,0.574
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,50 to 85 percent,Cell,1,0.5385,1.0092,1.4351,1.0427
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.9388,0.9158,0.7533,0.9193
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.9951,0.6325,0.4095,0.6336
Rep,65 and older,Some college or trade school,Hispanic,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Non-White,Ingham,Less than 50 percent,Landline,1,0.1302,0.7954,2.375,1.1959
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,Don't know,Approve,Reps. keep House,Unfavorable,Yes,Don't know,Don't know,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Livingston,50 to 85 percent,Cell,1,0.7727,0.5642,0.389,0.5813
Und,35 to 49,Graduate or Professional Degree,White,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Believe,Oppose,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Oakland,Less than 50 percent,Landline,1,0.4944,0.6087,1.0913,0.6783
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,Don't know,Approve,Reps. keep House,Unfavorable,Don't know,Favorable,Don't know,Oppose,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9882,1.0625,0.616,1.0594
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9876,0.7902,0.5179,0.7909
Rep,50 to 64,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9777,2.2313,2.1295,2.2335
Rep,50 to 64,High school,White,Male,White,Support,oppose,Don't know,Dems. take House,Don't know,No,Don't know,Believe,Oppose,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,50 to 85 percent,Landline,1,0.6711,1.9102,2.2753,2.0137
Dem,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Believe,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Oakland,50 to 85 percent,Cell,1,0.8004,1.1179,0.7433,1.1456
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Do not believe,Support,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Oakland,50 to 85 percent,Cell,1,0.8057,1.4988,0.9472,1.5345
Dem,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Don't know,Support,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,Less than 50 percent,Landline,1,0.4906,0.8619,1.4788,0.9007
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Support,support,Approve,Reps. keep House,Favorable,No,Favorable,Do not believe,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,65 and older,Unknown,Oakland,Less than 50 percent,Cell,1,0.4764,0.589,0.5728,0.6611
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ingham,50 to 85 percent,Landline,1,0.5307,0.4336,0.3804,0.4767
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Livingston,50 to 85 percent,Cell,1,0.7614,1.0579,0.6814,1.0924
Rep,35 to 49,Bachelors' degree,White,Female,Other,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,Livingston,50 to 85 percent,Cell,1,0.7924,0.9543,0.6979,0.9794
Rep,50 to 64,Some college or trade school,White,Male,Other,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Support,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9449,1.1337,0.8307,1.1244
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Favorable,Don't know,Oppose,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Livingston,Less than 50 percent,Landline,1,0.4635,0.4292,0.5654,0.4518
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Unfavorable,Don't know,Unfavorable,Don't know,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Other,Male,Not very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,White,Livingston,Less than 50 percent,Landline,0.4444,0.3993,1.0769,1.9959,0.5567
Und,65 and older,High school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,No,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Oakland,85 percent or higher,Cell,0.4444,0.9912,2.5887,1.8079,2.549
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9911,1.1337,0.7919,1.1314
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Favorable,Believe,Support,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Oakland,Less than 50 percent,Cell,0.7778,0.4187,0.8134,1.1686,0.7893
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,Don't know,Disapp.,Reps. keep House,Don't know,No,Favorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Livingston,50 to 85 percent,Cell,1,0.5744,0.5642,0.5232,0.5786
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.8671,1.2204,1.1197,1.2104
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9079,0.7902,0.5634,0.796
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9974,0.7618,0.3808,0.7635
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Cell,1,0.9469,0.5742,0.2599,0.5759
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9891,1.3127,0.9117,1.3141
