response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Some college or trade school,Black,Female,Black,oppose,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.8945,0.6847,0.2563,0.6956,2018-10-05 23:25:44
Und,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Check,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Guilford,50 to 85 percent,Landline,1,0.7453,0.9502,0.5383,0.957,2018-10-05 23:29:02
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9726,0.8746,0.4512,0.8815,2018-10-05 23:29:20
Rep,50 to 64,Some college or trade school,White,Male,Asian,support,Approve,Check,support,Don't know,Unfavorable,Favorable,Believe,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8145,1.2322,0.6525,1.2337,2018-10-05 23:32:20
Und,50 to 64,Graduate or Professional Degree,Black,Male,Black,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,1,0.9806,0.4324,0.1349,0.4333,2018-10-05 23:33:41
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Guilford,85 percent or higher,Cell,1,0.9664,0.6833,0.2158,0.6889,2018-10-05 23:33:52
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Black,Guilford,85 percent or higher,Landline,1,0.9883,0.325,0.0894,0.3262,2018-10-05 23:34:55
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Guilford,50 to 85 percent,Landline,1,0.6262,0.724,0.4215,0.7776,2018-10-05 23:37:01
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Don't know,oppose,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Black,Guilford,50 to 85 percent,Landline,1,0.7908,1.4246,0.7041,1.4288,2018-10-05 23:38:49
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Guilford,85 percent or higher,Cell,1,0.8866,0.8752,0.4843,0.8734,2018-10-05 23:41:31
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Guilford,Less than 50 percent,Cell,1,0.3196,0.9738,1.8148,1.1951,2018-10-05 23:54:02
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Don't know,Support,oppose,Don't know,Don't know,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Guilford,50 to 85 percent,Cell,1,0.6385,0.9574,0.5571,1.0248,2018-10-05 23:57:02
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Guilford,50 to 85 percent,Cell,1,0.6193,0.9844,0.683,1.0082,2018-10-05 23:59:44
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9543,1.1479,0.6963,1.1583,2018-10-06 00:02:34
Dem,65 and older,High school,Black,Male,Black,support,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Black,Rest,50 to 85 percent,Landline,0.8889,0.7878,1.4144,0.7049,1.3925,2018-10-06 00:04:58
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Guilford,85 percent or higher,Landline,1,0.991,1.1637,0.5287,1.1729,2018-10-06 00:12:46
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Not very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,0.2222,0.5583,0.9162,0.8636,0.4506,2018-10-06 00:13:31
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.8641,0.8846,0.4551,0.8834,2018-10-06 00:13:49
Rep,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9618,0.8564,0.4386,0.8637,2018-10-06 00:14:25
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Believe,Don't know,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9703,0.3964,0.1716,0.3966,2018-10-06 00:15:01
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Guilford,50 to 85 percent,Cell,1,0.776,1.0022,0.5034,1.0389,2018-10-06 00:16:31
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9412,0.9033,0.4357,0.9126,2018-10-06 00:20:05
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,0.4444,0.8927,1.1275,0.8097,1.0809,2018-10-06 00:20:05
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.6888,1.2644,0.9161,1.3361,2018-10-06 00:20:32
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,Less than 50 percent,Cell,1,0.3111,1.1736,2.7788,1.3177,2018-10-06 00:22:29
Dem,35 to 49,Bachelors' degree,White,Male,Hispanic,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,35 to 49,White,Guilford,50 to 85 percent,Cell,1,0.7616,0.9404,0.5108,0.9777,2018-10-06 00:23:14
Rep,65 and older,Some college or trade school,White,Female,White,support,Don't know,Support,Don't know,Reps. keep House,Favorable,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Guilford,85 percent or higher,Landline,0.4444,0.8797,0.8683,0.3776,0.7998,2018-10-06 00:23:32
Dem,35 to 49,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,support,Don't know,Don't know,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,35 to 49,Black,Guilford,85 percent or higher,Landline,1,0.9817,0.7176,0.1974,0.7231,2018-10-06 00:23:50
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.866,0.5144,0.3157,0.5248,2018-10-06 00:24:08
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Believe,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9605,1.6061,1.1327,1.6054,2018-10-06 00:24:53
Dem,50 to 64,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,1,0.8763,0.9726,0.4538,0.9907,2018-10-06 00:25:47
Dem,65 and older,High school,Black,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,Guilford,85 percent or higher,Cell,1,0.9871,1.3797,0.5187,1.3903,2018-10-06 00:27:53
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9683,0.8846,0.4076,0.8849,2018-10-06 00:29:32
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9065,0.674,0.2886,0.6837,2018-10-06 00:40:27
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Don't know,support,Don't know,Don't know,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Black,Guilford,50 to 85 percent,Cell,1,0.8143,0.4472,0.1917,0.4603,2018-10-06 00:42:42
Rep,35 to 49,Some college or trade school,White,Male,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9485,1.1326,0.5991,1.1434,2018-10-06 00:46:27
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9404,1.5776,1.2608,1.594,2018-10-06 00:47:12
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Guilford,85 percent or higher,Cell,1,0.9862,0.6615,0.2258,0.6666,2018-10-06 00:47:48
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,0.6667,0.6927,1.7129,1.5999,1.4077,2018-10-06 00:49:18
Und,65 and older,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Other Non-White,Rest,85 percent or higher,Landline,1,0.9579,0.4152,0.1941,0.4149,2018-10-06 00:50:12
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9697,0.5103,0.2207,0.5144,2018-10-06 00:53:56
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,1,0.3821,0.9167,1.56,1.083,2018-10-06 00:57:59
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Guilford,Less than 50 percent,Cell,1,0.2579,0.94,2.1192,1.0881,2018-10-06 01:00:23
Dem,18 to 34,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,18 to 34,Black,Guilford,85 percent or higher,Cell,0.4444,0.8728,1.4041,0.7744,1.1837,2018-10-06 01:02:20
Dem,35 to 49,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Black,Guilford,50 to 85 percent,Cell,0.8889,0.698,1.0045,0.4177,0.9922,2018-10-06 01:03:32
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Approve,Support,support,Reps. keep House,Unfavorable,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9057,0.8346,0.3914,0.8467,2018-10-06 01:05:56
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.5782,0.5666,0.4452,0.6173,2018-10-06 01:09:46
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Landline,0.6667,0.9591,0.5167,0.2268,0.5132,2018-10-06 01:10:49
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Don't know,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,0.7778,0.8787,0.8409,0.3592,0.8174,2018-10-06 01:11:25
Rep,[DO NOT READ] Refused,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,1,0.2303,1.6944,6.6414,2.2384,2018-10-06 01:15:37
Dem,65 and older,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Don't know,Unfavorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,Rest,50 to 85 percent,Landline,1,0.8456,0.6782,0.2839,0.6942,2018-10-06 01:46:49
Dem,65 and older,Bachelors' degree,White,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,65 and older,White,Guilford,Less than 50 percent,Landline,1,0.2829,0.7266,1.2904,0.916,2018-10-06 01:46:58
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,Black,Guilford,Less than 50 percent,Cell,1,0.3857,1.0724,1.1705,1.2645,2018-10-06 01:48:37
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Support,oppose,Don't know,Favorable,Unfavorable,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9633,1.6166,0.8856,1.6302,2018-10-06 01:50:43
Dem,[DO NOT READ] Refused,High school,Black,Male,Black,Don't know,Don't know,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Not very likely,Democrat,Nonwhite,35 to 49,Black,Rest,Less than 50 percent,Landline,0.4444,0.3348,1.7912,3.3019,0.8948,2018-10-06 01:51:46
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Landline,1,0.9138,0.8476,0.4467,0.8457,2018-10-06 01:54:28
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Dems. take House,Unfavorable,Favorable,Do not believe,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9066,0.8689,0.4728,0.8814,2018-10-06 01:55:58
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.8324,0.8968,0.3866,0.92,2018-10-06 01:56:25
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Black,Female,Black,oppose,Don't know,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Black,Rest,Less than 50 percent,Cell,0.4444,0.3115,0.4417,0.5936,0.3582,2018-10-06 01:57:55
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9805,0.4036,0.1569,0.4067,2018-10-06 01:57:55
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Don't know,Don't know,Don't know,Don't know,Favorable,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,0.8889,0.6203,1.193,0.9123,1.1855,2018-10-06 15:00:35
Dem,65 and older,Bachelors' degree,White,Female,White,support,Approve,Don't know,oppose,Reps. keep House,Favorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8132,0.9327,0.5486,0.9601,2018-10-06 15:07:43
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8272,0.5769,0.2902,0.5923,2018-10-06 15:14:19
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Landline,1,0.9552,0.8354,0.4205,0.8347,2018-10-06 15:22:51
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Check,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Not at all likely,Democrat,"White, 4-Year College Grads",65 and older,White,Guilford,85 percent or higher,Landline,0,0.8678,0.3961,0.1495,0.2179,2018-10-06 15:46:39
Rep,50 to 64,Bachelors' degree,White,Female,Other,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,50 to 64,White,Rest,50 to 85 percent,Landline,0.8889,0.5141,0.9162,0.9366,0.9228,2018-10-06 15:47:51
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8118,0.8901,0.4445,0.9165,2018-10-06 15:55:48
Dem,[DO NOT READ] Refused,Some college or trade school,Black,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Black,Rest,50 to 85 percent,Landline,1,0.6742,0.7739,0.3806,0.8207,2018-10-06 15:59:15
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,support,Disapp.,Don't know,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9431,0.5409,0.251,0.5464,2018-10-06 16:06:36
Und,65 and older,High school,White,Female,White,oppose,Disapp.,Support,support,Don't know,Unfavorable,Unfavorable,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,0,0.5784,1.6693,1.6039,0.7787,2018-10-06 16:08:06
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9501,0.9033,0.4317,0.9118,2018-10-06 16:10:42
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9511,0.8412,0.4825,0.8491,2018-10-06 16:15:18
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Guilford,85 percent or higher,Landline,1,0.9708,1.3358,0.5639,1.3464,2018-10-06 16:17:11
Rep,50 to 64,Some college or trade school,Asian,Male,White,support,Approve,Check,Don't know,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Other Non-White,Guilford,50 to 85 percent,Cell,1,0.6869,1.364,1.3719,1.383,2018-10-06 16:24:50
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Guilford,50 to 85 percent,Cell,1,0.8043,0.9703,0.5198,1.0004,2018-10-06 16:26:11
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.7151,1.2079,0.8074,1.2684,2018-10-06 16:35:34
Dem,50 to 64,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Black,Guilford,85 percent or higher,Cell,1,0.9691,0.7512,0.2174,0.7573,2018-10-06 16:38:25
Rep,50 to 64,Graduate or Professional Degree,Black,Female,Black,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Landline,1,0.8827,0.4296,0.186,0.4372,2018-10-06 16:43:49
Dem,35 to 49,Some college or trade school,Black,Male,Black,support,Approve,Check,support,Dems. take House,Unfavorable,Unfavorable,Do not believe,disagree,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Black,Guilford,Less than 50 percent,Cell,1,0.225,1.0016,2.2823,1.1866,2018-10-06 16:46:04
