response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,TXHORSERACE,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.9891,0.7841,0.3204,0.7709,2018-10-04 22:37:04
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,50 to 85 percent,Cell,1,0.7136,1.3559,0.9744,1.3947,2018-10-04 22:39:55
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Favorable,Favorable,Do not believe,Ted Cruz,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Cell,1,0.884,0.9999,0.6716,0.9962,2018-10-04 22:41:34
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,85 percent or higher,Cell,1,0.9811,1.1332,0.5555,1.118,2018-10-04 22:43:04
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Bell,50 to 85 percent,Cell,1,0.7579,1.9175,1.5944,1.9533,2018-10-04 22:48:55
Rep,18 to 34,Graduate or Professional Degree,White,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,Beto O'Rourke,agree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,18 to 39,Postgraduate Degree,White,Austin/Round Rock,Less than 50 percent,Landline,1,0.3949,0.8806,1.4058,0.934,2018-10-04 22:55:04
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,agree,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Bell,Less than 50 percent,Cell,0.5556,0.482,0.813,0.6982,0.5703,2018-10-04 22:55:49
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Don't know,Do not believe,Ted Cruz,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.9296,0.5876,0.2427,0.582,2018-10-04 22:57:37
Dem,35 to 49,High school,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Williamson,50 to 85 percent,Cell,1,0.5925,1.5971,1.5125,1.6962,2018-10-04 22:58:22
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Williamson,85 percent or higher,Cell,1,0.9402,1.2818,0.7757,1.2682,2018-10-04 23:07:05
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,50 to 85 percent,Landline,1,0.5276,0.8552,0.8058,0.9279,2018-10-04 23:07:32
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,support,Approve,Check,support,Reps. keep House,Don't know,Favorable,Believe,Beto O'Rourke,agree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Austin/Round Rock,Less than 50 percent,Cell,0.6667,0.2755,0.6894,1.4003,0.6371,2018-10-04 23:08:44
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Austin/Round Rock,Less than 50 percent,Cell,0.8889,0.3726,0.597,0.6801,0.6661,2018-10-04 23:09:47
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Austin/Round Rock,85 percent or higher,Cell,1,0.9567,0.5424,0.2603,0.5358,2018-10-04 23:12:02
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,50 to 85 percent,Landline,1,0.58,0.7185,0.539,0.766,2018-10-04 23:13:05
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,Ted Cruz,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,50 to 85 percent,Cell,1,0.6866,1.1706,0.753,1.2117,2018-10-04 23:13:14
Dem,50 to 64,Bachelors' degree,Unknown,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,4-year College Grad.,Unknown,Williamson,85 percent or higher,Cell,1,0.9923,0.7187,0.3294,0.7073,2018-10-04 23:15:29
Rep,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Don't know,Don't know,Favorable,Believe,Ted Cruz,agree,30 to 44,Some College Educ.,Other,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Bell,Less than 50 percent,Cell,0.8889,0.0725,1.696,7.7773,2.216,2018-10-04 23:16:51
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,Do not believe,Ted Cruz,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Austin/Round Rock,50 to 85 percent,Cell,1,0.8054,1.1494,0.6898,1.16,2018-10-04 23:21:57
Und,50 to 64,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Other Non-White,Bell,Less than 50 percent,Landline,1,0.2946,0.7035,1.2369,0.8606,2018-10-04 23:22:33
Rep,65 and older,Grade school,White,Female,White,oppose,Approve,Check,oppose,Don't know,Don't know,Favorable,Do not believe,Beto O'Rourke,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,50 to 85 percent,Landline,1,0.8236,1.2893,0.7979,1.2632,2018-10-04 23:23:00
Dem,35 to 49,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,Less than 50 percent,Cell,1,0.0848,1.3571,4.2293,2.2337,2018-10-04 23:23:45
Und,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,Ted Cruz,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Austin/Round Rock,Less than 50 percent,Cell,0.6667,0.2703,1.3024,3.0337,1.3729,2018-10-04 23:26:00
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Austin/Round Rock,Less than 50 percent,Cell,1,0.4593,0.7107,0.7505,0.7383,2018-10-04 23:35:56
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Reps. keep House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Austin/Round Rock,85 percent or higher,Landline,1,0.9886,0.4878,0.2028,0.4814,2018-10-04 23:46:20
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Austin/Round Rock,50 to 85 percent,Cell,1,0.7604,0.5965,0.3654,0.6073,2018-10-04 23:47:14
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Bell,Less than 50 percent,Cell,1,0.303,0.813,1.1104,0.9884,2018-10-04 23:50:05
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,85 percent or higher,Landline,1,0.9771,1.1428,0.6367,1.1207,2018-10-04 23:51:17
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Disapp.,Support,support,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,agree,18 to 29,4-year College Grad.,Other,Female,Not very likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Williamson,Less than 50 percent,Cell,1,0.0614,1.4154,5.8553,1.1554,2018-10-04 23:54:08
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Austin/Round Rock,Less than 50 percent,Cell,1,0.2625,0.597,0.9652,0.6746,2018-10-04 23:59:05
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Cell,1,0.8544,0.6779,0.3173,0.6784,2018-10-04 23:59:59
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,Less than 50 percent,Landline,1,0.4035,0.9596,0.9936,1.0976,2018-10-05 00:01:32
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Unfavorable,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Austin/Round Rock,50 to 85 percent,Cell,1,0.7319,1.1471,0.7477,1.1751,2018-10-05 00:09:11
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9838,0.4878,0.2037,0.4813,2018-10-05 00:13:35
Dem,35 to 49,Some college or trade school,White,Male,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 39,No 4-year College Degree,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9361,1.4101,0.8179,1.3956,2018-10-05 00:13:44
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Unknown,Austin/Round Rock,85 percent or higher,Cell,1,0.9879,0.4556,0.1854,0.4496,2018-10-05 00:24:42
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9686,0.8069,0.3807,0.7964,2018-10-05 00:28:18
Und,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,Less than 50 percent,Cell,1,0.135,0.9596,2.6722,1.4095,2018-10-05 00:32:37
Und,65 and older,High school,White,Female,White,oppose,Disapp.,Check,oppose,Don't know,Favorable,Don't know,Don't know,Beto O'Rourke,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Austin/Round Rock,50 to 85 percent,Cell,0.4444,0.5148,1.3401,1.6318,1.2073,2018-10-05 00:35:28
Rep,50 to 64,Bachelors' degree,Unknown,Male,Hispanic,support,Approve,Don't know,support,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Unknown,Austin/Round Rock,Less than 50 percent,Cell,1,0.4676,0.7302,0.7855,0.7568,2018-10-05 00:36:31
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9388,0.5807,0.2902,0.5746,2018-10-05 00:42:31
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,Beto O'Rourke,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Austin/Round Rock,Less than 50 percent,Cell,1,0.3185,1.662,3.8765,1.9986,2018-10-05 00:43:16
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Cell,1,0.8709,0.6779,0.3113,0.6767,2018-10-05 00:48:33
Rep,65 and older,Some college or trade school,White,Male,White,oppose,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9775,1.1412,0.5968,1.126,2018-10-05 00:54:42
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,Asian,oppose,Don't know,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,Beto O'Rourke,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 39,Postgraduate Degree,Other Non-White,Austin/Round Rock,50 to 85 percent,Cell,1,0.7764,0.9733,0.7131,0.9878,2018-10-05 00:58:09
Rep,35 to 49,Grade school,White,Female,Asian,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Austin/Round Rock,Less than 50 percent,Cell,1,0.4329,1.0202,1.1192,1.1503,2018-10-05 01:00:33
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Austin/Round Rock,85 percent or higher,Cell,1,0.9858,1.0643,0.6572,1.05,2018-10-05 01:04:14
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Don't know,Approve,Support,support,Reps. keep House,Favorable,Don't know,Don't know,Ted Cruz,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Hispanic,Williamson,Less than 50 percent,Cell,0.6667,0.2652,1.1092,2.1994,1.0277,2018-10-05 01:23:03
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Postgraduate Degree,White,Austin/Round Rock,85 percent or higher,Landline,1,0.984,0.6047,0.2667,0.5966,2018-10-05 01:23:57
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Landline,1,0.9734,0.7749,0.3933,0.7647,2018-10-05 01:45:40
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,50 to 85 percent,Cell,0.8889,0.7543,0.8111,0.4585,0.8132,2018-10-05 01:46:23
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,Less than 50 percent,Landline,1,0.3344,0.7818,1.2019,0.9303,2018-10-05 01:47:35
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Landline,1,0.9115,0.6779,0.2975,0.6622,2018-10-05 01:55:14
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,50 to 85 percent,Landline,1,0.6286,0.7321,0.4407,0.7694,2018-10-05 02:03:18
Und,50 to 64,Bachelors' degree,White,Female,White,support,Disapp.,Don't know,oppose,Reps. keep House,Favorable,Favorable,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.9076,0.8012,0.3795,0.7957,2018-10-05 02:04:57
Und,35 to 49,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,Do not believe,Ted Cruz,disagree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Williamson,50 to 85 percent,Landline,1,0.5293,0.671,0.5396,0.6848,2018-10-05 02:10:21
Rep,50 to 64,Bachelors' degree,White,Male,Other,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Bell,50 to 85 percent,Landline,1,0.5506,0.7804,0.4913,0.8399,2018-10-05 02:10:48
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Male,[DO NOT READ] Don't know/Refused,support,Approve,Check,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,agree,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,18 to 39,[DO NOT READ] Don't know/Refused,Unknown,Bell,85 percent or higher,Landline,1,0.8992,1.0414,1.2154,1.0353,2018-10-05 02:14:51
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Landline,1,0.9863,0.7127,0.2756,0.7032,2018-10-05 02:15:09
Rep,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Don't know,oppose,Reps. keep House,Favorable,Favorable,Don't know,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,85 percent or higher,Landline,1,0.971,0.9601,0.4711,0.9475,2018-10-05 02:18:52
Dem,18 to 34,High school,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Bell,Less than 50 percent,Landline,1,0.1294,1.9976,9.8,1.9411,2018-10-05 02:20:22
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Landline,1,0.9036,0.6652,0.3387,0.661,2018-10-05 02:20:49
Rep,65 and older,Bachelors' degree,Other,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,Bell,85 percent or higher,Landline,1,0.9788,0.9508,0.5418,0.9381,2018-10-05 02:24:52
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9822,1.3489,0.7547,1.3308,2018-10-05 02:31:28
Dem,65 and older,High school,White,Female,White,support,Disapp.,Support,support,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,50 to 85 percent,Landline,1,0.718,1.2893,0.9152,1.3247,2018-10-05 02:38:23
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,85 percent or higher,Cell,1,0.9749,0.9783,0.4157,0.9653,2018-10-05 22:48:41
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9925,1.3489,0.7469,1.3276,2018-10-05 22:56:29
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Black,oppose,Approve,Check,oppose,Don't know,Don't know,Favorable,Believe,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Hispanic,Bell,50 to 85 percent,Landline,1,0.5672,0.717,0.5961,0.6427,2018-10-05 22:59:11
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Hispanic,Austin/Round Rock,Less than 50 percent,Cell,1,0.2729,0.6772,1.5246,0.8428,2018-10-05 23:07:15
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Bell,85 percent or higher,Landline,1,0.9441,0.6788,0.3063,0.6713,2018-10-05 23:11:38
