response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,CLIMATE,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Bachelors' degree,White,Female,Hispanic,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,65 and older,White,<60% Trump,85 percent or higher,Cell,1,0.9773,0.8589,0.5282,0.8933
Dem,50 to 64,Bachelors' degree,White,Female,Black,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.956,0.8654,0.4449,0.9012
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,85 percent or higher,Cell,1,0.9929,0.9861,0.5911,1.026
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Unknown/Non-White,Polk,85 percent or higher,Cell,1,0.8823,1.1102,0.5854,1.1663
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,Polk,85 percent or higher,Cell,0.7778,0.8833,1.202,0.5678,1.2372
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Unknown/Non-White,Polk,50 to 85 percent,Landline,1,0.7846,1.2493,1.0613,1.3344
Dem,35 to 49,Graduate or Professional Degree,Black,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,Des Moines,85 percent or higher,Cell,1,0.9087,0.8112,0.5809,0.8491
Und,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown/Non-White,Polk,50 to 85 percent,Cell,0.8889,0.783,0.9883,0.7279,1.0044
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Don't know,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,1,0.776,0.7704,0.6048,0.8242
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Des Moines,85 percent or higher,Landline,1,0.9193,0.8119,0.4406,0.8486
Und,65 and older,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Unknown/Non-White,Des Moines,50 to 85 percent,Cell,1,0.6206,0.5694,0.4706,0.6322
Und,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Very or somewhat,Don't know,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.8869,0.9981,0.6733,1.0281
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Unfavorable,Favorable,agree,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Unknown/Non-White,Des Moines,Less than 50 percent,Cell,0.6667,0.1799,1.002,3.2067,0.7541
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.8649,1.2614,1.1298,1.3285
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Landline,1,0.9626,1.2242,0.7556,1.2742
Dem,18 to 34,Bachelors' degree,Black,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown/Non-White,Des Moines,50 to 85 percent,Cell,1,0.6496,0.868,0.8298,0.9561
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,Very or somewhat,oppose,Dems. take House,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,50 to 85 percent,Cell,1,0.682,0.8347,0.7506,0.9118
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Favorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.9537,1.1702,0.8338,1.2189
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,0.8889,0.8287,0.8319,0.7897,0.8453
Und,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Don't know,Unfavorable,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,1,0.5046,0.7704,0.93,0.8886
Und,50 to 64,High school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Check,Very or somewhat,Don't know,Don't know,Unfavorable,Unfavorable,Don't know,45 to 64,High School Grad. or Less,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Des Moines,50 to 85 percent,Landline,0.4444,0.5282,1.3803,1.393,0.8893
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.8869,1.0975,0.8388,1.1521
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.9914,0.5658,0.2971,0.5886
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,<60% Trump,50 to 85 percent,Cell,0.5556,0.7378,1.0648,1.3943,0.881
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,support,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,Polk,50 to 85 percent,Cell,1,0.8366,1.2235,0.9041,1.2945
Und,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,0.2222,0.5529,1.2837,1.1712,0.6485
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,Less than 50 percent,Landline,1,0.445,1.0343,1.2329,1.1374
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9779,0.6043,0.3033,0.6286
Rep,65 and older,High school,White,Male,White,support,Approve,Support,Very or somewhat,support,Reps. keep House,Don't know,Favorable,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.9824,1.4403,1.054,1.4902
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Polk,50 to 85 percent,Cell,1,0.8063,0.9926,0.8907,1.0263
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,65 and older,White,Polk,85 percent or higher,Cell,1,0.9945,0.6333,0.3096,0.6591
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,85 percent or higher,Cell,0.8889,0.9582,0.7823,0.6304,0.8021
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,>60% Trump,85 percent or higher,Cell,1,0.9687,0.694,0.5062,0.7221
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Landline,1,0.8716,1.1896,1.0681,1.2516
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Approve,Check,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.8092,1.1656,0.8148,1.2392
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,1,0.8274,0.5037,0.3929,0.5201
Und,65 and older,Some college or trade school,White,Female,White,Don't know,Approve,Support,Very or somewhat,Don't know,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,0.4444,0.9398,1.0715,0.8208,0.9432
Und,65 and older,High school,White,Male,White,oppose,Disapp.,Don't know,Very or somewhat,oppose,Don't know,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.9865,1.4403,1.0496,1.4915
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,<60% Trump,85 percent or higher,Cell,1,0.8706,1.3854,1.3305,1.4276
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.9311,1.0164,0.573,1.061
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,50 to 85 percent,Cell,1,0.698,0.9382,0.584,1.0209
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,0.7778,0.5758,0.8319,1.1366,0.8843
Und,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Unfavorable,Unfavorable,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,<60% Trump,85 percent or higher,Cell,1,0.9203,0.6184,0.3817,0.6463
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Polk,50 to 85 percent,Cell,1,0.7288,0.9382,0.5593,1.0137
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,1,0.9233,0.8736,0.5656,0.9127
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9585,1.1404,0.758,1.1874
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,Asian,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown/Non-White,Des Moines,50 to 85 percent,Cell,1,0.8422,0.6092,0.4438,0.6439
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,>60% Trump,85 percent or higher,Cell,1,0.9021,1.6006,1.3759,1.6768
Und,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Check,Not or not very,oppose,Reps. keep House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.8901,1.2242,0.8172,1.2608
Dem,50 to 64,High school,Unknown,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,>60% Trump,50 to 85 percent,Landline,1,0.845,1.4642,1.2891,1.5105
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Approve,Support,Very or somewhat,Don't know,Reps. keep House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,<60% Trump,50 to 85 percent,Cell,0.8889,0.6753,0.815,0.8858,0.7482
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Des Moines,50 to 85 percent,Landline,1,0.6611,1.0341,0.7905,1.1356
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Don't know,Check,Very or somewhat,Don't know,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,50 to 85 percent,Cell,1,0.8396,0.8717,0.5853,0.9218
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9622,0.563,0.308,0.5809
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,<60% Trump,85 percent or higher,Cell,1,0.9736,0.6027,0.3677,0.627
Und,50 to 64,High school,White,Female,White,oppose,Disapp.,Don't know,Not or not very,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.8794,1.4326,0.9738,1.5055
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9811,0.8612,0.436,0.8956
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,85 percent or higher,Landline,1,0.9108,1.0899,0.8567,1.1404
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,85 percent or higher,Landline,1,0.9875,0.9187,0.5936,0.9555
Dem,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Polk,85 percent or higher,Landline,1,0.959,0.9981,0.6227,1.0296
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Other,Male,[DO NOT READ] Don't know/Refused,support,Disapp.,Check,Not or not very,oppose,Dems. take House,Don't know,Don't know,agree,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown/Non-White,<60% Trump,85 percent or higher,Cell,1,0.8524,1.2243,1.0169,1.292
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9083,1.0594,0.5042,1.1089
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Don't know,Check,Not or not very,Don't know,Reps. keep House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,85 percent or higher,Landline,0.7778,0.8603,0.9155,0.6301,0.9429
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Very or somewhat,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,50 to 85 percent,Landline,1,0.7904,0.8635,0.5063,0.9213
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Des Moines,85 percent or higher,Landline,1,0.9074,0.9861,0.6468,1.0323
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,85 percent or higher,Landline,1,0.9843,0.6915,0.4088,0.7158
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.9449,1.0715,0.8164,1.1169
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,1,0.8903,0.5985,0.4217,0.628
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Don't know,Very or somewhat,oppose,Dems. take House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,50 to 85 percent,Cell,1,0.8408,0.7251,0.426,0.7667
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Disapp.,Check,Not or not very,support,Don't know,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Landline,1,0.8858,0.6289,0.3646,0.6478
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,85 percent or higher,Cell,1,0.8696,0.7096,0.6729,0.7468
Rep,35 to 49,High school,Unknown,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown/Non-White,Polk,85 percent or higher,Cell,1,0.9894,1.7376,1.577,1.8074
Und,50 to 64,Graduate or Professional Degree,White,Female,White,support,Don't know,Check,Very or somewhat,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Des Moines,Less than 50 percent,Landline,0.7778,0.3069,0.6219,0.9314,0.4194
Und,35 to 49,Some college or trade school,White,Male,Asian,oppose,Approve,Support,Very or somewhat,oppose,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,<60% Trump,50 to 85 percent,Landline,0.7778,0.6761,1.3191,1.5529,0.9165
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Don't know,Don't know,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,50 to 85 percent,Cell,0.2222,0.7953,1.4114,1.0145,1.297
Rep,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,>60% Trump,85 percent or higher,Cell,1,0.9771,0.8198,0.6417,0.8527
Und,35 to 49,Some college or trade school,Unknown,Female,White,support,Disapp.,Don't know,Very or somewhat,support,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown/Non-White,Polk,50 to 85 percent,Landline,0,0.6313,1.455,1.6412,0.5449
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.9636,0.9745,0.6426,1.0056
Und,65 and older,High school,White,Female,White,support,Disapp.,Don't know,Not or not very,Don't know,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Landline,1,0.8737,1.1614,1.1048,1.2215
Rep,65 and older,High school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.9767,1.4403,1.0601,1.498
Und,65 and older,High school,White,Female,White,support,Don't know,Check,Very or somewhat,support,Don't know,Unfavorable,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Landline,0.4444,0.8842,1.1614,1.0917,0.9413
