response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.6887,0.438,0.6906,2018-10-13 03:55:18
Rep,65 and older,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,Nonwhite,65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.0776,0.844,1.0716,2018-10-13 03:59:03
Dem,35 to 49,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,Non-White,Rest,50 to 85 percent,Cell,1,0.6475,0.7663,0.8639,0.8138,2018-10-13 04:01:43
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,85 percent or higher,Landline,1,0.9624,1.1962,0.7937,1.1997,2018-10-13 04:04:25
Und,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Phoenix,Less than 50 percent,Landline,1,0.4262,1.1811,1.8085,1.357,2018-10-13 04:06:22
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Rest,85 percent or higher,Cell,1,0.965,0.9552,0.6137,0.9578,2018-10-13 04:10:07
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Phoenix,85 percent or higher,Landline,1,0.8851,1.2131,0.9098,1.204,2018-10-13 04:14:10
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Phoenix,85 percent or higher,Landline,1,0.965,1.1855,0.7141,1.1887,2018-10-13 04:14:37
Und,50 to 64,Bachelors' degree,Unknown,Female,White,Don't know,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Phoenix,50 to 85 percent,Cell,1,0.8084,1.0456,0.6303,1.0713,2018-10-13 04:14:46
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Phoenix/Tempe,85 percent or higher,Cell,1,0.9657,0.8733,0.5325,0.8757,2018-10-13 04:15:31
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,White,Rest,Less than 50 percent,Cell,1,0.4486,0.7125,1.0877,0.8102,2018-10-13 04:20:15
Dem,65 and older,High school,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Rest,85 percent or higher,Cell,1,0.965,0.8258,0.7192,0.828,2018-10-13 04:22:12
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Phoenix,85 percent or higher,Landline,0.8889,0.965,0.8144,0.4608,0.8056,2018-10-13 04:26:06
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Phoenix,85 percent or higher,Landline,1,0.965,1.2131,0.8345,1.2164,2018-10-13 04:26:51
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.7862,0.5113,0.7883,2018-10-13 04:28:57
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest,Less than 50 percent,Landline,0.1111,0.2997,0.9966,2.709,0.2749,2018-10-13 04:29:42
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.0439,0.7386,1.0468,2018-10-13 04:30:09
Und,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Don't know,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Rest,50 to 85 percent,Cell,0.7778,0.6486,1.1367,1.0532,1.086,2018-10-13 04:30:27
Dem,50 to 64,Bachelors' degree,Other,Male,White,Approve,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Phoenix,85 percent or higher,Cell,1,0.9608,0.8702,0.5881,0.865,2018-10-13 04:33:26
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.0319,0.7164,1.0347,2018-10-13 04:33:53
Und,18 to 34,Some college or trade school,Unknown,Male,Other,Approve,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Not very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Unknown,Rest,Less than 50 percent,Cell,0.2222,0.0582,1.065,5.4129,0.3746,2018-10-13 04:34:02
Und,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Non-White,Phoenix,50 to 85 percent,Cell,1,0.8414,1.0596,0.9053,1.0534,2018-10-13 04:35:41
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Phoenix,85 percent or higher,Landline,1,0.9001,1.1355,0.7367,1.1465,2018-10-13 04:36:17
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Phoenix,50 to 85 percent,Cell,1,0.6961,1.1471,0.9713,1.0552,2018-10-13 04:39:26
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Rest,85 percent or higher,Cell,1,0.965,0.5777,0.313,0.5793,2018-10-13 04:43:20
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9933,0.7554,0.5775,0.7554,2018-10-13 04:45:44
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,Postgraduate Degree,Non-White,Phoenix,85 percent or higher,Cell,1,0.965,0.7859,0.533,0.788,2018-10-13 04:47:11
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Rest,85 percent or higher,Cell,1,0.965,0.8149,0.4811,0.8103,2018-10-13 04:47:38
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Phoenix,85 percent or higher,Cell,1,0.965,0.7204,0.4585,0.7224,2018-10-13 04:49:08
Rep,65 and older,Grade school,Black,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Phoenix,85 percent or higher,Cell,1,0.965,0.9189,0.6898,0.9138,2018-10-13 04:49:17
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Rest,85 percent or higher,Cell,1,0.965,0.8318,0.5498,0.8341,2018-10-13 04:49:17
Rep,18 to 34,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,White,Phoenix,50 to 85 percent,Cell,1,0.7347,1.5256,1.2866,1.5862,2018-10-13 04:54:23
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.9522,1.0087,0.7043,1.0124,2018-10-13 04:56:29
Rep,18 to 34,Bachelors' degree,Asian,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,18 to 39,4-year College Grad.,Non-White,Phoenix,50 to 85 percent,Cell,0.8889,0.6154,1.2419,1.3928,1.2982,2018-10-13 04:58:08
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,Non-White,Rest,85 percent or higher,Landline,1,0.965,0.8425,0.6893,0.8378,2018-10-13 04:58:08
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Phoenix,50 to 85 percent,Landline,1,0.6345,1.5256,1.4897,1.6257,2018-10-13 04:58:53
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Phoenix,85 percent or higher,Cell,1,0.965,0.9653,0.7341,0.9679,2018-10-13 04:59:11
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,0.8889,0.965,1.0294,0.7006,1.028,2018-10-13 04:59:56
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Phoenix,50 to 85 percent,Cell,1,0.8234,1.1236,0.6789,1.1182,2018-10-13 05:01:08
Dem,65 and older,Graduate or Professional Degree,Asian,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,Non-White,Phoenix,85 percent or higher,Cell,1,0.8687,0.6842,0.468,0.6793,2018-10-13 05:02:54
Und,35 to 49,Some college or trade school,Unknown,Male,Hispanic,Approve,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Unknown,Rest,85 percent or higher,Cell,0.6667,0.8814,0.986,0.7678,0.8794,2018-10-13 05:04:24
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Phoenix,85 percent or higher,Cell,1,0.965,1.1657,0.651,1.1689,2018-10-13 05:04:51
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,4-year College Grad.,Non-White,Phoenix,85 percent or higher,Cell,1,0.965,0.9351,0.6424,0.9377,2018-10-13 05:06:03
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Already voted,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Non-White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.6426,1.0596,1.3194,1.1642,2018-10-13 05:08:54
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Unknown,Rest,50 to 85 percent,Cell,1,0.8178,0.7138,0.4397,0.7106,2018-10-13 05:09:12
Dem,65 and older,Some college or trade school,Asian,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,Non-White,Phoenix,85 percent or higher,Cell,1,0.8587,0.9189,0.7752,0.9335,2018-10-13 05:11:00
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Rest,85 percent or higher,Cell,1,0.965,0.6122,0.3257,0.6138,2018-10-13 05:12:21
Dem,50 to 64,Bachelors' degree,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,Non-White,Phoenix,85 percent or higher,Cell,1,0.965,0.8702,0.5856,0.8653,2018-10-13 05:16:15
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,50 to 85 percent,Landline,1,0.6451,1.146,1.1881,1.1624,2018-10-13 17:38:50
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Phoenix,50 to 85 percent,Landline,1,0.6275,1.4073,1.404,1.4314,2018-10-13 17:45:35
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.1755,0.9812,1.1787,2018-10-13 17:45:53
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,Non-White,Phoenix,85 percent or higher,Cell,0.7778,0.965,0.9875,0.7568,0.9468,2018-10-13 17:47:02
Rep,50 to 64,Bachelors' degree,Unknown,Female,Asian,Disapp.,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,Nonwhite,40 to 64,4-year College Grad.,Unknown,Rest of Maricopa,85 percent or higher,Landline,1,0.9952,0.8737,0.6142,0.8762,2018-10-13 17:47:20
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Already voted,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Non-White,Phoenix,Less than 50 percent,Landline,1,0.2795,1.0858,3.5032,1.4708,2018-10-13 17:48:59
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Rest,85 percent or higher,Cell,1,0.9644,0.8757,0.5282,0.8781,2018-10-13 17:50:20
Und,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Phoenix,50 to 85 percent,Cell,1,0.6745,1.3594,1.0656,1.4334,2018-10-13 17:51:14
Rep,65 and older,Graduate or Professional Degree,Asian,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Rest,85 percent or higher,Landline,1,0.928,0.6077,0.4431,0.6031,2018-10-13 17:56:38
Rep,35 to 49,Some college or trade school,Other,Female,Asian,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Rest,85 percent or higher,Cell,1,0.965,0.8575,0.7424,0.8598,2018-10-13 17:58:17
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Phoenix,85 percent or higher,Cell,1,0.965,0.6503,0.3095,0.6467,2018-10-13 17:58:44
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,85 percent or higher,Cell,1,0.965,1.0839,0.7624,1.0869,2018-10-13 18:00:14
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Non-White,Rest,85 percent or higher,Landline,1,0.965,0.6256,0.4498,0.6273,2018-10-13 18:06:08
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Phoenix,85 percent or higher,Landline,1,0.965,1.1752,0.7303,1.1784,2018-10-13 18:07:02
Rep,65 and older,Bachelors' degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,4-year College Grad.,Unknown,Rest,85 percent or higher,Landline,1,0.965,0.8757,0.5278,0.8781,2018-10-13 18:08:05
Rep,50 to 64,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Phoenix,Less than 50 percent,Cell,1,0.3623,0.9997,1.6853,1.1878,2018-10-13 18:13:47
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Rest,85 percent or higher,Landline,1,0.965,0.8656,0.512,0.868,2018-10-13 18:18:44
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Phoenix,85 percent or higher,Landline,1,0.965,1.282,0.8491,1.2855,2018-10-13 18:19:56
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Phoenix,50 to 85 percent,Landline,1,0.7943,0.9861,0.8741,1.0129,2018-10-13 18:21:35
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Rest,50 to 85 percent,Cell,1,0.804,1.1269,0.869,1.1554,2018-10-13 18:25:02
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Non-White,Phoenix,50 to 85 percent,Cell,1,0.5955,0.7278,0.7282,0.7843,2018-10-13 18:26:14
Rep,65 and older,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Rest,85 percent or higher,Landline,1,0.965,0.6025,0.4357,0.6041,2018-10-13 18:27:17
Dem,50 to 64,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Phoenix,85 percent or higher,Cell,1,0.9301,0.9244,0.6465,0.9298,2018-10-13 18:27:53
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Don't know,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Non-White,Phoenix,Less than 50 percent,Landline,0.8889,0.4874,1.0397,1.7051,1.1258,2018-10-13 18:27:53
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Non-White,Phoenix,85 percent or higher,Cell,1,0.965,0.9738,0.7178,0.9764,2018-10-13 18:33:45
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Non-White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.5828,0.773,0.8813,0.8363,2018-10-13 18:34:21
Und,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Rest,85 percent or higher,Landline,1,0.965,0.9119,0.5898,0.9143,2018-10-13 18:35:24
Rep,50 to 64,High school,Hispanic,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Non-White,Phoenix,50 to 85 percent,Landline,0.8889,0.7219,1.0689,1.0317,1.0942,2018-10-13 18:37:30
Rep,35 to 49,Bachelors' degree,Asian,Female,Asian,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Non-White,Phoenix,85 percent or higher,Cell,1,0.965,1.1313,0.8261,1.125,2018-10-13 18:38:24
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Non-White,Phoenix,85 percent or higher,Landline,1,0.965,0.6169,0.3809,0.6186,2018-10-13 18:41:42
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Rest,85 percent or higher,Cell,1,0.965,0.6456,0.4534,0.6473,2018-10-13 18:41:51
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Non-White,Rest,85 percent or higher,Cell,1,0.8784,0.5889,0.4643,0.5964,2018-10-13 18:41:51
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Rest,50 to 85 percent,Cell,1,0.8228,0.8861,0.8799,0.8818,2018-10-13 18:45:27
