response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,South/Central,Less than 50 percent,Cell,1,0.3529,1.6193,3.6878,1.985,2018-09-14 21:20:32
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,North,85 percent or higher,Cell,1,0.9473,0.5744,0.3416,0.5918,2018-09-14 21:25:56
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,North,85 percent or higher,Landline,1,0.9959,0.5322,0.2214,0.5476,2018-09-14 21:34:37
Dem,18 to 34,High school,White,Male,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,North,50 to 85 percent,Landline,1,0.6981,2.4315,2.508,2.6158,2018-09-14 21:41:04
Rep,65 and older,Grade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9957,1.4149,1.0896,1.456,2018-09-14 21:42:07
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9808,0.8102,0.4766,0.8285,2018-09-14 21:44:04
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.92490000000000006,1.0662,0.7151,1.0856,2018-09-14 21:44:31
Und,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Don't know,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.986,0.8982,0.81,0.9235,2018-09-14 21:46:35
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.907,0.9936,0.7176,1.0284,2018-09-14 21:48:59
Rep,65 and older,High school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,0.8889,0.9702,1.3185,1.1003,1.3399,2018-09-14 21:54:23
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,agree,Dems. take House,Unfavorable,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Auburn/Lewiston,85 percent or higher,Cell,0.7778,0.9503,1.2797,0.8916,1.2857,2018-09-14 21:55:26
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Support,disagree,Don't know,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9876,0.5842,0.4156,0.5983,2018-09-14 21:56:02
Rep,35 to 49,Some college or trade school,Unknown,Female,Other,Oppose,disagree,Disapp.,support,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,Unknown/Non-White,North,Less than 50 percent,Landline,0.7778,0.2918,1.2545,2.9764,1.2874,2018-09-14 21:56:20
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9922,0.6567,0.4047,0.6755,2018-09-14 21:59:02
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.9863,0.6746,0.403,0.6937,2018-09-14 21:59:29
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Support,agree,Don't know,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9718,0.7589,0.4893,0.762,2018-09-14 22:06:26
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.8978,0.6223,0.382,0.6336,2018-09-14 22:06:35
Und,65 and older,High school,White,Female,White,Don't know,disagree,Don't know,oppose,Oppose,agree,Don't know,Favorable,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,North,Less than 50 percent,Landline,1,0.4052,1.3994,3.4996,1.5412,2018-09-14 22:11:41
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,agree,Disapp.,support,Oppose,agree,Don't know,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,Less than 50 percent,Landline,0.8889,0.2839,1.313,5.227,1.1548,2018-09-14 22:13:20
Rep,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,North,85 percent or higher,Landline,0.7778,0.9299,1.0717,0.7223,1.0907,2018-09-14 22:14:23
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.8766,0.6909,0.4682,0.7037,2018-09-14 22:14:23
Dem,50 to 64,High school,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,50 to 85 percent,Landline,0.8889,0.8449,1.3482,1.1102,1.3547,2018-09-14 22:15:26
Und,65 and older,High school,White,Female,White,Don't know,disagree,Disapp.,oppose,Don't know,disagree,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9453,1.1045,1.0337,1.1254,2018-09-14 22:16:41
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,South/Central,85 percent or higher,Cell,1,0.9984,0.6519,0.3089,0.6714,2018-09-14 22:17:53
Dem,65 and older,High school,White,Female,White,Oppose,agree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,50 to 85 percent,Landline,1,0.8124,1.0055,0.817,1.0275,2018-09-14 22:20:26
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Landline,1,0.9951,0.5946,0.3487,0.6118,2018-09-14 22:21:11
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9936,0.8312,0.6308,0.8551,2018-09-14 22:23:53
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9507,0.6547,0.36870000000000003,0.6743,2018-09-14 22:24:20
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,1,0.8565,0.6516,0.5091,0.6794,2018-09-14 22:27:29
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Dems. take House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,North,85 percent or higher,Landline,1,0.9778,0.5322,0.2255,0.5472,2018-09-14 22:27:29
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,agree,Reps. keep House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.8525,0.9977,0.7928,1.0408,2018-09-14 22:30:11
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9905,0.6567,0.4055,0.6754,2018-09-14 22:31:32
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9745,0.9052,0.7048,0.9309,2018-09-14 22:32:26
Rep,65 and older,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.9269,1.3815,1.1335,1.4067,2018-09-14 22:35:35
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9758,1.4805,1.4825,1.5224,2018-09-14 22:35:53
Rep,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,support,Don't know,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,North,Less than 50 percent,Landline,0,0.4734,1.46,2.5936,0.5574,2018-09-14 22:36:11
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,North,50 to 85 percent,Cell,1,0.7963,1.6364,1.3917,1.674,2018-09-14 22:38:26
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,North,85 percent or higher,Landline,1,0.9809,0.4118,0.2148,0.4234,2018-09-14 22:39:02
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9586,0.7911,0.4722,0.8067,2018-09-14 22:40:14
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Support,disagree,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,0.7778,0.9563,1.0662,0.6917,1.0866,2018-09-14 22:40:32
Und,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Don't know,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,South/Central,50 to 85 percent,Landline,0.8889,0.7399,0.9321,0.7942,0.9375,2018-09-14 22:42:02
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9587,1.3449,1.1073,1.3843,2018-09-14 22:43:50
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,disagree,Disapp.,oppose,Support,agree,Don't know,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9082,1.1458,0.878,1.1858,2018-09-14 22:45:47
Rep,50 to 64,Grade school,White,Female,White,Oppose,agree,Approve,support,Oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.993,1.3669,1.3121,1.406,2018-09-14 22:51:13
Dem,50 to 64,High school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.9906,1.1266,0.9809,1.1586,2018-09-14 22:51:58
Rep,65 and older,Grade school,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9436,1.4515,1.5417,1.496,2018-09-14 22:52:52
Rep,50 to 64,High school,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Unfavorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,South/Central,50 to 85 percent,Landline,1,0.8063,1.9463,1.7152,2.0467,2018-09-14 22:53:37
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.9918,0.5501,0.3706,0.5658,2018-09-14 22:53:55
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Cell,1,0.8956,0.4037,0.2366,0.4185,2018-09-14 22:54:13
Dem,65 and older,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9982,0.8223,0.5049,0.8468,2018-09-14 22:54:31
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,North,85 percent or higher,Cell,1,0.9697,0.4419,0.2208,0.4545,2018-09-14 22:57:04
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,North,50 to 85 percent,Landline,1,0.6726,0.6739,0.6015,0.7295,2018-09-14 22:57:49
Dem,50 to 64,Some college or trade school,White,Male,White,Don't know,disagree,Disapp.,support,Oppose,Don't know,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.9564,0.9411,0.8218,0.9688,2018-09-14 23:02:04
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.9991,0.5695,0.3064,0.5867,2018-09-14 23:03:25
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,disagree,Approve,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9933,0.8102,0.4706,0.8334,2018-09-14 23:04:10
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Cell,1,0.9973,0.6098,0.489,0.6278,2018-09-14 23:09:52
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,North,85 percent or higher,Cell,1,0.9907,0.5322,0.2226,0.5473,2018-09-14 23:12:52
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9481,0.9483,0.6975,0.977,2018-09-14 23:15:52
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,South/Central,50 to 85 percent,Cell,1,0.61240000000000006,0.817,0.6765,0.8989,2018-09-14 23:16:01
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.993,0.5307,0.3033,0.5459,2018-09-14 23:18:18
Dem,50 to 64,Some college or trade school,White,Male,Other,Don't know,disagree,Disapp.,oppose,Oppose,Don't know,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,South/Central,50 to 85 percent,Cell,1,0.7625,0.8859,0.7541,0.9089,2018-09-14 23:20:51
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9669,0.7883,0.5778,0.8109,2018-09-14 23:20:51
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9711,1.1737,0.9282,1.1984,2018-09-14 23:22:48
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,South/Central,85 percent or higher,Landline,1,0.9629,0.7403,0.3578,0.7552,2018-09-14 23:22:48
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,South/Central,50 to 85 percent,Cell,1,0.8295,1.7127,1.3206,1.7937,2018-09-14 23:24:18
Dem,65 and older,High school,White,Male,White,Oppose,disagree,Disapp.,support,Support,disagree,Dems. take House,Unfavorable,Unfavorable,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,Less than 50 percent,Landline,0.4444,0.2355,1.0749,4.4181,0.4075,2018-09-14 23:26:51
Dem,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Auburn/Lewiston,50 to 85 percent,Cell,0.3333,0.7938,1.3832,1.5845,0.947,2018-09-14 23:27:18
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Landline,1,0.9921,0.4898,0.2864,0.5038,2018-09-14 23:29:51
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,South/Central,85 percent or higher,Cell,1,0.8619,1.1169,0.69,1.1635,2018-09-14 23:30:54
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,Bangor Area,85 percent or higher,Landline,1,0.8872,0.7431,0.6242,0.7567,2018-09-14 23:31:03
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9911,0.6098,0.4921,0.6252,2018-09-14 23:35:55
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9963,0.6242,0.3683,0.6425,2018-09-14 23:36:50
Rep,65 and older,High school,White,Female,White,Don't know,disagree,Disapp.,Don't know,Oppose,agree,Dems. take House,Unfavorable,Unfavorable,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Cell,1,0.997,0.8267,0.5618,0.851,2018-09-14 23:38:11
Dem,65 and older,High school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.8586,1.3185,1.2434,1.3439,2018-09-14 23:40:43
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,1,0.9686,0.7491,0.5156,0.7706,2018-09-14 23:41:11
Rep,18 to 34,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Dems. take House,Don't know,Favorable,agree,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,North,50 to 85 percent,Cell,1,0.759,1.9128,1.7479,1.963,2018-09-14 23:41:47
