response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,High school,White,Female,White,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.5731,1.5152,1.3486,1.5573,2018-09-25 00:14:30
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Landline,0.6667,0.7055,0.7698,0.3704,0.6327,2018-09-25 00:15:51
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Favorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9309,0.6484,0.2279,0.644,2018-09-25 00:16:18
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Oppose,oppose,Approve,Dems. take House,Don't know,Yes,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6937,0.7044,0.5896,0.7399,2018-09-25 00:21:11
Rep,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,Less than 50 percent,Cell,1,0.3747,1.2369,2.334,1.4603,2018-09-25 00:23:26
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.7794,0.6319,0.2951,0.6514,2018-09-25 00:25:05
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Trump",85 percent or higher,Cell,1,0.9075,0.6571,0.6092,0.6632,2018-09-25 00:30:11
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Don't know,Support,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9017,1.0947,0.6497,1.0869,2018-09-25 00:34:41
Dem,65 and older,Some college or trade school,White,Female,Hispanic,Support,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Support,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9942,1.0726,0.6464,1.0763,2018-09-25 00:36:38
Rep,35 to 49,Graduate or Professional Degree,White,Male,Black,Support,support,Approve,Reps. keep House,Unfavorable,No,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.8342,0.7303,0.3669,0.7454,2018-09-25 00:37:41
Und,35 to 49,Graduate or Professional Degree,White,Male,Black,Don't know,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.2893,0.9264,1.4787,1.1565,2018-09-25 00:40:32
Rep,65 and older,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Don't know,Support,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.7492,0.8312,0.4063,0.8621,2018-09-25 00:42:29
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,Don't know,Approve,Reps. keep House,Don't know,No,Favorable,Support,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9815,0.6793,0.2535,0.6812,2018-09-25 00:47:04
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.7692,0.8312,0.3959,0.8311,2018-09-25 00:54:25
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.9864,0.907,0.5105,0.9096,2018-09-25 00:55:10
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.492,0.9264,0.8718,1.0352,2018-09-25 00:59:58
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9238,0.7024,0.2691,0.7076,2018-09-25 01:10:43
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Support,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,0.8889,0.6368,0.7838,0.5749,0.774,2018-09-25 21:12:41
Dem,65 and older,Bachelors' degree,White,Female,White,Support,Don't know,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.5921,0.8322,0.5473,0.8522,2018-09-25 21:19:32
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9612,0.9734,0.6288,0.977,2018-09-25 21:23:35
Rep,65 and older,High school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Don't know,Oppose,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Cell,1,0.9386,1.7677,1.1237,1.7778,2018-09-25 21:24:38
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Ocean,50 to 85 percent,Cell,0.7778,0.7141,0.6676,0.5219,0.5737,2018-09-25 21:30:29
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.5115,1.0749,0.9431,1.1923,2018-09-25 21:32:04
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Support,support,Disapp.,Don't know,Unfavorable,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,"Burlington, Trump",85 percent or higher,Cell,1,0.9586,0.6639,0.4137,0.6603,2018-09-25 21:36:52
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Ocean,85 percent or higher,Landline,0,0.9862,0.698,0.2419,0.6664,2018-09-25 21:37:44
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,Don't know,Approve,Reps. keep House,Don't know,No,Unfavorable,Oppose,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.7315,0.7838,0.5012,0.7867,2018-09-25 21:44:56
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",85 percent or higher,Cell,1,0.8515,0.9006,0.6282,0.9165,2018-09-25 21:45:21
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9415,0.6609,0.1931,0.6645,2018-09-25 21:45:21
Dem,35 to 49,Some college or trade school,Black,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Black,"Burlington, Clinton",50 to 85 percent,Cell,0.8889,0.6372,0.88,0.9656,0.9162,2018-09-25 21:46:44
Und,50 to 64,Graduate or Professional Degree,Black,Female,White,Support,oppose,Disapp.,Don't know,Don't know,Yes,Don't know,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Landline,0.8889,0.9911,0.5118,0.2431,0.5107,2018-09-25 21:48:21
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.8454,0.5901,0.3886,0.6011,2018-09-25 21:51:48
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,1,0.4838,1.0251,1.387,1.1493,2018-09-25 21:51:57
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,"Burlington, Clinton",50 to 85 percent,Landline,1,0.7428,0.5302,0.3268,0.5316,2018-09-25 21:52:51
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9937,0.9017,0.5756,0.9047,2018-09-25 21:53:38
Und,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Landline,0.7778,0.6056,0.8754,0.6304,0.8924,2018-09-25 21:55:15
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.6648,0.6327,0.3682,0.6403,2018-09-25 21:55:33
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,0.8889,0.8452,0.6776,0.302,0.664,2018-09-25 21:56:45
Dem,18 to 34,High school,Black,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,Black,"Burlington, Clinton",85 percent or higher,Cell,0.8889,0.884,1.2327,1.0739,1.2365,2018-09-25 21:58:42
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.9385,0.8175,0.3697,0.8221,2018-09-25 21:59:44
Rep,18 to 34,Some college or trade school,White,Male,White,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.2732,0.9764,1.9207,1.2347,2018-09-25 22:00:14
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6967,0.6663,0.3261,0.6994,2018-09-25 22:04:05
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.6455,0.7552,0.4728,0.7665,2018-09-25 22:04:52
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Ocean,Less than 50 percent,Cell,1,0.4039,0.8265,1.2157,0.9606,2018-09-25 22:05:26
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9854,0.9658,0.3768,0.9641,2018-09-25 22:07:59
Dem,18 to 34,Bachelors' degree,White,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6272,0.7553,0.5707,0.7688,2018-09-25 22:09:04
Dem,18 to 34,Some college or trade school,White,Female,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Ocean,Less than 50 percent,Cell,0.7778,0.2637,1.0117,3.0752,1.0227,2018-09-25 22:09:56
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Landline,1,0.8292,0.8754,0.4619,0.8941,2018-09-25 22:10:41
Rep,65 and older,Some college or trade school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,"Burlington, Trump",85 percent or higher,Cell,1,0.8746,0.9494,0.9571,0.9627,2018-09-25 22:10:50
Dem,18 to 34,High school,Hispanic,Male,Hispanic,Support,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,18 to 34,Other Non-White,"Burlington, Clinton",Less than 50 percent,Cell,0.5556,0.2998,3.0925,8.3586,2.076,2018-09-25 22:10:50
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9881,0.7491,0.2893,0.7513,2018-09-25 22:11:17
Rep,50 to 64,High school,White,Male,White,Oppose,oppose,Disapp.,Don't know,Unfavorable,Yes,Favorable,Support,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,0.8889,0.9761,1.7218,1.2216,1.7214,2018-09-25 22:11:19
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Favorable,No,Unfavorable,Oppose,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Ocean,50 to 85 percent,Landline,1,0.8,0.8163,0.4707,0.8382,2018-09-25 22:11:26
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.8763,0.9,0.2893,0.894,2018-09-25 22:12:38
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Ocean,50 to 85 percent,Cell,0.8889,0.6449,0.7182,0.4222,0.7086,2018-09-25 22:14:26
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Support,Don't know,Approve,Don't know,Don't know,No,Don't know,Support,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Ocean,Less than 50 percent,Cell,0.6667,0.229,0.6915,1.6023,0.6584,2018-09-25 22:14:55
Rep,18 to 34,Bachelors' degree,White,Male,White,Support,Don't know,Approve,Reps. keep House,Don't know,No,Favorable,Support,18 to 29,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,0.8889,0.15310000000000001,0.9099,2.3275,1.2307,2018-09-25 22:15:13
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Unfavorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.4317,0.856,0.7547,0.9816,2018-09-25 22:16:25
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9324,0.9463,0.4359,0.9399,2018-09-25 22:16:45
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.8106,1.0383,0.5647,1.0641,2018-09-25 22:17:01
Rep,50 to 64,Some college or trade school,White,Female,White,Support,Don't know,Disapp.,Dems. take House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",Less than 50 percent,Landline,0.8889,0.4655,1.0268,1.2674,1.1209,2018-09-25 22:17:48
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Oppose,support,Disapp.,Dems. take House,Don't know,No,Don't know,Oppose,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown,"Burlington, Clinton",85 percent or higher,Cell,0.7778,0.9461,0.7611,0.5621,0.745,2018-09-25 22:20:37
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,Ocean,85 percent or higher,Landline,1,0.9574,0.6054,0.3544,0.6078,2018-09-25 22:20:48
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3817,0.9099,0.9368,0.9856,2018-09-25 22:21:40
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Ocean,50 to 85 percent,Cell,1,0.5525,0.5895,0.4319,0.6445,2018-09-25 22:22:52
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.1461,1.0914,4.3105,1.0641,2018-09-25 22:25:00
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Ocean,85 percent or higher,Cell,1,0.9568,0.8028,0.6855,0.7983,2018-09-25 22:25:34
Dem,18 to 34,Bachelors' degree,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Oppose,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.2299,0.8916,1.7017,1.0473,2018-09-25 22:27:15
Und,18 to 34,Bachelors' degree,White,Male,Hispanic,Support,Don't know,Don't know,Don't know,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Ocean,50 to 85 percent,Cell,1,0.8164,0.7182,0.3347,0.7353,2018-09-25 22:28:36
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.794,0.6457,0.2824,0.6637,2018-09-25 22:29:21
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,1,0.3718,1.1679,1.8989,1.27,2018-09-25 22:30:24
Dem,50 to 64,Some college or trade school,Black,Male,Black,Support,oppose,Approve,Reps. keep House,Favorable,No,Unfavorable,Oppose,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.86240000000000006,0.7633,0.5212,0.7586,2018-09-25 22:31:00
Dem,35 to 49,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Ocean,50 to 85 percent,Landline,1,0.5725,1.8146,2.7849,1.9709,2018-09-25 22:33:14
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.8834,0.8116,0.3789,0.8219,2018-09-25 22:33:41
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9946,0.7024,0.2504,0.7049,2018-09-25 22:34:17
Dem,65 and older,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9277,0.967,0.4269,0.9736,2018-09-25 22:35:11
Rep,65 and older,High school,White,Female,White,Don't know,Don't know,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.9811,1.7321,1.179,1.7275,2018-09-25 22:35:20
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Ocean,Less than 50 percent,Cell,1,0.4887,0.8506,1.2598,0.9517,2018-09-25 22:35:29
