response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9969,1.0646,0.6025,1.0826,2018-09-22 17:01:53
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Don't know,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5709,0.7777,0.8362,0.856,2018-09-22 17:06:05
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9911,0.8304,0.5291,0.8409,2018-09-22 17:06:14
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.8886,0.7404,0.5793,0.759,2018-09-22 17:11:56
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,Hispanic,oppose,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Unknown,Well-educ. Trump,50 to 85 percent,Cell,1,0.6766,0.9154,0.7527,0.9779,2018-09-22 17:15:41
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,65 and older,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,0.4444,0.9191,0.7681,0.5011,0.5924,2018-09-22 17:20:53
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Don't know,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9924,0.7863,0.5153,0.7966,2018-09-22 17:35:37
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Don't know,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.9897,1.0241,0.6685,1.0403,2018-09-22 17:37:07
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Landline,1,0.8553,0.878,0.5341,0.9045,2018-09-22 17:44:19
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Well-educ. Trump,50 to 85 percent,Cell,0.7778,0.669,1.1111,0.9466,1.0759,2018-09-22 17:45:31
Dem,18 to 34,Graduate or Professional Degree,White,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,1,0.6438,0.7898,0.7302,0.851,2018-09-22 17:45:31
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,1,0.8599,0.8033,0.5635,0.8269,2018-09-22 17:51:04
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9243,1.2108,0.6307,1.2353,2018-09-22 17:59:19
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.9902,1.0241,0.6681,1.0404,2018-09-22 18:02:34
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Don't know,Reps. keep House,Favorable,Unfavorable,Support,Don't know,Support,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,0.8889,0.8021,1.2402,0.8566,1.2713,2018-09-22 18:03:37
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.3916,0.8195,1.3963,0.971,2018-09-22 18:08:07
Rep,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Oppose,Oppose,Support,agree,18 to 29,4-year College Grad.,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Well-educ. Trump,Less than 50 percent,Cell,0.3333,0.1652,1.1033,4.6348,0.452,2018-09-22 18:13:31
Rep,65 and older,High school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Oppose,Don't know,Support,Don't know,65 and older,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Clinton Precinct,50 to 85 percent,Cell,0.4444,0.6325,2.2759,2.5264,1.9558,2018-09-22 18:16:16
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9945,1.1054,0.6666,1.1235,2018-09-22 18:19:25
Rep,50 to 64,Some college or trade school,Asian,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Non-White,Well-educ. Trump,85 percent or higher,Cell,1,0.9185,0.9663,0.5998,0.9866,2018-09-22 18:20:01
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,65 and older,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Kansas City,85 percent or higher,Cell,1,0.9745,0.997,0.5996,0.9904,2018-09-22 18:21:31
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Support,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,50 to 85 percent,Cell,0.8889,0.7232,0.9336,0.654,0.9684,2018-09-22 18:21:31
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,Non-White,Well-educ. Trump,85 percent or higher,Cell,1,0.9058,0.8739,0.6057,0.8789,2018-09-22 18:23:46
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5279,0.8675,0.9358,0.9116,2018-09-22 18:24:04
Dem,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Dems. take House,Favorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9866,0.8032,0.4708,0.8158,2018-09-22 18:29:01
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.993,0.7703,0.5116,0.7828,2018-09-22 18:32:43
Rep,50 to 64,Some college or trade school,White,Male,White,oppose,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,Less than 50 percent,Cell,0.6667,0.1346,0.8689,3.795,0.8825,2018-09-22 18:37:31
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Support,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.8901,1.1291,0.6765,1.1571,2018-09-22 18:41:16
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9951,1.1922,0.5949,1.2093,2018-09-22 18:42:10
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Non-White,Well-educ. Trump,85 percent or higher,Cell,1,0.9062,0.9786,0.5427,1.0007,2018-09-22 18:44:25
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9952,1.1054,0.6661,1.1237,2018-09-22 18:49:26
Rep,65 and older,Grade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Kansas City,50 to 85 percent,Cell,1,0.512,2.1482,2.8425,2.4131,2018-09-22 18:51:23
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,disagree,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,0.4444,0.7646,1.2006,0.8153,0.9417,2018-09-22 18:51:32
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,support,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,Less than 50 percent,Cell,0.8889,0.4745,0.8924,1.3087,0.9837,2018-09-22 18:51:50
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.2326,0.9,2.4704,1.1957,2018-09-22 18:51:59
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Well-educ. Trump,85 percent or higher,Cell,1,0.8531,0.8609,0.5767,0.8872,2018-09-22 19:00:50
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Don't know,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Kansas City,85 percent or higher,Cell,1,0.9885,0.7994,0.4651,0.8121,2018-09-22 19:02:44
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9936,0.8469,0.5081,0.8607,2018-09-22 19:04:23
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,0.7778,0.5408,0.9185,0.9906,0.8929,2018-09-22 19:06:20
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Don't know,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.9951,1.04,0.6547,1.0572,2018-09-22 19:08:26
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,0.8889,0.5852,0.9031,0.818,0.9639,2018-09-22 19:10:41
Dem,65 and older,Graduate or Professional Degree,White,Female,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.9951,0.7404,0.5174,0.7526,2018-09-22 19:23:31
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,Less than 50 percent,Landline,1,0.4026,0.8169,1.5397,0.8895,2018-09-22 20:15:37
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Well-educ. Trump,50 to 85 percent,Cell,1,0.6498,0.9475,0.7517,0.9735,2018-09-22 20:32:30
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.839,1.2411,0.8041,1.2819,2018-09-22 20:33:06
Und,50 to 64,Bachelors' degree,White,Male,Black,oppose,Disapp.,Don't know,Favorable,Favorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,0,0.9882,1.2108,0.5899,1.1769,2018-09-22 20:33:51
Rep,50 to 64,High school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Support,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.4728,2.5815,3.8664,2.9447,2018-09-22 20:35:03
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9099,0.8942,0.5454,0.914,2018-09-22 20:57:39
Rep,35 to 49,High school,Hispanic,Female,Hispanic,Don't know,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,30 to 44,High School Grad. or Less,Other,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Kansas City,Less than 50 percent,Cell,0.6667,0.2445,2.4776,8.4893,1.8229,2018-09-22 20:58:42
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9651,0.878,0.4734,0.8924,2018-09-22 21:02:24
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Kansas City,50 to 85 percent,Cell,1,0.7684,0.8524,0.5673,0.8634,2018-09-22 21:02:33
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9424,0.8805,0.5348,0.8966,2018-09-22 21:13:21
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9104,1.1888,0.7099,1.215,2018-09-22 21:16:48
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Support,Oppose,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9295,1.1517,0.6641,1.1744,2018-09-22 21:20:28
Rep,50 to 64,Graduate or Professional Degree,Other,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Non-White,Well-educ. Trump,Less than 50 percent,Cell,1,0.4803,1.0011,1.2606,1.1384,2018-09-22 21:29:01
Rep,50 to 64,Bachelors' degree,White,Male,White,oppose,Approve,Reps. keep House,Don't know,Unfavorable,Oppose,Oppose,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.814,1.2677,0.7529,1.3151,2018-09-22 21:32:20
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Don't know,Dems. take House,Don't know,Favorable,Oppose,Oppose,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,0.8889,0.991,1.1888,0.6522,1.2015,2018-09-22 21:32:38
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Don't know,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9882,0.878,0.4623,0.8919,2018-09-22 21:34:44
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,Non-White,Well-educ. Trump,85 percent or higher,Cell,1,0.9835,0.9309,0.5295,0.9408,2018-09-22 21:41:29
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.4132,0.9148,1.4788,1.072,2018-09-22 21:45:58
Dem,35 to 49,Some college or trade school,Black,Female,Black,Don't know,Disapp.,Dems. take House,Unfavorable,Don't know,Oppose,Support,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Kansas City,50 to 85 percent,Cell,0.7778,0.6797,0.8848,0.8049,0.7625,2018-09-22 22:20:14
Rep,50 to 64,High school,White,Male,Other,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9913,2.3172,1.5711,2.3543,2018-09-23 18:33:38
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Landline,1,0.9849,1.0908,0.6375,1.1079,2018-09-23 18:44:53
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8613,0.878,0.5304,0.8839,2018-09-23 18:54:15
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Less-educ. Trump,50 to 85 percent,Cell,1,0.6641,0.7691,0.6921,0.8243,2018-09-23 19:01:54
Und,50 to 64,High school,White,Female,White,oppose,Disapp.,Don't know,Don't know,Unfavorable,Don't know,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Kansas City,50 to 85 percent,Cell,0.6667,0.6058,2.3918,2.5667,1.9206,2018-09-23 19:05:54
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9443,1.1672,0.6901,1.1747,2018-09-23 19:07:33
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Favorable,Favorable,Support,Oppose,Support,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,0.8889,0.9922,1.0908,0.6328,1.1068,2018-09-23 19:10:51
Dem,50 to 64,Bachelors' degree,White,Female,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.8321,1.2838,0.7919,1.3276,2018-09-23 19:10:51
Dem,65 and older,Bachelors' degree,White,Female,Hispanic,support,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Support,Oppose,Support,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Less-educ. Trump,85 percent or higher,Cell,0.8889,0.9044,0.9047,0.6283,0.9004,2018-09-23 19:11:09
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,1,0.9953,0.8033,0.4868,0.8166,2018-09-23 19:17:51
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.9979,0.7447,0.5212,0.7575,2018-09-23 19:18:45
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.988,0.8339,0.5188,0.8471,2018-09-23 19:21:18
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Support,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9955,0.8009,0.5094,0.8125,2018-09-23 19:27:18
Und,35 to 49,Some college or trade school,White,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Clinton Precinct,50 to 85 percent,Cell,0,0.6844,0.8699,0.7963,0.3433,2018-09-23 19:33:19
