response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.8715,1.3908,0.8553,1.3798,2018-10-27 01:27:30
Rep,18 to 34,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Buffalo Burbs,Less than 50 percent,Cell,1,0.418,2.9297,4.6159,3.3767,2018-10-27 01:29:09
Und,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Rest,Less than 50 percent,Cell,0.7778,0.114,0.9305,3.8281,0.7615,2018-10-27 01:29:48
Dem,50 to 64,High school,White,Male,Asian,Disapp.,Don't know,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,50 to 64,White,Buffalo Burbs,50 to 85 percent,Cell,0.5556,0.8151,1.9978,1.2221,1.6611,2018-10-27 01:29:54
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,50 to 85 percent,Landline,1,0.745,0.9681,0.7253,1.0036,2018-10-27 01:31:15
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9448,0.8225,0.4304,0.8255,2018-10-27 01:36:35
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9216,0.57,0.3058,0.5735,2018-10-27 01:41:50
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,Unknown/Non-White,Buffalo Burbs,50 to 85 percent,Landline,1,0.5371,1.9068,2.0424,2.0926,2018-10-27 03:24:01
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest,Less than 50 percent,Landline,1,0.4531,2.6485,4.6518,3.0035,2018-10-27 17:00:51
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.8841,0.4759,0.2009,0.4812,2018-10-27 17:01:39
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9508,0.8348,0.4411,0.8373,2018-10-27 17:04:09
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9173,0.5952,0.2886,0.5991,2018-10-27 17:07:03
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.8721,0.9355,0.5293,0.9476,2018-10-27 17:22:57
Und,[DO NOT READ] Refused,High school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Buffalo Burbs,Less than 50 percent,Landline,1,0.1102,1.1324,4.2132,1.522,2018-10-27 17:23:24
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.943,0.449,0.1863,0.4507,2018-10-27 17:23:51
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.8629,0.4424,0.1968,0.4487,2018-10-27 17:24:00
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.7746,1.3418,1.0166,1.3825,2018-10-27 17:29:15
Rep,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.7566,0.6345,0.3776,0.6561,2018-10-27 17:30:36
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,50 to 85 percent,Landline,1,0.8466,0.9808,0.7694,0.9974,2018-10-27 17:33:13
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.8574,0.6726,0.5265,0.6829,2018-10-27 17:34:49
Und,65 and older,Graduate or Professional Degree,Hispanic,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Unknown/Non-White,Rest,85 percent or higher,Landline,1,0.8821,0.5916,0.3753,0.5984,2018-10-27 17:35:25
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8349,1.3418,0.9438,1.3673,2018-10-27 17:41:37
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.927,0.8147,0.4392,0.8191,2018-10-27 17:45:01
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,85 percent or higher,Cell,1,0.8819,0.776,0.4539,0.7696,2018-10-27 17:45:19
Dem,65 and older,Graduate or Professional Degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Unknown/Non-White,Buffalo Burbs,50 to 85 percent,Landline,1,0.7048,0.5981,0.3554,0.6013,2018-10-27 17:53:09
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,0,0.8388,1.0557,0.5955,0.8948,2018-10-27 17:54:21
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Republican,Nonwhite,50 to 64,White,Buffalo Burbs,50 to 85 percent,Landline,0.7778,0.6769,1.1597,1.3922,0.9845,2018-10-27 17:55:05
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest,Less than 50 percent,Cell,1,0.376,1.1204,1.8941,1.2146,2018-10-27 18:00:03
Dem,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,85 percent or higher,Cell,1,0.8525,1.3121,0.8616,1.3332,2018-10-27 18:03:48
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8661,0.9577,0.8971,0.9503,2018-10-27 18:05:33
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9485,0.7129,0.4836,0.7075,2018-10-27 18:15:27
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9167,0.6639,0.4101,0.6684,2018-10-27 18:19:52
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown/Non-White,Rest,85 percent or higher,Landline,1,0.851,0.8664,0.5793,0.8805,2018-10-27 18:20:01
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,or as a member of another political party,"White, 4-Year College Grads",50 to 64,Unknown/Non-White,Rest,85 percent or higher,Landline,1,0.888,0.6995,0.5383,0.6937,2018-10-27 18:42:53
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9446,0.5864,0.2721,0.5885,2018-10-27 18:47:54
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,Less than 50 percent,Cell,0.6667,0.3481,0.9956,1.5986,0.9217,2018-10-27 18:50:09
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,85 percent or higher,Cell,1,0.8609,0.7432,0.4952,0.7541,2018-10-27 18:50:59
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,50 to 85 percent,Landline,1,0.8245,1.3624,0.8636,1.3908,2018-10-27 18:56:32
Und,35 to 49,Some college or trade school,White,Male,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Buffalo Burbs,Less than 50 percent,Cell,0.4444,0.4085,1.2661,2.764,0.8108,2018-10-27 19:01:11
Und,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8314,1.0261,0.6602,1.0462,2018-10-27 19:01:30
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Buffalo Burbs,50 to 85 percent,Landline,1,0.6873,0.9448,0.7626,0.9924,2018-10-27 19:03:09
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9492,0.6762,0.3546,0.6784,2018-10-27 19:12:00
Und,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown/Non-White,Rest,85 percent or higher,Cell,1,0.9216,0.6928,0.3575,0.697,2018-10-27 19:13:39
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9159,0.9484,0.5828,0.9403,2018-10-27 19:17:57
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,85 percent or higher,Cell,1,0.8825,0.7543,0.4984,0.7628,2018-10-27 19:18:24
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Buffalo Burbs,85 percent or higher,Cell,1,0.9051,1.0921,0.8481,1.0828,2018-10-27 19:19:18
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.8948,0.5562,0.2114,0.5685,2018-10-27 19:30:24
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown/Non-White,Rest,85 percent or higher,Cell,1,0.9368,0.7197,0.4648,0.7228,2018-10-27 19:33:52
Dem,65 and older,Some college or trade school,Asian,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Buffalo Burbs,85 percent or higher,Cell,1,0.9255,0.6622,0.4216,0.6659,2018-10-27 19:34:28
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,0.8889,0.9445,0.7568,0.386,0.7455,2018-10-27 19:34:37
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,50 to 85 percent,Cell,1,0.653,0.9539,0.8009,1.0107,2018-10-27 19:38:31
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.8311,1.4229,1.2308,1.4143,2018-10-27 19:39:52
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Buffalo Burbs,Less than 50 percent,Cell,0.6667,0.3971,0.7843,1.258,0.5844,2018-10-27 19:52:17
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.8971,0.5645,0.2173,0.5697,2018-10-27 19:53:02
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7098,1.0013,0.5142,1.0461,2018-10-27 19:56:02
Und,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.6243,0.8685,0.7035,0.8831,2018-10-27 19:58:53
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9436,0.7801,0.3165,0.783,2018-10-27 20:04:09
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.7853,1.5097,0.8067,1.5523,2018-10-27 20:07:09
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Cell,1,0.9469,0.449,0.1856,0.4505,2018-10-27 20:10:00
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Unknown/Non-White,Rest,85 percent or higher,Cell,1,0.8506,0.9607,0.7173,0.9763,2018-10-27 20:10:00
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown/Non-White,Buffalo Burbs,50 to 85 percent,Landline,1,0.6116,0.7481,0.6123,0.8017,2018-10-27 20:13:45
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,50 to 85 percent,Cell,1,0.6326,1.1597,1.4891,1.2355,2018-10-27 20:16:27
Und,65 and older,High school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.924,1.0454,0.6927,0.929,2018-10-27 20:17:13
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,85 percent or higher,Cell,1,0.9213,0.776,0.4349,0.7808,2018-10-27 20:17:40
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,50 to 85 percent,Cell,1,0.5792,1.1597,1.6258,1.1887,2018-10-27 20:24:34
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Landline,0.7778,0.8229,1.4857,1.166,1.4268,2018-10-27 20:40:10
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Buffalo Burbs,85 percent or higher,Cell,1,0.9104,1.0359,0.6171,1.0437,2018-10-28 18:34:42
Und,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Rest,50 to 85 percent,Landline,1,0.7427,0.865,0.671,0.8659,2018-10-28 18:37:42
Und,[DO NOT READ] Refused,High school,White,Female,White,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8359,1.2727,0.6895,1.2966,2018-10-28 18:42:48
Und,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9519,0.4467,0.2582,0.448,2018-10-28 18:49:05
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Landline,1,0.9331,0.8147,0.4364,0.8186,2018-10-28 18:50:17
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.9314,0.6766,0.3857,0.68,2018-10-28 18:50:17
Rep,[DO NOT READ] Refused,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Buffalo Burbs,85 percent or higher,Cell,1,0.8639,0.9804,0.9169,0.9943,2018-10-28 18:52:41
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9379,0.6762,0.3588,0.6707,2018-10-28 18:52:50
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,0.8889,0.855,0.5248,0.2177,0.527,2018-10-28 18:53:15
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,Less than 50 percent,Landline,1,0.4214,0.9131,1.433,1.0506,2018-10-28 18:54:56
Rep,65 and older,High school,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,50 to 85 percent,Landline,0.4444,0.7048,1.2659,1.1003,1.1701,2018-10-28 18:55:21
Rep,65 and older,High school,Unknown,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Independent (No party),Nonwhite,65 and older,Unknown/Non-White,Buffalo Burbs,Less than 50 percent,Landline,0.4444,0.3051,1.2392,3.3579,0.7605,2018-10-28 18:58:57
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,0.8889,0.8412,1.0557,0.5938,1.0619,2018-10-28 18:59:26
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.8941,0.6762,0.3759,0.6827,2018-10-28 19:00:38
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,Less than 50 percent,Landline,1,0.4289,1.3619,1.884,1.5615,2018-10-28 19:02:21
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.918,1.1862,0.874,1.194,2018-10-28 19:05:21
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9123,0.8948,0.5767,0.8872,2018-10-28 19:13:18
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8239,0.7316,0.4192,0.7469,2018-10-28 19:13:36
3,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8993,1.4663,1.1341,1.4795,2018-10-28 19:17:43
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9248,0.5615,0.2823,0.5648,2018-10-28 19:18:37
