response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9947,0.6973,0.467,0.7002,2018-10-13 16:16:59
Dem,35 to 49,Bachelors' degree,Hispanic,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Non-White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.8786,1.5609,0.9577,1.583,2018-10-13 16:23:43
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9952,0.7114,0.4245,0.7145,2018-10-13 16:23:54
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.986,1.0647,0.6261,1.0684,2018-10-13 16:25:51
Dem,18 to 34,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Lower Bucks,85 percent or higher,Cell,1,0.8538,1.3809,1.4077,1.4058,2018-10-13 16:29:52
Rep,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.8934,0.6425,0.5345,0.6502,2018-10-13 16:30:55
Rep,18 to 34,Some college or trade school,Asian,Female,White,support,Disapp.,Support,oppose,Reps. keep House,Favorable,Unfavorable,Don't know,disagree,18 to 29,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,Non-White,Middle/Upper Bucks,Less than 50 percent,Cell,0.4444,0.3547,1.2196,2.6062,0.765,2018-10-13 16:31:51
Dem,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,50 to 85 percent,Landline,1,0.7368,1.1539,0.6163,1.2009,2018-10-13 16:34:14
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9911,0.9448,0.6355,0.9484,2018-10-13 16:34:14
Und,65 and older,Bachelors' degree,Unknown,Male,White,oppose,Don't know,Check,support,Dems. take House,Unfavorable,Don't know,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Montgomery,Less than 50 percent,Cell,1,0.4831,0.7794,0.6901,0.8747,2018-10-13 16:35:26
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Non-White,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.2991,1.4022,2.7552,1.739,2018-10-13 16:36:20
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9403,0.8602,0.571,0.8655,2018-10-13 16:37:14
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Landline,0.4444,0.8954,1.0161,0.8366,0.8704,2018-10-13 16:38:26
Und,35 to 49,Some college or trade school,Other,Male,Other,oppose,Approve,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Non-White,Middle/Upper Bucks,85 percent or higher,Landline,0.8889,0.8933,1.2539,0.9962,1.232,2018-10-13 16:39:56
Dem,50 to 64,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6163,1.0021,1.0675,1.0748,2018-10-13 16:40:50
Dem,65 and older,High school,White,Female,White,oppose,Approve,Support,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lower Bucks,50 to 85 percent,Cell,1,0.5771,1.8398,1.9743,1.9968,2018-10-13 16:40:50
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Landline,1,0.548,0.7772,0.7866,0.8516,2018-10-13 16:43:41
Und,35 to 49,Some college or trade school,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,White,Lower Bucks,50 to 85 percent,Cell,1,0.7477,0.7075,0.6001,0.7094,2018-10-13 16:45:02
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Lower Bucks,50 to 85 percent,Cell,1,0.5886,0.7116,0.627,0.7695,2018-10-13 16:46:48
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9363,1.0781,0.5655,1.0852,2018-10-13 16:48:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9796,0.6388,0.3223,0.6411,2018-10-13 16:49:03
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9831,2.4938,2.0129,2.4607,2018-10-13 16:53:42
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9942,1.1683,0.6715,1.173,2018-10-13 16:55:30
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,50 to 85 percent,Cell,1,0.6926,0.7763,0.7007,0.8161,2018-10-13 16:57:27
Dem,18 to 34,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,Unknown,Middle/Upper Bucks,50 to 85 percent,Landline,1,0.6689,0.7378,0.791,0.7802,2018-10-13 16:57:54
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Male,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,0.7778,0.9444,0.9781,0.8563,0.9578,2018-10-13 17:00:00
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6479,0.7828,0.7764,0.8323,2018-10-13 17:08:55
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9872,1.1594,0.6378,1.1636,2018-10-13 17:10:25
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Don't know,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,Less than 50 percent,Landline,0.8889,0.3099,2.6777,6.3897,3.1429,2018-10-13 17:12:58
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.8128,1.2763,0.838,1.3084,2018-10-13 17:17:49
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Lower Bucks,Less than 50 percent,Cell,1,0.2719,0.9903,1.6612,1.2544,2018-10-13 17:18:25
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Middle/Upper Bucks,Less than 50 percent,Cell,0.6667,0.4566,1.0509,2.0317,0.7968,2018-10-13 17:28:19
Dem,18 to 34,High school,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,Unknown,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.4928,1.982,3.7221,2.0753,2018-10-13 17:29:49
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9902,0.6483,0.3945,0.6507,2018-10-13 17:31:01
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.5979,1.0595,0.8264,1.0847,2018-10-13 17:38:23
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Don't know,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.5441,0.7548,1.0648,0.8282,2018-10-13 17:39:44
Dem,18 to 34,Some college or trade school,Unknown,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Do not believe,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Unknown,Lower Bucks,50 to 85 percent,Cell,1,0.7433,0.5587,0.4795,0.5806,2018-10-13 17:42:35
Dem,65 and older,Graduate or Professional Degree,White,Male,White,support,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.8347,0.6489,0.3245,0.6463,2018-10-13 17:44:05
Rep,18 to 34,Some college or trade school,Hispanic,Male,White,oppose,Don't know,Don't know,support,Dems. take House,Don't know,Favorable,Don't know,agree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Non-White,Middle/Upper Bucks,Less than 50 percent,Cell,0.4444,0.3885,1.1575,2.3806,0.7364,2018-10-13 17:45:35
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Unknown,Middle/Upper Bucks,Less than 50 percent,Cell,0.7778,0.3572,0.5732,0.8723,0.6253,2018-10-13 17:47:11
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.7924,0.9397,0.6913,0.967,2018-10-13 17:47:20
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Other,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Unknown,Lower Bucks,85 percent or higher,Cell,1,0.9527,0.4799,0.2523,0.4823,2018-10-13 17:48:23
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Don't know,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Lower Bucks,Less than 50 percent,Cell,0.6667,0.3481,0.7723,1.4051,0.8027,2018-10-13 17:56:02
Rep,18 to 34,Bachelors' degree,Unknown,Male,Hispanic,support,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Unknown,Middle/Upper Bucks,85 percent or higher,Cell,0.2222,0.8628,0.7818,0.4779,0.6047,2018-10-13 17:57:59
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9256,0.691,0.6135,0.6964,2018-10-13 18:02:32
Und,35 to 49,Bachelors' degree,White,Male,White,support,Disapp.,Don't know,oppose,Don't know,Don't know,Unfavorable,Believe,disagree,30 to 44,4-year College Grad.,Democratic,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Lower Bucks,Less than 50 percent,Cell,0,0.3519,0.8963,1.3302,0.2322,2018-10-13 18:02:59
Dem,65 and older,Grade school,White,Male,Other,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,White,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.2415,2.2994,6.498,2.6802,2018-10-13 18:05:50
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Montgomery,50 to 85 percent,Cell,1,0.7961,0.8483,0.4408,0.8723,2018-10-13 18:07:20
Rep,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,support,Approve,Support,support,Don't know,Don't know,Don't know,Don't know,agree,18 to 29,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,0.6667,0.464,0.5864,0.7354,0.5394,2018-10-13 18:08:41
Und,35 to 49,Bachelors' degree,White,Female,Black,oppose,Disapp.,Check,Don't know,Don't know,Don't know,Don't know,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,Montgomery,85 percent or higher,Cell,1,0.8722,0.8418,0.6505,0.8545,2018-10-13 18:10:38
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Non-White,Middle/Upper Bucks,Less than 50 percent,Cell,0.8889,0.2476,1.1918,2.7794,1.4608,2018-10-13 18:12:08
Dem,18 to 34,Graduate or Professional Degree,White,Male,Black,support,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.8941,0.5383,0.4033,0.5447,2018-10-13 18:13:56
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.8156,0.76,0.6337,0.7787,2018-10-13 18:14:14
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Lower Bucks,50 to 85 percent,Cell,1,0.8485,0.7018,0.3813,0.6985,2018-10-13 18:23:50
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9752,1.0161,0.7681,1.0198,2018-10-13 18:28:02
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.4908,0.9564,1.2315,1.07,2018-10-13 18:28:20
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.7514,0.6489,0.3605,0.6733,2018-10-13 18:28:56
Rep,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Reps. keep House,Unfavorable,Favorable,Believe,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Cell,0.8889,0.978,0.6432,0.288,0.6392,2018-10-13 18:29:05
Rep,65 and older,High school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,65 and older,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Lower Bucks,85 percent or higher,Cell,1,0.9882,1.6956,1.0081,1.6951,2018-10-13 18:29:14
Rep,65 and older,Graduate or Professional Degree,White,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,White,Montgomery,85 percent or higher,Landline,1,0.9667,0.4367,0.2123,0.4385,2018-10-13 18:33:27
Dem,18 to 34,Bachelors' degree,White,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,White,Montgomery,50 to 85 percent,Cell,0.8889,0.5312,0.6909,0.7971,0.7391,2018-10-13 18:46:03
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Favorable,Don't know,agree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,Unknown,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6683,0.8541,0.6295,0.8646,2018-10-13 18:47:33
Rep,50 to 64,Some college or trade school,White,Female,White,support,Don't know,Check,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,85 percent or higher,Cell,0,0.8638,0.7694,0.5841,0.4794,2018-10-13 18:49:19
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9845,1.0562,0.452,1.0599,2018-10-13 18:51:07
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Approve,Don't know,Don't know,Don't know,Unfavorable,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,85 percent or higher,Cell,0.7778,0.9745,0.5274,0.311,0.5106,2018-10-13 18:52:55
Dem,65 and older,High school,Unknown,Male,White,Don't know,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9389,2.0214,1.356,2.0344,2018-10-13 19:04:40
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6779,1.285,0.8963,1.3558,2018-10-13 19:07:17
Und,18 to 34,High school,White,Female,White,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Lower Bucks,Less than 50 percent,Cell,0.6667,0.2981,1.5354,4.5384,1.436,2018-10-13 19:12:46
Und,65 and older,High school,Unknown,Female,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Do not believe,agree,65 and older,High School Grad. or Less,Other,Female,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,Unknown,Montgomery,50 to 85 percent,Cell,0.4444,0.5132,1.9298,2.9363,0.8952,2018-10-13 19:17:16
Dem,18 to 34,High school,White,Female,White,oppose,Disapp.,Check,support,Reps. keep House,Favorable,Unfavorable,Believe,agree,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Lower Bucks,Less than 50 percent,Cell,0.5556,0.3195,1.6969,5.3448,1.1463,2018-10-13 19:21:09
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9903,1.0161,0.7564,1.0199,2018-10-13 19:23:51
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Lower Bucks,85 percent or higher,Landline,1,0.9331,0.8907,0.4299,0.8969,2018-10-13 19:24:00
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Montgomery,50 to 85 percent,Cell,1,0.62,0.9383,0.8491,1.0054,2018-10-13 19:24:27
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,Approve,Support,Don't know,Reps. keep House,Favorable,Unfavorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Lower Bucks,50 to 85 percent,Cell,1,0.789,0.764,0.5011,0.7867,2018-10-13 19:26:15
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Montgomery,85 percent or higher,Cell,1,0.9929,0.4729,0.2192,0.4748,2018-10-13 19:28:03
