response,ager,educ,file_race,gender,race_eth,approve,BIRTHRIGHT,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,REVERSERACIS,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Story,85 percent or higher,Cell,1,0.9402,0.7553,0.382,0.7438,2018-11-03 19:27:37
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Support,Support,disagree,Don't know,Unfavorable,Favorable,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Cell,1,0.97,0.8166,0.4398,0.8023,2018-11-03 19:30:46
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Small Towns,85 percent or higher,Cell,1,0.9107,0.965,0.6224,0.9384,2018-11-03 19:33:51
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,White,Story,85 percent or higher,Cell,1,0.9178,0.6607,0.3816,0.6591,2018-11-03 19:34:18
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Rural,85 percent or higher,Cell,1,0.9074,0.6334,0.3888,0.6262,2018-11-03 19:36:24
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,Small Towns,85 percent or higher,Cell,1,0.97,0.7455,0.3595,0.7361,2018-11-03 19:40:45
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Story,85 percent or higher,Cell,1,0.97,0.6607,0.3618,0.6491,2018-11-03 19:42:06
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rural,Less than 50 percent,Cell,1,0.4619,1.7826,2.324,1.9753,2018-11-03 19:43:13
Rep,35 to 49,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Support,Support,disagree,Dems. take House,Don't know,Favorable,disagree,agree,30 to 44,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,[DO NOT READ] Don't know/Refused,35 to 49,White,Rural,50 to 85 percent,Cell,0.5556,0.5239,0.9359,1.2212,0.6116,2018-11-03 19:43:22
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Don't know,Unfavorable,NA,NA,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Story,85 percent or higher,Landline,0.8889,0.8687,0.7553,0.4122,0.743,2018-11-03 19:44:39
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,agree,18 to 29,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,18 to 34,Unknown/Non-White,Story,50 to 85 percent,Cell,1,0.5325,1.557,1.2736,1.752,2018-11-03 19:46:33
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.9172,0.7095,0.4414,0.7079,2018-11-03 19:49:20
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,disagree,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Small Towns,85 percent or higher,Cell,1,0.97,1.0158,0.6589,1.003,2018-11-03 19:52:06
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Support,Support,agree,Reps. keep House,Don't know,Favorable,agree,agree,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 34,White,Story,Less than 50 percent,Cell,1,0.4146,1.0705,1.6525,1.1225,2018-11-03 19:53:45
Dem,65 and older,Some college or trade school,White,Female,White,Approve,NA,NA,NA,Reps. keep House,Favorable,Unfavorable,NA,NA,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.8536,0.5906,0.413,0.5885,2018-11-03 19:56:59
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Don't know,Unfavorable,NA,NA,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.97,0.6286,0.4059,0.6207,2018-11-03 19:57:53
Und,[DO NOT READ] Refused,Grade school,White,Female,White,Approve,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,[DO NOT READ] Don't know/Refused,High School Grad. or Less,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",[DO NOT READ] Don't know/Refused,White,Small Towns,85 percent or higher,Cell,1,0.878,1.0143,1.0171,1.0208,2018-11-03 19:58:47
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,NA,NA,NA,Reps. keep House,Unfavorable,Favorable,NA,NA,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Small Towns,Less than 50 percent,Cell,1,0.4605,1.8972,2.5996,2.1035,2018-11-03 20:03:38
Dem,65 and older,High school,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.97,0.9394,0.6653,0.923,2018-11-03 20:04:14
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,NA,NA,NA,Reps. keep House,Unfavorable,Favorable,NA,NA,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Small Towns,85 percent or higher,Cell,1,0.97,0.5318,0.2825,0.5251,2018-11-03 20:04:59
Dem,65 and older,High school,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Don't know,Don't know,NA,NA,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.9662,0.9394,0.6678,0.9282,2018-11-03 20:07:41
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Unknown/Non-White,Small Towns,85 percent or higher,Cell,1,0.9658,1.0939,0.8647,1.075,2018-11-03 20:07:41
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Don't know,Unfavorable,NA,NA,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Story,Less than 50 percent,Cell,1,0.3571,0.9678,1.5154,1.1304,2018-11-03 20:08:44
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Small Towns,85 percent or higher,Cell,1,0.8633,0.5052,0.2812,0.5102,2018-11-03 20:11:35
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Story,85 percent or higher,Cell,1,0.9127,0.5234,0.3593,0.517,2018-11-03 20:13:41
Rep,65 and older,High school,White,Female,White,Approve,Oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Cell,1,0.6684,1.4872,1.4173,1.5395,2018-11-03 20:16:32
Und,35 to 49,Bachelors' degree,White,Female,White,Approve,Oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Dutch,85 percent or higher,Cell,1,0.879,0.9606,0.93,0.9534,2018-11-03 20:16:41
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,Approve,Support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Rural,85 percent or higher,Cell,1,0.8616,0.6008,0.4039,0.5978,2018-11-03 20:18:11
Rep,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Oppose,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,agree,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,[DO NOT READ] Don't know/Refused,35 to 49,White,Small Towns,85 percent or higher,Cell,1,0.97,0.9653,0.6933,0.9532,2018-11-03 20:18:11
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,agree,30 to 44,Some College Educ.,Other,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",18 to 34,White,Story,Less than 50 percent,Cell,0.6667,0.4412,0.9302,1.4752,0.8381,2018-11-03 20:19:05
Rep,65 and older,High school,White,Female,White,Approve,NA,NA,NA,Reps. keep House,Unfavorable,Favorable,NA,NA,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.97,1.0524,0.8345,1.0339,2018-11-03 20:19:11
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Small Towns,Less than 50 percent,Cell,1,0.3381,1.0481,2.2531,1.3223,2018-11-03 20:25:14
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Small Towns,50 to 85 percent,Landline,1,0.7926,0.7014,0.6535,0.6856,2018-11-03 20:25:38
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 34,White,Small Towns,Less than 50 percent,Cell,0.6667,0.3022,0.8302,2.3545,0.595,2018-11-03 20:27:02
Und,65 and older,Some college or trade school,Asian,Female,White,Approve,NA,NA,NA,Don't know,Don't know,Unfavorable,NA,NA,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Rural,85 percent or higher,Cell,1,0.8574,0.8895,0.6125,0.866,2018-11-03 20:29:05
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Support,Oppose,agree,Dems. take House,Favorable,Don't know,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Rural,85 percent or higher,Cell,1,0.97,0.845,0.4827,0.8344,2018-11-03 20:34:22
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,disagree,18 to 29,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",18 to 34,White,Rural,50 to 85 percent,Cell,1,0.5322,0.6591,0.8674,0.7417,2018-11-03 20:35:52
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Story,85 percent or higher,Cell,1,0.9546,0.7328,0.3782,0.7256,2018-11-03 20:39:10
Dem,65 and older,High school,White,Male,Hispanic,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Democrat,Nonwhite,65 and older,White,Rural,85 percent or higher,Landline,1,0.97,0.9774,0.6675,0.9651,2018-11-03 20:40:49
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,agree,18 to 29,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",18 to 34,White,Dutch,85 percent or higher,Cell,1,0.9262,0.5091,0.5306,0.5069,2018-11-03 20:40:58
Und,18 to 34,Some college or trade school,Black,Female,White,Disapp.,Support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,Unknown/Non-White,Story,Less than 50 percent,Cell,0.8889,0.2487,1.2791,3.4626,1.3634,2018-11-03 20:54:55
Und,18 to 34,Bachelors' degree,Other,Female,Asian,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,agree,18 to 29,4-year College Grad.,Democratic,Female,Not very likely,Democrat,Nonwhite,18 to 34,Unknown/Non-White,Story,Less than 50 percent,Cell,0.5556,0.3913,1.3985,2.0594,0.7736,2018-11-03 20:57:55
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Story,85 percent or higher,Cell,1,0.97,0.9737,0.4472,0.9615,2018-11-03 21:09:48
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Small Towns,Less than 50 percent,Cell,1,0.3852,0.7568,1.8213,0.8019,2018-11-03 21:10:06
Rep,35 to 49,High school,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,agree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Rural,85 percent or higher,Cell,1,0.8941,1.1889,1.1624,1.1774,2018-11-03 21:53:13
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Cell,1,0.8947,0.6145,0.396,0.6085,2018-11-03 22:10:50
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Rural,50 to 85 percent,Cell,1,0.8373,0.7997,0.5927,0.799,2018-11-03 22:16:14
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Don't know,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 34,Unknown/Non-White,Story,Less than 50 percent,Cell,1,0.3409,1.3308,2.5381,1.5698,2018-11-03 22:20:58
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,Story,85 percent or higher,Landline,1,0.97,0.8352,0.329,0.8248,2018-11-04 19:43:22
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Favorable,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown/Non-White,Small Towns,85 percent or higher,Cell,1,0.9386,1.8346,0.9662,1.8222,2018-11-04 19:44:50
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rural,50 to 85 percent,Cell,1,0.543,1.3087,1.3504,1.3254,2018-11-04 19:45:10
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Support,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rural,85 percent or higher,Cell,1,0.9482,0.5774,0.3671,0.5682,2018-11-04 19:45:17
Dem,18 to 34,Bachelors' degree,Unknown,Male,Other,Approve,Support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,18 to 34,Unknown/Non-White,Story,50 to 85 percent,Cell,1,0.5461,1.3485,1.0849,1.5082,2018-11-04 19:50:34
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,agree,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",35 to 49,White,Dutch,50 to 85 percent,Landline,1,0.7071,1.3171,1.4883,1.3882,2018-11-04 20:07:21
Rep,50 to 64,High school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,agree,45 to 64,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rural,50 to 85 percent,Cell,0.4444,0.54,2.2832,2.5466,1.5253,2018-11-04 20:09:06
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Cell,1,0.97,0.6145,0.3664,0.6068,2018-11-04 20:13:39
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,NA,NA,NA,Reps. keep House,Unfavorable,Unfavorable,NA,NA,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Small Towns,50 to 85 percent,Landline,1,0.7699,1.69,1.136,1.7095,2018-11-04 20:15:45
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,agree,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Small Towns,85 percent or higher,Cell,1,0.97,0.5256,0.2527,0.519,2018-11-04 20:16:30
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,disagree,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.97,0.6468,0.4118,0.6387,2018-11-04 20:24:06
Dem,65 and older,Some college or trade school,White,Male,White,Don't know,Don't know,Oppose,agree,Don't know,Favorable,Unfavorable,disagree,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.8867,0.654,0.4441,0.6484,2018-11-04 20:24:33
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,disagree,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",35 to 49,White,Rural,85 percent or higher,Cell,1,0.8647,0.7475,0.6541,0.7546,2018-11-04 20:25:06
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Dutch,85 percent or higher,Landline,1,0.97,0.7897,0.5266,0.7759,2018-11-04 20:27:24
Dem,65 and older,Some college or trade school,Other,Male,White,Approve,Support,Support,agree,Reps. keep House,Favorable,Favorable,agree,agree,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Small Towns,85 percent or higher,Landline,1,0.8621,0.9849,0.6806,0.9949,2018-11-04 20:31:26
Dem,50 to 64,High school,White,Male,White,Don't know,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,Dutch,50 to 85 percent,Cell,1,0.8155,2.0942,2.0082,2.1402,2018-11-04 20:34:17
Rep,65 and older,High school,Unknown,Male,White,Approve,Support,Support,agree,Reps. keep House,Don't know,Favorable,agree,Don't know,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Rural,85 percent or higher,Cell,1,0.9451,1.4719,1.0248,1.4601,2018-11-04 20:40:35
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dutch,50 to 85 percent,Cell,1,0.8467,0.9393,0.8184,0.9369,2018-11-04 20:42:50
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.9039,0.8958,0.4782,0.8859,2018-11-04 20:43:17
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown/Non-White,Dutch,85 percent or higher,Landline,1,0.9442,1.4461,1.0947,1.4236,2018-11-04 20:49:08
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,NA,NA,NA,Dems. take House,Don't know,Unfavorable,NA,NA,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Unknown/Non-White,Rural,50 to 85 percent,Cell,1,0.7708,1.087,0.7573,1.0993,2018-11-04 20:50:47
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Favorable,Favorable,agree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Cell,1,0.9568,0.6468,0.4173,0.6361,2018-11-04 20:56:11
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Unknown/Non-White,Dutch,85 percent or higher,Landline,1,0.888,1.3743,1.2243,1.3622,2018-11-04 20:58:53
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Dutch,50 to 85 percent,Cell,1,0.5895,1.3019,1.5857,1.3775,2018-11-04 20:59:47
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Oppose,Oppose,agree,Dems. take House,Favorable,Unfavorable,agree,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Dutch,50 to 85 percent,Landline,1,0.7709,1.0707,0.7903,1.0828,2018-11-04 21:00:05
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Cell,1,0.9591,0.8166,0.4447,0.8079,2018-11-04 21:04:23
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,disagree,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Cell,1,0.8534,0.682,0.4717,0.6903,2018-11-04 21:05:53
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Oppose,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Small Towns,85 percent or higher,Cell,1,0.97,0.9763,0.6567,0.9641,2018-11-04 21:07:05
Rep,35 to 49,[DO NOT READ] Refused,White,Female,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,agree,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Dutch,85 percent or higher,Landline,1,0.9451,0.7732,0.8767,0.7611,2018-11-04 21:08:23
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,agree,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Story,Less than 50 percent,Cell,1,0.4674,1.017,1.3013,1.1812,2018-11-04 21:09:26
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,disagree,18 to 29,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Story,Less than 50 percent,Cell,0,0.3579,0.815,1.7809,0.208,2018-11-04 21:15:02
