response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CLIMATE,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_noasian,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Cell,1,0.9871,0.8252,0.4763,0.8465,2018-09-17 20:43:59
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Approve,oppose,Not or not very,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.6501,0.8068,0.5502,0.8801,2018-09-17 21:23:34
Rep,50 to 64,Graduate or Professional Degree,White,Female,Asian,Oppose,disagree,Approve,support,Not or not very,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,White,85 percent or higher,Cell,1,0.8966,0.4645,0.1767,0.4738,2018-09-17 21:32:02
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.8088,1.2557,0.9415,1.3224,2018-09-17 21:39:05
Rep,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,Hispanic,Don't know,disagree,Approve,Don't know,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,North Miami-Dade,65 and older,Hispanic,Less than 50 percent,Cell,1,0.414,1.2608,1.7793,1.4978,2018-09-17 21:51:15
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,South Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,0.2222,0.5765,1.104,0.7965,0.9468,2018-09-17 21:53:03
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9784,0.7616,0.3075,0.7845,2018-09-17 21:54:42
Und,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Don't know,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,0.7778,0.4437,1.6283,1.9306,1.3501,2018-09-17 21:57:24
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.8833,0.7454,0.3778,0.7755,2018-09-17 22:02:39
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.5417,1.1455,1.2869,1.2912,2018-09-17 22:02:50
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Don't know,disagree,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.6536,1.7601,1.3914,1.9182,2018-09-17 22:05:23
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,65 and older,Hispanic,85 percent or higher,Cell,1,0.89,0.6748,0.361,0.7013,2018-09-17 22:05:59
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Don't know,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.7875,1.2101,0.6371,1.2795,2018-09-17 22:08:59
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Support,agree,Approve,Don't know,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Cell,1,0.9848,0.8252,0.4774,0.85,2018-09-17 22:10:38
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Don't know,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,North Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,0.8889,0.7417,1.3752,1.0026,1.3858,2018-09-17 22:15:35
Rep,[DO NOT READ] Refused,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,65 and older,Hispanic,85 percent or higher,Cell,1,0.9766,0.6748,0.3297,0.6952,2018-09-17 22:17:07
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,support,Very or somewhat,Don't know,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,South Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.3601,1.2381,2.702,1.0737,2018-09-17 22:17:34
Und,65 and older,Some college or trade school,Asian,Male,White,Oppose,agree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",North Miami-Dade,65 and older,Other Non-White,85 percent or higher,Landline,0.4444,0.8764,1.0175,0.6262,0.9568,2018-09-17 22:17:43
Und,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Don't know,support,Very or somewhat,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,South Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,0.4444,0.2375,1.1464,2.7174,0.9511,2018-09-17 22:18:01
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Oppose,agree,Dems. take House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,50 to 85 percent,Cell,0.7778,0.5933,1.4949,1.0844,1.569,2018-09-17 22:18:10
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Support,disagree,Don't know,Don't know,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Hispanic,Less than 50 percent,Cell,0,0.2947,0.5694,0.8256,0.397,2018-09-17 22:20:16
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,1,0.7641,0.6481,0.3827,0.6884,2018-09-17 22:20:16
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,North Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.2086,0.9383,2.3444,1.1517,2018-09-17 22:21:37
Und,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Disapp.,support,Not or not very,Oppose,disagree,Don't know,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,[DO NOT READ] Refused,Nonwhite,South Miami-Dade,35 to 49,Hispanic,85 percent or higher,Cell,0.1111,0.871,0.9549,0.6858,0.8272,2018-09-17 22:22:31
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Disapp.,oppose,Very or somewhat,Support,disagree,Don't know,Unfavorable,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,or as a member of another political party,Nonwhite,South Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,0.6667,0.2339,0.7135,2.3775,0.5319,2018-09-17 22:28:22
Und,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Don't know,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.7609,0.9687,0.5012,1.0296,2018-09-17 22:33:42
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9758,0.7454,0.3427,0.768,2018-09-17 22:34:18
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,0.6667,0.2785,0.814,1.4321,0.3957,2018-09-17 22:37:00
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.7973,0.5402,0.3034,0.5701,2018-09-17 22:40:18
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Support,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.8162,1.3505,0.5609,1.3822,2018-09-17 22:45:29
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9309,1.0057,0.7065,1.0261,2018-09-17 22:45:56
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,or as a member of another political party,Nonwhite,North Miami-Dade,35 to 49,Hispanic,85 percent or higher,Cell,1,0.8642,1.1298,0.8589,1.1534,2018-09-17 22:48:47
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,North Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.4884,0.9699,1.1865,1.0437,2018-09-17 22:49:41
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Oppose,agree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Landline,1,0.9195,2.1939,1.8221,2.2714,2018-09-17 22:51:11
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Support,agree,Approve,Don't know,Not or not very,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.6195,1.3499,1.0877,1.485,2018-09-17 22:51:56
Dem,50 to 64,High school,Other,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Support,agree,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Other,Male,Not at all likely,Republican,"White, No 4-Year College Degree",North Miami-Dade,50 to 64,Other Non-White,Less than 50 percent,Cell,0.7778,0.363,2.6665,5.1549,1.5021,2018-09-17 22:52:22
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Not or not very,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,South Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,1,0.5768,0.6871,0.6867,0.7248,2018-09-17 22:58:50
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.5042,0.5729,0.4389,0.6141,2018-09-17 22:59:35
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Support,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9637,0.3727,0.1655,0.3842,2018-09-17 23:07:23
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9911,0.4571,0.1543,0.471,2018-09-17 23:09:11
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,0.8889,0.2777,0.6657,0.9787,0.7333,2018-09-17 23:11:44
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,0.3333,0.4644,1.0282,1.703,0.8132,2018-09-17 23:13:32
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,18 to 34,Hispanic,85 percent or higher,Cell,1,0.9164,0.5878,0.2705,0.6087,2018-09-17 23:14:08
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Not or not very,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,0.8889,0.5541,1.4317,1.1215,1.4655,2018-09-17 23:16:14
Und,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.6866,0.8837,0.5096,0.9551,2018-09-17 23:20:29
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Male,[DO NOT READ] Don't know/Refused,Support,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Dems. take House,Don't know,Favorable,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,North Miami-Dade,18 to 34,Hispanic,85 percent or higher,Cell,0.4444,0.9314,0.51,0.3107,0.5053,2018-09-17 23:21:59
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Don't know,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.984,0.4392,0.1569,0.4502,2018-09-17 23:22:53
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,agree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9891,0.3048,0.1123,0.3128,2018-09-17 23:27:32
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9771,1.1974,0.5708,1.2335,2018-09-17 23:29:29
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.2376,1.2567,2.9591,1.5079,2018-09-17 23:30:59
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Oppose,Don't know,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,North Miami-Dade,18 to 34,Hispanic,85 percent or higher,Cell,1,0.9113,0.748,0.3923,0.763,2018-09-17 23:36:58
Und,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Don't know,support,Not or not very,Oppose,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9618,1.1467,0.5605,1.1719,2018-09-17 23:43:25
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,0.7778,0.6071,0.4517,0.2716,0.473,2018-09-17 23:46:34
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,18 to 29,Some College Educ.,Republican,Female,Not very likely,Republican,Nonwhite,South Miami-Dade,18 to 34,Hispanic,85 percent or higher,Cell,0.2222,0.9061,0.5096,0.2547,0.3909,2018-09-17 23:47:31
Und,50 to 64,High school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,Hispanic,Less than 50 percent,Cell,0,0.2889,2.2506,5.4668,0.722,2018-09-17 23:47:31
Und,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9229,1.1852,0.6881,1.2266,2018-09-17 23:48:43
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Support,agree,Disapp.,support,Very or somewhat,Support,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Cell,1,0.995,1.0502,0.6844,1.0826,2018-09-17 23:52:28
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Don't know,disagree,Disapp.,support,Very or somewhat,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.3235,1.2567,2.1755,1.5726,2018-09-17 23:59:04
Rep,35 to 49,Bachelors' degree,Asian,Female,White,Oppose,agree,Approve,support,Not or not very,Support,disagree,Reps. keep House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",South Miami-Dade,35 to 49,Other Non-White,50 to 85 percent,Cell,1,0.5721,1.2424,0.5846,1.3864,2018-09-18 00:15:34
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,agree,Reps. keep House,Don't know,Favorable,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,South Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.3258,0.4588,0.7034,0.5228,2018-09-18 00:19:58
Und,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Very or somewhat,Support,disagree,Don't know,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.2324,0.3255,0.6943,0.4387,2018-09-18 00:22:22
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,0.8889,0.5971,1.4317,1.0413,1.4579,2018-09-18 00:22:31
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,agree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Don't know,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.2852,0.6512,1.2108,0.8377,2018-09-18 00:22:40
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,agree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.5987,1.2101,0.8354,1.2715,2018-09-18 00:24:10
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,North Miami-Dade,35 to 49,Hispanic,85 percent or higher,Cell,1,0.9813,0.8655,0.4526,0.8915,2018-09-18 00:25:04
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,0.8889,0.563,0.7925,0.7563,0.8627,2018-09-18 00:26:25
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,North Miami-Dade,35 to 49,Hispanic,85 percent or higher,Cell,1,0.8711,0.5507,0.347,0.562,2018-09-18 00:26:34
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,1,0.6955,0.7925,0.6138,0.8547,2018-09-18 00:27:28
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,Don't know,Not or not very,Support,disagree,Don't know,Favorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9837,0.8785,0.3285,0.9049,2018-09-18 00:30:10
