response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_edu,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,Other,Male,Asian,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Other,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.7102,1.2754,0.8988,1.2903,2018-09-16 23:56:20
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,agree,Approve,oppose,Don't know,Don't know,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Hispanic,Northwest,Less than 50 percent,Cell,1,0.1473,1.2973,4.8775,1.9066,2018-09-17 00:00:27
Dem,65 and older,Bachelors' degree,Asian,Female,Asian,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Asian,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9954,0.853,0.5847,0.8589,2018-09-17 00:11:33
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9879,0.6773,0.3029,0.683,2018-09-17 00:19:05
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,Don't know,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",West,85 percent or higher,Landline,1,0.908,0.9761,0.7962,0.9906,2018-09-17 00:22:14
Dem,65 and older,High school,Asian,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,Beto O'Rourke,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,Asian,Inner Loop/Bellaire,50 to 85 percent,Landline,1,0.7714,3.0622,4.1127,3.1791,2018-09-17 00:22:32
Rep,65 and older,High school,White,Female,White,Support,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9891,1.5127,1.1226,1.5199,2018-09-17 00:23:53
Dem,35 to 49,Bachelors' degree,Other,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Other,Northwest,85 percent or higher,Landline,1,0.9255,0.5654,0.38,0.5645,2018-09-17 00:27:20
Rep,50 to 64,Graduate or Professional Degree,White,Female,Black,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.8827,0.7804,0.382,0.7948,2018-09-17 00:37:33
Rep,65 and older,Bachelors' degree,White,Male,White,Support,disagree,Don't know,oppose,Support,Don't know,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.94,1.1375,0.5095,1.1501,2018-09-17 01:07:04
Rep,65 and older,Bachelors' degree,Other,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Other,Northwest,85 percent or higher,Cell,1,0.993,0.9626,0.5542,0.971,2018-09-17 22:33:17
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,Don't know,Don't know,Don't know,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.8479,1.0105,0.4582,1.0104,2018-09-17 22:39:26
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9938,0.7621,0.3235,0.7689,2018-09-17 22:39:26
Dem,50 to 64,Graduate or Professional Degree,Other,Male,Other,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.2396,0.8432,1.6801,1.1045,2018-09-17 22:46:14
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,Don't know,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,85 percent or higher,Landline,1,0.9791,1.1768,0.7558,1.1797,2018-09-17 22:46:50
Dem,35 to 49,Some college or trade school,Black,Female,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Black,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9636,0.6644,0.3887,0.6647,2018-09-17 22:49:41
Rep,35 to 49,Bachelors' degree,Other,Female,White,Oppose,agree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Don't know,Don't know,Ted Cruz,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",35 to 49,Other,Northwest,Less than 50 percent,Cell,0.5556,0.374,1.1646,2.1572,0.5334,2018-09-17 22:51:02
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Don't know,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Don't know,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,50 to 85 percent,Landline,1,0.7544,0.7313,0.3809,0.7363,2018-09-17 22:58:41
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9952,1.1375,0.4815,1.1454,2018-09-17 23:00:07
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9922,0.4744,0.1869,0.4785,2018-09-17 23:06:34
Und,18 to 34,Bachelors' degree,White,Female,Hispanic,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Very likely,[DO NOT READ] Refused,Nonwhite,18 to 34,"White, 4-Year College Grads",Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.3544,2.8198,4.4907,3.1051,2018-09-17 23:13:37
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,65 and older,Hispanic,West,85 percent or higher,Landline,1,0.9928,0.5492,0.3361,0.554,2018-09-17 23:20:29
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9141,1.1265,0.5724,1.1246,2018-09-17 23:24:05
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,Ted Cruz,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,Hispanic,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.6494,1.7742,1.3828,1.8096,2018-09-17 23:30:50
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Don't know,support,Support,agree,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Landline,0.8889,0.6077,1.1316,0.804,1.1925,2018-09-17 23:31:54
Rep,35 to 49,Bachelors' degree,Hispanic,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Hispanic,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.1962,0.9848,3.1343,1.3514,2018-09-17 23:32:29
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Asian,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,Asian,Inner Loop/Bellaire,85 percent or higher,Landline,0.4444,0.9338,1.4382,2.3764,1.3958,2018-09-17 23:33:15
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Northwest,50 to 85 percent,Cell,1,0.5471,1.2611,1.2072,1.3888,2018-09-17 23:34:54
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Asian,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,West,85 percent or higher,Landline,1,0.9388,0.4564,0.3038,0.4615,2018-09-17 23:48:52
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Black,West,50 to 85 percent,Cell,1,0.5601,0.3924,0.2741,0.4066,2018-09-17 23:50:49
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Don't know,oppose,Don't know,disagree,Dems. take House,Don't know,Favorable,agree,Beto O'Rourke,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9146,1.213,0.9355,1.211,2018-09-17 23:50:58
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,disagree,Don't know,support,Don't know,Don't know,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9923,0.7881,0.3117,0.7926,2018-09-17 23:56:58
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9953,1.1265,0.5261,1.1367,2018-09-17 23:59:13
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,1,0.6131,0.8474,0.6557,0.9141,2018-09-18 00:04:28
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Northwest,85 percent or higher,Cell,1,0.995,0.8298,0.2809,0.8373,2018-09-18 00:04:37
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9975,0.4216,0.1732,0.4251,2018-09-18 00:04:46
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Oppose,agree,Disapp.,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Northwest,50 to 85 percent,Landline,1,0.562,1.5121,1.4509,1.657,2018-09-18 00:06:43
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",West,Less than 50 percent,Cell,1,0.3314,1.1974,2.1542,1.4589,2018-09-18 00:07:01
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,85 percent or higher,Cell,1,0.9893,1.1768,0.7481,1.1868,2018-09-18 00:07:28
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,agree,Approve,support,Support,Don't know,Reps. keep House,Unfavorable,Don't know,Don't know,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,Hispanic,Inner Loop/Bellaire,50 to 85 percent,Landline,1,0.7482,0.8293,0.6042,0.8651,2018-09-18 00:07:37
Und,65 and older,Bachelors' degree,White,Male,White,Oppose,agree,Approve,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,Less than 50 percent,Cell,0.6667,0.2923,1.3818,1.7636,1.3001,2018-09-18 00:07:46
Dem,65 and older,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",West,85 percent or higher,Landline,1,0.9961,0.6767,0.305,0.683,2018-09-18 00:08:40
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.8718,1.1375,0.5489,1.1603,2018-09-18 00:08:49
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9937,0.7572,0.3259,0.7639,2018-09-18 00:09:07
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9953,0.4017,0.1772,0.4054,2018-09-18 00:11:40
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9442,0.684,0.2899,0.6913,2018-09-18 00:12:52
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.6713,2.0191,1.1311,2.1441,2018-09-18 00:14:22
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Northwest,85 percent or higher,Landline,1,0.9633,0.3595,0.1714,0.3627,2018-09-18 00:15:46
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9941,0.6679,0.2624,0.6739,2018-09-18 00:16:13
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,"White, No 4-Year College Degree",West,85 percent or higher,Cell,1,0.9319,0.5733,0.4956,0.5802,2018-09-18 00:17:22
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9926,0.6149,0.3928,0.6202,2018-09-18 00:17:43
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,30 to 44,Some College Educ.,Republican,Male,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,West,50 to 85 percent,Landline,1,0.6507,0.8987,0.96,0.9595,2018-09-18 00:18:19
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.9809,0.6448,0.3162,0.6501,2018-09-18 00:19:58
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.987,0.4158,0.1529,0.4192,2018-09-18 00:22:04
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",West,Less than 50 percent,Cell,1,0.3389,1.4421,3.1736,1.5988,2018-09-18 00:26:34
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,agree,Disapp.,oppose,Support,agree,Reps. keep House,Don't know,Favorable,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,0.8889,0.8097,1.1588,0.6359,1.1781,2018-09-18 00:28:22
Rep,35 to 49,High school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Unfavorable,Favorable,Don't know,Beto O'Rourke,30 to 44,High School Grad. or Less,Republican,Male,Not at all likely,Independent (No party),Nonwhite,35 to 49,Hispanic,Northwest,Less than 50 percent,Cell,0.4444,0.4572,1.3927,2.1928,0.6179,2018-09-18 00:33:50
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Landline,0.4444,0.9969,0.7328,0.5524,0.7257,2018-09-18 00:35:11
Und,35 to 49,Bachelors' degree,White,Female,White,Support,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.8748,1.038,0.6348,1.0368,2018-09-18 00:38:29
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Asian,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9443,1.7219,1.3678,1.7402,2018-09-18 00:41:11
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Asian,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.995,0.4839,0.3725,0.4883,2018-09-18 00:41:56
Rep,35 to 49,Bachelors' degree,Other,Female,White,Support,agree,Don't know,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Other,Inner Loop/Bellaire,85 percent or higher,Cell,0.7778,0.8958,0.887,0.6517,0.8647,2018-09-18 00:45:50
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,disagree,Don't know,support,Oppose,agree,Dems. take House,Favorable,Don't know,Don't know,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",West,85 percent or higher,Landline,1,0.9571,0.6076,0.4326,0.6076,2018-09-18 00:46:08
Dem,35 to 49,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,"White, No 4-Year College Degree",West,85 percent or higher,Cell,1,0.947,0.579,0.4465,0.585,2018-09-18 00:46:17
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,agree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Beto O'Rourke,18 to 29,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.8845,1.3674,0.7464,1.3655,2018-09-18 00:47:56
Und,18 to 34,Graduate or Professional Degree,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,disagree,Disapp.,support,Don't know,disagree,Reps. keep House,Don't know,Unfavorable,Don't know,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,Black,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.1837,1.6052,4.0547,1.9727,2018-09-18 00:49:31
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,Support,disagree,Don't know,support,Support,disagree,Reps. keep House,Don't know,Don't know,agree,Beto O'Rourke,45 to 64,Some College Educ.,Republican,Female,Almost certain,or as a member of another political party,Nonwhite,50 to 64,"White, No 4-Year College Degree",Northwest,85 percent or higher,Cell,1,0.9828,1.1654,0.8232,1.1751,2018-09-18 00:51:55
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,West,85 percent or higher,Cell,1,0.9732,0.6045,0.2884,0.6096,2018-09-18 01:06:20
