response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIA,CRIMES,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,file_race_noblack,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,High school,White,Male,White,Disapp.,Approve,Don't know,Dems. take House,Don't know,Favorable,oppose,oppose,no,Don't know,agree,disagree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Laguna Beach/South,85 percent or higher,Landline,1,0.973,1.6697,1.4135,1.7037,2018-09-10 20:27:12
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.954,1.6202,1.1646,1.6668,2018-09-10 20:19:06
Und,18 to 34,Bachelors' degree,White,Female,Hispanic,Approve,Don't know,agree,Reps. keep House,Don't know,Don't know,oppose,support,no,agree,disagree,agree,18 to 29,4-year College Grad.,Republican,Female,Not very likely,Republican,Nonwhite,White,Laguna Beach/South,Less than 50 percent,Cell,0.4444,0.2924,0.581,1.4887,0.2884,2018-09-10 20:30:57
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Landline,1,0.9802,0.9005,0.6446,0.9199,2018-09-10 20:16:51
Rep,50 to 64,Some college or trade school,White,Male,Asian,Approve,Don't know,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,White,Costa Mesa/North,85 percent or higher,Cell,1,0.925,1.3114,0.8363,1.3341,2018-09-10 20:18:21
Dem,18 to 34,Some college or trade school,Asian,Female,Asian,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,agree,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Asian,Costa Mesa/North,50 to 85 percent,Cell,1,0.7926,1.1316,1.0086,1.192,2018-09-10 20:23:45
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,Don't know,support,Don't know,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9742,0.8892,0.6829,0.9136,2018-09-10 20:22:15
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Male,White,Disapp.,Approve,agree,Don't know,Don't know,Favorable,oppose,support,no,agree,agree,disagree,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Unknown,Costa Mesa/North,85 percent or higher,Landline,0.7778,0.9702,0.8432,0.6014,0.8515,2018-09-10 20:30:03
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Approve,agree,Dems. take House,Favorable,Favorable,support,support,no,agree,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Hispanic,Costa Mesa/North,Less than 50 percent,Cell,0.7778,0.2737,0.9101,2.3414,0.7391,2018-09-10 20:22:33
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,18 to 29,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Hispanic,Costa Mesa/North,50 to 85 percent,Cell,1,0.7769,0.3173,0.2661,0.3248,2018-09-10 20:31:06
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,oppose,oppose,no,agree,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,0.8889,0.8378,0.9855,0.8287,0.9892,2018-09-10 20:19:06
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,disagree,Dems. take House,Don't know,Unfavorable,support,oppose,no,disagree,agree,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,Hispanic,Newport Beach,50 to 85 percent,Landline,1,0.6149,0.8515,1.1271,0.9353,2018-09-10 20:21:48
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Laguna Beach/South,50 to 85 percent,Cell,1,0.5341,0.8093,0.9047,0.9121,2018-09-10 20:22:15
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Don't know,oppose,support,no,agree,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9758,1.1705,0.7113,1.2025,2018-09-10 20:29:45
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,support,support,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Newport Beach,85 percent or higher,Landline,1,0.8862,0.9067,0.6499,0.9224,2018-09-10 20:17:00
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.9504,1.0571,0.8941,1.0879,2018-09-10 20:24:21
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,Don't know,agree,disagree,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,0.8889,0.983,0.7319,0.4776,0.75,2018-09-10 20:19:24
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,no,disagree,disagree,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.4819,0.8721,1.1095,1.0024,2018-09-10 20:25:33
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Hispanic,Laguna Beach/South,85 percent or higher,Cell,1,0.8686,0.9166,0.7201,0.933,2018-09-10 20:19:51
Und,65 and older,Bachelors' degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9762,1.1705,0.7111,1.2025,2018-09-10 20:28:42
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Unfavorable,support,support,yes,disagree,agree,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Laguna Beach/South,Less than 50 percent,Cell,1,0.3267,0.5146,1.3291,0.6409,2018-09-10 20:27:30
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Reps. keep House,Don't know,Unfavorable,oppose,oppose,no,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9754,1.6202,1.139,1.6286,2018-09-10 20:17:45
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,yes,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9468,1.1345,0.7168,1.1679,2018-09-10 20:23:09
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,oppose,support,yes,disagree,disagree,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,White,Newport Beach,85 percent or higher,Cell,1,0.9689,1.05,0.6081,1.079,2018-09-10 20:20:36
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,White,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,support,support,yes,disagree,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Hispanic,Costa Mesa/North,85 percent or higher,Landline,1,0.9311,0.4911,0.2993,0.4996,2018-09-10 20:17:54
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Other Non-White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9731,0.9778,0.777,0.9978,2018-09-10 20:29:27
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,Don't know,disagree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Newport Beach,50 to 85 percent,Landline,1,0.8164,1.6161,1.3148,1.6949,2018-09-10 20:23:54
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9752,0.6697,0.4706,0.688,2018-09-10 20:25:33
Und,35 to 49,Some college or trade school,Asian,Female,Hispanic,Don't know,Don't know,Don't know,Reps. keep House,Don't know,Don't know,oppose,oppose,no,disagree,disagree,disagree,30 to 44,Some College Educ.,Other,Female,Not very likely,Republican,Nonwhite,Asian,Costa Mesa/North,Less than 50 percent,Cell,0.1111,0.2748,2.373,6.3759,0.8409,2018-09-10 20:25:51
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,Don't know,Don't know,Don't know,Unfavorable,support,Don't know,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,0.8889,0.4103,0.7043,1.146,0.7387,2018-09-10 20:18:39
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,Don't know,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Cell,1,0.8882,0.5923,0.4014,0.614,2018-09-10 20:26:36
Und,65 and older,Graduate or Professional Degree,Asian,Female,White,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,oppose,oppose,no,Don't know,disagree,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Asian,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9407,1.7555,1.2517,1.7867,2018-09-10 20:24:03
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,disagree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Landline,1,0.98740000000000006,0.6612,0.4315,0.6792,2018-09-10 20:20:54
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Unknown,Laguna Beach/South,85 percent or higher,Landline,1,0.9887,0.8033,0.6108,0.8253,2018-09-10 20:23:27
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Don't know,disagree,Reps. keep House,Don't know,Unfavorable,Don't know,Don't know,yes,agree,agree,disagree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Costa Mesa/North,50 to 85 percent,Cell,0.3333,0.7016,0.4737,0.4727,0.3419,2018-09-10 20:23:18
Dem,35 to 49,Bachelors' degree,Unknown,Female,Other,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.9254,0.6799,0.5218,0.6917,2018-09-10 20:25:24
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Asian,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Unknown,Laguna Beach/South,85 percent or higher,Landline,1,0.9794,0.5034,0.3301,0.5171,2018-09-10 20:23:27
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,Don't know,disagree,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Landline,1,0.974,0.6929,0.3978,0.712,2018-09-10 20:20:45
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,[DO NOT READ] Don't know/Refused,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Unknown,Newport Beach,85 percent or higher,Landline,1,0.9495,0.6757,0.4682,0.6954,2018-09-10 20:22:06
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Disapp.,Don't know,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Asian,Laguna Beach/South,85 percent or higher,Cell,1,0.9612,0.61,0.4146,0.6272,2018-09-10 20:22:24
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9398,0.5923,0.3793,0.6101,2018-09-10 20:19:06
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Disapp.,disagree,Reps. keep House,Don't know,Unfavorable,oppose,oppose,no,disagree,agree,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9654,1.0891,0.7123,1.1195,2018-09-10 20:21:57
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Laguna Beach/South,85 percent or higher,Landline,1,0.9913,0.9876,0.7226,1.0149,2018-09-10 20:19:51
Rep,35 to 49,High school,Hispanic,Male,Hispanic,Don't know,Disapp.,agree,Reps. keep House,Don't know,Don't know,support,support,no,agree,disagree,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,Nonwhite,Hispanic,Costa Mesa/North,50 to 85 percent,Cell,0.8889,0.7939,1.4301,1.5129,1.4354,2018-09-10 20:21:21
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Unknown,Laguna Beach/South,Less than 50 percent,Cell,0.8889,0.4267,0.3836,0.7853,0.4352,2018-09-10 20:21:39
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,support,oppose,no,Don't know,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6399,0.4536,0.5009,0.4948,2018-09-10 20:18:39
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Don't know,agree,Dems. take House,Favorable,Don't know,support,support,no,agree,agree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,Hispanic,Laguna Beach/South,Less than 50 percent,Cell,1,0.4418,0.8599,1.3866,1.0055,2018-09-10 20:20:27
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,Don't know,no,agree,agree,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Costa Mesa/North,50 to 85 percent,Cell,1,0.5976,0.9794,0.9264,1.0264,2018-09-10 20:24:21
Dem,35 to 49,Some college or trade school,Other,Male,Other,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Other Non-White,Laguna Beach/South,50 to 85 percent,Cell,1,0.7729,0.8956,0.9034,0.9172,2018-09-10 20:27:48
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Approve,disagree,Don't know,Don't know,Don't know,oppose,oppose,yes,agree,agree,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9314,1.2293,0.8166,1.2675,2018-09-10 20:17:09
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Dems. take House,Don't know,Don't know,support,support,no,agree,agree,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Hispanic,Costa Mesa/North,85 percent or higher,Cell,0.4444,0.8729,1.0596,0.8169,1.0308,2018-09-10 20:27:21
Und,65 and older,Graduate or Professional Degree,Other,Male,White,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,support,support,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Other Non-White,Newport Beach,50 to 85 percent,Cell,1,0.7919,0.8116,0.7161,0.8551,2018-09-10 20:18:12
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Approve,agree,Dems. take House,Don't know,Unfavorable,oppose,support,no,agree,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Not very likely,Democrat,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,0.2222,0.6641,1.0068,1.0276,0.5595,2018-09-10 20:29:54
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Disapp.,Don't know,agree,Reps. keep House,Don't know,Don't know,Don't know,Don't know,no,agree,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Asian,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9646,2.4328,1.7099,2.48,2018-09-10 20:30:12
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Costa Mesa/North,85 percent or higher,Cell,1,0.9871,1.0635,0.7173,1.0925,2018-09-10 20:21:39
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Cell,1,0.9912,0.5823,0.3491,0.5983,2018-09-10 20:31:33
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Unfavorable,Unfavorable,support,support,yes,agree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Hispanic,Newport Beach,50 to 85 percent,Cell,1,0.7155,0.6979,0.5876,0.747,2018-09-10 20:22:33
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Don't know,disagree,Don't know,Don't know,Don't know,oppose,oppose,no,agree,agree,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Cell,1,0.967,0.8629,0.5037,0.8869,2018-09-10 20:25:24
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,Don't know,Reps. keep House,Don't know,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9649,0.7319,0.4866,0.7524,2018-09-10 20:23:54
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,agree,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.3862,0.7254,1.2926,0.8718,2018-09-10 20:29:45
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9781,0.7319,0.48,0.7519,2018-09-10 20:19:42
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Don't know,Don't know,Reps. keep House,Don't know,Favorable,support,support,no,disagree,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.7786,1.4919,1.2339,1.527,2018-09-10 20:25:33
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,Don't know,support,no,agree,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,0.6667,0.2761,0.4323,1.186,0.3228,2018-09-10 20:26:27
Dem,65 and older,Some college or trade school,Asian,Male,Asian,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Asian,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9845,2.1733,1.4998,2.2326,2018-09-10 20:31:42
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Cell,0.8889,0.9233,1.1958,0.739,1.2055,2018-09-10 20:18:57
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9957,0.6639,0.4453,0.6825,2018-09-10 20:19:42
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9394,0.9005,0.6726,0.9277,2018-09-10 20:18:12
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Newport Beach,85 percent or higher,Cell,1,0.9354,0.3869,0.2688,0.3987,2018-09-10 20:29:00
Rep,50 to 64,High school,White,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Favorable,oppose,support,no,agree,agree,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Newport Beach,85 percent or higher,Cell,1,0.9931,1.9053,1.4529,1.9582,2018-09-10 20:29:45
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Favorable,support,support,no,disagree,disagree,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Unknown,Costa Mesa/North,50 to 85 percent,Cell,1,0.6181,0.4243,0.5336,0.4656,2018-09-10 20:20:09
Dem,50 to 64,Graduate or Professional Degree,White,Female,Other,Disapp.,Disapp.,Don't know,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.6814,0.8457,0.7943,0.9127,2018-09-10 20:28:15
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,yes,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9214,0.7623,0.5483,0.7868,2018-09-10 20:30:57
Und,50 to 64,Some college or trade school,Other,Male,Other,Approve,Disapp.,agree,Dems. take House,Don't know,Unfavorable,oppose,support,no,agree,disagree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Other Non-White,Newport Beach,50 to 85 percent,Cell,1,0.8188,1.4451,1.3852,1.5149,2018-09-10 20:31:15
