response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Ms. Wexton's District,85 percent or higher,Landline,1,0.965,0.8637,0.4816,0.8522,2018-10-13 17:54:50
Dem,18 to 34,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,White,Ms. Wexton's District,Less than 50 percent,Landline,1,0.4968,1.3025,1.7917,1.4286,2018-10-13 18:01:56
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Loudon,50 to 85 percent,Cell,1,0.6503,1.2057,1.0671,1.2589,2018-10-13 18:07:29
Dem,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,4-year College Grad.,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.762,1.0585,0.6865,1.0767,2018-10-13 18:09:08
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,Asian,Approve,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Non-White,Ms. Wexton's District,Less than 50 percent,Cell,1,0.3334,0.9777,1.7646,1.1634,2018-10-13 18:09:17
Rep,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,4-year College Grad.,White,Loudon,50 to 85 percent,Landline,0.5556,0.5597,0.901,0.7692,0.6514,2018-10-13 18:09:26
Dem,18 to 34,Some college or trade school,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Non-White,Ms. Wexton's District,50 to 85 percent,Landline,1,0.545,1.1932,1.2367,1.286,2018-10-13 18:09:35
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Cell,1,0.4974,1.3181,1.9565,1.3546,2018-10-13 18:10:29
Und,18 to 34,Bachelors' degree,Other,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Non-White,Ms. Wexton's District,Less than 50 percent,Cell,0.5556,0.287,0.9534,1.8483,0.4014,2018-10-13 18:10:38
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,White,Fairfax/Prince William,50 to 85 percent,Landline,1,0.7611,0.8413,0.5888,0.856,2018-10-13 18:16:47
Dem,50 to 64,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,Nonwhite,40 to 64,4-year College Grad.,White,Ms. Wexton's District,50 to 85 percent,Landline,1,0.5179,0.9492,0.9659,1.0329,2018-10-13 18:17:05
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Ms. Wexton's District,50 to 85 percent,Landline,0.4444,0.5733,0.9987,0.8538,0.8223,2018-10-13 18:19:56
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Loudon,85 percent or higher,Landline,1,0.9031,1.1462,0.8634,1.1191,2018-10-13 18:21:44
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.9381,0.7655,0.4437,0.7571,2018-10-13 18:22:11
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.964,0.5555,0.2583,0.5482,2018-10-13 18:23:59
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.8381,1.1768,0.8293,1.1802,2018-10-13 18:26:59
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Landline,1,0.9127,0.8565,0.53,0.8496,2018-10-13 18:30:26
Dem,35 to 49,Bachelors' degree,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Non-White,Ms. Wexton's District,85 percent or higher,Cell,1,0.9188,0.8114,0.4227,0.8041,2018-10-13 18:31:11
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.92,0.5183,0.2537,0.5136,2018-10-13 18:35:33
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.8875,0.8002,0.4513,0.7964,2018-10-13 18:38:42
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.965,1.1298,0.7173,1.1147,2018-10-13 18:41:15
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Non-White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.8188,0.8455,0.4638,0.8508,2018-10-13 18:41:51
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Ms. Wexton's District,85 percent or higher,Cell,1,0.9144,0.6755,0.3341,0.6699,2018-10-13 18:45:36
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Non-White,Fairfax/Prince William,50 to 85 percent,Landline,0.7778,0.758,0.8455,0.501,0.7963,2018-10-13 18:46:03
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,0.7862,0.3434,0.7758,2018-10-13 18:46:30
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.8707,1.459,0.9289,1.4768,2018-10-13 18:47:24
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.9646,1.2562,0.9205,1.2395,2018-10-13 18:47:51
Und,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Non-White,Fairfax/Prince William,50 to 85 percent,Landline,1,0.7624,1.0631,0.7312,1.0814,2018-10-13 18:47:51
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Ms. Wexton's District,50 to 85 percent,Cell,1,0.5951,1.2442,1.3019,1.3195,2018-10-13 18:50:40
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Non-White,Fairfax/Prince William,85 percent or higher,Cell,1,0.8679,0.9434,0.5379,0.9416,2018-10-13 18:52:55
Dem,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Loudon,85 percent or higher,Cell,1,0.8951,1.0971,0.7201,1.0907,2018-10-13 19:05:07
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.6495,1.7445,1.8308,1.8219,2018-10-13 19:10:13
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Non-White,Loudon,50 to 85 percent,Cell,1,0.5522,0.905,0.8307,0.9185,2018-10-13 19:10:31
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,0.6088,0.2939,0.6007,2018-10-13 19:10:49
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,4-year College Grad.,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,1.0062,0.6091,0.9928,2018-10-13 19:13:53
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Ms. Wexton's District,85 percent or higher,Cell,0.8889,0.8818,0.7363,0.3832,0.7264,2018-10-13 19:18:36
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Ms. Wexton's District,85 percent or higher,Cell,1,0.9398,0.8494,0.4771,0.8298,2018-10-13 19:19:39
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,Don't know,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Loudon,Less than 50 percent,Cell,0.8889,0.4841,0.9691,1.4393,1.0336,2018-10-13 19:20:06
Dem,35 to 49,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Loudon,85 percent or higher,Cell,1,0.965,1.0693,0.7572,1.0551,2018-10-13 19:20:33
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Fairfax/Prince William,85 percent or higher,Cell,1,0.9514,0.8611,0.5446,0.8505,2018-10-13 19:23:15
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Ms. Wexton's District,Less than 50 percent,Cell,0.3333,0.4661,1.3582,2.1953,0.8126,2018-10-13 19:23:33
Rep,[DO NOT READ] Refused,Some college or trade school,Asian,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,Non-White,Ms. Wexton's District,Less than 50 percent,Cell,1,0.3648,1.058,1.8363,1.2351,2018-10-13 19:26:51
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.9337,0.6088,0.3037,0.6024,2018-10-13 19:29:33
Dem,35 to 49,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.6961,1.7844,1.8711,1.8418,2018-10-13 19:37:54
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Loudon,85 percent or higher,Cell,1,0.9475,0.8504,0.5254,0.8402,2018-10-13 19:38:30
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.9,0.8428,0.3929,0.8373,2018-10-13 19:38:57
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.965,0.6693,0.2826,0.6604,2018-10-13 19:42:42
Dem,18 to 34,Some college or trade school,Other,Male,Hispanic,Approve,Dems. take House,Favorable,Don't know,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Non-White,Fairfax/Prince William,Less than 50 percent,Cell,0.3333,0.1273,1.3866,6.7576,0.7183,2018-10-13 19:46:18
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Fairfax/Prince William,Less than 50 percent,Cell,1,0.4164,1.1329,1.4384,1.2868,2018-10-13 19:46:45
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.965,0.6517,0.355,0.6377,2018-10-13 19:47:21
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Ms. Wexton's District,85 percent or higher,Cell,1,0.9592,0.9963,0.6689,0.9835,2018-10-13 19:53:48
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,Less than 50 percent,Cell,1,0.3991,0.7468,1.0571,0.8556,2018-10-13 19:57:33
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.9553,1.4104,1.0945,1.3926,2018-10-13 19:59:21
Und,35 to 49,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,[DO NOT READ] Don't know/Refused,Non-White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.6331,1.1757,1.1976,1.2333,2018-10-13 20:01:07
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,West,85 percent or higher,Cell,1,0.8786,0.7327,0.4056,0.7302,2018-10-13 20:03:13
Dem,50 to 64,Graduate or Professional Degree,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Non-White,Loudon,50 to 85 percent,Cell,1,0.8191,0.598,0.3145,0.6017,2018-10-13 20:05:01
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Cell,1,0.965,0.6812,0.3415,0.6721,2018-10-13 20:07:43
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Non-White,Loudon,Less than 50 percent,Cell,1,0.2068,0.7314,1.9603,0.9696,2018-10-13 20:08:19
Dem,50 to 64,Some college or trade school,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,White,Loudon,85 percent or higher,Cell,1,0.9313,1.0693,0.7845,1.0583,2018-10-13 20:18:49
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,0.9387,0.5708,0.9315,2018-10-13 20:19:07
Rep,50 to 64,Bachelors' degree,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Ms. Wexton's District,85 percent or higher,Cell,1,0.9631,0.9069,0.4947,0.8949,2018-10-13 20:19:34
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.9059,1.2111,0.7873,1.2023,2018-10-13 20:29:19
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,0.6088,0.2939,0.6007,2018-10-13 20:31:41
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,18 to 39,[DO NOT READ] Don't know/Refused,White,Fairfax/Prince William,Less than 50 percent,Cell,1,0.3865,0.7927,1.4345,0.9142,2018-10-13 20:34:50
Und,65 and older,Graduate or Professional Degree,Asian,Male,Other,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,Non-White,Ms. Wexton's District,50 to 85 percent,Cell,1,0.675,1.0047,0.5546,1.0424,2018-10-13 20:39:29
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,Less than 50 percent,Cell,1,0.356,1.1031,2.1137,1.2944,2018-10-13 20:42:02
Dem,35 to 49,Some college or trade school,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Non-White,Loudon,50 to 85 percent,Cell,1,0.7997,0.9154,0.6439,0.8978,2018-10-13 20:43:05
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Non-White,Loudon,50 to 85 percent,Cell,1,0.5855,0.8602,0.8008,0.9149,2018-10-13 20:47:09
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,40 to 64,4-year College Grad.,Unknown,West,85 percent or higher,Cell,1,0.9146,0.9669,0.6671,0.9588,2018-10-13 20:47:36
Dem,65 and older,Some college or trade school,Asian,Male,Hispanic,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,Non-White,Ms. Wexton's District,Less than 50 percent,Cell,0.1111,0.4831,1.3663,1.6199,1.0349,2018-10-13 20:56:09
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Fairfax/Prince William,85 percent or higher,Cell,1,0.9388,0.9069,0.4873,0.8969,2018-10-13 20:58:33
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,Less than 50 percent,Cell,1,0.4594,0.7154,0.8432,0.7967,2018-10-13 21:01:24
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.8316,1.4017,0.8151,1.4074,2018-10-13 21:07:10
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.965,0.6985,0.3788,0.6892,2018-10-13 21:11:04
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Non-White,Loudon,85 percent or higher,Cell,1,0.9488,0.6383,0.3469,0.6306,2018-10-13 21:21:43
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.9604,0.5555,0.2593,0.5483,2018-10-13 21:22:37
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Ms. Wexton's District,85 percent or higher,Cell,1,0.9518,0.7363,0.355,0.7272,2018-10-13 21:25:46
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Non-White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.6304,1.0368,0.7973,1.0884,2018-10-13 21:32:04
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.8216,1.0595,0.5746,1.0656,2018-10-13 21:42:02
