response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.9329,0.61240000000000006,0.2339,0.601,2018-10-19 22:59:28
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Other Non-White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.6696,1.3357,1.5257,1.3175,2018-10-19 23:00:45
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.6342,1.1386,0.9944,1.1291,2018-10-19 23:02:01
Rep,18 to 34,Bachelors' degree,Black,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,Black,"Rest, Clinton",Less than 50 percent,Landline,1,0.273,0.9301,1.5825,1.0351,2018-10-19 23:02:10
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,Black,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.8072,0.6398,0.2404,0.6399,2018-10-19 23:02:19
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.8456,1.1278,0.67490000000000006,1.1204,2018-10-19 23:11:45
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.9501,1.0766,0.3751,1.0548,2018-10-19 23:15:43
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,Other Non-White,"Rest, Trump",50 to 85 percent,Cell,1,0.7718,1.2593,0.7679,1.268,2018-10-19 23:16:15
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Rest, Trump",50 to 85 percent,Landline,1,0.5374,0.8725,0.4873,0.9351,2018-10-19 23:17:54
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Black,"Rest, Clinton",Less than 50 percent,Landline,1,0.3925,0.8291,1.4455,0.9454,2018-10-19 23:18:03
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.882,1.1391,0.8276,1.1252,2018-10-19 23:18:03
Dem,35 to 49,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Other Non-White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.7614,1.0932,0.7132,1.1031,2018-10-19 23:19:10
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Clinton",85 percent or higher,Landline,1,0.9485,0.8838,0.5554,0.866,2018-10-19 23:19:46
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.6888,1.2574,1.0436,1.2895,2018-10-19 23:22:19
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.5051,0.9381,0.696,1.0173,2018-10-19 23:23:31
Dem,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Trump",Less than 50 percent,Landline,0,0.2501,1.3661,3.2106,0.3108,2018-10-19 23:24:16
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.6852,0.2311,0.6703,2018-10-19 23:34:58
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.9079,1.1379,0.6705,1.1201,2018-10-19 23:37:58
Dem,18 to 34,Graduate or Professional Degree,White,Female,Other,Don't know,Dems. take House,Don't know,Don't know,18 to 29,Postgraduate Degree,Other,Female,Somewhat likely,Democrat,Nonwhite,18 to 39,White,"Rest, Trump",Less than 50 percent,Cell,1,0.4585,0.9045,0.9288,0.802,2018-10-19 23:42:46
Und,18 to 34,Graduate or Professional Degree,Black,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",18 to 39,Black,"Rest, Clinton",Less than 50 percent,Cell,0.4444,0.1068,0.8221,2.5251,0.2758,2018-10-19 23:42:55
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.0502,0.5952,1.567,1.1025,2018-10-19 23:45:28
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9228,1.1575,0.5183,1.1373,2018-10-19 23:47:34
Dem,[DO NOT READ] Refused,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,65 and older,Black,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.943,1.1913,0.7764,1.1544,2018-10-19 23:48:45
Dem,65 and older,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.9482,1.3938,0.817,1.3658,2018-10-19 23:50:15
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.876,0.9854,0.7576,0.9743,2018-10-19 23:52:30
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,Independent (No party),Nonwhite,40 to 64,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,0,0.1444,0.6374,1.8685,0.1319,2018-10-19 23:59:24
Und,35 to 49,High school,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,30 to 44,High School Grad. or Less,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,0,0.2504,1.2794,4.5579,0.2912,2018-10-20 00:00:45
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9194,1.1405,0.4566,1.1211,2018-10-20 00:04:16
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.2606,0.7212,1.2269,0.8989,2018-10-20 00:06:28
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.6668,0.8712,0.4454,0.8984,2018-10-20 00:06:58
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,"Rest, Clinton",85 percent or higher,Landline,1,0.97,0.9628,0.4996,0.942,2018-10-20 00:08:16
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.97,1.6565,0.7985,1.6207,2018-10-20 00:08:19
Rep,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.8463,0.8712,0.3514,0.8654,2018-10-20 00:08:46
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,0.635,0.2113,0.6213,2018-10-20 00:12:49
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.4683,0.5838,0.5298,0.5996,2018-10-20 00:14:19
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.97,1.1405,0.4329,1.1158,2018-10-20 00:16:25
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9671,1.596,1.1278,1.5617,2018-10-20 00:21:20
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.5867,0.8645,0.8204,0.9117,2018-10-20 00:21:29
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.8905,1.0858,0.4274,1.0713,2018-10-20 00:23:17
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.1862,0.7833,2.4909,1.0556,2018-10-20 00:24:20
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,Unknown,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.7272,1.5125,1.2219,1.4813,2018-10-20 00:25:23
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.666,0.2331,0.6516,2018-10-20 00:26:53
Dem,18 to 34,Some college or trade school,White,Male,Other,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Not very likely,Democrat,Nonwhite,18 to 39,White,"Virginia Beach, Clinton",Less than 50 percent,Landline,0.2222,0.1705,1.0139,5.2328,0.3565,2018-10-20 00:27:11
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.97,0.6539,0.2509,0.6398,2018-10-20 00:29:26
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,Black,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.97,0.6941,0.2865,0.6791,2018-10-20 00:31:59
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,0.6667,0.3192,0.6796,1.1052,0.6954,2018-10-20 00:35:05
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,"Rest, Trump",Less than 50 percent,Cell,1,0.2367,1.4775,4.4223,1.8825,2018-10-20 00:36:53
Rep,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,"Virginia Beach, Clinton",85 percent or higher,Landline,1,0.9523,0.8465,0.4897,0.8292,2018-10-20 00:37:47
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,Other Non-White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9597,1.2997,1.2108,1.2607,2018-10-20 00:43:02
Dem,[DO NOT READ] Refused,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Other Non-White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.4009,1.0892,1.9686,1.2367,2018-10-20 00:51:16
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8563,0.7892,0.3525,0.7827,2018-10-20 00:52:12
Dem,18 to 34,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,Other Non-White,"Virginia Beach, Clinton",50 to 85 percent,Landline,1,0.8387,1.7422,1.0255,1.7329,2018-10-20 00:52:48
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.5852,1.2574,1.2281,1.3267,2018-10-20 00:54:00
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Cell,1,0.9229,0.6082,0.1967,0.5976,2018-10-20 00:55:28
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,White,"Rest, Clinton",Less than 50 percent,Landline,0.8889,0.2424,1.1042,2.1897,1.3245,2018-10-20 00:58:10
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9034,1.596,1.2071,1.572,2018-10-20 01:00:00
Dem,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 39,Black,"Rest, Clinton",50 to 85 percent,Landline,1,0.6037,1.4785,1.2904,1.4736,2018-10-20 01:02:16
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.5214,1.1648,0.8306,1.2555,2018-10-20 01:03:01
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.4774,0.7899,1.4547,0.866,2018-10-20 01:04:40
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.3733,0.7833,1.2434,0.9026,2018-10-20 01:05:34
Dem,65 and older,Some college or trade school,Black,Male,Black,Don't know,Dems. take House,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Black,"Rest, Trump",85 percent or higher,Landline,1,0.97,0.8924,0.4564,0.8666,2018-10-20 01:13:40
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.2979,0.6374,0.942,0.7711,2018-10-20 01:15:46
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Cell,1,0.9124,0.6082,0.1989,0.6048,2018-10-20 01:18:31
Rep,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,Nonwhite,40 to 64,White,"Rest, Trump",Less than 50 percent,Landline,1,0.4748,0.632,0.5539,0.6936,2018-10-20 01:21:13
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9371,1.3708,1.1575,1.3447,2018-10-20 14:51:17
Dem,65 and older,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.8968,1.0594,0.6062,1.0444,2018-10-20 14:55:20
Dem,65 and older,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,Black,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9049,1.1595,0.4692,1.155,2018-10-20 15:12:14
Rep,50 to 64,High school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9675,1.596,1.1273,1.5616,2018-10-20 15:37:25
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,White,"Rest, Clinton",Less than 50 percent,Landline,1,0.2007,0.7927,2.817,1.0496,2018-10-20 15:37:34
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.8337,0.7461,0.4269,0.7242,2018-10-20 15:40:34
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4522,0.7899,1.5356,0.8753,2018-10-20 15:46:16
Rep,65 and older,Some college or trade school,White,Male,Black,Approve,Dems. take House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Not very likely,[DO NOT READ] Refused,Nonwhite,65 and older,White,"Rest, Trump",50 to 85 percent,Landline,1,0.6473,0.9021,0.5941,0.7291,2018-10-20 15:48:31
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9182,1.1405,0.4572,1.1213,2018-10-20 15:51:31
Dem,[DO NOT READ] Refused,High school,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,High School Grad. or Less,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,"Virginia Beach, Trump",Less than 50 percent,Landline,0.4444,0.0495,1.3436,6.0809,0.6007,2018-10-20 15:55:16
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.2708,0.92,2.5117,1.1368,2018-10-20 16:04:10
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,Unknown,"Rest, Clinton",85 percent or higher,Cell,1,0.9589,0.8733,0.4141,0.855,2018-10-20 16:10:19
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,Black,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.788,0.2662,0.771,2018-10-20 16:17:53
Dem,50 to 64,Some college or trade school,Black,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,40 to 64,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.8857,0.8985,0.6014,0.8703,2018-10-20 16:38:11
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Clinton",50 to 85 percent,Landline,1,0.7417,1.0219,0.3985,1.0354,2018-10-20 16:39:59
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.9186,0.635,0.223,0.6242,2018-10-20 16:44:29
Rep,65 and older,Bachelors' degree,White,Female,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),Nonwhite,65 and older,White,"Rest, Trump",85 percent or higher,Cell,1,0.9443,1.0608,0.3313,1.028,2018-10-20 16:44:38
Dem,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9517,1.1391,0.7672,1.0649,2018-10-20 16:46:17
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9129,0.824,0.3735,0.8106,2018-10-20 17:03:34
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.7471,0.9381,0.4713,0.9494,2018-10-20 17:18:03
