response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Northwest,Less than 50 percent,Landline,0.4444,0.2565,1.1839,2.8048,0.7068
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.97,1.1263,0.6029,1.1223
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.962,1.1476,0.6163,1.1383
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.97,1.4571,0.89,1.4518
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Northwest,85 percent or higher,Landline,1,0.97,0.7061,0.3653,0.7
Rep,65 and older,[DO NOT READ] Refused,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",65 and older,[DO NOT READ] Don't know/Refused,White,Northwest,85 percent or higher,Cell,1,0.97,1.0629,0.6258,1.0459
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,18 to 39,Postgraduate Degree,White,Northwest,50 to 85 percent,Cell,1,0.5114,0.8217,0.7152,0.8459
Dem,18 to 34,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.3697,0.9352,1.3703,1.0942
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Northwest,50 to 85 percent,Cell,1,0.834,1.1615,0.8805,1.1716
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,1.4347,0.8728,1.4118
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Northwest,Less than 50 percent,Cell,1,0.1936,0.7544,2.1318,1.0208
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,65 and older,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Northwest,50 to 85 percent,Landline,0,0.7968,1.5,0.9921,0.9583
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,1.55,0.929,1.5445
Dem,50 to 64,Graduate or Professional Degree,Other,Female,Asian,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Northwest,50 to 85 percent,Landline,1,0.7282,0.8556,0.5489,0.8811
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,West,85 percent or higher,Cell,1,0.97,1.1408,0.6566,1.131
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,Postgraduate Degree,Other Non-White,West,85 percent or higher,Cell,1,0.953,0.73740000000000006,0.4858,0.7319
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.9628,0.5174,0.9594
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.97,1.3093,0.8816,1.2884
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Northwest,85 percent or higher,Cell,1,0.97,0.691,0.33,0.6851
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.97,1.1941,0.8095,1.1838
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,1.1476,0.6113,1.1378
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,85 percent or higher,Landline,1,0.9257,0.7436,0.3714,0.7401
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,1.1263,0.6029,1.0796
Dem,65 and older,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,White,West,50 to 85 percent,Cell,0.7778,0.7153,1.2427,1.112,1.233
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Northwest,85 percent or higher,Landline,1,0.97,1.2889,0.7897,1.2778
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.97,0.8699,0.413,0.856
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,West,85 percent or higher,Cell,1,0.97,0.8515,0.435,0.8441
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,1.3719,0.8264,1.3601
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,1.1655,0.6233,1.1555
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.3632,0.6937,0.8511,0.7481
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Dems. take House,Favorable,Favorable,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9043,0.7933,0.4068,0.8009
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.8971,1.5078,0.995,1.5246
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Northwest,85 percent or higher,Landline,1,0.97,0.9628,0.5174,0.9474
Und,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9646,1.389,1.0596,1.3395
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.9093,0.9811,0.5596,0.9784
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.97,0.8943,0.4169,0.8866
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,West,85 percent or higher,Cell,1,0.97,1.0404,0.6029,1.0315
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.97,1.4229,0.8736,1.4178
Dem,[DO NOT READ] Refused,High school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Don't know,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Northwest,85 percent or higher,Cell,1,0.9387,1.1575,0.7349,1.1364
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Other Non-White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.8081,0.7823,0.5029,0.7927
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,Less than 50 percent,Landline,1,0.1917,1.0442,3.4433,1.5538
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Cell,0.7778,0.6636,1.5004,1.3044,1.4175
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Other Non-White,Inner Loop/Bellaire,50 to 85 percent,Landline,1,0.5516,1.0009,0.8443,1.1269
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.8947,0.4817,0.8804
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Northwest,85 percent or higher,Landline,1,0.97,1.2889,0.7897,1.2843
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Northwest,Less than 50 percent,Cell,0,0.1444,0.8957,2.9351,0.285
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.8947,0.4817,0.8804
Dem,35 to 49,High school,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Other Non-White,Northwest,85 percent or higher,Cell,1,0.9426,1.2314,0.8855,1.2234
Rep,18 to 34,Grade school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,18 to 29,High School Grad. or Less,Other,Male,Not very likely,Republican,Nonwhite,18 to 39,No 4-year College Degree,White,Inner Loop/Bellaire,Less than 50 percent,Landline,0,0.3918,1.1417,1.812,0.3877
Und,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Reps. keep House,Favorable,Unfavorable,Ted Cruz,30 to 44,Postgraduate Degree,Democratic,Male,Not very likely,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Hispanic,Northwest,50 to 85 percent,Cell,0.6667,0.6887,0.829,0.669,0.5927
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Hispanic,Northwest,50 to 85 percent,Landline,1,0.6199,1.1493,1.1598,1.2162
Dem,18 to 34,Bachelors' degree,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 39,4-year College Grad.,Other Non-White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.8202,1.0545,0.8118,1.038
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Inner Loop/Bellaire,Less than 50 percent,Cell,0.8889,0.3608,0.6447,0.7978,0.7267
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.6629,1.3356,0.9231,1.3363
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.9963,0.5349,0.9928
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Northwest,85 percent or higher,Landline,1,0.97,0.7482,0.3848,0.7417
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Not very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,50 to 85 percent,Landline,0,0.6811,0.6892,0.4608,0.3202
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.97,0.9551,0.5669,0.9469
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.97,1.0121,0.5972,1.0084
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,40 to 64,4-year College Grad.,Hispanic,Northwest,85 percent or higher,Cell,1,0.97,1.1068,0.6734,1.1029
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.9693,1.2892,0.8652,1.2848
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.9179,0.9966,0.6189,0.9928
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,West,Less than 50 percent,Cell,0,0.1257,1.0505,4.7767,0.2173
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.9259,0.498,0.9226
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,Less than 50 percent,Landline,1,0.4274,0.593,0.6207,0.6734
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,West,50 to 85 percent,Cell,1,0.6761,1.7516,1.6989,1.826
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Northwest,85 percent or higher,Cell,1,0.9245,1.0764,0.5973,1.0819
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Not at all likely,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Northwest,85 percent or higher,Cell,0,0.8521,0.8189,0.4032,0.4268
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Northwest,85 percent or higher,Cell,1,0.8938,0.691,0.3581,0.6906
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Northwest,85 percent or higher,Landline,1,0.97,1.2889,0.7897,1.2778
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,1.3719,0.8264,1.3601
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,50 to 85 percent,Cell,1,0.8282,0.9237,0.6262,0.9326
Rep,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,65 and older,4-year College Grad.,Hispanic,West,85 percent or higher,Cell,1,0.8914,1.2519,0.9084,1.2287
Rep,65 and older,Bachelors' degree,Hispanic,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,65 and older,4-year College Grad.,Hispanic,Northwest,Less than 50 percent,Cell,1,0.0774,0.9829,3.7316,1.4017
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,West,50 to 85 percent,Landline,1,0.619,0.6894,0.5551,0.7297
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Northwest,50 to 85 percent,Landline,1,0.8129,0.6787,0.3787,0.6684
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.5772,1.5237,1.529,1.6332
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Inner Loop/Bellaire,Less than 50 percent,Cell,0.8889,0.488,0.7724,0.8736,0.7686
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.8807,0.9405,0.61240000000000006,0.9417
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Hispanic,West,Less than 50 percent,Landline,1,0.276,1.2003,3.1119,1.4966
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,West,85 percent or higher,Landline,1,0.97,0.7554,0.3957,0.7489
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,85 percent or higher,Cell,1,0.97,0.7018,0.3365,0.6957
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Northwest,50 to 85 percent,Cell,1,0.7069,1.4369,1.4522,1.4868
