response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Less Rep,White,Scott,50 to 85 percent,Cell,1,0.8159,0.8969,0.8408,0.9542,2018-09-30 20:18:19
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.954,0.571,0.4418,0.5958,2018-09-30 20:19:04
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9932,0.5652,0.3693,0.5892,2018-09-30 20:19:22
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Most Rep,White,Scott,85 percent or higher,Cell,1,0.9467,0.9339,0.7888,0.9644,2018-09-30 20:19:49
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Disapp.,Check,support,Don't know,Unfavorable,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Rep,White,Rest,85 percent or higher,Cell,1,0.9185,1.1491,0.8909,1.2036,2018-09-30 20:22:22
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9991,0.4735,0.3374,0.4944,2018-09-30 20:25:04
Und,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Most Dem,White,Dakota,50 to 85 percent,Cell,0.7778,0.6306,0.9046,1.2143,0.7894,2018-09-30 20:25:22
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9969,0.4582,0.3246,0.4773,2018-09-30 20:25:40
Dem,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Don't know,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Less Rep,White,Rest,85 percent or higher,Cell,0.8889,0.9545,1.1243,0.8849,1.1543,2018-09-30 20:25:49
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Dem,White,Scott,85 percent or higher,Cell,1,0.8801,0.4921,0.4137,0.518,2018-09-30 20:28:31
Dem,65 and older,High school,White,Male,White,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Most Rep,White,Rest,85 percent or higher,Landline,0.4444,0.9156,2.4681,2.1657,2.4616,2018-09-30 20:31:14
Rep,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Reps. keep House,Unfavorable,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Less Rep,White,Dakota,50 to 85 percent,Landline,0.6667,0.6953,1.215,1.375,0.8055,2018-09-30 20:33:02
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.8585,1.1004,1.1575,1.1623000000000001,2018-09-30 20:33:07
Und,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Reps. keep House,Don't know,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,0.8889,0.936,0.9704,0.9037,1.0082,2018-09-30 20:39:02
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Most Rep,Unknown,Scott,85 percent or higher,Landline,1,0.9926,0.5919,0.4088,0.617,2018-09-30 20:40:14
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Most Rep,White,Scott,50 to 85 percent,Cell,1,0.6038,0.6828,0.8426,0.7633,2018-09-30 20:40:28
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Rep,White,Scott,85 percent or higher,Cell,1,0.9922,1.1568,0.9119,1.2058,2018-09-30 20:44:04
Und,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Don't know,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Most Dem,White,Dakota,50 to 85 percent,Landline,0.2222,0.6976,1.0675,1.1908,0.6234,2018-09-30 20:50:42
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9964,1.0103,0.7311,1.0538,2018-09-30 20:51:00
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Less Rep,White,Rest,85 percent or higher,Cell,1,0.9895,1.1618,0.8892,1.2065,2018-09-30 20:52:39
Und,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Don't know,Don't know,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,Most Rep,White,Rest,85 percent or higher,Cell,1,0.87,0.6466,0.509,0.6818,2018-09-30 20:52:39
Und,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Most Dem,White,Rest,85 percent or higher,Cell,1,0.9172,1.0321,0.8961,1.0812,2018-09-30 20:55:12
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Dem,Unknown,Rest,85 percent or higher,Cell,1,0.9722,0.9309,0.6821,0.9703,2018-09-30 20:56:33
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Most Rep,White,Rest,50 to 85 percent,Cell,1,0.8294,1.265,1.2556,1.3085,2018-09-30 20:58:03
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.9442,0.9501,0.7251,0.9923,2018-09-30 21:00:00
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.6962,1.4236,1.6808,1.491,2018-09-30 21:00:31
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,50 to 64,Less Dem,Unknown,Dakota,50 to 85 percent,Cell,1,0.7336,0.6185,0.5712,0.6688,2018-09-30 21:00:49
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.9458,1.0441,0.8023,1.0903,2018-09-30 21:02:15
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.8036,0.5459,0.4831,0.582,2018-09-30 21:04:34
Rep,18 to 34,Some college or trade school,Unknown,Male,White,support,Disapp.,Check,Don't know,Don't know,Unfavorable,Unfavorable,Do not believe,Don't know,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,Less Dem,Unknown,Dakota,Less than 50 percent,Cell,0.7778,0.4854,0.639,1.0189,0.6943,2018-09-30 21:04:56
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Most Dem,White,Dakota,85 percent or higher,Cell,1,0.9771,0.8167,0.6283,0.8458,2018-09-30 21:07:25
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Rep,White,Rest,85 percent or higher,Cell,1,0.9132,1.1491,0.8961,1.2044,2018-09-30 21:09:49
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Most Dem,White,Dakota,85 percent or higher,Cell,1,0.9932,0.5517,0.3824,0.5752,2018-09-30 21:10:16
Dem,18 to 34,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.8327,2.1055,2.2379,2.2335,2018-09-30 21:14:01
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,support,Disapp.,Check,support,Don't know,Favorable,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Rep,White,Dakota,50 to 85 percent,Cell,0,0.7105,0.7387,0.6985,0.608,2018-09-30 21:14:10
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Most Dem,White,Dakota,85 percent or higher,Cell,1,0.8617,0.5021,0.3976,0.5301,2018-09-30 21:16:03
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Do not believe,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.6783,0.7634,0.7622,0.8363,2018-09-30 21:18:36
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Less Dem,Unknown,Dakota,85 percent or higher,Cell,1,0.9991,1.0596,1.038,1.1062,2018-09-30 21:19:12
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,Less Rep,White,Scott,85 percent or higher,Cell,1,0.9901,0.6881,0.4896,0.7172,2018-09-30 21:20:33
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Less Rep,White,Rest,50 to 85 percent,Cell,1,0.6594,1.1794,1.3308,1.2982,2018-09-30 21:20:42
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.8939,0.8465,0.749,0.8895,2018-09-30 21:21:54
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Less Dem,White,Rest,50 to 85 percent,Cell,1,0.5218,0.9562,1.4838,1.0979,2018-09-30 21:22:21
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Less Dem,White,Scott,85 percent or higher,Cell,1,0.9748,0.4478,0.3369,0.4666,2018-09-30 21:25:48
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Dem,Unknown,Dakota,Less than 50 percent,Cell,1,0.4271,0.7297,1.206,0.8714,2018-09-30 21:28:30
Dem,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Don't know,support,Don't know,Don't know,Unfavorable,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.9717,1.0441,0.7809,1.0882,2018-09-30 21:29:24
Dem,18 to 34,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,Most Dem,Non-White,Scott,Less than 50 percent,Cell,1,0.4667,0.6734,1.1086,0.7373,2018-09-30 21:30:09
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Don't know,Believe,disagree,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.5877,0.9179,1.1503,0.9776,2018-09-30 21:31:37
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9929,0.5204,0.3764,0.5425,2018-09-30 21:32:04
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9723,0.59,0.4515,0.615,2018-09-30 21:33:34
Und,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9852,0.9598,0.7984,1.0002,2018-09-30 21:34:10
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,18 to 29,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,Less Dem,White,Scott,50 to 85 percent,Cell,0,0.6984,0.8337,1.095,0.6163,2018-09-30 21:36:16
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,Less Rep,White,Scott,Less than 50 percent,Cell,1,0.368,0.9196,1.9629,1.1324,2018-09-30 21:38:13
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Less Dem,Unknown,Dakota,85 percent or higher,Cell,1,0.9628,0.5192,0.3627,0.5414,2018-09-30 21:39:16
Und,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Most Rep,White,Rest,50 to 85 percent,Cell,1,0.6914,0.5014,0.4857,0.5254,2018-09-30 21:41:40
Dem,18 to 34,Some college or trade school,Black,Male,Black,support,Approve,Support,Don't know,Dems. take House,Favorable,Don't know,Don't know,agree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Most Dem,Non-White,Dakota,50 to 85 percent,Cell,1,0.6109,1.0425,1.372,1.1057,2018-09-30 21:41:58
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.6696,1.215,1.4278,1.3339,2018-09-30 21:45:40
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,Most Dem,White,Dakota,85 percent or higher,Cell,1,0.9257,0.9363,0.8377,0.9661,2018-09-30 21:49:52
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Most Dem,White,Dakota,50 to 85 percent,Cell,1,0.7236,0.9414,0.9771,1.0203,2018-09-30 21:51:31
Rep,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9976,1.0892,0.8668,1.1365,2018-09-30 21:51:45
Dem,35 to 49,Some college or trade school,Unknown,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,35 to 49,Less Rep,Unknown,Dakota,50 to 85 percent,Cell,0.4444,0.6111,1.613,2.0667,1.5398,2018-09-30 21:52:34
Dem,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Most Dem,White,Dakota,85 percent or higher,Cell,1,0.9361,0.8975,0.7269,0.9381,2018-09-30 21:57:22
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Less Rep,Unknown,Dakota,85 percent or higher,Cell,1,0.973,1.1829,0.8416,1.2329,2018-09-30 21:58:03
Dem,50 to 64,High school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Most Dem,Non-White,Dakota,Less than 50 percent,Cell,0.5556,0.3738,2.0293,3.9337,2.0583,2018-09-30 21:58:34
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Most Rep,White,Dakota,85 percent or higher,Landline,1,0.9975,0.5875,0.4117,0.613,2018-09-30 21:59:42
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Most Rep,Unknown,Scott,85 percent or higher,Landline,1,0.9141,1.213,1.1137,1.2712,2018-09-30 22:01:22
Dem,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Check,support,Don't know,Don't know,Don't know,Don't know,agree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Less Dem,White,Rest,50 to 85 percent,Cell,0.5556,0.5676,0.8014,1.1696,0.6142,2018-09-30 22:01:58
Rep,35 to 49,High school,White,Male,White,support,Approve,Check,support,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Most Rep,White,Dakota,85 percent or higher,Cell,1,0.9234,3.1683,3.0468,3.3165,2018-09-30 22:06:46
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Most Dem,White,Rest,85 percent or higher,Cell,1,0.9721,0.4873,0.3235,0.5079,2018-09-30 22:11:16
Rep,18 to 34,High school,Unknown,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,agree,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,Less Rep,Unknown,Scott,50 to 85 percent,Cell,0.4444,0.6054,2.971,3.9806,2.1778,2018-09-30 22:11:25
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Most Rep,White,Scott,50 to 85 percent,Cell,1,0.7914,0.6022,0.5472,0.6436,2018-09-30 22:14:34
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,Less Dem,White,Scott,50 to 85 percent,Cell,0.8889,0.8301,0.8067,0.8843,0.8213,2018-09-30 22:14:43
Und,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Support,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Less Rep,White,Scott,Less than 50 percent,Cell,0,0.3446,0.6798,1.5297,0.1815,2018-09-30 22:18:26
Rep,35 to 49,Graduate or Professional Degree,White,Male,Black,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,or as a member of another political party,Nonwhite,35 to 49,Most Rep,White,Dakota,85 percent or higher,Cell,1,0.8989,0.6662,0.5368,0.6874,2018-09-30 22:19:47
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Don't know,support,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9857,0.8546,0.7431,0.8865,2018-09-30 22:21:26
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Most Rep,White,Scott,85 percent or higher,Cell,0.8889,0.9837,1.0589,0.8919,1.0946,2018-09-30 22:23:23
Rep,35 to 49,Some college or trade school,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,Less Rep,Unknown,Rest,85 percent or higher,Cell,1,0.9258,1.4926,1.205,1.5402,2018-09-30 22:25:02
