response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIAWI1,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,IMPEACH,MUELLER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,disagree,agree,disagree,Reps. keep House,Don't know,Don't know,Support,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,0,0.9662,0.7385,0.5541,0.7047,2018-09-13 01:30:08
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Lean Trump,Non-White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.6882,1.5172,1.0297,1.5511,2018-09-13 01:30:44
Und,50 to 64,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,agree,disagree,disagree,Reps. keep House,Unfavorable,Don't know,Oppose,Oppose,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Lean Trump,Unknown,Racine/Kenosha Cty.,85 percent or higher,Landline,0.7778,0.9935,0.7191,0.5522,0.7291,2018-09-13 01:31:16
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Clinton,White,Rest,85 percent or higher,Landline,1,0.9697,0.6195,0.4176,0.6297,2018-09-13 01:37:25
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,Lean Clinton,White,Racine/Kenosha City,85 percent or higher,Landline,1,0.936,0.6798,0.4003,0.6843,2018-09-13 01:41:10
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,Approve,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Lean Trump,White,Rest,85 percent or higher,Landline,1,0.9926,0.8949,0.7149,0.9097,2018-09-13 01:41:37
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Lean Clinton,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.585,0.7637,0.7491,0.8372,2018-09-13 01:53:01
Rep,50 to 64,High school,White,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9445,1.6947,1.1552,1.7261,2018-09-13 01:53:19
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Probably Trump,White,Racine/Kenosha Cty.,50 to 85 percent,Landline,1,0.8193,1.3612,0.6458,1.4114,2018-09-13 01:53:46
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Clinton,White,Racine/Kenosha Cty.,50 to 85 percent,Cell,1,0.6019,0.7167,0.7864,0.7816,2018-09-13 01:55:16
Dem,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Disapp.,Don't know,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Don't know,65 and older,Some College Educ.,Other,Male,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Rest,85 percent or higher,Cell,0.4444,0.9915,0.824,0.5683,0.7849,2018-09-13 01:57:40
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Probably Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,1,0.7714,0.6688,0.3694,0.6998,2018-09-13 01:57:58
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Rest,85 percent or higher,Cell,1,0.8591,0.5091,0.4151,0.5243,2018-09-13 01:59:10
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Support,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9918,0.6587,0.3856,0.6696,2018-09-13 02:00:13
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,disagree,agree,Dems. take House,Unfavorable,Unfavorable,Support,Support,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Lean Clinton,White,Rest,85 percent or higher,Landline,1,0.997,0.5892,0.343,0.5994,2018-09-13 02:00:13
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Milwaukee Suburbs,Less than 50 percent,Landline,1,0.1959,1.2116,10.0421,1.6761,2018-09-13 02:00:57
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Unfavorable,Unfavorable,Support,Support,65 and older,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,Lean Clinton,White,Racine/Kenosha City,50 to 85 percent,Landline,1,0.7479,0.758,0.5046,0.7696,2018-09-13 02:00:58
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Rest,50 to 85 percent,Cell,1,0.8423,0.7854,0.7304,0.8112,2018-09-13 02:02:00
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Support,45 to 64,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9135,1.0661,0.731,1.0726,2018-09-13 02:02:54
Rep,65 and older,High school,White,Male,White,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9927,1.2915,0.9771,1.3092,2018-09-13 02:03:03
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Don't know,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,Unknown,Rest,50 to 85 percent,Cell,1,0.6095,0.9262,1.3425,1.008,2018-09-13 02:03:39
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Lean Clinton,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.8934,0.61240000000000006,0.461,0.6162,2018-09-13 02:04:15
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Approve,agree,agree,agree,Dems. take House,Unfavorable,Don't know,Support,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.8596,0.7765,0.742,0.7997,2018-09-13 02:04:42
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9962,0.9381,0.5779,0.9524,2018-09-13 02:05:36
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9926,0.7367,0.5583,0.7489,2018-09-13 02:06:48
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Don't know,Favorable,Don't know,Oppose,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,0.7778,0.9364,1.014,0.5935,1.0201,2018-09-13 02:07:15
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9877,1.0661,0.6802,1.0834,2018-09-13 02:11:00
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Support,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Lean Clinton,White,Racine/Kenosha City,Less than 50 percent,Cell,0.6667,0.4661,1.3116,3.4517,1.0096,2018-09-13 02:13:15
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Rest,85 percent or higher,Landline,1,0.9309,0.5091,0.3873,0.5192,2018-09-13 02:13:15
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Lean Trump,Non-White,Racine/Kenosha City,85 percent or higher,Cell,1,0.9906,1.8449,0.7603,1.8688,2018-09-13 02:13:51
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Rest,85 percent or higher,Landline,1,0.9887,0.826,0.552,0.8395,2018-09-13 02:15:03
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Disapp.,Don't know,disagree,agree,Don't know,Don't know,Don't know,Oppose,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,Probably Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,1,0.5148,0.8132,0.8615,0.9129,2018-09-13 02:19:05
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Disapp.,disagree,Don't know,disagree,Dems. take House,Favorable,Don't know,Don't know,Support,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Probably Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.5791,1.0953,0.7869,1.203,2018-09-13 02:22:59
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Lean Clinton,White,Milwaukee Suburbs,Less than 50 percent,Cell,1,0.4071,0.9846,3.0223,1.1579,2018-09-13 02:24:29
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Lean Clinton,White,Racine/Kenosha City,85 percent or higher,Cell,1,0.9901,0.8288,0.4041,0.8424,2018-09-13 02:25:59
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Trump,Unknown,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9432,0.8991,0.5645,0.9158,2018-09-13 02:26:17
Rep,35 to 49,Some college or trade school,Unknown,Male,Hispanic,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,Probably Trump,Unknown,Milwaukee Suburbs,85 percent or higher,Cell,1,0.8657,0.9774,0.631,0.9842,2018-09-13 02:26:26
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Clinton,Unknown,Racine/Kenosha City,85 percent or higher,Cell,0.8889,0.9861,0.4425,0.2511,0.4487,2018-09-13 02:26:26
Dem,50 to 64,High school,Unknown,Female,White,Disapp.,Disapp.,Don't know,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,Unknown,Rest,50 to 85 percent,Landline,1,0.5779,1.0008,1.6215,1.0996,2018-09-13 02:29:35
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Lean Clinton,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.962,0.6337,0.3488,0.6445,2018-09-13 02:32:56
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,Postgraduate Degree,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Rest,85 percent or higher,Cell,1,0.855,0.9937,0.5554,0.9264,2018-09-13 02:38:56
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,18 to 29,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",White,18 to 34,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,0.8889,0.9602,0.7766,0.453,0.7179,2018-09-13 02:41:29
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Approve,disagree,agree,Don't know,Don't know,Don't know,Don't know,Oppose,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.994,0.7155,0.4796,0.7274,2018-09-13 02:42:14
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9335,0.984,0.5512,1.0033,2018-09-13 02:42:23
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Rest,85 percent or higher,Cell,1,0.9793,0.8949,0.7239,0.9094,2018-09-13 02:43:17
Dem,18 to 34,High school,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Oppose,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Probably Trump,White,Racine/Kenosha Cty.,Less than 50 percent,Cell,0.7778,0.2906,3.424,10,3.4741,2018-09-13 02:44:47
Und,[DO NOT READ] Refused,Grade school,Unknown,Male,Other,Approve,Disapp.,agree,agree,disagree,Don't know,Don't know,Don't know,Oppose,Oppose,30 to 44,High School Grad. or Less,Other,Male,Not very likely,or as a member of another political party,Nonwhite,Nonwhite,35 to 49,Lean Clinton,Unknown,Rest,50 to 85 percent,Cell,0,0.7583,1.4785,1.4873,0.782,2018-09-13 03:30:33
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,1,0.6451,0.636,0.5294,0.6853,2018-09-13 22:39:23
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,Lean Clinton,White,Rest,50 to 85 percent,Cell,1,0.7206,0.826,0.6806,0.8736,2018-09-13 22:39:41
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Support,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Clinton,Unknown,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.856,0.5416,0.4733,0.5581,2018-09-13 22:48:01
Rep,50 to 64,High school,White,Male,White,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9443,1.5942,1.5339,1.6052,2018-09-13 22:50:43
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Probably Clinton,White,Rest,85 percent or higher,Cell,1,0.978,0.5353,0.3056,0.544,2018-09-13 22:50:52
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,Lean Clinton,Unknown,Racine/Kenosha City,85 percent or higher,Cell,1,0.9932,0.7706,0.4757,0.7834,2018-09-13 22:54:01
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Favorable,Don't know,Oppose,Oppose,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.8203,0.8352,0.7018,0.8658,2018-09-13 23:00:19
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Disapp.,disagree,Don't know,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Probably Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,1,0.7101,0.6902,0.658,0.7037,2018-09-13 23:02:24
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Probably Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.6204,1.0953,0.7382,1.1882,2018-09-13 23:02:24
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9205,0.7765,0.6965,0.7929,2018-09-13 23:04:39
Rep,65 and older,High school,White,Male,Other,Approve,Approve,agree,disagree,disagree,Reps. keep House,Favorable,Unfavorable,Oppose,Oppose,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,65 and older,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.98740000000000006,1.5603,0.8727,1.5791,2018-09-13 23:07:57
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,45 to 64,Some College Educ.,Other,Male,Not very likely,Republican,Nonwhite,Nonwhite,50 to 64,Lean Clinton,Non-White,Racine/Kenosha City,Less than 50 percent,Cell,1,0.4902,1.9804,4.8674,1.5958,2018-09-13 23:09:18
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9887,1.0661,0.6796,1.0834,2018-09-13 23:10:03
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9396,0.9938,0.6048,1.0127,2018-09-13 23:13:30
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Support,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Lean Trump,Unknown,Rest,85 percent or higher,Cell,1,0.9497,0.6731,0.42,0.6853,2018-09-13 23:14:24
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Lean Trump,Unknown,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.897,0.8767,0.6439,0.898,2018-09-13 23:14:33
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Disapp.,agree,agree,disagree,Dems. take House,Favorable,Unfavorable,Oppose,Support,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Lean Clinton,White,Racine/Kenosha Cty.,50 to 85 percent,Cell,1,0.8364,0.6817,0.4849,0.7047,2018-09-13 23:15:36
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Don't know,Oppose,Support,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Lean Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,0.4444,0.8163,1.0732,0.8768,0.8728,2018-09-13 23:16:30
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,Unknown,Rest,85 percent or higher,Cell,1,0.9579,0.9538,0.6719,0.9612,2018-09-13 23:19:34
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Approve,disagree,Don't know,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,18 to 29,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Lean Trump,White,Rest,85 percent or higher,Cell,1,0.8587,0.8672,0.487,0.8297,2018-09-13 23:19:34
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Disapp.,Approve,agree,agree,agree,Dems. take House,Unfavorable,Unfavorable,Support,Support,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Probably Clinton,Non-White,Racine/Kenosha Cty.,Less than 50 percent,Cell,0.7778,0.3543,2.698,9.1511,2.6903,2018-09-13 23:34:35
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Rest,50 to 85 percent,Cell,1,0.7103,0.5958,0.5835,0.6316,2018-09-13 23:36:32
Rep,18 to 34,High school,White,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Lean Clinton,White,Rest,50 to 85 percent,Cell,1,0.5481,1.4885,1.7545,1.6514,2018-09-13 23:39:32
