response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedc,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9798,0.8454,0.4143,0.858,2018-11-03 16:30:35
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,40 to 64,White,85 percent or higher,Landline,1,0.9719,0.6454,0.4098,0.6552,2018-11-03 16:56:12
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,40 to 64,White,50 to 85 percent,Cell,1,0.6164,1.0983,1.2863,1.1914,2018-11-03 17:03:35
Rep,35 to 49,High school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,White,50 to 85 percent,Landline,0.5556,0.7594,1.0983,1.0441,1.0629,2018-11-03 17:08:14
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9283,0.941,0.5427,0.9589,2018-11-03 17:09:26
Dem,65 and older,High school,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,Black,85 percent or higher,Landline,1,0.9496,1.3207,1.0383,1.3428,2018-11-03 17:14:05
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Democratic,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,Rest,18 to 39,White,Less than 50 percent,Landline,0,0.0554,0.8564,5.155,0.1775,2018-11-03 17:32:42
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,18 to 39,White,50 to 85 percent,Landline,1,0.5115,1.1393,0.8158,1.279,2018-11-03 17:33:09
Dem,35 to 49,Bachelors' degree,Black,Female,Hispanic,Don't know,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Inner Bluegrass,40 to 64,Black,85 percent or higher,Cell,1,0.9747,0.7176,0.5575,0.7284,2018-11-03 17:40:48
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,White,85 percent or higher,Cell,1,0.9922,0.9185,0.2939,0.9298,2018-11-03 18:13:18
Und,50 to 64,High school,White,Female,White,Approve,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Cell,1,0.9562,1.2465,1.1436,1.2667,2018-11-03 18:19:46
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,40 to 64,White,Less than 50 percent,Landline,1,0.3907,0.7513,1.4291,0.8899,2018-11-03 18:20:22
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,Less than 50 percent,Cell,0,0.1382,0.6135,2.9171,0.1311,2018-11-03 18:22:55
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9875,0.7511,0.424,0.7592,2018-11-03 18:25:46
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,1,0.989,0.7793,0.3314,0.7911,2018-11-03 18:30:16
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Cell,1,0.6936,0.8549,0.7281,0.9088,2018-11-03 18:48:38
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,18 to 39,White,85 percent or higher,Cell,1,0.9755,1.4282,0.7058,1.4497,2018-11-03 18:59:17
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,White,50 to 85 percent,Cell,1,0.5073,1.0863,0.9941,1.2779,2018-11-03 19:01:05
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,65 and older,White,85 percent or higher,Landline,1,0.9478,1.6928,1.0225,1.7215,2018-11-03 19:37:27
Und,18 to 34,High school,White,Male,White,Don't know,Don't know,Unfavorable,Don't know,18 to 29,High School Grad. or Less,Democratic,Male,Not very likely,or as a member of another political party,"White, No 4-Year College Degree",White,Fayette,18 to 39,White,Less than 50 percent,Cell,0.1111,0.2211,1.7323,5.3493,0.5814,2018-11-03 20:04:23
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,White,Less than 50 percent,Landline,1,0.1284,1.0168,4.1601,1.5551,2018-11-03 20:06:29
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Cell,0.8889,0.7109,0.9245,0.8377,0.9603,2018-11-03 20:10:14
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,18 to 39,White,Less than 50 percent,Cell,1,0.4723,1.0562,1.274,1.2041,2018-11-03 20:18:08
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,Less than 50 percent,Cell,1,0.1977,0.7628,2.5672,1.0517,2018-11-03 20:30:53
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,Rest,18 to 39,White,85 percent or higher,Cell,1,0.9168,0.8777,0.5719,0.905,2018-11-03 20:52:09
Rep,35 to 49,High school,Asian,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Fayette,40 to 64,Other Non-White,Less than 50 percent,Cell,1,0.3449,1.8388,6.3544,2.2359,2018-11-03 21:14:36
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",White,Fayette,18 to 39,White,Less than 50 percent,Cell,0,0.1563,1.7323,7.5688,0.3754,2018-11-03 21:36:01
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,White,85 percent or higher,Landline,1,0.9705,1.14,0.6077,1.1574,2018-11-03 21:39:10
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,Fayette,65 and older,Black,Less than 50 percent,Landline,1,0.3745,0.8227,1.8121,0.7597,2018-11-03 21:39:37
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Fayette,40 to 64,White,50 to 85 percent,Cell,1,0.8463,1.4375,1.0607,1.4469,2018-11-03 21:53:13
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,1,0.9919,1.4387,0.6298,1.4606,2018-11-03 22:22:55
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.991,0.8852,0.3758,0.8987,2018-11-04 16:04:33
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,White,85 percent or higher,Landline,1,0.9397,0.8766,0.3756,0.8921,2018-11-04 16:15:03
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,Less than 50 percent,Landline,1,0.248,0.7791,3.368,1.0191,2018-11-04 17:30:38
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9371,1.1435,0.6611,1.1641,2018-11-04 17:47:05
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Landline,1,0.9901,0.8972,0.5965,0.9108,2018-11-04 17:47:50
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9915,0.8852,0.3756,0.8987,2018-11-04 18:02:36
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Landline,1,0.6912,0.7108,0.5155,0.7561,2018-11-04 18:03:48
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,Unknown,85 percent or higher,Cell,1,0.9931,0.7611,0.3819,0.7728,2018-11-04 18:08:27
Und,65 and older,Bachelors' degree,White,Male,White,Approve,Don't know,Unfavorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,Fayette,65 and older,White,85 percent or higher,Cell,1,0.9879,0.9185,0.2952,0.9323,2018-11-04 18:11:36
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9794,0.941,0.5144,0.9551,2018-11-04 18:13:42
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Fayette,40 to 64,White,85 percent or higher,Landline,0,0.8718,1.081,0.2509,0.6046,2018-11-04 18:18:21
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,18 to 39,White,Less than 50 percent,Cell,1,0.2811,1.2401,3.4645,1.577,2018-11-04 18:52:39
Dem,35 to 49,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,18 to 39,White,85 percent or higher,Landline,1,0.8582,1.6203,1.1646,1.6301,2018-11-04 19:32:25
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,1,0.9728,0.88,0.1679,0.8933,2018-11-04 19:37:22
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9834,0.8448,0.4585,0.8574,2018-11-04 19:37:58
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,1,0.9901,0.7793,0.3311,0.7911,2018-11-04 19:38:43
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.8773,0.8505,0.5162,0.8725,2018-11-04 19:52:31
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.9562,1.2447,0.6243,1.2649,2018-11-04 19:55:31
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,18 to 39,White,50 to 85 percent,Landline,1,0.601,1.0803,1.2411,1.1179,2018-11-04 20:16:21
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,White,85 percent or higher,Landline,1,0.9403,1.14,0.6273,1.1602,2018-11-04 20:22:09
Dem,18 to 34,Bachelors' degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Fayette,18 to 39,Black,50 to 85 percent,Cell,1,0.5629,1.0458,1.1703,1.09,2018-11-04 20:22:45
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,Fayette,40 to 64,White,50 to 85 percent,Cell,1,0.7312,0.9122,0.5135,0.9862,2018-11-04 20:34:08
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Landline,1,0.9865,0.7511,0.4244,0.7623,2018-11-04 20:34:08
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,40 to 64,White,50 to 85 percent,Landline,1,0.646,0.6922,0.5112,0.7448,2018-11-04 20:36:14
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,18 to 39,White,85 percent or higher,Cell,1,0.9499,1.2212,0.8453,1.2416,2018-11-04 20:51:23
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Cell,1,0.8001,0.7687,0.5253,0.776,2018-11-04 20:55:44
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9584,0.8793,0.3868,0.885,2018-11-04 21:04:38
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,1,0.9623,0.8712,0.3288,0.885,2018-11-04 21:11:50
Rep,35 to 49,High school,Black,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,18 to 39,Black,50 to 85 percent,Landline,1,0.5082,1.4173,2.6545,1.593,2018-11-04 21:32:51
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Cell,1,0.8676,1.196,0.8367,1.2468,2018-11-04 21:38:24
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,Fayette,40 to 64,White,50 to 85 percent,Cell,1,0.8173,0.8435,0.3897,0.8903,2018-11-04 21:41:06
5,65 and older,Some college or trade school,Unknown,Female,White,Don't know,Don't know,Unfavorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,50 to 85 percent,Landline,0,0.7798,0.7061,0.6707,0.3255,2018-11-04 21:50:25
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 39,White,85 percent or higher,Landline,0.6667,0.9212,1.2118,0.8402,1.2059,2018-11-04 22:01:55
Und,65 and older,High school,White,Female,White,Don't know,Don't know,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.9771,1.3461,0.7205,1.3663,2018-11-04 22:05:13
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,White,85 percent or higher,Landline,1,0.9893,0.8825,0.3584,0.8925,2018-11-04 22:08:58
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Landline,1,0.944,0.7762,0.5978,0.7897,2018-11-04 22:10:28
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Fayette,40 to 64,White,Less than 50 percent,Landline,0.6667,0.4445,1.387,2.3941,1.0602,2018-11-04 22:18:21
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,40 to 64,White,50 to 85 percent,Cell,1,0.6409,0.8966,0.6722,0.966,2018-11-04 22:21:12
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Fayette,65 and older,Black,85 percent or higher,Landline,1,0.9437,1.0072,0.6879,1.0247,2018-11-04 22:21:21
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,18 to 39,Unknown,85 percent or higher,Cell,1,0.9788,0.8722,0.571,0.8852,2018-11-04 22:21:57
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,40 to 64,White,50 to 85 percent,Cell,1,0.543,1.0711,1.1191,1.1889,2018-11-04 22:23:45
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Fayette,40 to 64,White,50 to 85 percent,Cell,1,0.7371,1.0076,0.6095,1.0605,2018-11-04 22:25:06
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Landline,1,0.9959,0.8505,0.4548,0.864,2018-11-04 22:26:54
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Rest,40 to 64,White,85 percent or higher,Landline,1,0.9774,0.7265,0.3951,0.73740000000000006,2018-11-04 22:28:42
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Landline,1,0.9267,1.1526,1.0007,1.1747,2018-11-04 22:29:45
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,40 to 64,White,85 percent or higher,Landline,1,0.9621,0.6763,0.342,0.687,2018-11-04 22:29:45
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Rest,65 and older,Unknown,85 percent or higher,Landline,0.6667,0.8932,0.6269,0.4212,0.6224,2018-11-04 22:30:21
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Landline,1,0.8528,0.8068,0.5762,0.8308,2018-11-04 22:30:30
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Inner Bluegrass,40 to 64,Black,Less than 50 percent,Landline,1,0.3971,0.6101,1.1762,0.7202,2018-11-04 22:33:34
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Don't know,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,Rest,18 to 39,White,Less than 50 percent,Landline,1,0.2672,0.7753,2.419,1.0768,2018-11-04 22:37:28
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Cell,1,0.9139,0.8054,0.4835,0.8221,2018-11-04 22:38:04
Und,50 to 64,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,Other Non-White,50 to 85 percent,Landline,0.7778,0.6503,1.202,1.0658,1.163,2018-11-04 22:40:46
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Other,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Democratic,Male,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Fayette,18 to 39,Other Non-White,Less than 50 percent,Landline,1,0.1013,1.6456,3.3819,3.0133,2018-11-04 22:42:34
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Republican,"White, 4-Year College Grads",White,Rest,65 and older,White,50 to 85 percent,Landline,1,0.6024,0.6381,0.4426,0.7207,2018-11-04 22:46:28
