response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.4811,0.4138,0.539,0.4687,2018-09-25 19:46:21
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9745,0.815,0.4798,0.8248,2018-09-25 19:52:57
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Lehigh,50 to 85 percent,Cell,1,0.8159,1.078,0.4895,1.1138,2018-09-25 19:53:51
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.3364,0.8773,1.9808,1.0694,2018-09-25 19:55:39
Dem,18 to 34,Some college or trade school,White,Male,Black,support,Approve,Dems. take House,Favorable,Don't know,Oppose,Support,Support,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Allentown/Bethlehem,50 to 85 percent,Cell,1,0.8052,1.1313,0.8013,1.1712,2018-09-25 20:03:21
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9698,0.8125,0.2897,0.8226,2018-09-25 20:05:36
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Lehigh,85 percent or higher,Cell,1,0.99,0.85,0.3469,0.8603,2018-09-25 20:12:48
Dem,18 to 34,Some college or trade school,Asian,Female,Asian,support,Approve,Dems. take House,Don't know,Favorable,Oppose,Oppose,Support,disagree,18 to 29,Some College Educ.,Democratic,Female,Not at all likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Non-White,Lehigh,Less than 50 percent,Cell,0.5556,0.4018,0.9969,1.7844,0.4678,2018-09-25 20:15:21
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,1,0.4946,0.7304,0.7639,0.8228,2018-09-25 20:15:39
Dem,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9094,0.7956,0.3479,0.8102,2018-09-25 20:16:46
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Allentown/Bethlehem,50 to 85 percent,Cell,1,0.7728,0.7625,0.5227,0.7692,2018-09-25 20:19:55
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,Don't know,Dems. take House,Don't know,Unfavorable,Don't know,Don't know,Oppose,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Lehigh,50 to 85 percent,Cell,0.7778,0.6862,0.9588,0.5561,0.925,2018-09-25 20:25:10
Rep,18 to 34,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,agree,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Lehigh,Less than 50 percent,Cell,0.5556,0.4849,0.9218,1.4905,0.8109,2018-09-25 20:26:40
Und,50 to 64,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.8905,1.5245,1.3763,1.5564,2018-09-25 20:26:58
Rep,18 to 34,Some college or trade school,White,Female,White,oppose,Approve,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Don't know,agree,18 to 29,Some College Educ.,Republican,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,0.3333,0.0627,0.7326,4.192,0.2948,2018-09-25 20:28:37
Rep,50 to 64,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.6901,1.5333,1.6867,1.6266,2018-09-25 20:32:38
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,0.8889,0.1661,0.7304,2.2749,0.8514,2018-09-25 20:36:23
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Allentown/Bethlehem,Less than 50 percent,Cell,0.8889,0.3061,0.6971,1.4746,0.6025,2018-09-25 20:38:29
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Lehigh,85 percent or higher,Cell,1,0.9447,0.5401,0.2919,0.5416,2018-09-25 20:39:14
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9439,0.5294,0.2626,0.537,2018-09-25 20:39:59
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Lehigh,85 percent or higher,Cell,1,0.885,0.8553,0.4303,0.8738,2018-09-25 20:41:38
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Don't know,Disapp.,Don't know,Unfavorable,Favorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,18 to 34,White,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.4588,0.8618,1.3926,0.9853,2018-09-25 20:41:38
Rep,50 to 64,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Don't know,Support,agree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Lehigh,Less than 50 percent,Cell,0.4444,0.4518,0.8565,1.5833,0.5652,2018-09-25 20:42:05
Dem,50 to 64,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Monroe/Northampton,85 percent or higher,Cell,1,0.9453,0.733,0.3015,0.735,2018-09-25 20:44:11
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9936,0.9773,0.4769,0.9895,2018-09-25 20:45:05
Rep,65 and older,High school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9452,1.7519,1.1868,1.7768,2018-09-25 20:46:44
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.4206,0.4337,0.671,0.5046,2018-09-25 20:47:26
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Lehigh,Less than 50 percent,Cell,1,0.4744,0.7517,0.879,0.8537,2018-09-25 20:49:32
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9915,0.5281,0.2264,0.5346,2018-09-25 20:51:20
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,18 to 29,4-year College Grad.,Republican,Male,Not very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,0,0.4083,0.7152,1.0422,0.2519,2018-09-25 20:52:05
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.9168,0.9791,0.4601,0.9962,2018-09-25 20:56:35
Rep,50 to 64,High school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.988,1.3928,1.1595,1.404,2018-09-25 20:57:11
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.561,1.0489,0.7141,1.1539,2018-09-25 20:57:56
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Support,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,Monroe/Northampton,85 percent or higher,Cell,1,0.9603,0.505,0.1982,0.5115,2018-09-25 20:59:53
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9054,1.0494,0.5614,1.0515,2018-09-25 21:01:17
Dem,35 to 49,Bachelors' degree,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Lehigh,Less than 50 percent,Cell,1,0.4119,1.0303,1.3567,1.2036,2018-09-25 21:01:44
Und,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Don't know,Unfavorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Cell,0.1111,0.9884,0.5416,0.1982,0.5006,2018-09-25 21:02:29
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Support,Support,Support,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Lehigh,50 to 85 percent,Cell,1,0.5155,0.9603,0.8297,1.0733,2018-09-25 21:02:47
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Disapp.,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,Nonwhite,Nonwhite,50 to 64,Non-White,Allentown/Bethlehem,Less than 50 percent,Cell,0.4444,0.299,0.8905,1.8248,0.725,2018-09-25 21:06:41
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9951,0.5929,0.2106,0.6004,2018-09-25 21:08:20
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.973,0.815,0.4805,0.8249,2018-09-25 21:09:23
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9903,1.5569,1.0989,1.5705,2018-09-25 21:11:02
Und,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.9937,0.5416,0.1972,0.5484,2018-09-25 21:13:53
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,50 to 85 percent,Cell,1,0.7924,1.0786,0.7597,1.1193,2018-09-25 21:14:20
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Don't know,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9269,0.5406,0.2374,0.5494,2018-09-25 21:14:56
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Lehigh,Less than 50 percent,Cell,1,0.4612,0.7471,0.8154,0.8532,2018-09-25 21:15:23
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,0.8889,0.9023,0.5061,0.2247,0.5017,2018-09-25 21:18:29
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.4204,1.3717,3.1288,1.5958,2018-09-25 21:23:53
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.3921,0.5546,0.7215,0.6545,2018-09-25 21:27:11
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.993,0.6475,0.319,0.6556,2018-09-25 21:27:29
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Monroe/Northampton,85 percent or higher,Cell,1,0.8732,0.9356,0.6141,0.9576,2018-09-25 21:30:47
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,45 to 64,Some College Educ.,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,50 to 85 percent,Cell,1,0.6299,1.2108,0.8923,1.0073,2018-09-25 21:31:59
Rep,50 to 64,High school,Other,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Non-White,Monroe/Northampton,Less than 50 percent,Cell,0.8889,0.2101,1.5554,5.0165,1.9873,2018-09-25 21:32:04
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Oppose,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Lehigh,85 percent or higher,Landline,1,0.9829,1.7903,1.4233,1.8117,2018-09-25 21:34:55
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9624,0.8145,0.3222,0.8177,2018-09-25 21:35:04
Rep,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,Less than 50 percent,Cell,0.5556,0.3349,0.7159,1.014,0.7112,2018-09-25 21:35:13
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Allentown/Bethlehem,85 percent or higher,Landline,1,0.9313,0.8536,0.3624,0.867,2018-09-25 21:35:13
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,50 to 85 percent,Cell,0.7778,0.6556,0.918,0.5336,0.783,2018-09-25 21:36:25
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,0.8889,0.8544,0.8689,0.412,0.8821,2018-09-25 21:36:34
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9084,1.5607,1.3226,1.5895,2018-09-25 21:37:10
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,50 to 85 percent,Landline,1,0.7814,1.921,1.9298,1.9976,2018-09-25 21:38:40
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Lehigh,85 percent or higher,Landline,1,0.9302,0.6817,0.2897,0.6925,2018-09-25 21:40:46
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Lehigh,85 percent or higher,Cell,1,0.9206,0.6202,0.2784,0.6307,2018-09-25 21:42:34
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Dems. take House,Unfavorable,Don't know,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Allentown/Bethlehem,50 to 85 percent,Landline,1,0.7043,0.5567,0.3295,0.5886,2018-09-25 21:43:01
Rep,65 and older,High school,White,Female,White,Don't know,Approve,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,0,0.8956,1.5607,1.3415,1.048,2018-09-25 21:43:37
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Landline,0.8889,0.9184,0.7088,0.369,0.7036,2018-09-25 21:46:01
Und,50 to 64,Bachelors' degree,Unknown,Female,White,support,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Support,disagree,45 to 64,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Monroe/Northampton,50 to 85 percent,Landline,0.4444,0.5108,0.7114,0.5915,0.3321,2018-09-25 21:47:02
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Don't know,Unfavorable,Don't know,Oppose,Don't know,Support,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,50 to 85 percent,Landline,1,0.6959,0.6516,0.447,0.6903,2018-09-25 21:47:11
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,85 percent or higher,Landline,1,0.9911,0.9547,0.4877,0.9664,2018-09-25 21:47:11
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,Monroe/Northampton,85 percent or higher,Landline,1,0.9937,0.5807,0.2462,0.5879,2018-09-25 21:47:29
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Oppose,Support,Support,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9913,0.815,0.4716,0.8249,2018-09-25 21:47:47
Dem,65 and older,Graduate or Professional Degree,White,Male,White,support,Disapp.,Dems. take House,Unfavorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9935,0.5943,0.2329,0.6017,2018-09-25 21:48:23
Rep,65 and older,High school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Lehigh,85 percent or higher,Landline,1,0.9851,2.0097,1.3259,2.0337,2018-09-25 21:48:32
Und,65 and older,Graduate or Professional Degree,Black,Female,Black,support,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Allentown/Bethlehem,50 to 85 percent,Landline,0.5556,0.6783,0.7594,0.4306,0.6842,2018-09-25 21:49:08
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.991,0.7256,0.3352,0.732,2018-09-25 21:49:26
Rep,65 and older,Some college or trade school,Unknown,Female,White,support,Don't know,Reps. keep House,Favorable,Favorable,Don't know,Don't know,Support,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Allentown/Bethlehem,85 percent or higher,Landline,1,0.93,0.98,0.6603,0.9822,2018-09-25 21:50:47
