response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedd,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,Oppose,support,Disapp.,Reps. keep House,Unfavorable,Yes,Favorable,Support,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9822,0.9285,0.5233,0.9248
Und,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,support,Disapp.,Don't know,Don't know,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Republican,Male,Somewhat likely,or as a member of another political party,"White, 4-Year College Grads",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.9828,0.6017,0.2904,0.5892
Dem,50 to 64,Some college or trade school,White,Female,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,45 to 64,White,North King County,50 to 85 percent,Landline,1,0.8209,0.9702,0.5467,0.9599
Und,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Don't know,Don't know,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 44,White,Eastern Wash.,50 to 85 percent,Landline,1,0.7114,0.9685,0.9132,1.0062
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Unfavorable,No,Favorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,Non-White,South King County,50 to 85 percent,Cell,1,0.8255,0.9957,0.5091,1.0109
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,Pierce,50 to 85 percent,Landline,1,0.7081,0.7215,0.4341,0.7502
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.9902,1.012,0.5979,1.0083
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,18 to 44,White,Pierce,85 percent or higher,Landline,1,0.8845,0.7987,0.5318,0.8033
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,Pierce,Less than 50 percent,Cell,1,0.4961,0.6892,0.6434,0.7158
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9071,0.9285,0.5667,0.9157
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9854,0.711,0.3003,0.7082
Und,65 and older,Some college or trade school,White,Male,White,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.971,0.7672,0.3856,0.7589
Dem,[DO NOT READ] Refused,High school,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Dems. take House,Favorable,Yes,Favorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,North King County,85 percent or higher,Landline,0.6667,0.9951,1.326,1.087,1.3128
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9563,0.8957,0.5374,0.8934
Dem,65 and older,High school,Asian,Male,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,South King County,85 percent or higher,Landline,1,0.9308,1.5997,1.1354,1.5994
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Landline,0.8889,0.951,0.9355,0.5023,0.9287
Und,18 to 34,Bachelors' degree,Asian,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,18 to 29,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 44,Non-White,North King County,Less than 50 percent,Landline,0.6667,0.141,1.5487,6.7507,1.5346
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,Non-White,North King County,50 to 85 percent,Landline,1,0.7134,1.6266,1.0115,1.6892
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 44,White,South King County,50 to 85 percent,Cell,1,0.7535,1.1738,0.8364,1.2083
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9848,0.8957,0.4461,0.8922
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Don't know,Unfavorable,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,85 percent or higher,Cell,1,0.9513,1.2152,1.2189,1.2125
Dem,65 and older,Some college or trade school,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,Eastern Wash.,85 percent or higher,Landline,1,0.9197,0.7699,0.4624,0.7707
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,South King County,85 percent or higher,Landline,1,0.9803,1.0147,0.8168,1.0108
Rep,50 to 64,High school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,85 percent or higher,Cell,1,0.9772,1.2056,0.9129,1.1936
Dem,50 to 64,Some college or trade school,White,Male,White,Support,oppose,Don't know,Dems. take House,Don't know,No,Unfavorable,Don't know,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,Less than 50 percent,Cell,0.7778,0.326,0.6841,0.9006,0.5402
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.9845,0.5063,0.259,0.5043
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,support,Disapp.,Dems. take House,Favorable,No,Favorable,Oppose,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,South King County,85 percent or higher,Landline,1,0.8995,1.0113,0.7716,1.0151
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Landline,0.7778,0.9885,0.8125,0.3395,0.7926
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,50 to 85 percent,Cell,1,0.5276,1.1777,1.0342,1.29
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,South King County,50 to 85 percent,Landline,1,0.8248,1.0777,0.662,1.0943
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,White,North King County,50 to 85 percent,Cell,1,0.5367,1.6068,2.2374,1.7544
Rep,65 and older,Bachelors' degree,Unknown,Male,Hispanic,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,Unknown,South King County,50 to 85 percent,Landline,1,0.5467,1.4066,1.4345,1.4437
Und,50 to 64,High school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,South King County,Less than 50 percent,Landline,1,0.4537,1.4243,2.4452,1.6063
Und,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Don't know,Dems. take House,Don't know,Yes,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Landline,1,0.887,0.6859,0.3335,0.6897
Dem,50 to 64,Some college or trade school,White,Male,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,45 to 64,White,Pierce,85 percent or higher,Landline,1,0.9823,0.617,0.2709,0.6146
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Oppose,Don't know,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 44,Non-White,South King County,50 to 85 percent,Landline,1,0.743,1.5153,1.2201,1.5633
Und,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Don't know,Don't know,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.9872,0.7074,0.3528,0.7047
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,45 to 64,White,Eastern Wash.,85 percent or higher,Landline,1,0.9567,0.6516,0.3316,0.6499
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.983,0.6017,0.2903,0.5994
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,50 to 85 percent,Cell,1,0.5072,1.1776,0.9195,1.2996
Rep,65 and older,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,North King County,50 to 85 percent,Cell,1,0.7084,1.4937,1.0954,1.5529
Dem,18 to 34,Bachelors' degree,Other,Male,Asian,Oppose,oppose,Approve,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 44,Non-White,North King County,50 to 85 percent,Cell,1,0.6,2.0897,1.955,2.2355
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Favorable,No,Don't know,Support,18 to 29,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 44,White,South King County,50 to 85 percent,Cell,1,0.6917,1.2774,1.3222,1.3333
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 44,White,North King County,85 percent or higher,Cell,1,0.9849,1.286,0.9922,1.281
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,30 to 44,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 44,White,North King County,Less than 50 percent,Cell,0.6667,0.3159,1.1907,2.3982,1.1018
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,Pierce,50 to 85 percent,Cell,1,0.6327,1.0088,0.9795,1.0691
Dem,50 to 64,Bachelors' degree,White,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,45 to 64,White,South King County,Less than 50 percent,Cell,0.6667,0.2533,0.8727,1.359,0.9368
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,85 percent or higher,Cell,1,0.9567,0.7391,0.4733,0.7371
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,South King County,85 percent or higher,Cell,1,0.984,0.7812,0.3412,0.7782
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9906,0.6411,0.3248,0.6388
Und,35 to 49,Some college or trade school,Asian,Male,Asian,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,Some College Educ.,Other,Male,Not at all likely,or as a member of another political party,Nonwhite,Nonwhite,18 to 44,Non-White,South King County,Less than 50 percent,Cell,0.2222,0.1144,1.4366,5.7721,0.383
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 44,White,North King County,50 to 85 percent,Cell,1,0.721,1.6188,1.3232,1.6782
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,North King County,85 percent or higher,Cell,1,0.9904,1.082,0.6445,1.078
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,45 to 64,White,Pierce,85 percent or higher,Cell,1,0.9862,0.6237,0.2894,0.6213
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9918,0.7537,0.3384,0.751
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,North King County,50 to 85 percent,Cell,1,0.7753,1.153,0.6477,1.1817
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,45 to 64,White,Pierce,50 to 85 percent,Cell,1,0.7089,0.6092,0.3822,0.6333
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Cell,1,0.9283,0.6645,0.3466,0.6646
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,85 percent or higher,Cell,1,0.9831,0.6265,0.2796,0.6241
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 44,White,Pierce,Less than 50 percent,Landline,1,0.2503,0.8789,2.6085,1.0107
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,Pierce,50 to 85 percent,Cell,1,0.7732,0.8575,0.4448,0.8792
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Approve,Reps. keep House,Don't know,No,Unfavorable,Support,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,White,Pierce,50 to 85 percent,Cell,0.6667,0.5961,1.186,1.269,1.0845
Rep,65 and older,[DO NOT READ] Refused,White,Female,Other,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,Republican,Nonwhite,Nonwhite,65 and older,White,Pierce,85 percent or higher,Cell,1,0.9846,0.9687,0.6328,0.9604
Und,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Cell,1,0.9687,0.7074,0.3595,0.7049
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,White,North King County,Less than 50 percent,Cell,1,0.4911,1.1907,1.5424,1.3222
Und,50 to 64,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,85 percent or higher,Cell,1,0.9717,0.7332,0.3585,0.7306
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,North King County,85 percent or higher,Cell,1,0.9669,1.5759,1.4642,1.5705
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South King County,50 to 85 percent,Cell,1,0.8236,0.7441,0.3547,0.7557
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Favorable,No,Favorable,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,South King County,50 to 85 percent,Cell,1,0.6223,1.1777,0.8767,1.2517
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Cell,1,0.9908,0.7871,0.3684,0.7817
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,Eastern Wash.,50 to 85 percent,Cell,1,0.6874,0.9716,0.5978,0.9738
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.986,0.5952,0.3157,0.5929
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Support,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,Non-White,South King County,85 percent or higher,Cell,1,0.9749,1.1986,0.6483,1.194
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.9765,0.529,0.2903,0.527
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Support,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9776,0.8957,0.5257,0.8869
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Support,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Cell,1,0.988,0.7897,0.3644,0.7836
Dem,35 to 49,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 44,White,South King County,85 percent or higher,Cell,1,0.9875,1.6504,1.9365,1.6441
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Cell,1,0.9607,1.0146,0.457,1.0116
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,North King County,50 to 85 percent,Cell,0.7778,0.7147,1.6189,1.5615,1.6146
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Cell,0.8889,0.9106,0.9355,0.5246,0.9134
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9822,0.9165,0.4239,0.9129
Dem,50 to 64,Some college or trade school,Unknown,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,45 to 64,Unknown,South King County,Less than 50 percent,Landline,1,0.1126,1.0724,4.1522,1.6625
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9428,0.9934,0.5865,0.992
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Cell,1,0.9737,0.8842,0.5001,0.8809
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Pierce,Less than 50 percent,Cell,1,0.4928,0.5307,0.4234,0.5889
