response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.8723,0.6935,0.5262,0.7148,2018-09-25 01:51:31
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Postgraduate Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9265,0.9826,0.7016,1.0053,2018-09-25 01:52:25
Dem,50 to 64,Some college or trade school,Other,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8816,1.1945,0.9507,1.2293,2018-09-25 01:52:34
Dem,50 to 64,Bachelors' degree,Asian,Female,Asian,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,50 to 64,4-year College Grad.,Other Non-White,Assembly Dist. 68,50 to 85 percent,Cell,0.8889,0.5243,1.6709,2.1386,1.699,2018-09-25 01:53:37
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Female,Asian,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Postgraduate Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9847,1.141,0.8189,1.1624,2018-09-25 01:56:28
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Don't know,oppose,Approve,Dems. take House,Don't know,No,Don't know,Oppose,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Other Non-White,Irvine,50 to 85 percent,Cell,1,0.8257,1.2219,1.027,1.2689,2018-09-25 01:56:46
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.8495,0.8442,0.8496,0.8731,2018-09-25 01:58:07
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Hispanic,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9693,0.7056,0.5621,0.7192,2018-09-25 01:58:43
Rep,18 to 34,High school,Asian,Male,Asian,Oppose,oppose,Approve,Dems. take House,Favorable,Yes,Favorable,Support,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Other Non-White,Irvine,85 percent or higher,Landline,1,0.9241,1.1401,1.0624,1.1668,2018-09-25 01:59:10
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Other Non-White,Irvine,50 to 85 percent,Cell,1,0.825,1.3234,1.3555,1.3745,2018-09-25 01:59:55
Dem,65 and older,Bachelors' degree,Other,Male,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Favorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9448,1.5097,1.1831,1.5416,2018-09-25 02:02:59
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Irvine,85 percent or higher,Cell,1,0.961,0.8739,0.6738,0.8912,2018-09-25 02:05:23
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9446,0.9112,0.6987,0.9305,2018-09-25 02:06:08
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Support,Don't know,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Assembly Dist. 68,50 to 85 percent,Landline,1,0.8217,0.8297,0.74,0.8396,2018-09-25 02:06:26
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Oppose,18 to 29,Postgraduate Degree,Other,Female,Somewhat likely,Democrat,Nonwhite,18 to 34,Postgraduate Degree,Other Non-White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6132,1.072,1.1805,0.9951,2018-09-25 02:06:35
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Hispanic,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9886,0.7759,0.5901,0.7906,2018-09-25 02:09:17
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6946,0.9657,1.0141,1.0303,2018-09-25 02:14:41
Und,65 and older,Graduate or Professional Degree,Other,Female,Other,Support,Don't know,Disapp.,Don't know,Don't know,No,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9659,1.178,1.0608,1.2009,2018-09-25 02:15:08
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,50 to 85 percent,Landline,1,0.7551,0.9626,0.8488,1.0132,2018-09-25 02:17:48
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,35 to 49,Postgraduate Degree,Other Non-White,Irvine,50 to 85 percent,Cell,1,0.7409,1.1112,1.069,1.132,2018-09-25 02:17:52
Rep,50 to 64,Bachelors' degree,White,Female,Other,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,50 to 64,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9787,1.0762,0.6577,1.0901,2018-09-25 02:19:00
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Hispanic,Assembly Dist. 68,50 to 85 percent,Cell,0.8889,0.7671,0.8207,0.5866,0.8173,2018-09-25 02:21:37
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,4-year College Grad.,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9538,1.4978,1.0447,1.5283,2018-09-25 02:22:58
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Landline,1,0.8867,1.0534,0.6896,1.0833,2018-09-25 02:23:07
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7163,1.0062,0.8757,1.0681,2018-09-25 02:24:19
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Assembly Dist. 68,Less than 50 percent,Cell,1,0.1014,1.1888,4.4998,1.6524,2018-09-25 02:25:31
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,Other Non-White,Irvine,85 percent or higher,Cell,1,0.8824,1.3895,1.0315,1.4022,2018-09-25 02:25:31
Und,35 to 49,Some college or trade school,White,Male,White,Support,support,Disapp.,Don't know,Don't know,No,Unfavorable,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8824,0.7206,0.4346,0.7415,2018-09-25 02:25:36
Rep,65 and older,High school,Hispanic,Male,Hispanic,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Assembly Dist. 68,50 to 85 percent,Landline,0.8889,0.7926,0.9404,0.7359,0.9682,2018-09-25 02:27:10
Dem,50 to 64,High school,Other,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Other Non-White,Irvine,85 percent or higher,Cell,1,0.9443,1.3165,1.0736,1.3444,2018-09-25 02:28:49
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.8448,0.9056,0.6193,0.9373,2018-09-25 02:31:37
Rep,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Hispanic,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,50 to 64,[DO NOT READ] Don't know/Refused,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.922,0.9669,0.9558,0.9755,2018-09-25 02:31:55
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.8635,0.9147,0.6474,0.9439,2018-09-25 02:32:15
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,4-year College Grad.,Other Non-White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.475,2.2485,2.6578,2.5704,2018-09-25 02:32:42
Und,35 to 49,Bachelors' degree,Unknown,Male,White,Oppose,Don't know,Approve,Don't know,Don't know,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,Unknown,Assembly Dist. 68,50 to 85 percent,Cell,1,0.8497,0.9883,0.601,1.0222,2018-09-25 02:33:18
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Reps. keep House,Favorable,No,Don't know,Oppose,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.1509,1.1957,5.6783,1.7654,2018-09-25 02:34:19
Rep,50 to 64,Some college or trade school,White,Male,Other,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,No 4-year College Degree,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6492,0.9044,0.7595,0.9321,2018-09-25 02:40:10
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,4-year College Grad.,Hispanic,Assembly Dist. 68,50 to 85 percent,Cell,1,0.8359,1.1107,0.6805,1.1514,2018-09-25 02:42:36
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,4-year College Grad.,Other Non-White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.6448,1.5369,1.5567,1.6605,2018-09-25 02:43:48
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Don't know,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.9582,0.8854,0.5958,0.8946,2018-09-25 02:46:33
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Asian,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,18 to 34,Postgraduate Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.936,0.6762,0.4309,0.6911,2018-09-25 02:48:03
Rep,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,White,Irvine,85 percent or higher,Landline,1,0.9829,0.9804,0.7171,0.9938,2018-09-25 02:48:57
Dem,35 to 49,Some college or trade school,Other,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,Other Non-White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7648,1.1418,1.1679,1.1993,2018-09-25 02:49:51
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9805,0.7953,0.5194,0.8103,2018-09-25 02:50:54
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 68,50 to 85 percent,Cell,0.8889,0.6958,0.9056,0.752,0.9468,2018-09-25 02:51:21
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9777,0.8792,0.6273,0.8958,2018-09-25 02:53:18
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,Don't know,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9841,0.7983,0.4383,0.8133,2018-09-25 02:56:54
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Disapp.,Reps. keep House,Don't know,Yes,Favorable,Support,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.5027,1.1071,1.0295,1.2518,2018-09-25 02:57:03
Dem,50 to 64,Bachelors' degree,Other,Male,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,50 to 64,4-year College Grad.,Other Non-White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6498,1.5427,1.3083,1.5898,2018-09-25 02:59:09
Rep,65 and older,Graduate or Professional Degree,White,Female,Other,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,65 and older,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9503,0.8243,0.5767,0.8324,2018-09-25 03:00:30
Und,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Don't know,Oppose,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Irvine,Less than 50 percent,Cell,1,0.485,1.6419,1.9416,1.749,2018-09-25 03:01:15
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9737,0.9147,0.5741,0.9321,2018-09-25 03:01:33
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,Don't know,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7065,1.0592,0.936,1.0832,2018-09-25 03:02:36
Dem,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Irvine,85 percent or higher,Cell,1,0.9411,0.9459,0.6959,0.9663,2018-09-25 03:03:12
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,support,Don't know,Reps. keep House,Unfavorable,Yes,Favorable,Support,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.8876,0.8336,0.6328,0.8411,2018-09-25 03:06:48
Und,65 and older,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Reps. keep House,Don't know,Yes,Don't know,Support,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 68,Less than 50 percent,Cell,0.7778,0.201,1.6745,4.3674,1.7723,2018-09-25 03:06:48
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.7268,0.7449,0.5583,0.7888,2018-09-25 03:06:48
Und,35 to 49,Bachelors' degree,White,Female,White,Oppose,Don't know,Disapp.,Don't know,Don't know,No,Don't know,Oppose,45 to 64,4-year College Grad.,Republican,Female,Not at all likely,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Assembly Dist. 68,Less than 50 percent,Cell,0,0.1462,1.4692,5.0781,0.3171,2018-09-25 03:06:57
Rep,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,support,Disapp.,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,50 to 64,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9784,0.7953,0.5204,0.8055,2018-09-25 03:07:15
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9801,0.9112,0.6735,0.9232,2018-09-25 03:13:08
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9893,1.0563,0.6043,1.0724,2018-09-25 03:14:09
Dem,50 to 64,Bachelors' degree,White,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.9802,1.0397,0.5543,1.0592,2018-09-25 03:18:07
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Irvine,85 percent or higher,Cell,1,0.9857,0.9804,0.7151,0.9944,2018-09-25 03:18:25
Und,35 to 49,Bachelors' degree,White,Female,Hispanic,Support,Don't know,Approve,Don't know,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Other,Female,Not very likely,Republican,Nonwhite,35 to 49,4-year College Grad.,White,Irvine,Less than 50 percent,Cell,0.6667,0.3534,1.4931,2.4888,0.9189,2018-09-25 03:18:34
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.924,0.9825,0.5511,1.0055,2018-09-25 03:26:22
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Irvine,85 percent or higher,Cell,1,0.9745,0.7962,0.4746,0.8113,2018-09-25 03:26:31
Rep,35 to 49,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.4894,1.2003,1.4828,1.3641,2018-09-25 03:27:25
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9698,0.7232,0.4904,0.7371,2018-09-25 03:29:31
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,4-year College Grad.,White,Irvine,50 to 85 percent,Cell,1,0.8327,1.2299,0.8434,1.2756,2018-09-25 03:30:16
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9792,0.6883,0.3767,0.7013,2018-09-25 03:31:19
Rep,65 and older,Some college or trade school,White,Male,Hispanic,Support,support,Approve,Reps. keep House,Favorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,White,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.3443,1.2905,2.4747,1.4421,2018-09-25 03:31:37
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.9477,1.1365,0.6737,1.1475,2018-09-25 03:31:37
Und,50 to 64,Bachelors' degree,White,Male,Hispanic,Oppose,oppose,Don't know,Dems. take House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,4-year College Grad.,White,Irvine,Less than 50 percent,Cell,1,0.244,1.5548,3.331,2.0493,2018-09-25 03:39:10
