response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Bachelors' degree,White,Male,Other,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9426,0.6584,0.293,0.6601,2018-09-19 03:00:03
Dem,50 to 64,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.7635,1.0098,0.7155,1.0415,2018-09-19 03:00:57
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,0.7778,0.8515,0.3313,0.1677,0.3186,2018-09-19 03:01:42
Rep,50 to 64,High school,White,Female,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest of LA County,85 percent or higher,Cell,1,0.9535,2.4167,1.4394,2.4205,2018-09-19 03:03:16
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Rest of LA County,Less than 50 percent,Cell,1,0.2013,1.0379,3.0774,1.4042,2018-09-19 03:03:52
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Don't know,oppose,Oppose,disagree,Don't know,Unfavorable,Favorable,Don't know,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 34,White,Santa Clarita,50 to 85 percent,Cell,1,0.8128,0.696,0.4324,0.7111,2018-09-19 03:04:28
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.959,0.9061,0.3686,0.9071,2018-09-19 03:04:55
Dem,50 to 64,Bachelors' degree,White,Female,Asian,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9593,1.0938,0.5689,1.095,2018-09-19 03:05:13
Und,35 to 49,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Ventura/Simi Valley,Less than 50 percent,Cell,0.6667,0.0911,1.8922,7.1797,1.9842,2018-09-19 03:07:37
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9548,0.8391,0.3898,0.8403,2018-09-19 03:08:04
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9564,0.9183,0.6287,0.9195,2018-09-19 03:08:13
Dem,35 to 49,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,Hispanic,Santa Clarita,85 percent or higher,Cell,0.8889,0.8797,0.9879,0.5935,0.9666,2018-09-19 03:08:13
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Ventura/Simi Valley,50 to 85 percent,Cell,0.7778,0.7507,0.8256,0.5035,0.7883,2018-09-19 03:08:22
Rep,35 to 49,High school,White,Male,Black,Oppose,agree,Approve,Don't know,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,35 to 49,White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.6977,1.3488,0.9096,1.4114,2018-09-19 03:09:16
Dem,18 to 34,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9478,0.8147,0.4854,0.8163,2018-09-19 03:09:16
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Oppose,agree,Don't know,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,Santa Clarita,85 percent or higher,Cell,1,0.8779,0.8632,0.4209,0.8725,2018-09-19 03:09:25
Dem,50 to 64,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9712,1.372,0.6249,1.3725,2018-09-19 03:10:01
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9823,0.78,0.2418,0.776,2018-09-19 03:10:19
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,Less than 50 percent,Cell,1,0.4824,1.8075,2.2748,2.0221,2018-09-19 03:11:04
Rep,35 to 49,Graduate or Professional Degree,Other,Male,Other,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,Other Non-White,Rest of LA County,Less than 50 percent,Cell,0.8889,0.1815,0.9164,2.2448,1.1925,2018-09-19 03:11:13
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Male,Not at all likely,Democrat,"White, 4-Year College Grads",18 to 34,White,Santa Clarita,Less than 50 percent,Cell,0.1111,0.3547,0.9843,1.6837,0.2861,2018-09-19 03:12:43
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Santa Clarita,85 percent or higher,Cell,1,0.8911,1.1162,0.7329,1.126,2018-09-19 03:14:04
Dem,50 to 64,Some college or trade school,Black,Male,Black,Oppose,disagree,Don't know,oppose,Support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,50 to 64,Other Non-White,Lancaster/Palmdale,85 percent or higher,Cell,0.7778,0.94,0.6059,0.2934,0.5695,2018-09-19 03:14:04
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Not very likely,Democrat,Nonwhite,35 to 49,White,Lancaster/Palmdale,85 percent or higher,Cell,0.6667,0.9258,0.4705,0.167,0.4103,2018-09-19 03:14:49
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Male,Not very likely,[DO NOT READ] Refused,Nonwhite,18 to 34,Hispanic,Rest of LA County,Less than 50 percent,Cell,0.1111,0.1776,0.7473,1.9285,0.2395,2018-09-19 03:16:37
Dem,50 to 64,Some college or trade school,White,Female,Black,Don't know,disagree,Disapp.,oppose,Don't know,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.6929,1.0929,0.8012,1.0989,2018-09-19 03:17:37
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.92,1.2079,0.722,1.214,2018-09-19 03:17:55
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Rest of LA County,50 to 85 percent,Cell,1,0.819,0.6203,0.2479,0.633,2018-09-19 03:18:07
Dem,18 to 34,Some college or trade school,Black,Male,Black,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Other Non-White,Rest of LA County,50 to 85 percent,Cell,1,0.5731,0.5974,0.5249,0.647,2018-09-19 03:18:58
Rep,18 to 34,Bachelors' degree,White,Female,White,Oppose,agree,Disapp.,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 34,White,Rest of LA County,50 to 85 percent,Cell,1,0.7924,0.796,0.6004,0.7922,2018-09-19 03:20:37
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Cell,1,0.9568,0.7351,0.2431,0.729,2018-09-19 03:20:46
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,Unknown,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.8121,0.7624,0.5406,0.779,2018-09-19 03:21:22
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9567,1.1138,0.5322,1.1153,2018-09-19 03:22:34
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Santa Clarita,50 to 85 percent,Cell,1,0.8248,1.0916,0.5372,1.1129,2018-09-19 03:24:22
Rep,18 to 34,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,agree,Don't know,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,Don't know,18 to 29,4-year College Grad.,Other,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,18 to 34,White,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.2075,0.5351,1.3,0.7188,2018-09-19 03:25:25
Rep,50 to 64,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9135,2.7127,1.8856,2.7286,2018-09-19 03:25:34
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,Don't know,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Santa Clarita,50 to 85 percent,Cell,1,0.8221,0.9117,0.56,0.9055,2018-09-19 03:25:43
Rep,18 to 34,Bachelors' degree,White,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9586,0.4665,0.1959,0.4671,2018-09-19 03:25:52
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9181,1.0107,0.5845,1.0161,2018-09-19 03:26:46
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Rest of LA County,50 to 85 percent,Cell,1,0.8469,0.6357,0.2705,0.6457,2018-09-19 03:27:04
Dem,18 to 34,Some college or trade school,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9478,0.7065,0.3388,0.7079,2018-09-19 03:28:52
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,Less than 50 percent,Cell,1,0.2499,2.4107,5.37,3.102,2018-09-19 03:28:52
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,agree,Disapp.,oppose,Support,disagree,Don't know,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Landline,1,0.9598,1.0448,0.5277,1.0364,2018-09-19 03:28:53
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.442,1.7147,2.1899,1.9516,2018-09-19 03:29:56
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.2318,0.6314,1.7531,0.7386,2018-09-19 03:30:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9877,0.7816,0.308,0.7817,2018-09-19 03:30:31
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,White,Santa Clarita,50 to 85 percent,Cell,1,0.834,1.3043,0.9243,1.3276,2018-09-19 03:33:03
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest of LA County,85 percent or higher,Cell,1,0.8885,1.569,0.9251,1.5835,2018-09-19 03:34:51
Rep,50 to 64,Some college or trade school,Unknown,Female,Other,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,50 to 64,Unknown,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9809,1.1444,0.6453,1.1383,2018-09-19 03:41:00
Rep,18 to 34,High school,White,Female,White,Oppose,disagree,Don't know,oppose,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,18 to 29,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Ventura/Simi Valley,Less than 50 percent,Cell,1,0.3713,2.0735,4.1575,2.249,2018-09-19 03:43:24
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9844,0.9486,0.3869,0.9486,2018-09-19 03:44:27
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9606,0.5373,0.2191,0.5378,2018-09-19 03:58:30
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Don't know,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,0.7778,0.3112,0.8898,1.3936,0.8828,2018-09-19 04:02:06
Rep,18 to 34,High school,Asian,Female,Asian,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,18 to 34,Other Non-White,Santa Clarita,50 to 85 percent,Cell,0.7778,0.8471,1.3153,1.3011,1.3032,2018-09-19 04:07:09
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.8851,1.0574,0.6429,1.0676,2018-09-19 04:10:45
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Rest of LA County,85 percent or higher,Cell,1,0.9514,1.2346,0.7561,1.2367,2018-09-19 04:22:15
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,White,Santa Clarita,50 to 85 percent,Cell,1,0.5594,0.8574,0.747,0.9326,2018-09-19 04:30:48
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Rest of LA County,50 to 85 percent,Cell,1,0.8047,0.7486,0.5379,0.7659,2018-09-19 04:30:48
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Rest of LA County,50 to 85 percent,Cell,1,0.8497,1.0549,0.5433,1.0709,2018-09-19 22:26:35
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9901,0.7148,0.3396,0.715,2018-09-19 22:48:55
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.99,0.923,0.3962,0.9232,2018-09-19 22:57:19
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9538,1.6823,1.0037,1.6849,2018-09-19 22:59:16
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",50 to 64,White,Rest of LA County,85 percent or higher,Landline,1,0.9363,0.8013,0.2895,0.7938,2018-09-19 23:05:34
Rep,18 to 34,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Santa Clarita,85 percent or higher,Cell,1,0.9531,0.7303,0.4929,0.7315,2018-09-19 23:06:28
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9917,0.9486,0.3841,0.9489,2018-09-19 23:12:37
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Santa Clarita,Less than 50 percent,Cell,1,0.3351,1.0466,1.9599,1.2618,2018-09-19 23:15:01
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.2249,1.5184,4.5482,2.0016,2018-09-19 23:17:29
Dem,50 to 64,Some college or trade school,Black,Male,Hispanic,Support,disagree,Disapp.,support,Support,agree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Lancaster/Palmdale,Less than 50 percent,Cell,0.7778,0.0764,1.0012,3.6725,1.4349,2018-09-19 23:31:45
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Oppose,disagree,Don't know,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,Nonwhite,18 to 34,Hispanic,Santa Clarita,50 to 85 percent,Cell,1,0.7567,0.4703,0.2838,0.4696,2018-09-19 23:38:57
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Cell,1,0.9205,0.8477,0.3615,0.852,2018-09-19 23:38:57
Dem,50 to 64,High school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,50 to 85 percent,Cell,1,0.7241,3.0962,2.8303,3.2203,2018-09-19 23:42:33
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Don't know,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,Unknown,Santa Clarita,85 percent or higher,Cell,1,0.9007,0.7205,0.5031,0.7259,2018-09-19 23:45:33
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Don't know,agree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Santa Clarita,50 to 85 percent,Cell,1,0.767,0.8813,0.395,0.9083,2018-09-19 23:46:27
Dem,50 to 64,Bachelors' degree,Other,Male,Black,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.903,0.4626,0.2335,0.4659,2018-09-19 23:48:26
