response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Landline,1,0.989,0.4446,0.1745,0.4437,2018-09-18 00:04:46
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,West,85 percent or higher,Landline,1,0.8622,0.4645,0.2751,0.4696,2018-09-18 00:04:46
Rep,35 to 49,Bachelors' degree,Unknown,Female,Hispanic,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,Unknown,Dona Ana,Less than 50 percent,Cell,1,0.3922,1.305,3.3045,1.5188,2018-09-18 00:08:40
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.9154,0.9606,0.4658,0.964,2018-09-18 00:09:52
Rep,65 and older,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown,East,85 percent or higher,Landline,1,0.9407,0.7882,0.5961,0.7888,2018-09-18 00:10:55
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,White,East,85 percent or higher,Cell,1,0.9083,0.9059,0.5848,0.9099,2018-09-18 00:11:04
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Cell,1,0.9393,0.5562,0.3579,0.5566,2018-09-18 00:12:34
Dem,35 to 49,Some college or trade school,White,Male,White,Support,agree,Approve,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Dona Ana,50 to 85 percent,Cell,1,0.5136,1.4915,1.3661,1.5453,2018-09-18 00:14:22
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.8513,1.5306,0.9994,1.5504,2018-09-18 00:16:37
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,West,85 percent or higher,Cell,1,0.9118,1.5468,0.6006,1.553,2018-09-18 00:17:04
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Dona Ana,85 percent or higher,Cell,1,0.9083,1.4377,0.5426,1.4208,2018-09-18 00:18:55
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Landline,1,0.9857,0.8493,0.3846,0.8476,2018-09-18 00:20:07
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.9143,0.6463,0.3873,0.6487,2018-09-18 00:29:25
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dona Ana,50 to 85 percent,Cell,1,0.6826,0.8164,0.4675,0.8557,2018-09-18 00:30:46
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,East,85 percent or higher,Landline,1,0.9621,0.8493,0.4071,0.8483,2018-09-18 00:31:22
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.9074,0.8832,0.326,0.8873,2018-09-18 00:31:31
Rep,65 and older,High school,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.9853,1.1524,0.6061,1.1501,2018-09-18 00:35:20
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,West,85 percent or higher,Cell,1,0.8606,0.5605,0.2926,0.5669,2018-09-18 00:36:41
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Landline,1,0.9827,0.7869,0.3323,0.7854,2018-09-18 00:37:17
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,West,Less than 50 percent,Cell,1,0.4046,0.5979,0.8357,0.6914,2018-09-18 00:38:20
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9857,0.5562,0.3414,0.5551,2018-09-18 00:39:05
Rep,65 and older,Bachelors' degree,White,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,65 and older,White,West,85 percent or higher,Cell,1,0.9925,0.7943,0.3399,0.7908,2018-09-18 00:40:08
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,50 to 64,White,East,85 percent or higher,Cell,1,0.9463,0.5739,0.2127,0.5676,2018-09-18 00:40:35
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,West,85 percent or higher,Cell,1,0.9104,1.4512,0.8133,1.4573,2018-09-18 00:41:38
Dem,65 and older,High school,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Unfavorable,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Non-White,East,85 percent or higher,Cell,0.8889,0.8875,1.8583,1.1245,1.8152,2018-09-18 00:46:44
Und,18 to 34,High school,Hispanic,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Non-White,Dona Ana,Less than 50 percent,Cell,0.3333,0.0643,2.619,9.6194,1.0387,2018-09-18 00:47:56
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,0.8889,0.9798,0.6223,0.2884,0.6154,2018-09-18 00:48:14
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Approve,oppose,Oppose,agree,Reps. keep House,Favorable,Favorable,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Unknown,Dona Ana,Less than 50 percent,Cell,1,0.4014,0.7566,1.2747,0.8763,2018-09-18 00:51:21
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Non-White,West,85 percent or higher,Cell,1,0.9494,1.281,0.5728,1.2671,2018-09-18 00:51:39
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,West,50 to 85 percent,Landline,1,0.7473,0.55,0.2101,0.568,2018-09-18 00:51:48
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Non-White,West,85 percent or higher,Landline,1,0.9512,1.4334,0.9601,1.433,2018-09-18 00:53:54
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Landline,1,0.7033,0.6881,0.422,0.7176,2018-09-18 00:55:15
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Non-White,Dona Ana,85 percent or higher,Landline,1,0.9045,1.4082,0.5564,1.3916,2018-09-18 01:01:42
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,agree,Disapp.,support,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.8658,0.5846,0.1796,0.5908,2018-09-18 01:04:50
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,East,50 to 85 percent,Cell,1,0.8289,0.7357,0.417,0.7289,2018-09-18 01:06:56
Dem,65 and older,Grade school,White,Female,White,Don't know,Don't know,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,East,Less than 50 percent,Landline,1,0.142,1.1601,4.5788,1.7027,2018-09-18 01:06:56
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,East,85 percent or higher,Landline,1,0.8684,0.3681,0.203,0.3719,2018-09-18 01:07:14
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,East,Less than 50 percent,Cell,1,0.3913,1.0689,1.7979,1.1483,2018-09-18 01:12:47
Dem,65 and older,Grade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Support,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,65 and older,Non-White,Dona Ana,50 to 85 percent,Landline,0.5556,0.8402,2.259,1.1231,1.9015,2018-09-18 01:13:59
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,West,85 percent or higher,Landline,1,0.8705,0.7846,0.4762,0.7923,2018-09-18 01:14:44
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Dona Ana,85 percent or higher,Cell,1,0.8847,0.6114,0.3403,0.6044,2018-09-18 01:16:14
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Non-White,East,85 percent or higher,Landline,1,0.9738,0.5605,0.2679,0.5595,2018-09-18 01:16:58
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.9689,0.6223,0.2916,0.6213,2018-09-18 01:17:07
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,East,85 percent or higher,Landline,1,0.9829,0.3681,0.18,0.3674,2018-09-18 01:17:08
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,35 to 49,Non-White,West,85 percent or higher,Cell,1,0.9669,1.5153,1.1218,1.501,2018-09-18 01:17:35
Rep,65 and older,Bachelors' degree,White,Male,Other,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,White,East,85 percent or higher,Landline,1,0.9764,0.8493,0.4013,0.8477,2018-09-18 01:17:43
Dem,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,White,West,85 percent or higher,Landline,1,0.8548,0.8034,0.3733,0.8133,2018-09-18 01:18:37
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Landline,1,0.9811,0.4158,0.1568,0.415,2018-09-18 01:18:38
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,East,50 to 85 percent,Landline,1,0.8317,1.2011,0.5446,1.2205,2018-09-18 01:20:16
Dem,65 and older,High school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,65 and older,Non-White,East,Less than 50 percent,Landline,1,0.2257,1.4626,4.5003,1.3649,2018-09-18 01:22:04
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Cell,1,0.9825,0.4119,0.1517,0.4111,2018-09-18 01:25:22
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,West,50 to 85 percent,Landline,0.8889,0.5376,0.9391,0.7403,0.9335,2018-09-18 01:27:10
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Cell,1,0.9537,0.7514,0.2983,0.7435,2018-09-18 01:33:02
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Cell,1,0.7886,0.7146,0.4734,0.7319,2018-09-18 01:34:50
Und,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Non-White,West,50 to 85 percent,Cell,1,0.6247,0.7414,0.413,0.7514,2018-09-18 01:39:29
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Cell,1,0.9649,0.4119,0.1543,0.4114,2018-09-18 01:48:23
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Cell,1,0.8014,0.6945,0.3833,0.7096,2018-09-18 01:54:50
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown,East,50 to 85 percent,Cell,1,0.7863,0.9319,0.8464,0.9548,2018-09-18 01:56:11
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,East,85 percent or higher,Cell,1,0.903,0.4404,0.1907,0.4427,2018-09-18 02:01:48
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,50 to 64,White,East,Less than 50 percent,Cell,0.6667,0.371,0.7021,1.2748,0.5183,2018-09-18 02:04:48
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Hispanic,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Unknown,East,Less than 50 percent,Cell,1,0.4736,0.7502,1.3811,0.7853,2018-09-18 02:05:06
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,Non-White,West,85 percent or higher,Cell,1,0.9539,1.1982,0.9821,1.1856,2018-09-18 02:09:18
Rep,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,50 to 64,White,West,85 percent or higher,Cell,1,0.8532,0.4446,0.2014,0.4399,2018-09-18 02:14:33
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Cell,1,0.97,0.9502,0.339,0.9416,2018-09-18 02:15:18
Dem,65 and older,Grade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Cell,1,0.5462,1.583,1.4115,1.7261,2018-09-18 02:23:03
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Cell,1,0.9803,0.6716,0.3457,0.6703,2018-09-18 02:29:30
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,West,Less than 50 percent,Cell,1,0.4056,0.3499,0.4263,0.4044,2018-09-18 02:34:56
Und,18 to 34,Some college or trade school,White,Male,Hispanic,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,18 to 34,White,Dona Ana,Less than 50 percent,Cell,0.5556,0.3512,0.9377,1.3399,0.6359,2018-09-18 02:40:02
Und,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Don't know,oppose,Support,disagree,Don't know,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Dona Ana,50 to 85 percent,Cell,1,0.7676,2.3432,1.3006,2.4097,2018-09-18 02:40:56
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,White,Dona Ana,50 to 85 percent,Cell,1,0.799,0.5354,0.2034,0.5472,2018-09-18 02:48:31
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,West,Less than 50 percent,Cell,1,0.2415,0.6383,1.3797,0.8261,2018-09-18 02:50:46
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",35 to 49,White,West,Less than 50 percent,Cell,0.6667,0.4089,0.4951,0.8208,0.3688,2018-09-18 03:06:07
Rep,35 to 49,High school,White,Female,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,East,50 to 85 percent,Cell,1,0.6314,2.4889,2.5614,2.5197,2018-09-18 03:12:16
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Dona Ana,50 to 85 percent,Cell,1,0.8159,0.6781,0.3812,0.691,2018-09-18 03:12:25
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,East,85 percent or higher,Cell,1,0.9597,1.1281,0.5622,1.1167,2018-09-18 03:20:23
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 34,White,Dona Ana,Less than 50 percent,Cell,0.7778,0.3096,0.7839,1.558,0.7765,2018-09-18 03:20:50
Und,65 and older,Some college or trade school,Hispanic,Female,[DO NOT READ] Don't know/Refused,Don't know,disagree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,65 and older,Non-White,West,85 percent or higher,Cell,1,0.9826,0.7846,0.4226,0.779,2018-09-18 03:26:23
