response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Other Non-White,Newport Beach,85 percent or higher,Cell,1,0.9434,1.0431,0.5723,1.0203,2018-11-02 05:37:57
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Not at all likely,or as a member of another political party,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,0.5556,0.6679,0.9408,0.8116,0.5316,2018-11-02 05:38:42
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 34,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9499,0.918,0.8934,0.9039,2018-11-02 05:38:51
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,0.9226,0.5484,0.9005,2018-11-02 05:39:00
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.5754,0.9763,1.587,1.0716,2018-11-02 05:39:18
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.8281,1.536,1.2502,1.488,2018-11-02 05:41:06
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,0.9934,0.6051,0.9697,2018-11-02 05:41:51
Und,50 to 64,Bachelors' degree,White,Female,White,Approve,Don't know,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,0.8889,0.5381,1.0893,0.9412,1.131,2018-11-02 05:42:36
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9543,0.9669,0.6207,0.9449,2018-11-02 05:43:57
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9694,0.9226,0.5488,0.9006,2018-11-02 05:49:40
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,4-year College Grad.,Other Non-White,Costa Mesa/North,50 to 85 percent,Cell,1,0.5263,1.3621,1.7225,1.4622,2018-11-02 05:49:58
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,Postgraduate Degree,Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.9318,0.8091,0.5435,0.7996,2018-11-02 05:50:07
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Costa Mesa/North,85 percent or higher,Cell,1,0.97,1.273,0.8515,1.2489,2018-11-02 05:50:25
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.8202,0.8944,0.9148,0.8669,2018-11-02 05:50:34
Dem,50 to 64,Graduate or Professional Degree,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Postgraduate Degree,Other Non-White,Laguna Beach/South,Less than 50 percent,Cell,1,0.3175,0.9223,1.7088,0.9996,2018-11-02 05:50:52
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.933,0.6303,0.3519,0.6092,2018-11-02 05:51:01
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.9286,1.2387,0.9436,1.2134,2018-11-02 05:52:58
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9094,0.8924,0.5555,0.886,2018-11-02 05:54:01
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6559,1.4299,1.3433,1.4752,2018-11-02 05:54:01
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9294,1.344,1.0293,1.3288,2018-11-02 05:55:13
Dem,50 to 64,Bachelors' degree,Other,Female,[DO NOT READ] Don't know/Refused,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,4-year College Grad.,Other Non-White,Laguna Beach/South,Less than 50 percent,Cell,1,0.4513,1.4162,1.5624,1.5662,2018-11-02 05:55:31
Dem,18 to 34,Bachelors' degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,4-year College Grad.,White,Laguna Beach/South,85 percent or higher,Cell,1,0.9642,0.6399,0.5142,0.6196,2018-11-02 05:55:58
Dem,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9657,0.7532,0.4577,0.7394,2018-11-02 05:55:58
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.9641,0.5768,0.3461,0.5632,2018-11-02 05:56:52
Dem,50 to 64,Graduate or Professional Degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,White,Newport Beach,85 percent or higher,Cell,1,0.97,0.7739,0.4763,0.7592,2018-11-02 05:58:13
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Newport Beach,85 percent or higher,Cell,1,0.97,1.1035,0.5612,1.0692,2018-11-02 05:59:15
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,50 to 64,Postgraduate Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9675,0.6303,0.3394,0.6153,2018-11-02 06:00:18
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Postgraduate Degree,Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.8844,0.5729,0.3602,0.5645,2018-11-02 06:00:54
Rep,50 to 64,Some college or trade school,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Hispanic,Laguna Beach/South,85 percent or higher,Cell,1,0.9693,0.8897,0.5898,0.8729,2018-11-02 06:02:33
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Unknown,Costa Mesa/North,85 percent or higher,Cell,1,0.8872,1.7412,1.2402,1.7373,2018-11-02 06:02:42
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9327,1.0188,0.9405,0.9976,2018-11-02 06:04:12
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.7236,0.7324,0.6905,0.763,2018-11-02 06:04:57
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Newport Beach,50 to 85 percent,Landline,0.6667,0.5093,0.7026,0.9019,0.5258,2018-11-02 06:04:57
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,1.344,0.9862,1.3186,2018-11-02 06:05:15
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Laguna Beach/South,Less than 50 percent,Cell,1,0.3596,0.818,1.2701,0.9479,2018-11-02 06:05:24
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9214,0.7007,0.5042,0.687,2018-11-02 06:05:24
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9618,0.9219,0.6503,0.9058,2018-11-02 06:05:24
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.94,0.7762,0.5364,0.7595,2018-11-02 06:05:33
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.842,0.7636,0.5178,0.7701,2018-11-02 06:07:39
Dem,18 to 34,Bachelors' degree,Other,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,Other Non-White,Costa Mesa/North,Less than 50 percent,Cell,1,0.1447,1.3795,5.4562,1.9705,2018-11-02 06:07:48
Und,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Don't know,Unfavorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Very likely,or as a member of another political party,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.7076,0.8197,0.8724,0.8027,2018-11-02 06:08:42
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,1.4445,1.1425,1.4172,2018-11-02 06:08:51
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,35 to 49,Postgraduate Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6747,0.6139,0.5886,0.6496,2018-11-02 06:08:51
Dem,18 to 34,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,Postgraduate Degree,Other Non-White,Laguna Beach/South,50 to 85 percent,Cell,1,0.5803,0.7031,0.8972,0.7702,2018-11-02 06:09:36
Rep,50 to 64,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Other Non-White,Laguna Beach/South,50 to 85 percent,Cell,1,0.6513,1.7603,1.6872,1.8182,2018-11-02 06:09:45
Dem,65 and older,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6933,1.6727,1.2134,1.7097,2018-11-02 06:10:21
Und,18 to 34,Some college or trade school,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,No 4-year College Degree,Unknown,Costa Mesa/North,Less than 50 percent,Cell,1,0.1768,1.2046,6.0598,1.4427,2018-11-02 06:10:48
Rep,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,Reps. keep House,Don't know,Unfavorable,18 to 29,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,Nonwhite,18 to 34,No 4-year College Degree,White,Newport Beach,Less than 50 percent,Cell,0.7778,0.375,1.2344,2.6269,1.1768,2018-11-02 06:11:15
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Newport Beach,Less than 50 percent,Cell,1,0.4747,0.9124,1.2732,1.0488,2018-11-02 06:12:18
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9329,1.5547,1.3295,1.5224,2018-11-02 06:12:36
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.4766,1.3023,1.6955,1.4249,2018-11-02 06:13:03
Dem,65 and older,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,4-year College Grad.,White,Costa Mesa/North,85 percent or higher,Landline,1,0.97,1.4129,0.8801,1.3689,2018-11-02 06:15:19
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Postgraduate Degree,Hispanic,Newport Beach,85 percent or higher,Cell,1,0.9305,0.4924,0.3596,0.4758,2018-11-02 06:15:46
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Costa Mesa/North,85 percent or higher,Landline,1,0.97,0.852,0.5312,0.8359,2018-11-02 06:16:13
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.97,1.0382,0.5353,1.0134,2018-11-02 06:18:55
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Laguna Beach/South,85 percent or higher,Landline,1,0.97,0.878,0.4482,0.8507,2018-11-02 06:20:07
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Other Non-White,Costa Mesa/North,85 percent or higher,Cell,1,0.8645,1.1374,0.7356,1.124,2018-11-02 06:21:10
Dem,65 and older,Some college or trade school,Unknown,Female,[DO NOT READ] Don't know/Refused,Don't know,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,Unknown,Costa Mesa/North,50 to 85 percent,Landline,1,0.8224,1.9291,1.7653,1.8694,2018-11-02 06:22:31
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.641,0.5628,0.5996,0.583,2018-11-02 06:23:16
Rep,35 to 49,High school,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9573,0.9819,0.7667,0.9593,2018-11-02 06:26:34
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Unknown,Laguna Beach/South,50 to 85 percent,Cell,1,0.8374,0.5821,0.4158,0.5778,2018-11-02 06:28:22
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.543,1.0883,1.2942,1.1615,2018-11-02 06:29:07
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Costa Mesa/North,85 percent or higher,Landline,1,0.9506,0.9219,0.6579,0.9076,2018-11-02 06:37:51
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9567,1.4445,1.1584,1.4113,2018-11-02 06:41:09
Dem,65 and older,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,Other Non-White,Costa Mesa/North,85 percent or higher,Landline,1,0.9591,1.2033,0.8542,1.1754,2018-11-02 06:45:12
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9016,0.8095,0.5679,0.8051,2018-11-03 01:06:55
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.8341,0.6814,0.5171,0.6767,2018-11-03 01:16:51
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9013,0.7532,0.4904,0.7403,2018-11-03 01:28:24
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Asian,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,Other Non-White,Costa Mesa/North,Less than 50 percent,Cell,0.4444,0.2788,1.6164,2.1448,0.8526,2018-11-03 01:29:57
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Newport Beach,Less than 50 percent,Cell,1,0.3982,1.0126,1.5687,1.1487,2018-11-03 01:40:27
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9296,0.6482,0.4626,0.6408,2018-11-03 01:42:24
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Laguna Beach/South,Less than 50 percent,Cell,1,0.2557,0.6787,1.7929,0.8477,2018-11-03 01:43:45
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.97,0.6157,0.3804,0.601,2018-11-03 01:46:32
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9638,0.8645,0.4294,0.8442,2018-11-03 01:47:26
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Democrat,Nonwhite,18 to 34,No 4-year College Degree,White,Laguna Beach/South,Less than 50 percent,Cell,0.6667,0.4037,0.9593,2.1795,0.6977,2018-11-03 01:48:11
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,Unknown,Costa Mesa/North,85 percent or higher,Cell,1,0.9487,0.6459,0.4981,0.6361,2018-11-03 01:48:56
Rep,65 and older,High school,White,Female,Hispanic,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.97,1.4445,1.1425,1.41,2018-11-03 01:55:32
