response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_model,file_race_white,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Unfavorable,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,White,50 to 85 percent,Landline,1,0.6251,0.8073,1.0862,0.8802,2018-09-10 20:22:33
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,35 to 49,Most Trump,White,85 percent or higher,Cell,1,0.9402,0.9897,0.7205,1.0149,2018-09-10 20:29:18
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,oppose,disagree,Don't know,Favorable,Don't know,disagree,yes,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Duluth,50 to 64,Probably Clinton,White,50 to 85 percent,Landline,1,0.5855,0.9335,1.1729,1.0298,2018-09-10 20:25:42
Rep,50 to 64,High school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,Unknown,White,50 to 85 percent,Cell,0.7778,0.7422,0.927,1.0301,0.9049,2018-09-10 20:17:09
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Don't know,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,White,85 percent or higher,Cell,1,0.9297,1.0028,0.884,1.0295,2018-09-10 20:20:00
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,White,85 percent or higher,Landline,1,0.8668,1.0028,0.9482,1.0163,2018-09-10 20:24:39
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,support,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Minn. Exurbs,50 to 64,Probably Trump,Unknown,85 percent or higher,Cell,1,0.9789,1.3537,0.8324,1.3844,2018-09-10 20:27:48
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,White,50 to 85 percent,Cell,0.8889,0.6867,0.6556,0.5555,0.6892,2018-09-10 20:31:33
Rep,50 to 64,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,yes,agree,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,White,85 percent or higher,Landline,1,0.9486,1.5073,1.375,1.5444,2018-09-10 20:23:36
Rep,18 to 34,High school,Hispanic,Female,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,disagree,no,agree,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Duluth,18 to 34,Probably Clinton,Non-White,85 percent or higher,Cell,0.6667,0.8646,1.456,1.4148,1.4094,2018-09-10 20:24:30
Dem,50 to 64,Some college or trade school,White,Male,Other,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Iron Range,50 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.7714,0.8967,0.9129,0.9442,2018-09-10 20:28:51
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Cell,1,0.9922,0.704,0.4794,0.7202,2018-09-10 20:21:12
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,Nonwhite,Iron Range,65 and older,Unknown,Non-White,85 percent or higher,Cell,1,0.8581,0.6385,0.575,0.662,2018-09-10 20:23:09
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Minn. Exurbs,50 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.973,1.0103,0.6754,1.0334,2018-09-10 20:22:51
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Minn. Exurbs,65 and older,Unknown,White,85 percent or higher,Cell,1,0.993,0.9388,0.538,0.9605,2018-09-10 20:26:54
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,Unknown,50 to 85 percent,Cell,1,0.8103,0.8241,0.8015,0.8613,2018-09-10 20:21:30
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,agree,yes,disagree,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Duluth,50 to 64,Probably Clinton,White,50 to 85 percent,Cell,1,0.6347,0.9335,1.082,1.0152,2018-09-10 20:18:21
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Minn. Exurbs,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.9022,0.9829,0.6819,1.0125,2018-09-10 20:27:48
Rep,18 to 34,High school,Unknown,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,18 to 29,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,18 to 34,Unknown,Unknown,50 to 85 percent,Cell,0.7778,0.7679,1.1719,1.2049,1.1452,2018-09-10 20:30:03
Rep,65 and older,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Cell,1,0.9818,0.9421,0.824,0.9635,2018-09-10 20:17:54
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,35 to 49,Probably Trump,White,85 percent or higher,Cell,1,0.9862,0.8149,0.6202,0.8334,2018-09-10 20:18:21
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,agree,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 34,Unknown,White,50 to 85 percent,Cell,0.8889,0.7759,0.7385,0.8544,0.6811,2018-09-10 20:24:21
Und,65 and older,High school,White,Female,Black,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,agree,agree,65 and older,High School Grad. or Less,Democratic,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,Duluth,65 and older,Probably Clinton,White,50 to 85 percent,Cell,0.7778,0.6059,1.3651,1.684,0.8873,2018-09-10 20:20:18
Rep,50 to 64,High school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.5579,1.3093,1.8131,1.4572,2018-09-10 20:20:27
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,support,agree,Reps. keep House,Favorable,Favorable,agree,no,disagree,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,Unknown,Unknown,85 percent or higher,Landline,1,0.9406,0.9994,0.9533,1.0248,2018-09-10 20:23:09
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,65 and older,Unknown,White,50 to 85 percent,Cell,1,0.5547,0.5537,0.6311,0.6169,2018-09-10 20:26:45
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,agree,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,35 to 49,Probably Trump,White,50 to 85 percent,Cell,1,0.5861,0.9109,1.0942,1.0047,2018-09-10 20:21:03
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,Non-White,50 to 85 percent,Cell,1,0.8493,0.3817,0.262,0.3963,2018-09-10 20:19:42
Rep,50 to 64,High school,Other,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,disagree,no,agree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Clinton,Non-White,50 to 85 percent,Cell,1,0.7032,0.7803,0.9104,0.8339,2018-09-10 20:28:06
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Duluth,50 to 64,Unknown,White,50 to 85 percent,Cell,1,0.7459,0.9229,0.8994,0.9769,2018-09-10 20:20:09
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,18 to 34,Probably Trump,White,Less than 50 percent,Cell,1,0.3029,0.7148,1.5984,0.9008,2018-09-10 20:21:12
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Cell,1,0.9958,0.8681,0.6095,0.8886,2018-09-10 20:18:21
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,35 to 49,Most Trump,White,85 percent or higher,Cell,1,0.8916,0.8261,0.6579,0.8522,2018-09-10 20:24:03
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,White,50 to 85 percent,Landline,1,0.7399,0.5472,0.4464,0.58,2018-09-10 20:30:12
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Duluth,18 to 34,Unknown,Unknown,Less than 50 percent,Cell,0.7778,0.4203,1.0103,1.5801,1.0015,2018-09-10 20:17:45
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Duluth,65 and older,Probably Clinton,White,85 percent or higher,Cell,1,0.9953,1.0716,0.6705,1.0945,2018-09-10 20:17:27
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9954,0.9892,0.8611,1.0124,2018-09-10 20:26:45
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,White,85 percent or higher,Cell,1,0.8769,0.953,0.9444,0.9852,2018-09-10 20:20:00
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,50 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.7223,0.6739,0.5641,0.717,2018-09-10 20:30:57
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,18 to 34,Probably Trump,White,50 to 85 percent,Cell,1,0.6954,0.6735,0.698,0.7211,2018-09-10 20:21:48
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,35 to 49,Most Trump,White,50 to 85 percent,Cell,1,0.7041,0.8634,1.0242,0.9225,2018-09-10 20:20:45
Dem,[DO NOT READ] Refused,Grade school,White,Male,Hispanic,Approve,support,agree,Dems. take House,Favorable,Favorable,agree,yes,agree,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Minn. Exurbs,65 and older,Probably Trump,White,85 percent or higher,Landline,0,0.9291,1.8634,1.4156,1.7229,2018-09-10 20:24:21
Rep,50 to 64,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Favorable,disagree,no,agree,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,50 to 85 percent,Landline,0.4444,0.5807,0.7358,1.0071,0.6883,2018-09-10 20:30:30
Rep,65 and older,High school,Unknown,Male,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,Unknown,85 percent or higher,Cell,1,0.9024,1.4948,1.2514,1.5398,2018-09-10 20:21:21
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.9876,0.953,0.8386,0.9746,2018-09-10 20:26:00
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Cell,1,0.9583,0.9683,0.9017,0.9821,2018-09-10 20:25:15
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,oppose,agree,Dems. take House,Favorable,Don't know,agree,yes,agree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Cell,1,0.9945,0.9421,0.8135,0.9641,2018-09-10 20:17:36
Dem,65 and older,High school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Duluth,65 and older,Probably Clinton,White,Less than 50 percent,Landline,1,0.4135,1.2446,2.354,1.4683,2018-09-10 20:19:42
Dem,50 to 64,High school,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Landline,1,0.9329,1.4139,1.3306,1.4511,2018-09-10 20:21:57
Und,35 to 49,High school,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,35 to 49,Most Trump,White,50 to 85 percent,Cell,1,0.6247,1.2608,1.6582,1.3748,2018-09-10 20:27:57
Und,50 to 64,Some college or trade school,White,Male,White,Don't know,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Most Trump,White,85 percent or higher,Landline,0.7778,0.9081,1.1963,1.0987,1.1289,2018-09-10 20:31:15
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,disagree,no,disagree,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.9603,0.9757,0.8013,0.9898,2018-09-10 20:20:27
Rep,50 to 64,Some college or trade school,White,Male,White,Disapp.,support,disagree,Reps. keep House,Don't know,Don't know,disagree,no,disagree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,White,85 percent or higher,Landline,1,0.901,1.0028,0.9122,1.0332,2018-09-10 20:21:12
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,White,85 percent or higher,Landline,1,0.9833,1.0028,0.8358,1.0256,2018-09-10 20:21:21
Dem,65 and older,High school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Unknown,Unknown,85 percent or higher,Landline,1,0.8873,1.7602,1.4603,1.8169,2018-09-10 20:22:42
Und,50 to 64,Some college or trade school,Unknown,Female,White,Approve,support,disagree,Don't know,Don't know,Favorable,agree,no,disagree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,Unknown,50 to 85 percent,Cell,0.8889,0.8479,1.0322,0.9851,1.0597,2018-09-10 20:22:42
Und,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,35 to 49,Most Trump,White,50 to 85 percent,Cell,0.8889,0.6885,0.8634,1.0475,0.9073,2018-09-10 20:20:54
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,agree,45 to 64,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,Probably Trump,White,85 percent or higher,Cell,0.6667,0.8826,0.8616,0.6174,0.7848,2018-09-10 20:31:24
Dem,65 and older,Some college or trade school,Other,Female,White,Disapp.,support,agree,Reps. keep House,Favorable,Unfavorable,Don't know,yes,agree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,Non-White,85 percent or higher,Landline,1,0.9901,0.6572,0.5506,0.6722,2018-09-10 20:16:51
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,35 to 49,Unknown,White,50 to 85 percent,Cell,1,0.6013,0.7261,0.8017,0.7972,2018-09-10 20:21:21
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Landline,1,0.8782,0.9683,0.984,1.0008,2018-09-10 20:21:12
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.8822,0.8347,0.6078,0.8455,2018-09-10 20:19:06
Dem,50 to 64,High school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,disagree,no,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Duluth,50 to 64,Probably Clinton,White,85 percent or higher,Landline,1,0.9777,1.743,1.3494,1.7718,2018-09-10 20:27:03
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,Unknown,85 percent or higher,Cell,1,0.9703,0.8104,0.5815,0.8291,2018-09-10 20:23:45
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Don't know,Unfavorable,Unfavorable,disagree,no,disagree,agree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Minn. Exurbs,35 to 49,Probably Trump,White,50 to 85 percent,Cell,1,0.5535,1.1623000000000001,1.7131,1.0794,2018-09-10 20:25:42
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,agree,30 to 44,Some College Educ.,Democratic,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,35 to 49,Probably Clinton,White,50 to 85 percent,Cell,0.2222,0.5287,0.8433,1.468,0.4098,2018-09-10 20:26:18
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Minn. Exurbs,18 to 34,Unknown,White,Less than 50 percent,Cell,0.6667,0.4146,0.8004,1.2225,0.752,2018-09-10 20:17:45
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Duluth,18 to 34,Probably Clinton,White,Less than 50 percent,Cell,0.7778,0.4841,1.0192,1.8622,1.0023,2018-09-10 20:18:48
Rep,50 to 64,High school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,disagree,no,agree,agree,45 to 64,High School Grad. or Less,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,White,Less than 50 percent,Cell,0,0.4725,1.0442,1.7824,0.3151,2018-09-10 20:31:24
Dem,35 to 49,Some college or trade school,Asian,Male,Asian,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Minn. Exurbs,35 to 49,Unknown,Non-White,50 to 85 percent,Cell,1,0.618,0.6464,0.7772,0.7062,2018-09-10 20:17:45
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Cell,1,0.8631,0.8681,0.7033,0.8993,2018-09-10 20:30:57
Und,50 to 64,High school,White,Male,White,Approve,support,disagree,Don't know,Don't know,Favorable,disagree,no,disagree,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,50 to 85 percent,Cell,1,0.6409,1.0744,1.3107,1.1664,2018-09-10 20:24:57
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Favorable,disagree,no,agree,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Duluth,18 to 34,Unknown,White,50 to 85 percent,Cell,0.8889,0.524,1.0737,1.5945,1.1731,2018-09-10 20:23:00
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Minn. Exurbs,35 to 49,Probably Trump,White,50 to 85 percent,Cell,1,0.794,1.0421,0.8388,1.0925,2018-09-10 20:20:45
Rep,50 to 64,High school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.9634,1.6742,1.4041,1.7134,2018-09-10 20:18:48
