response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,Graduate or Professional Degree,White,Male,White,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9582,0.6362,0.2549,0.6432
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9868,0.9635,0.647,0.9823
Rep,65 and older,High school,White,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Don't know,Favorable,Believe,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,Less than 50 percent,Landline,0.7778,0.116,1.1076,5.8625,1.2613
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9673,0.9194,0.6017,0.9378
Rep,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Kane,50 to 85 percent,Landline,0.8889,0.8022,0.9598,0.6091,0.9876
Dem,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Check,oppose,Reps. keep House,Favorable,Don't know,Do not believe,agree,65 and older,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Landline,0,0.8524,0.878,0.645,0.4711
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Kane,50 to 85 percent,Cell,1,0.6225,1.5647,0.8719,1.7021
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9814,0.9959,0.7144,1.0153
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.3347,0.9131,2.5216,1.1225
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9939,0.933,0.4175,0.9518
Und,18 to 34,Bachelors' degree,White,Male,White,oppose,Approve,Don't know,support,Reps. keep House,Favorable,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Kane,Less than 50 percent,Cell,1,0.458,1.2274,1.5812,1.4142
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9809,0.8188,0.3323,0.8347
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Kane,85 percent or higher,Landline,1,0.98,0.967,0.3418,0.9803
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Kane,Less than 50 percent,Cell,1,0.31,0.9796,1.4802,1.2245
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Rest,50 to 85 percent,Landline,1,0.7573,0.7456,0.6334,0.7849
Und,35 to 49,High school,Hispanic,Male,Hispanic,support,Approve,Check,oppose,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Other,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,Non-White,Rest,Less than 50 percent,Cell,0.7778,0.2873,1.3771,6.0678,1.4033
Und,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,Less than 50 percent,Cell,1,0.3338,0.8127,1.4565,0.9997
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9058,0.6817,0.4387,0.6997
Rep,50 to 64,Some college or trade school,White,Male,White,oppose,Don't know,Don't know,support,Reps. keep House,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.8559,0.9635,0.7459,0.9961
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9826,0.998,0.592,1.0174
Rep,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9907,0.6375,0.2046,0.6501
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Not at all likely,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Rest,Less than 50 percent,Cell,0,0.3928,1.2927,2.6104,0.3556
Dem,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Unfavorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.9194,0.8619,0.6044,0.8701
Dem,65 and older,Some college or trade school,Black,Male,Black,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.92,0.8724,0.8471,0.8807
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,50 to 85 percent,Landline,0.7778,0.5034,1.21,1.2508,1.0038
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Kane,50 to 85 percent,Cell,1,0.6961,1.2351,0.9409,1.3181
Rep,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Support,Don't know,Reps. keep House,Unfavorable,Unfavorable,Do not believe,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9871,0.7308,0.3928,0.745
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Landline,1,0.9844,0.6576,0.2573,0.6704
Rep,65 and older,High school,White,Male,White,support,Don't know,Support,support,Reps. keep House,Favorable,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,50 to 85 percent,Cell,1,0.6547,1.0803,0.9198,1.1132
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9841,0.9194,0.5914,0.9373
Und,18 to 34,High school,White,Male,White,support,Approve,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Other,Male,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,White,Rest,Less than 50 percent,Cell,0,0.2281,1.4632,6.7769,0.3397
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Landline,1,0.6125,1.4243,1.6194,1.5538
Dem,50 to 64,[DO NOT READ] Refused,Asian,Male,Asian,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Do not believe,agree,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Will/DuPage/Lake,Less than 50 percent,Cell,0.4444,0.4978,1.2749,0.8532,1.1867
Und,35 to 49,Bachelors' degree,Hispanic,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Non-White,Rest,50 to 85 percent,Cell,1,0.8372,1.1069,0.9691,1.148
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest,50 to 85 percent,Cell,0.7778,0.7312,0.9845,0.6828,0.9578
Dem,18 to 34,Some college or trade school,Unknown,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Unknown,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9209,1.1278,1.3453,1.1555
Dem,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.98,0.9987,0.6536,1.0182
Dem,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,support,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Kane,85 percent or higher,Landline,1,0.9752,0.6736,0.3203,0.6824
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9809,1.3491,0.6045,1.3754
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Kane,50 to 85 percent,Landline,1,0.8259,1.0023,0.4404,1.0415
Rep,65 and older,High school,White,Female,White,Don't know,Approve,Support,Don't know,Reps. keep House,Unfavorable,Don't know,Do not believe,Don't know,65 and older,High School Grad. or Less,Other,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Will/DuPage/Lake,50 to 85 percent,Landline,1,0.7237,1.2979,1.1803,1.1711
Dem,50 to 64,Bachelors' degree,Other,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Non-White,Kane,85 percent or higher,Landline,1,0.9798,1.4334,0.9144,1.4614
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9853,0.6362,0.2479,0.6486
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9426,0.7128,0.3563,0.7285
Und,[DO NOT READ] Refused,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9592,0.9959,0.7309,1.0164
Rep,65 and older,High school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,50 to 85 percent,Cell,1,0.8405,1.0803,0.7166,1.1197
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.8768,0.9285,0.5896,0.9377
Rep,18 to 34,Grade school,White,Male,Hispanic,support,Approve,Support,support,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Republican,Nonwhite,Nonwhite,18 to 34,White,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.3983,1.5894,4.2727,1.472
Rep,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Kane,Less than 50 percent,Cell,1,0.0959,1.0067,4.2287,1.0467
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Disapp.,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Kane,85 percent or higher,Landline,1,0.939,0.8808,0.3898,0.9005
Und,35 to 49,Some college or trade school,Unknown,Female,White,Don't know,Approve,Check,oppose,Reps. keep House,Don't know,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,Rest,Less than 50 percent,Cell,0.4444,0.2038,0.9666,4.8067,0.3555
Rep,65 and older,High school,White,Male,White,support,Disapp.,Check,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.8879,1.0188,0.7022,1.0286
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Will/DuPage/Lake,85 percent or higher,Cell,1,0.8747,0.8219,0.6187,0.8473
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Kane,Less than 50 percent,Cell,0.7778,0.4707,0.7453,0.9487,0.7316
Dem,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Rest,50 to 85 percent,Landline,1,0.7337,1.1559,0.9632,1.223
Rep,50 to 64,High school,Hispanic,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Non-White,Rest,85 percent or higher,Cell,1,0.9584,1.5826,1.9103,1.6002
Dem,65 and older,High school,White,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Unfavorable,Do not believe,disagree,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,Less than 50 percent,Landline,1,0.4873,1.1076,1.805,1.1799
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Kane,Less than 50 percent,Cell,1,0.4612,1.4179,1.4996,1.6314
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Kane,85 percent or higher,Cell,1,0.9813,0.6681,0.2266,0.6811
Und,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,Less than 50 percent,Cell,0.8889,0.1046,1.3812,4.5043,2.0628
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,Less than 50 percent,Cell,1,0.4544,0.7298,0.842,0.8422
Rep,18 to 34,Bachelors' degree,White,Male,White,oppose,Approve,Support,support,Reps. keep House,Favorable,Don't know,Do not believe,agree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Kane,50 to 85 percent,Cell,1,0.747,1.2943,0.9619,1.3655
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9587,0.5934,0.2611,0.6
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9726,1.2584,0.6249,1.2743
Rep,65 and older,High school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Kane,85 percent or higher,Cell,1,0.9639,1.0458,0.6621,1.058
Dem,50 to 64,Bachelors' degree,White,Male,Other,oppose,Approve,Check,oppose,Dems. take House,Favorable,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Will/DuPage/Lake,50 to 85 percent,Cell,1,0.7921,1.4305,0.7231,1.4956
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Kane,85 percent or higher,Landline,1,0.9803,1.035,0.5273,1.0552
Und,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Cell,0.7778,0.5765,1.49,1.0343,1.5524
Rep,35 to 49,Grade school,Unknown,Male,Other,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Unknown,Rest,85 percent or higher,Cell,1,0.9548,1.2395,1.1703,1.2654
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Check,support,Reps. keep House,Favorable,Don't know,Do not believe,agree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Kane,85 percent or higher,Cell,1,0.8606,0.8683,0.4699,0.8774
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9648,0.9285,0.5359,0.9472
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Kane,85 percent or higher,Cell,1,0.9242,1.1648,0.7337,1.1759
Dem,18 to 34,Grade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Will/DuPage/Lake,50 to 85 percent,Cell,1,0.8169,1.4135,1.6438,1.4711
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9306,0.9856,0.6102,0.9952
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9311,1.4591,1.2139,1.4931
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Unfavorable,Believe,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Landline,0.7778,0.5047,1.4565,1.3285,1.4251
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Kane,85 percent or higher,Landline,1,0.9224,0.901,0.3529,0.9229
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Cell,0.8889,0.647,1.2873000000000001,0.9043,1.2911
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Will/DuPage/Lake,50 to 85 percent,Landline,1,0.8294,1.0139,1.0064,1.0529
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Don't know,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7379,1.1825,0.8518,1.25
Rep,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Kane,85 percent or higher,Cell,1,0.9198,0.9227,0.3319,0.9455
Rep,65 and older,High school,Unknown,Female,White,oppose,Approve,Check,support,Don't know,Don't know,Don't know,Believe,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest,Less than 50 percent,Cell,0.4444,0.4173,1.1546,2.6367,0.9567
Und,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Rest,50 to 85 percent,Cell,1,0.5687,1.3139,1.4423,1.374
