response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Grade school,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,65 and older,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,1,0.8008,1.5891,1.011,1.606,2018-10-23 14:12:03
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.862,0.4967,0.1993,0.4859,2018-10-23 14:12:03
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",Monroe,35 to 49,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8551,0.8775,0.4643,0.8587,2018-10-23 14:12:12
Dem,65 and older,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,South Miami-Dade,65 and older,4-year College Grad.,Other Non-White,85 percent or higher,Landline,1,0.9295,1.0043,0.3921,1.0044,2018-10-23 14:12:12
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,65 and older,No 4-year College Degree,Other Non-White,50 to 85 percent,Landline,1,0.6924,1.5617,1.3318,1.5501,2018-10-23 14:12:12
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.3122,1.0503,2.1941,1.2691,2018-10-23 14:12:12
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Other,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Monroe,50 to 64,[DO NOT READ] Don't know/Refused,Other Non-White,Less than 50 percent,Cell,0.4444,0.4593,0.5596,0.3879,0.5045,2018-10-23 14:12:21
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.2721,1.1323,2.8265,1.4106,2018-10-23 14:12:21
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,South Miami-Dade,18 to 34,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.2422,1.0615,1.6978,1.4732,2018-10-23 14:12:21
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Monroe,35 to 49,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.97,0.3478,0.1013,0.3452,2018-10-23 14:12:21
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.5106,1.1649,1.2142,1.1945,2018-10-23 14:12:30
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,18 to 34,4-year College Grad.,Hispanic,85 percent or higher,Landline,1,0.97,0.9308,0.3295,0.9191,2018-10-23 14:12:30
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,North Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.5889,1.4099,1.1583,1.1999,2018-10-23 14:12:30
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.3941,1.3961,2.1026,1.6054,2018-10-23 14:12:30
Rep,65 and older,High school,Asian,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Very likely,Republican,Nonwhite,North Miami-Dade,65 and older,No 4-year College Degree,Other Non-White,Less than 50 percent,Landline,1,0.4267,1.3508,2.4533,1.4178,2018-10-23 14:12:30
Rep,35 to 49,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,North Miami-Dade,35 to 49,[DO NOT READ] Don't know/Refused,Hispanic,Less than 50 percent,Cell,1,0.1607,0.8261,1.8765,1.0186,2018-10-23 14:12:30
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Postgraduate Degree,Hispanic,85 percent or higher,Landline,1,0.9659,0.6797,0.2474,0.6713,2018-10-23 14:12:39
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,18 to 34,4-year College Grad.,Hispanic,85 percent or higher,Cell,1,0.8899,0.9308,0.3592,0.927,2018-10-23 14:12:39
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.97,1.1657,0.7013,1.1511,2018-10-23 14:12:39
Und,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",North Miami-Dade,65 and older,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.97,0.6797,0.2464,0.6711,2018-10-23 14:12:39
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",South Miami-Dade,65 and older,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.7263,2.0117,1.3788,1.9886,2018-10-23 14:12:39
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,18 to 34,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.7969,0.8479,0.3709,0.8575,2018-10-23 14:12:48
Rep,65 and older,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.97,1.5988,0.8063,1.5787,2018-10-23 14:12:48
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Not very likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,Less than 50 percent,Cell,0.3333,0.2818,0.7076,1.3546,0.3019,2018-10-23 14:12:48
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Monroe,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.8954,0.8977,0.3627,0.8934,2018-10-23 14:12:57
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,Hispanic,85 percent or higher,Landline,1,0.8935,1.638,0.7928,1.6305,2018-10-23 14:12:57
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.8419,1.2169,0.7668,1.1916,2018-10-23 14:13:06
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Monroe,65 and older,Postgraduate Degree,Unknown,50 to 85 percent,Cell,1,0.7755,0.8308,0.6425,0.8173,2018-10-23 14:13:06
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,65 and older,No 4-year College Degree,Hispanic,85 percent or higher,Landline,1,0.9421,2.4877,1.2888,2.4618,2018-10-23 14:13:06
Dem,50 to 64,Bachelors' degree,Other,Male,White,Approve,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",Monroe,50 to 64,4-year College Grad.,Other Non-White,Less than 50 percent,Cell,0.4444,0.3592,0.5168,0.7048,0.4119,2018-10-23 14:13:06
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Landline,1,0.7912,1.2857,0.9098,1.3017,2018-10-23 14:13:06
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Female,Somewhat likely,Republican,Nonwhite,North Miami-Dade,65 and older,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4357,1.7403,2.5026,1.5581,2018-10-23 14:13:06
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,35 to 49,4-year College Grad.,Hispanic,85 percent or higher,Cell,1,0.9356,0.9432,0.3679,0.934,2018-10-23 14:13:06
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Monroe,50 to 64,Postgraduate Degree,Unknown,Less than 50 percent,Cell,1,0.4491,0.5503,0.8015,0.6162,2018-10-23 14:13:15
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Monroe,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.97,0.656,0.2407,0.6478,2018-10-23 14:13:15
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.5621,0.6969,0.5257,0.7065,2018-10-23 14:13:15
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",South Miami-Dade,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.97,0.929,0.3341,0.9173,2018-10-23 14:13:15
Rep,35 to 49,Some college or trade school,Hispanic,Male,Black,Approve,Don't know,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.4444,0.2535,1.3527,3.031,1.2514,2018-10-23 14:13:15
Dem,50 to 64,Bachelors' degree,Asian,Female,Hispanic,Disapp.,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,1,0.6742,0.5846,0.3746,0.6072,2018-10-23 14:13:15
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Favorable,30 to 44,Some College Educ.,Other,Female,Not very likely,or as a member of another political party,"White, No 4-Year College Degree",Monroe,18 to 34,No 4-year College Degree,White,Less than 50 percent,Cell,0.2222,0.4239,1.0465,1.4311,0.4484,2018-10-23 14:13:15
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Monroe,50 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.4357,0.971,1.29,1.0164,2018-10-23 14:13:24
Rep,50 to 64,High school,Other,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,North Miami-Dade,50 to 64,No 4-year College Degree,Other Non-White,85 percent or higher,Cell,1,0.8577,0.9312,0.7159,0.9111,2018-10-23 14:13:24
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.97,1.429,0.742,1.4182,2018-10-23 14:13:24
Dem,50 to 64,Some college or trade school,Black,Male,Black,Approve,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.9098,1.1682,0.6383,1.1603,2018-10-23 14:13:24
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.8551,0.4754,0.193,0.476,2018-10-23 14:13:24
Und,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4412,1.0503,1.5529,1.1804,2018-10-23 14:13:24
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4434,1.3125,1.9066,1.4735,2018-10-23 14:13:33
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Republican,Nonwhite,North Miami-Dade,35 to 49,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.6405,0.3972,0.1982,0.3971,2018-10-23 14:13:33
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.97,1.4928,0.7725,1.4815,2018-10-23 14:13:33
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",Monroe,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8776,1.0442,0.5897,1.0563,2018-10-23 14:13:33
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Monroe,65 and older,[DO NOT READ] Don't know/Refused,Other Non-White,Less than 50 percent,Landline,0.4444,0.1885,0.79990000000000006,1.3689,0.4112,2018-10-23 14:13:33
Und,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",South Miami-Dade,65 and older,4-year College Grad.,White,Less than 50 percent,Cell,0.4444,0.4519,1.2284,1.2405,1.1078,2018-10-23 14:13:33
Und,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4679,1.2498,1.9086,1.2959,2018-10-23 14:13:42
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.97,1.429,0.742,1.4182,2018-10-23 14:13:42
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",South Miami-Dade,65 and older,[DO NOT READ] Don't know/Refused,White,Less than 50 percent,Landline,1,0.3571,1.3728,1.1916,1.6116,2018-10-23 14:13:42
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.97,0.4631,0.1435,0.4596,2018-10-23 14:13:42
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Landline,1,0.2193,1.6097,4.5664,2.2968,2018-10-23 14:13:42
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Monroe,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.954,0.2956,0.0882,0.2893,2018-10-23 14:13:42
Dem,35 to 49,Bachelors' degree,Black,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,South Miami-Dade,35 to 49,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,1,0.5519,0.5767,0.3994,0.6467,2018-10-23 14:13:51
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",Monroe,50 to 64,Postgraduate Degree,White,Less than 50 percent,Cell,1,0.3702,0.3254,0.354,0.3485,2018-10-23 14:13:51
Dem,65 and older,[DO NOT READ] Refused,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,65 and older,[DO NOT READ] Don't know/Refused,Other Non-White,85 percent or higher,Landline,1,0.9458,1.264,0.3419,1.2504,2018-10-23 14:13:51
Rep,18 to 34,Some college or trade school,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",North Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.8889,0.3888,1.407,2.5812,1.4262,2018-10-23 14:14:00
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,1,0.97,0.3935,0.1269,0.3885,2018-10-23 14:14:00
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Favorable,18 to 29,Some College Educ.,Republican,Female,Not very likely,Independent (No party),Nonwhite,South Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.2222,0.3664,1.6607,2.8337,0.6789,2018-10-23 14:14:00
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.6378,1.3321,0.9326,1.397,2018-10-23 14:14:00
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4576,1.3705,1.8492,1.5291,2018-10-23 14:14:09
Und,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Not very likely,[DO NOT READ] Refused,Nonwhite,South Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.1111,0.0718,1.3961,5.5238,0.4231,2018-10-23 14:14:09
Und,65 and older,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Not at all likely,Democrat,Nonwhite,Monroe,65 and older,No 4-year College Degree,White,Less than 50 percent,Cell,0,0.4159,1.345,1.8148,0.3674,2018-10-23 14:14:09
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,18 to 34,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.2943,1.0956,1.5068,1.3411,2018-10-23 14:14:18
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4625,1.3711,1.9031,1.4237,2018-10-23 14:14:18
Und,50 to 64,Graduate or Professional Degree,Other,Male,Other,Approve,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Democrat,Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Other Non-White,Less than 50 percent,Cell,0.7778,0.4041,0.3325,0.395,0.2625,2018-10-23 14:14:18
Rep,65 and older,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.97,1.2106,0.7406,1.1954,2018-10-23 14:14:18
Und,18 to 34,Some college or trade school,Hispanic,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",North Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0,0.0598,1.4776,6.334,0.2974,2018-10-23 14:14:18
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,65 and older,Postgraduate Degree,Other Non-White,50 to 85 percent,Cell,1,0.7817,0.5353,0.2196,0.5429,2018-10-23 14:14:18
Und,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,18 to 34,4-year College Grad.,Hispanic,50 to 85 percent,Cell,0.4444,0.737,0.9141,0.4503,0.7846,2018-10-23 14:14:27
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.7263,0.3903,0.199,0.4005,2018-10-23 14:14:27
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.342,1.2875,2.1194,1.6276,2018-10-23 14:14:27
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.4993,1.345,1.5115,1.5448,2018-10-23 14:14:27
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",South Miami-Dade,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.97,1.3789,0.5998,1.3685,2018-10-23 14:14:27
