response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.9517,0.7805,0.3227,0.778,2018-10-26 00:21:54
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Brooklyn,35 to 49,Hispanic,85 percent or higher,Landline,1,0.97,0.7855,0.3617,0.7819,2018-10-26 00:31:03
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Brooklyn,50 to 64,White,Less than 50 percent,Landline,1,0.3459,1.3387,2.166,1.5951,2018-10-26 00:32:06
Dem,35 to 49,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Staten Island,35 to 49,White,50 to 85 percent,Landline,1,0.7051,0.8335,0.3231,0.8664,2018-10-26 00:35:06
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Brooklyn,50 to 64,White,50 to 85 percent,Cell,1,0.5796,0.6732,0.4577,0.724,2018-10-26 00:36:09
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Brooklyn,18 to 34,White,50 to 85 percent,Cell,1,0.5468,0.6784,0.584,0.73740000000000006,2018-10-26 00:36:36
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Brooklyn,50 to 64,Unknown,50 to 85 percent,Landline,1,0.8121,0.955,0.3396,0.971,2018-10-26 00:37:21
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Staten Island,65 and older,Unknown,50 to 85 percent,Landline,1,0.7697,1.0513,0.4311,1.0432,2018-10-26 00:37:48
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Brooklyn,50 to 64,White,50 to 85 percent,Cell,1,0.7689,0.8921,0.3207,0.9145,2018-10-26 00:40:30
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",Staten Island,35 to 49,White,Less than 50 percent,Landline,0.5556,0.4332,1.05,0.9959,0.7298,2018-10-26 00:41:24
Dem,35 to 49,High school,Other,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Staten Island,35 to 49,Other Non-White,Less than 50 percent,Cell,0.6667,0.0628,2.0692,9.9,1.5823,2018-10-26 00:44:24
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Brooklyn,65 and older,White,50 to 85 percent,Landline,0.8889,0.8402,0.8601,0.31,0.8599,2018-10-26 00:45:00
Dem,50 to 64,High school,Black,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",Brooklyn,50 to 64,Other Non-White,50 to 85 percent,Landline,0.7778,0.5046,1.7048,1.8412,1.6282,2018-10-26 00:48:09
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Staten Island,65 and older,White,85 percent or higher,Landline,1,0.9662,0.9153,0.2637,0.9041,2018-10-26 00:50:06
Dem,50 to 64,Graduate or Professional Degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Staten Island,50 to 64,White,85 percent or higher,Landline,1,0.9626,0.8858,0.2186,0.8822,2018-10-26 00:50:24
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Favorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,Staten Island,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.3143,1.0413,1.8468,1.2667,2018-10-26 00:52:48
Dem,50 to 64,High school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Staten Island,50 to 64,White,50 to 85 percent,Landline,1,0.6321,1.6622,0.9592,1.6777,2018-10-26 00:53:06
Rep,18 to 34,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Staten Island,18 to 34,White,Less than 50 percent,Landline,1,0.1412,0.7515,1.7771,1.1014,2018-10-26 00:55:30
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,50 to 64,White,50 to 85 percent,Landline,1,0.7627,1.0638,0.3201,1.092,2018-10-26 00:56:33
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Staten Island,65 and older,White,50 to 85 percent,Landline,1,0.8297,0.9576,0.2766,0.946,2018-10-26 00:57:18
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Brooklyn,50 to 64,Other Non-White,50 to 85 percent,Landline,1,0.8164,0.9634,0.3263,0.9525,2018-10-26 00:58:57
Dem,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Staten Island,65 and older,Unknown,85 percent or higher,Cell,1,0.9062,0.8784,0.4829,0.88,2018-10-26 00:59:33
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Brooklyn,65 and older,White,85 percent or higher,Landline,1,0.9319,0.8183,0.3863,0.8065,2018-10-26 00:59:33
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Democrat,Nonwhite,Brooklyn,50 to 64,Hispanic,Less than 50 percent,Landline,0.7778,0.2579,1.6584,4.3511,1.3047,2018-10-26 01:00:27
Dem,65 and older,High school,Asian,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,Staten Island,65 and older,Other Non-White,50 to 85 percent,Cell,1,0.8052,1.5672,0.7918,1.5955,2018-10-26 01:00:36
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",Staten Island,50 to 64,White,Less than 50 percent,Landline,0.4444,0.2618,0.7382,1.4118,0.3487,2018-10-26 01:01:18
Dem,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",Staten Island,18 to 34,White,Less than 50 percent,Cell,0.6667,0.2357,0.7706,1.4636,0.7264,2018-10-26 01:02:39
Und,35 to 49,High school,Hispanic,Female,White,Approve,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",Staten Island,35 to 49,Hispanic,50 to 85 percent,Landline,0.6667,0.5586,2.0015,1.8809,1.5507,2018-10-26 01:03:06
Dem,50 to 64,Bachelors' degree,White,Female,White,Approve,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Brooklyn,50 to 64,White,85 percent or higher,Landline,1,0.8781,0.7721,0.2872,0.7765,2018-10-26 01:04:45
Rep,18 to 34,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Staten Island,18 to 34,White,Less than 50 percent,Landline,0.6667,0.2791,0.637,1.1756,0.5933,2018-10-26 01:05:57
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Brooklyn,35 to 49,Unknown,Less than 50 percent,Landline,1,0.4909,1.2157,1.4624,1.3488,2018-10-26 01:05:57
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Brooklyn,50 to 64,White,50 to 85 percent,Cell,1,0.8334,0.7834,0.2823,0.7936,2018-10-26 01:07:36
Rep,50 to 64,High school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,Nonwhite,Staten Island,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.2754,1.7908,3.7159,2.0249,2018-10-26 01:08:03
Und,65 and older,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",Staten Island,65 and older,White,50 to 85 percent,Landline,1,0.6802,0.8438,0.4923,0.8824,2018-10-26 01:08:03
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Staten Island,50 to 64,White,Less than 50 percent,Cell,1,0.3739,0.8929,1.0401,1.0466,2018-10-26 01:08:12
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Staten Island,18 to 34,White,Less than 50 percent,Cell,0.6667,0.3662,0.8775,0.9883,0.8994,2018-10-26 01:13:09
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,50 to 64,White,Less than 50 percent,Landline,1,0.3448,1.4823,2.5643,1.7675,2018-10-26 01:15:15
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Staten Island,18 to 34,Unknown,Less than 50 percent,Landline,1,0.3528,0.825,1.0942,0.9789,2018-10-26 01:16:00
Dem,35 to 49,Bachelors' degree,White,Female,White,Approve,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",Staten Island,35 to 49,White,Less than 50 percent,Cell,0.7778,0.2882,0.8464,1.2068,0.6662,2018-10-26 01:16:09
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Staten Island,50 to 64,White,50 to 85 percent,Landline,1,0.5056,0.753,0.3711,0.8307,2018-10-26 01:16:49
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Staten Island,65 and older,White,Less than 50 percent,Landline,1,0.2427,1.8532,4.2301,2.3888,2018-10-26 01:16:58
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Brooklyn,35 to 49,Unknown,85 percent or higher,Cell,1,0.9635,0.7926,0.3689,0.7893,2018-10-26 01:19:22
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Staten Island,50 to 64,White,50 to 85 percent,Cell,0.7778,0.5249,0.7244,0.3012,0.6907,2018-10-26 01:20:07
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,"White, 4-Year College Grads",Staten Island,18 to 34,White,Less than 50 percent,Landline,0.6667,0.4903,0.8775,0.7384,0.4736,2018-10-26 01:20:43
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Asian,Male,[DO NOT READ] Don't know/Refused,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Brooklyn,35 to 49,Other Non-White,50 to 85 percent,Landline,1,0.5458,1.0445,0.5762,1.1358,2018-10-26 01:22:13
Rep,65 and older,High school,White,Female,White,Approve,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Staten Island,65 and older,White,50 to 85 percent,Landline,1,0.568,1.6524,1.0888,1.7837,2018-10-26 01:22:31
Dem,35 to 49,Some college or trade school,Other,Male,Other,Approve,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Male,Not at all likely,Independent (No party),Nonwhite,Brooklyn,35 to 49,Other Non-White,Less than 50 percent,Cell,0.2222,0.0456,0.9785,6.2199,0.2609,2018-10-26 01:22:58
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Staten Island,65 and older,White,85 percent or higher,Landline,1,0.9622,0.7973,0.2056,0.7941,2018-10-26 01:23:43
Dem,35 to 49,Bachelors' degree,Hispanic,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Brooklyn,35 to 49,Hispanic,50 to 85 percent,Landline,1,0.6034,0.9806,0.801,0.9945,2018-10-26 01:27:46
Und,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Not very likely,Democrat,"White, 4-Year College Grads",Staten Island,18 to 34,White,Less than 50 percent,Landline,0.2222,0.2304,0.7413,1.2605,0.2757,2018-10-26 01:37:40
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",Brooklyn,65 and older,White,85 percent or higher,Landline,1,0.898,0.6507,0.3522,0.6412,2018-10-26 01:40:04
Rep,18 to 34,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,18 to 34,Other Non-White,85 percent or higher,Cell,1,0.9109,1.0021,0.3565,1.0034,2018-10-26 20:32:45
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Brooklyn,35 to 49,Unknown,85 percent or higher,Cell,1,0.9018,0.7926,0.3941,0.781,2018-10-26 20:36:12
Rep,18 to 34,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Brooklyn,18 to 34,Other Non-White,Less than 50 percent,Cell,1,0.2037,1.1319,3.0989,1.5195,2018-10-26 20:36:30
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Staten Island,18 to 34,Hispanic,85 percent or higher,Cell,1,0.8796,0.7556,0.4272,0.7598,2018-10-26 20:38:36
Dem,35 to 49,Some college or trade school,Asian,Male,White,Approve,Reps. keep House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Brooklyn,35 to 49,Other Non-White,85 percent or higher,Cell,0.8889,0.8847,0.9136,0.6229,0.9094,2018-10-26 20:41:09
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Staten Island,65 and older,White,50 to 85 percent,Cell,1,0.7863,0.9609,0.4466,0.9817,2018-10-26 20:43:42
Dem,65 and older,Bachelors' degree,White,Male,White,Don't know,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",Brooklyn,65 and older,White,85 percent or higher,Cell,1,0.8897,0.6741,0.2758,0.6855,2018-10-26 20:51:53
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.9252,0.8337,0.2488,0.8333,2018-10-26 20:56:39
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,50 to 85 percent,Cell,1,0.7522,0.9319,0.4833,0.9587,2018-10-26 21:00:35
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Brooklyn,50 to 64,White,50 to 85 percent,Cell,1,0.5457,0.8652,0.4672,0.9408,2018-10-26 21:04:07
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Somewhat likely,Republican,"White, 4-Year College Grads",Staten Island,18 to 34,White,85 percent or higher,Cell,0.4444,0.896,0.7195,0.2281,0.6115,2018-10-26 21:07:07
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Staten Island,65 and older,Other Non-White,85 percent or higher,Landline,1,0.9648,0.8861,0.4382,0.8824,2018-10-26 21:07:43
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Brooklyn,50 to 64,Other Non-White,50 to 85 percent,Cell,1,0.6407,0.988,0.5374,1.0438,2018-10-26 21:12:58
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Staten Island,50 to 64,White,Less than 50 percent,Cell,1,0.3451,0.9519,1.5776,1.1348,2018-10-26 21:15:22
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Not at all likely,[DO NOT READ] Refused,"White, 4-Year College Grads",Staten Island,35 to 49,White,50 to 85 percent,Cell,0,0.8091,0.8222,0.3068,0.3929,2018-10-26 21:15:52
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Staten Island,35 to 49,White,85 percent or higher,Cell,1,0.8617,0.7796,0.2602,0.7689,2018-10-26 21:19:46
Dem,18 to 34,Bachelors' degree,White,Female,White,Don't know,Don't know,Favorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Staten Island,18 to 34,White,50 to 85 percent,Cell,1,0.5158,0.9543,0.4982,0.9854,2018-10-26 21:20:15
Rep,35 to 49,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,Staten Island,35 to 49,White,Less than 50 percent,Cell,1,0.0545,1.0341,2.0895,1.911,2018-10-26 21:29:49
Dem,35 to 49,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",Staten Island,35 to 49,White,Less than 50 percent,Cell,0,0.0694,0.817,2.9898,0.1656,2018-10-26 21:35:46
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,50 to 85 percent,Landline,1,0.6342,1.6524,0.9751,1.7488,2018-10-26 21:39:13
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.8795,0.8888,0.366,0.8937,2018-10-26 21:39:58
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Brooklyn,65 and older,White,50 to 85 percent,Landline,1,0.5999,0.9828,0.6962,1.0504,2018-10-26 21:49:10
Dem,65 and older,High school,Black,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Staten Island,65 and older,Other Non-White,85 percent or higher,Cell,1,0.8715,1.5238,0.8544,1.5024,2018-10-26 21:55:05
Und,35 to 49,High school,White,Male,White,Don't know,Dems. take House,Favorable,Don't know,30 to 44,High School Grad. or Less,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",Brooklyn,35 to 49,White,Less than 50 percent,Cell,0.6667,0.2821,1.1427,2.9316,1.0635,2018-10-26 22:02:21
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Staten Island,65 and older,White,85 percent or higher,Cell,1,0.8781,0.8806,0.2444,0.868,2018-10-26 22:03:06
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",Staten Island,50 to 64,White,50 to 85 percent,Cell,1,0.7627,0.9374,0.4673,0.9622,2018-10-26 22:03:06
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Staten Island,35 to 49,White,85 percent or higher,Cell,1,0.9458,0.7859,0.2914,0.775,2018-10-26 22:03:51
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Staten Island,35 to 49,White,50 to 85 percent,Cell,1,0.6668,1.215,0.74,1.22,2018-10-26 22:04:09
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Staten Island,50 to 64,Unknown,Less than 50 percent,Cell,1,0.3263,1.2271,2.4461,1.3505,2018-10-26 22:09:15
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Democrat,"White, 4-Year College Grads",Brooklyn,18 to 34,White,50 to 85 percent,Cell,1,0.7192,0.6018,0.2542,0.6403,2018-10-26 22:11:57
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.9237,0.7779,0.2173,0.7776,2018-10-26 22:14:03
Dem,65 and older,High school,White,Male,White,Approve,Don't know,Favorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Staten Island,65 and older,White,50 to 85 percent,Landline,1,0.7863,1.2427,0.5533,1.2696,2018-10-26 22:14:21
3,35 to 49,Bachelors' degree,Other,Male,Asian,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Staten Island,35 to 49,Other Non-White,50 to 85 percent,Cell,1,0.7449,1.0779,0.5795,1.1105,2018-10-26 22:15:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Brooklyn,50 to 64,White,85 percent or higher,Landline,1,0.9507,0.7428,0.2236,0.7404,2018-10-26 22:19:02
Dem,18 to 34,Bachelors' degree,Black,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Staten Island,18 to 34,Other Non-White,Less than 50 percent,Cell,1,0.4345,1.1067,1.2212,1.2578,2018-10-26 22:19:56
