response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIA,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,IMPEACH,MUELLER,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,High school,White,Female,Hispanic,Approve,Approve,Don't know,disagree,disagree,Reps. keep House,Favorable,Favorable,Oppose,Don't know,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,Nonwhite,Bexar,65 and older,White,85 percent or higher,Landline,1,0.8967,1.6623000000000001,1.0149,1.6384
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,agree,agree,agree,Dems. take House,Favorable,Favorable,Support,Oppose,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Rep. Rio Grande,65 and older,Hispanic,50 to 85 percent,Cell,1,0.7658,0.9152,0.295,0.9087
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Support,Ted Cruz,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,Bexar,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.1379,1.7682,6.4249,2.2628
Rep,50 to 64,High school,Unknown,Male,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,Unknown,85 percent or higher,Cell,1,0.9558,1.0087,0.706,1.0054
Rep,50 to 64,High school,White,Female,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,Less than 50 percent,Landline,1,0.2566,1.5002,4.7179,1.9097
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Approve,disagree,disagree,agree,Dems. take House,Don't know,Don't know,Support,Support,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,50 to 85 percent,Landline,1,0.6661,1.4157,0.8792,1.4859
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Landline,1,0.8913,0.9926,0.2901,0.9966
Rep,65 and older,Bachelors' degree,Hispanic,Female,White,Approve,Approve,agree,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Dem. Rio Grande,65 and older,Hispanic,50 to 85 percent,Landline,1,0.7796,0.6745,0.152,0.6901
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.786,0.797,0.2852,0.8145
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Disapp.,disagree,disagree,agree,Dems. take House,Favorable,Unfavorable,Support,Oppose,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,Unknown,85 percent or higher,Landline,1,0.9528,0.9419,0.4919,0.9294
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9442,1.1395,0.4604,1.1369
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Bexar,65 and older,Unknown,85 percent or higher,Landline,1,0.9832,0.5053,0.1013,0.5029
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Dem. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.9434,0.5722,0.2255,0.5709
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Don't know,Favorable,Support,Support,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rep. Rio Grande,65 and older,White,Less than 50 percent,Landline,1,0.3081,0.5473,0.4237,0.6688
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,Less than 50 percent,Cell,1,0.3818,0.8957,0.855,0.9631
Und,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Disapp.,agree,disagree,agree,Don't know,Don't know,Don't know,Oppose,Oppose,Don't know,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,Dem. Rio Grande,18 to 34,Hispanic,Less than 50 percent,Cell,0,0.0239,1.806,9.6396,0.3847
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Don't know,agree,disagree,disagree,Reps. keep House,Don't know,Unfavorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Democratic,Male,Somewhat likely,Republican,"White, 4-Year College Grads",Dem. Rio Grande,65 and older,Unknown,85 percent or higher,Cell,1,0.95,0.4145,0.0876,0.3988
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Don't know,Don't know,Support,Oppose,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Democrat,Nonwhite,Bexar,18 to 34,Hispanic,Less than 50 percent,Landline,0.7778,0.1628,1.757,7.2849,1.3987
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Don't know,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Rep. Rio Grande,65 and older,Hispanic,85 percent or higher,Landline,1,0.9147,0.6591,0.1869,0.6495
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Approve,agree,agree,agree,Reps. keep House,Don't know,Favorable,Support,Support,Beto O'Rourke,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,18 to 34,White,50 to 85 percent,Cell,1,0.8151,1.5324,0.6997,1.5575
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,disagree,Don't know,Dems. take House,Unfavorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,Less than 50 percent,Landline,0.7778,0.0568,1.7976,9.6758,2.7188
Dem,50 to 64,High school,White,Male,White,Approve,Disapp.,disagree,Don't know,agree,Dems. take House,Favorable,Favorable,Don't know,Oppose,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Bexar,50 to 64,White,50 to 85 percent,Landline,1,0.7784,2.1155,1.74,2.1651
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Unfavorable,Support,Support,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Bexar,65 and older,White,50 to 85 percent,Landline,1,0.5527,0.7475,0.2922,0.8111
Rep,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Don't know,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Democratic,Female,Very likely,Republican,Nonwhite,Rep. Rio Grande,65 and older,Hispanic,50 to 85 percent,Landline,1,0.7568,0.754,0.1889,0.7492
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rep. Rio Grande,35 to 49,White,Less than 50 percent,Landline,1,0.1793,1.1306,4.1342,1.5646
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Approve,agree,disagree,disagree,Dems. take House,Don't know,Unfavorable,Oppose,Support,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Bexar,35 to 49,Other Non-White,50 to 85 percent,Cell,1,0.7978,0.6813,0.2879,0.6947
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,85 percent or higher,Landline,1,0.9148,0.6197,0.2175,0.6203
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9743,1.2142,0.5573,1.2088
Rep,65 and older,Grade school,Hispanic,Female,Hispanic,Approve,Disapp.,disagree,agree,disagree,Reps. keep House,Don't know,Don't know,Support,Support,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,50 to 85 percent,Landline,0.4444,0.7496,1.5085,0.9842,1.1483
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,50 to 85 percent,Landline,1,0.533,0.797,0.4057,0.8707
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Ted Cruz,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",Dem. Rio Grande,65 and older,White,Less than 50 percent,Landline,1,0.2446,0.4896,0.4212,0.5648
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Rep. Rio Grande,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.7396,0.891,0.3733,0.9192
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Disapp.,disagree,Don't know,disagree,Dems. take House,Favorable,Unfavorable,Oppose,Support,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9375,0.9315,0.2259,0.9299
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Don't know,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,Support,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9229,0.5904,0.1517,0.5819
Rep,65 and older,High school,Unknown,Male,White,Approve,Approve,agree,agree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,Unknown,50 to 85 percent,Cell,1,0.8347,1.1855,0.548,1.2008
Rep,35 to 49,Grade school,White,Female,White,Disapp.,Approve,disagree,agree,disagree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.9839,1.5186,0.9193,1.5116
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Approve,disagree,agree,disagree,Dems. take House,Favorable,Favorable,Oppose,Support,Beto O'Rourke,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,Less than 50 percent,Landline,1,0.3848,0.8521,0.5702,0.993
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Favorable,Support,Support,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Dem. Rio Grande,35 to 49,White,85 percent or higher,Cell,1,0.9413,0.6998,0.3652,0.6901
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,disagree,Don't know,Dems. take House,Don't know,Unfavorable,Support,Support,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,85 percent or higher,Cell,0.7778,0.9435,1.2374,0.7458,1.2198
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,agree,Dems. take House,Favorable,Favorable,Oppose,Oppose,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Cell,1,0.9714,0.9022,0.2338,0.8983
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Oppose,Support,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Democrat,Nonwhite,Bexar,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.8225,1.1117,0.5373,1.1284
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,Bexar,35 to 49,White,Less than 50 percent,Cell,1,0.4186,1.2713,0.8654,1.3492
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.8559,0.6095,0.1517,0.6014
Dem,18 to 34,Some college or trade school,Other,Male,Hispanic,Disapp.,Approve,agree,agree,disagree,Dems. take House,Don't know,Don't know,Don't know,Support,Beto O'Rourke,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),Nonwhite,Bexar,18 to 34,Other Non-White,Less than 50 percent,Cell,0.4444,0.2377,1.8687,6.9512,0.8712
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,disagree,disagree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Bexar,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9197,0.9388,0.2915,0.9252
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Don't know,agree,agree,agree,Reps. keep House,Favorable,Don't know,Support,Support,Ted Cruz,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rep. Rio Grande,65 and older,Unknown,85 percent or higher,Landline,1,0.9411,0.4633,0.1034,0.4624
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Don't know,disagree,Don't know,agree,Dems. take House,Favorable,Favorable,Support,Oppose,Beto O'Rourke,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,Bexar,65 and older,Hispanic,50 to 85 percent,Landline,0.4444,0.7316,2.7308,2.6044,2.5163
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Rep. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.9323,0.544,0.1678,0.5363
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Republican,Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,50 to 85 percent,Cell,0.8889,0.7498,1.0723,0.5668,1.0854
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Oppose,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Bexar,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9481,0.9388,0.2837,0.9261
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Cell,1,0.9771,0.9614,0.2859,0.957
Rep,50 to 64,Some college or trade school,Hispanic,Male,[DO NOT READ] Don't know/Refused,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,18 to 29,Some College Educ.,Other,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,Bexar,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.207,2.954,9.9,3.9517
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Bexar,35 to 49,Hispanic,Less than 50 percent,Cell,0.8889,0.0478,1.7682,6.4249,3.0598
Dem,18 to 34,Bachelors' degree,White,Male,White,Approve,Disapp.,agree,agree,agree,Don't know,Don't know,Unfavorable,Oppose,Support,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,18 to 34,White,Less than 50 percent,Cell,1,0.2348,1.8757,3.7809,2.4367
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,65 and older,White,50 to 85 percent,Cell,1,0.8459,0.6193,0.1398,0.6261
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,50 to 64,White,50 to 85 percent,Cell,1,0.7432,0.6029,0.186,0.6215
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",Bexar,50 to 64,White,85 percent or higher,Cell,0.7778,0.8733,0.771,0.2421,0.6963
Rep,50 to 64,Some college or trade school,Hispanic,Male,Other,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Rep. Rio Grande,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9315,0.8568,0.4115,0.8559
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,65 and older,White,85 percent or higher,Cell,1,0.8963,0.5589,0.1446,0.5608
Und,50 to 64,Some college or trade school,White,Female,Hispanic,Disapp.,Don't know,disagree,Don't know,Don't know,Dems. take House,Don't know,Don't know,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Bexar,50 to 64,White,50 to 85 percent,Cell,1,0.5296,1.185,0.795,1.2199
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Disapp.,Don't know,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Rep. Rio Grande,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.8165,0.891,0.3411,0.9054
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Unfavorable,Oppose,Oppose,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Rep. Rio Grande,35 to 49,White,85 percent or higher,Cell,1,0.9166,0.5119,0.2769,0.5045
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Unfavorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,50 to 64,White,50 to 85 percent,Cell,1,0.5697,1.0079,0.4202,1.0876
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,50 to 64,White,50 to 85 percent,Cell,1,0.742,0.9762,0.3532,1.0066
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,85 percent or higher,Cell,1,0.9289,0.6571,0.2309,0.6566
Dem,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Rep. Rio Grande,50 to 64,White,Less than 50 percent,Cell,1,0.4571,0.5501,0.3386,0.619
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Dem. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.9419,0.5907,0.2117,0.5895
Dem,[DO NOT READ] Refused,High school,Hispanic,Male,Hispanic,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Unfavorable,Favorable,Oppose,Oppose,Beto O'Rourke,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,Less than 50 percent,Landline,0.6667,0.3019,1.8465,3.8559,1.9363
Rep,[DO NOT READ] Refused,High school,Hispanic,Male,Hispanic,Disapp.,Approve,agree,agree,agree,Reps. keep House,Unfavorable,Favorable,Support,Support,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,50 to 85 percent,Landline,0.6667,0.6142,1.4616,0.8841,1.4323
Dem,[DO NOT READ] Refused,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Approve,agree,agree,disagree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,50 to 85 percent,Landline,0.4444,0.8276,0.8453,0.2098,0.7534
Dem,[DO NOT READ] Refused,High school,Hispanic,Female,Hispanic,Approve,Disapp.,disagree,disagree,disagree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,50 to 85 percent,Landline,0.6667,0.7828,1.4157,0.7528,1.3155
Dem,[DO NOT READ] Refused,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Favorable,Favorable,Oppose,Support,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,Less than 50 percent,Landline,0.7778,0.4366,0.8771,0.4417,0.8442
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.6664,1.0723,0.6339,1.077
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Approve,Approve,agree,agree,agree,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Ted Cruz,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Dem. Rio Grande,65 and older,Hispanic,Less than 50 percent,Landline,0.4444,0.0742,0.9868,2.3774,1.0506
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.972,0.8177,0.1715,0.8141
