response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,Bachelors' degree,White,Male,Other,Don't know,Rep.,Unfavorable,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,1,0.4868,0.8966,1.169,0.9975,2018-10-11 01:48:02
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.6325,0.9344,0.6215,0.9905,2018-10-11 01:50:32
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.4421,1.0932,1.498,1.2396,2018-10-11 01:51:56
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Cell,0.4444,0.8895,0.9945,0.5488,0.8105,2018-10-11 01:53:59
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,Dem.,Favorable,Rep.,Unfavorable,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest of Clark,50 to 85 percent,Cell,1,0.644,0.9478,0.5784,0.956,2018-10-11 01:53:59
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.9785,1.0726,0.5484,1.0624,2018-10-11 01:55:11
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,Less than 50 percent,Cell,1,0.3799,0.9113,1.2987,0.9815,2018-10-11 01:56:50
Dem,65 and older,High school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.8849,0.9282,0.6115,0.9337,2018-10-11 01:58:11
Rep,65 and older,Some college or trade school,White,Male,Other,Disapp.,Dem.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.5691,1.1517,0.9266,1.2442,2018-10-11 01:58:56
Rep,18 to 34,Bachelors' degree,White,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Unfavorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,White,Rest of Clark,85 percent or higher,Landline,0,0.9493,0.9076,0.5205,0.8333,2018-10-11 01:59:05
Rep,50 to 64,Some college or trade school,White,Male,White,Disapp.,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Cell,0.6667,0.9697,1.1008,0.6483,1.0834,2018-10-11 02:01:58
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.3018,1.141,2.2683,1.402,2018-10-11 02:02:43
Rep,65 and older,Some college or trade school,Other,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Other Non-White,Rest of Clark,85 percent or higher,Cell,1,0.9867,1.1636,0.6697,1.1593,2018-10-11 02:04:49
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9466,0.9363,0.5443,0.9348,2018-10-11 02:06:37
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.6338,0.8492,0.49370000000000003,0.8579,2018-10-11 02:06:55
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.9849,0.8524,0.4246,0.8492,2018-10-11 02:06:55
Und,35 to 49,Some college or trade school,White,Female,Hispanic,Disapp.,Rep.,Unfavorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Cell,1,0.981,1.0303,0.6599,1.0264,2018-10-11 02:07:04
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.9866,1.0004,0.5071,0.9925,2018-10-11 02:07:22
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Dem.,Favorable,Rep.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,White,Washoe/Carson City,85 percent or higher,Cell,1,0.8507,0.9064,0.5493,0.9166,2018-10-11 02:07:31
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9041,0.906,0.4911,0.9089,2018-10-11 02:07:58
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.5162,1.0848,1.1787,1.1934,2018-10-11 02:08:16
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Dem.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.8166,0.8676,0.5665,0.8824,2018-10-11 02:08:52
Dem,65 and older,High school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Central/North Las Vegas,85 percent or higher,Landline,1,0.9463,0.932,0.4946,0.9305,2018-10-11 02:09:10
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,0.3333,0.4407,0.8783,1.0738,0.4239,2018-10-11 02:10:22
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.6658,1.2273,1.1501,1.2896,2018-10-11 02:11:43
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,Unknown,Rest of Clark,Less than 50 percent,Cell,1,0.4464,0.6968,0.7678,0.7886,2018-10-11 02:12:55
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9528,0.9818,0.4858,0.9797,2018-10-11 02:13:49
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9334,1.0357,0.6343,1.0354,2018-10-11 02:14:34
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Lib./Don't know,Don't know,Dem.,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9444,0.6739,0.3275,0.673,2018-10-11 02:15:10
Dem,35 to 49,Some college or trade school,Hispanic,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Hispanic,Rest of Clark,85 percent or higher,Cell,1,0.9281,1.1102,0.4861,1.1106,2018-10-11 02:16:59
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Lib./Don't know,Unfavorable,Rep.,Unfavorable,45 to 64,Some College Educ.,Other,Female,Not very likely,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest,50 to 85 percent,Landline,0.4444,0.622,1.2306,1.1436,0.742,2018-10-11 02:18:20
Dem,65 and older,High school,Unknown,Male,White,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Rest,85 percent or higher,Cell,1,0.8956,1.0107,0.58,0.9375,2018-10-11 02:18:38
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.9781,0.7416,0.3972,0.7389,2018-10-11 02:20:08
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.9909,0.8715,0.3627,0.8685,2018-10-11 02:20:44
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,or as a member of another political party,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Rest of Clark,Less than 50 percent,Cell,1,0.3081,1.0727,1.9627,1.3121,2018-10-11 02:23:08
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Lib./Don't know,Don't know,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.6793,1.2572,1.1145,1.3165,2018-10-11 02:23:53
Rep,18 to 34,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,18 to 39,No 4-year College Degree,White,Rest,50 to 85 percent,Landline,1,0.5997,1.2561,1.4266,1.3442,2018-10-11 02:23:53
Und,65 and older,High school,White,Female,White,Disapp.,Dem.,Don't know,Dem.,Don't know,65 and older,High School Grad. or Less,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,0.2222,0.4265,0.9005,1.4712,0.3903,2018-10-11 02:25:14
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.9911,0.9091,0.3562,0.906,2018-10-11 02:25:23
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Washoe/Carson City,Less than 50 percent,Landline,1,0.3101,0.9511,2.0871,1.1617,2018-10-11 02:25:50
Dem,50 to 64,Bachelors' degree,Other,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Other Non-White,Rest of Clark,50 to 85 percent,Landline,1,0.7869,1.2662,0.8394,1.295,2018-10-11 02:28:32
Rep,18 to 34,High school,Hispanic,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Unfavorable,18 to 29,High School Grad. or Less,Republican,Male,Not very likely,Republican,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Rest of Clark,Less than 50 percent,Cell,0.7778,0.3449,1.17,2.0479,0.7655,2018-10-11 02:28:32
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.5924,1.229,0.8175,1.3181,2018-10-11 02:30:11
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,Disapp.,Dem.,Favorable,Don't know,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,40 to 64,No 4-year College Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,0.4444,0.4223,0.9909,1.8668,0.903,2018-10-11 02:30:29
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Rep.,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Not very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Rest of Clark,Less than 50 percent,Cell,0.1111,0.2274,1.17,3.1052,0.3873,2018-10-11 02:30:56
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9867,0.807,0.3134,0.8041,2018-10-11 02:31:26
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Rest of Clark,50 to 85 percent,Cell,1,0.8315,1.3287,0.7064,1.3479,2018-10-11 02:34:44
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9551,1.0553,0.6701,1.0529,2018-10-11 02:35:02
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.9185,0.8891,0.4472,0.8904,2018-10-11 02:36:50
Rep,50 to 64,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.8986,1.0547,0.6545,1.0589,2018-10-11 02:40:35
Dem,65 and older,Graduate or Professional Degree,White,Male,Black,Disapp.,Dem.,Favorable,Dem.,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Postgraduate Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.965,0.7226,0.2474,0.7144,2018-10-11 02:40:53
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.7526,0.8029,0.4861,0.8268,2018-10-11 02:41:38
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest of Clark,50 to 85 percent,Landline,1,0.8434,0.9087,0.4496,0.898,2018-10-11 02:44:20
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.9903,0.9412,0.4759,0.9379,2018-10-11 02:44:56
Rep,65 and older,Bachelors' degree,White,Male,Other,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,65 and older,4-year College Grad.,White,Rest of Clark,50 to 85 percent,Cell,1,0.8049,0.9709,0.4575,0.9896,2018-10-11 02:47:05
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9795,0.7502,0.3928,0.7474,2018-10-11 02:47:32
Und,50 to 64,[DO NOT READ] Refused,White,Female,White,Approve,Rep.,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",40 to 64,[DO NOT READ] Don't know/Refused,White,Rest of Clark,50 to 85 percent,Cell,0.4444,0.5806,1.0916,0.9262,0.7552,2018-10-11 02:47:59
Dem,[DO NOT READ] Refused,High school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.9796,0.9624,0.4134,0.9533,2018-10-11 02:49:29
Und,50 to 64,Some college or trade school,White,Female,White,Approve,5,Don't know,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.5044,1.2323,1.3132,1.3616,2018-10-11 02:49:38
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9311,1.003,0.735,0.9897,2018-10-11 02:50:41
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Lib./Don't know,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Rest of Clark,85 percent or higher,Cell,0.4444,0.964,0.7053,0.3086,0.6843,2018-10-11 02:53:59
Rep,65 and older,High school,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Rest of Clark,85 percent or higher,Cell,1,0.9193,0.9799,0.5392,0.9667,2018-10-11 02:54:26
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.919,0.9624,0.4407,0.9494,2018-10-11 02:54:53
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9883,0.6844,0.3249,0.682,2018-10-11 02:56:59
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.9848,0.7363,0.2621,0.7335,2018-10-11 02:56:59
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Landline,1,0.8415,1.131,0.6307,1.1454,2018-10-11 02:56:59
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9898,1.0589,0.514,1.0552,2018-10-11 02:57:35
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Dem.,Unfavorable,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Landline,0.6667,0.4106,1.0481,1.6421,0.9595,2018-10-11 02:58:20
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.4557,0.9935,1.1567,1.1197,2018-10-11 02:59:23
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.5779,0.9919,0.9421,1.0685,2018-10-11 02:59:59
Rep,50 to 64,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9046,1.0804,0.6429,1.0657,2018-10-11 02:59:59
Dem,50 to 64,Some college or trade school,Other,Male,[DO NOT READ] Don't know/Refused,Approve,Rep.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,Other Non-White,Central/North Las Vegas,Less than 50 percent,Landline,0.5556,0.3305,1.3142,2.8093,0.8842,2018-10-11 03:00:53
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9674,0.7951,0.3101,0.7863,2018-10-11 03:01:15
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,1,0.4185,1.015,1.8626,1.0782,2018-10-11 03:01:29
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.8888,0.8715,0.4044,0.8762,2018-10-11 03:01:42
Und,65 and older,High school,White,Male,Black,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9658,0.9722,0.476,0.9691,2018-10-11 03:02:00
Dem,65 and older,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.8639,0.7226,0.2763,0.7291,2018-10-11 03:03:30
Dem,35 to 49,Some college or trade school,Unknown,Male,Hispanic,Disapp.,Dem.,Favorable,Dem.,Don't know,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Unknown,Rest of Clark,85 percent or higher,Cell,1,0.9066,1.15,0.5799,1.1344,2018-10-11 03:05:45
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.4508,1.1178,1.2625,1.2625,2018-10-11 03:10:06
