response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,Hamilton,50 to 85 percent,Cell,1,0.7332,1.0606,0.6076,1.0898
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Warren,85 percent or higher,Cell,1,0.9334,0.7099,0.3466,0.7115
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Hamilton,85 percent or higher,Landline,1,0.97,1.0558,0.3916,1.0378
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Warren,50 to 85 percent,Cell,1,0.8481,0.6932,0.3565,0.7082
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,Non-White,Hamilton,85 percent or higher,Cell,1,0.97,0.9434,0.4085,0.9274
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Warren,85 percent or higher,Cell,1,0.97,0.7288,0.4135,0.7217
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,50 to 85 percent,Cell,1,0.6427,1.0367,1.2625,1.0393
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,85 percent or higher,Landline,1,0.8656,1.0762,0.5573,1.0949
Dem,50 to 64,Some college or trade school,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,Non-White,Cincinnati,50 to 85 percent,Cell,1,0.5972,1.1061,1.0524,1.177
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Warren,50 to 85 percent,Cell,1,0.745,0.9,0.4434,0.9225
Rep,18 to 34,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,18 to 39,No 4-year College Degree,White,Warren,85 percent or higher,Cell,1,0.938,1.2713,0.8087,1.2623
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Hamilton,85 percent or higher,Landline,1,0.97,1.0558,0.3916,1.0378
Rep,50 to 64,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,or as a member of another political party,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Cincinnati,50 to 85 percent,Landline,1,0.7412,0.9428,1.284,0.9913
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Hamilton,Less than 50 percent,Cell,0.8889,0.1599,1.1246,3.2859,1.4879
Rep,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,Postgraduate Degree,White,Cincinnati,85 percent or higher,Landline,1,0.8746,0.6835,0.3684,0.6842
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,50 to 85 percent,Landline,1,0.7486,1.1883,0.7025,1.217
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Don't know,Don't know,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Warren,50 to 85 percent,Cell,0.5556,0.5617,1.0302,0.8283,0.7484
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,Postgraduate Degree,Unknown,Cincinnati,85 percent or higher,Cell,1,0.9693,0.6396,0.2908,0.6335
Und,50 to 64,High school,White,Male,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Not very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Hamilton,Less than 50 percent,Cell,0,0.3537,1.26,3.4798,0.4122
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Warren,50 to 85 percent,Cell,1,0.8082,1.0545,0.5877,1.0673
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Hamilton,85 percent or higher,Landline,0.4444,0.9187,1.0177,0.3688,0.8798
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Warren,85 percent or higher,Landline,1,0.97,1.0851,1.0767,1.0746
Rep,65 and older,Some college or trade school,White,Female,Black,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Warren,85 percent or higher,Landline,1,0.8893,1.067,0.6556,1.0461
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cincinnati,Less than 50 percent,Cell,0,0.3805,1.0046,1.4551,0.2648
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Hamilton,85 percent or higher,Landline,1,0.97,0.9544,0.3743,0.9452
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,50 to 85 percent,Cell,1,0.8175,1.0001,0.8632,1.0106
Dem,35 to 49,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Hamilton,50 to 85 percent,Cell,1,0.6843,0.9253,0.5076,0.9221
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Favorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,[DO NOT READ] Don't know/Refused,Non-White,Hamilton,85 percent or higher,Landline,1,0.97,1.0461,1.0021,1.0283
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Hamilton,85 percent or higher,Cell,1,0.9444,1.0787,0.4803,1.0704
Rep,65 and older,High school,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Warren,50 to 85 percent,Landline,1,0.7951,1.0453,1.1162,1.0606
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Hamilton,85 percent or higher,Landline,1,0.97,0.7091,0.2978,0.7023
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Hamilton,85 percent or higher,Cell,1,0.9621,0.9768,0.3847,0.9679
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cincinnati,50 to 85 percent,Cell,1,0.7649,0.9282,0.5303,0.9474
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Warren,50 to 85 percent,Landline,1,0.8207,0.7139,0.3759,0.7344
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Hamilton,85 percent or higher,Landline,1,0.97,1.0944,0.4503,1.0839
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Hamilton,85 percent or higher,Landline,1,0.97,0.7524,0.349,0.7489
Rep,50 to 64,Bachelors' degree,Black,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Hamilton,85 percent or higher,Cell,1,0.8678,0.9656,0.4653,0.9677
Rep,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Non-White,Warren,Less than 50 percent,Cell,1,0.4331,1.2077,1.6919,1.2688
Dem,50 to 64,High school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Cincinnati,85 percent or higher,Cell,1,0.9134,0.9788,1.2261,0.9851
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cincinnati,50 to 85 percent,Cell,1,0.8343,0.9848,0.5702,0.9923
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Hamilton,Less than 50 percent,Cell,1,0.4664,1.5012,3.4347,1.6735
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Warren,50 to 85 percent,Cell,1,0.502,0.9466,1.0027,0.9756
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Cincinnati,85 percent or higher,Cell,1,0.8621,1.063,0.6568,1.0662
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Hamilton,50 to 85 percent,Landline,1,0.8455,0.7248,0.3404,0.7289
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Warren,85 percent or higher,Cell,1,0.9182,0.8574,0.5035,0.8532
Rep,65 and older,High school,White,Female,White,Approve,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Warren,50 to 85 percent,Landline,1,0.6193,1.0453,1.4326,1.1051
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,50 to 85 percent,Cell,1,0.7862,1.0001,0.4537,1.0165
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,18 to 39,4-year College Grad.,Non-White,Hamilton,50 to 85 percent,Cell,1,0.7341,1.3168,0.8967,1.3044
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Warren,50 to 85 percent,Cell,0,0.7463,0.6932,0.4049,0.5035
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Hamilton,85 percent or higher,Landline,1,0.97,0.9267,0.3668,0.9177
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Hamilton,50 to 85 percent,Cell,1,0.6431,0.8807,0.4271,0.925
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,50 to 85 percent,Cell,1,0.7734,1.0001,0.4612,1.0191
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,85 percent or higher,Cell,1,0.965,1.0382,0.435,1.02
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Warren,85 percent or higher,Cell,1,0.9573,1.0294,1.0484,1.0203
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Warren,50 to 85 percent,Landline,1,0.8001,1.0453,0.5605,1.0596
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Hamilton,50 to 85 percent,Cell,1,0.5324,1.0606,0.8361,1.1527
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Hamilton,85 percent or higher,Landline,1,0.97,0.7475,0.3098,0.7403
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Warren,Less than 50 percent,Landline,1,0.3265,1.2492,2.2996,1.6035
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Warren,50 to 85 percent,Landline,1,0.6257,0.7945,0.6187,0.8385
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Warren,85 percent or higher,Cell,1,0.97,0.7318,0.3319,0.7247
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Warren,85 percent or higher,Cell,1,0.9554,0.7196,0.3723,0.7181
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Warren,85 percent or higher,Cell,1,0.8789,0.9305,0.5512,0.9309
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Cincinnati,85 percent or higher,Landline,1,0.9658,0.6835,0.3338,0.6808
Rep,35 to 49,High school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,Less than 50 percent,Cell,0.8889,0.4051,1.3061,3.4949,1.3219
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,4-year College Grad.,Non-White,Warren,50 to 85 percent,Landline,1,0.6618,0.9222,0.6263,0.9639
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Hamilton,50 to 85 percent,Cell,1,0.7063,0.8307,0.5218,0.8828
Rep,[DO NOT READ] Refused,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Warren,50 to 85 percent,Cell,1,0.6368,0.9783,0.615,1.0292
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Warren,50 to 85 percent,Cell,1,0.7387,1.0279,0.6708,1.0177
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Warren,85 percent or higher,Cell,1,0.9253,0.7288,0.4334,0.7317
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Hamilton,85 percent or higher,Landline,1,0.959,0.9424,0.3357,0.9339
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Hamilton,50 to 85 percent,Cell,1,0.7277,1.1916,0.6372,1.2259
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Hamilton,85 percent or higher,Cell,1,0.9644,0.9267,0.3689,0.9104
Und,35 to 49,Some college or trade school,Other,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Non-White,Hamilton,Less than 50 percent,Cell,1,0.338,1.361,2.4015,1.4821
Rep,65 and older,High school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Warren,85 percent or higher,Cell,1,0.9516,1.0327,0.8675,1.0241
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Hamilton,85 percent or higher,Landline,1,0.97,1.1196,0.4892,1.1088
Rep,18 to 34,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Warren,50 to 85 percent,Landline,1,0.7068,1.1814,1.5701,1.2212
Dem,18 to 34,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,18 to 39,Postgraduate Degree,Non-White,Cincinnati,Less than 50 percent,Cell,1,0.3938,0.9769,1.7192,1.04
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Warren,50 to 85 percent,Landline,1,0.849,0.7186,0.4094,0.7054
Dem,65 and older,High school,White,Male,White,Approve,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Hamilton,50 to 85 percent,Landline,1,0.7851,1.017,0.8132,1.0339
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Warren,50 to 85 percent,Cell,1,0.7519,0.6839,0.3655,0.6999
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Hamilton,Less than 50 percent,Cell,1,0.3272,1.1246,1.6074,1.2308
3,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Hamilton,Less than 50 percent,Cell,1,0.2818,1.3399,2.4279,1.661
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Warren,85 percent or higher,Landline,1,0.9534,1.0459,0.49370000000000003,1.037
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Non-White,Cincinnati,Less than 50 percent,Cell,0.7778,0.3913,1.2158,2.1839,1.1723
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Warren,50 to 85 percent,Cell,0.8889,0.6622,1.1542,0.8297,1.1228
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Asian,Approve,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Non-White,Cincinnati,50 to 85 percent,Landline,1,0.742,0.7576,0.5137,0.7964
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Hamilton,Less than 50 percent,Cell,1,0.4598,1.3889,1.7129,1.5527
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Warren,50 to 85 percent,Cell,1,0.5636,0.6839,0.4869,0.6952
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cincinnati,50 to 85 percent,Cell,1,0.836,0.8076,0.4292,0.8276
