response,ager,educ,file_race,gender,race_eth,approve,FLAMED4,SENC,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_noasian,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,[DO NOT READ] Refused,White,Female,White,Approve,No,Rep.,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Southwest,50 to 85 percent,Landline,1,0.7924,1.1526,0.8903,1.133,2018-10-26 23:29:48
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,Black,Southeast,50 to 85 percent,Cell,0.4444,0.5568,0.9172,0.9137,0.8279,2018-10-26 23:29:57
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Southwest,85 percent or higher,Cell,1,0.9868,0.9817,0.5655,0.9724,2018-10-26 23:29:57
Und,65 and older,Grade school,Hispanic,Female,Hispanic,Disapp.,No,Dem.,65 and older,High School Grad. or Less,Democratic,Female,Not at all likely,Democrat,Nonwhite,65 and older,Hispanic,Southeast,Less than 50 percent,Cell,0,0.363,2.0494,3.5752,0.5288,2018-10-26 23:30:06
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Cell,1,0.9884,1.1364,0.6405,1.1225,2018-10-26 23:31:18
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,No,Rep.,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,I-4,50 to 85 percent,Cell,1,0.7206,0.748,0.5539,0.7689,2018-10-26 23:31:54
Dem,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Cell,1,0.5312,0.8741,0.9088,0.9897,2018-10-26 23:34:18
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,I-4,85 percent or higher,Cell,1,0.982,1.3605,0.8128,1.3367,2018-10-26 23:34:27
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,No,Rep.,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,I-4,85 percent or higher,Cell,1,0.9634,0.9979,0.6109,0.9863,2018-10-26 23:36:24
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Yes,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Southwest,85 percent or higher,Landline,1,0.8519,0.8041,0.3921,0.8059,2018-10-26 23:37:00
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Cell,1,0.9902,1.0316,0.565,1.0191,2018-10-26 23:39:24
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,No,Dem.,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",35 to 49,White,I-4,Less than 50 percent,Cell,1,0.2282,0.5864,1.1166,0.8281,2018-10-26 23:46:30
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Cell,1,0.9452,0.8073,0.4642,0.7991,2018-10-26 23:47:06
Rep,18 to 34,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Rep.,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,White,Central,Less than 50 percent,Cell,1,0.3707,0.6932,1.1381,0.8078,2018-10-26 23:47:24
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Southeast,85 percent or higher,Landline,1,0.925,1.1006,0.6432,1.1024,2018-10-26 23:48:54
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,No,Rep.,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Unknown,I-4,50 to 85 percent,Cell,1,0.5093,0.6536,0.3974,0.7476,2018-10-26 23:50:51
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,No,Rep.,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southwest,50 to 85 percent,Landline,1,0.6224,0.9683,0.7788,1.0563,2018-10-26 23:53:15
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Black,Southeast,Less than 50 percent,Cell,1,0.4892,0.8892,0.8774,0.9173,2018-10-26 23:54:09
Rep,65 and older,Some college or trade school,White,Male,White,Approve,No,Rep.,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,I-4,Less than 50 percent,Landline,1,0.4818,1.2427,1.3011,1.4407,2018-10-26 23:59:42
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,No,Dem.,30 to 44,Some College Educ.,Democratic,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Central,50 to 85 percent,Cell,1,0.6782,0.7809,0.6355,0.777,2018-10-26 23:59:51
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Yes,Rep.,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,I-4,50 to 85 percent,Cell,1,0.6257,0.4821,0.3098,0.5076,2018-10-27 00:01:03
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Rep.,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Southwest,Less than 50 percent,Cell,1,0.1983,1.6745,5.1292,2.2453,2018-10-27 00:03:18
Dem,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Disapp.,Don't know,Dem.,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",35 to 49,White,Southeast,50 to 85 percent,Cell,1,0.8201,1.0015,0.6422,1.028,2018-10-27 00:06:54
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Yes,Rep.,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southeast,85 percent or higher,Landline,0.7778,0.9278,0.8769,0.4177,0.842,2018-10-27 00:08:15
Rep,65 and older,High school,White,Male,White,Approve,No,Rep.,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,North/Rural,85 percent or higher,Cell,1,0.9903,2.2862,1.6923,2.2585,2018-10-27 00:09:09
Rep,18 to 34,Graduate or Professional Degree,Asian,Female,White,Approve,No,Don't know,30 to 44,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Other Non-White,Southeast,Less than 50 percent,Cell,0.6667,0.2144,0.8377,2.3334,0.4735,2018-10-27 00:11:33
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Yes,Rep.,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",18 to 34,White,I-4,Less than 50 percent,Cell,1,0.2167,0.7589,1.9078,1.0871,2018-10-27 00:11:42
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,I-4,50 to 85 percent,Cell,1,0.6499,0.855,0.8422,0.8943,2018-10-27 00:11:51
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Hispanic,Southeast,85 percent or higher,Cell,1,0.8961,0.7578,0.4189,0.7545,2018-10-27 00:12:18
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Yes,Rep.,45 to 64,Some College Educ.,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,I-4,85 percent or higher,Cell,1,0.901,1.3253,0.8513,1.3344,2018-10-27 00:17:15
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,I-4,85 percent or higher,Cell,1,0.9337,1.2136,0.7249,1.2028,2018-10-27 00:18:45
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Southeast,Less than 50 percent,Cell,1,0.231,0.7125,1.2616,1.0026,2018-10-27 00:21:54
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Southwest,85 percent or higher,Cell,1,0.9463,0.8041,0.353,0.802,2018-10-27 00:23:24
Dem,50 to 64,Bachelors' degree,Other,Male,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,Other Non-White,I-4,85 percent or higher,Landline,1,0.9908,0.6905,0.3797,0.6837,2018-10-27 00:24:00
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Southeast,85 percent or higher,Cell,1,0.9805,1.4617,0.7909,1.4491,2018-10-27 00:28:39
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,Black,Central,50 to 85 percent,Cell,1,0.6869,0.7243,0.4798,0.7727,2018-10-27 00:30:52
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,65 and older,Postgraduate Degree,Other,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",65 and older,White,Central,85 percent or higher,Landline,1,0.9872,0.6837,0.3213,0.6772,2018-10-27 00:30:52
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Yes,Rep.,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southwest,85 percent or higher,Cell,1,0.952,0.8041,0.3509,0.8011,2018-10-27 00:34:55
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,White,I-4,50 to 85 percent,Cell,1,0.5564,0.855,0.9838,0.8684,2018-10-27 00:36:43
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,I-4,85 percent or higher,Landline,1,0.9895,0.6795,0.2776,0.6729,2018-10-27 00:37:19
Und,35 to 49,Graduate or Professional Degree,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Dem.,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,35 to 49,Black,North/Rural,50 to 85 percent,Cell,1,0.5938,0.3597,0.2151,0.3627,2018-10-27 00:40:28
Und,[DO NOT READ] Refused,Bachelors' degree,Black,Female,Black,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,35 to 49,Black,Southeast,50 to 85 percent,Cell,1,0.6454,0.6394,0.4792,0.5768,2018-10-27 00:41:49
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Don't know,No,Rep.,30 to 44,Some College Educ.,Republican,Male,Already voted,or as a member of another political party,Nonwhite,35 to 49,White,Southwest,Less than 50 percent,Cell,1,0.3894,1.3443,1.9602,1.644,2018-10-27 00:42:25
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,Hispanic,Southeast,Less than 50 percent,Cell,0.4444,0.427,1.0536,1.3934,0.6076,2018-10-27 00:43:19
Dem,65 and older,Graduate or Professional Degree,White,Male,Other,Don't know,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,65 and older,White,Southeast,85 percent or higher,Cell,1,0.9105,0.7546,0.3457,0.738,2018-10-27 00:46:58
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,Southeast,85 percent or higher,Landline,1,0.9961,0.6958,0.3159,0.6887,2018-10-27 00:51:37
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,No,Dem.,65 and older,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southeast,50 to 85 percent,Landline,1,0.7409,0.8249,0.5446,0.8654,2018-10-27 00:52:04
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Yes,Dem.,18 to 29,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,White,I-4,85 percent or higher,Cell,1,0.8937,0.7822,0.4777,0.7888,2018-10-27 00:54:55
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Other,Disapp.,Yes,Dem.,18 to 29,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Cell,1,0.6651,0.4513,0.2945,0.4849,2018-10-27 00:55:13
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,No,Rep.,18 to 29,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,18 to 34,Hispanic,Southeast,50 to 85 percent,Cell,1,0.5582,0.748,0.7714,0.8369,2018-10-27 00:55:40
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,I-4,Less than 50 percent,Cell,1,0.1735,1.9283,8.9693,2.3459,2018-10-27 00:56:34
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,No,Rep.,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Cell,1,0.9822,0.6266,0.2797,0.621,2018-10-27 00:57:37
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Central,50 to 85 percent,Cell,1,0.7995,0.3404,0.1626,0.3443,2018-10-27 00:58:49
Dem,18 to 34,Graduate or Professional Degree,White,Female,Asian,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,White,Southeast,Less than 50 percent,Cell,1,0.4508,0.8428,1.0507,0.9437,2018-10-27 01:02:09
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Yes,Dem.,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Black,Central,50 to 85 percent,Cell,0.8889,0.6633,0.5316,0.4838,0.5422,2018-10-27 01:04:06
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Yes,Rep.,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southwest,50 to 85 percent,Cell,1,0.7336,0.879,0.5839,0.9242,2018-10-27 01:04:33
Dem,65 and older,High school,Black,Female,Black,Disapp.,Yes,Dem.,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Central,50 to 85 percent,Landline,1,0.5956,1.3437,1.4644,1.4272,2018-10-27 01:04:33
Rep,50 to 64,High school,White,Female,White,Approve,Yes,Rep.,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,I-4,50 to 85 percent,Landline,1,0.6298,1.6422,1.8449,1.7867,2018-10-27 01:06:12
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,No,Rep.,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Cell,1,0.8753,0.6266,0.3138,0.6257,2018-10-27 01:07:06
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,No,Dem.,65 and older,Some College Educ.,Democratic,Female,Not at all likely,Democrat,Nonwhite,65 and older,Black,Southeast,50 to 85 percent,Landline,0,0.6183,0.929,0.6512,0.3246,2018-10-27 01:10:15
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,No,Dem.,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Southeast,85 percent or higher,Cell,1,0.9174,1.1082,0.7348,1.1004,2018-10-27 01:13:06
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Landline,1,0.9722,0.8295,0.472,0.8195,2018-10-27 01:13:15
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southeast,50 to 85 percent,Landline,1,0.7853,0.5656,0.2718,0.586,2018-10-27 01:13:51
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Yes,Rep.,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,Nonwhite,50 to 64,White,I-4,50 to 85 percent,Cell,1,0.668,0.6218,0.4659,0.6675,2018-10-27 01:14:18
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Southwest,50 to 85 percent,Cell,1,0.6598,0.6284,0.4043,0.6556,2018-10-27 01:14:18
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Yes,Rep.,65 and older,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southwest,50 to 85 percent,Cell,1,0.7215,0.6639,0.3554,0.7006,2018-10-27 01:16:27
Dem,18 to 34,Graduate or Professional Degree,Other,Female,Asian,Disapp.,Yes,Dem.,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Other Non-White,I-4,Less than 50 percent,Landline,1,0.4276,0.6317,0.7928,0.7148,2018-10-27 01:21:42
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,No,Rep.,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,I-4,Less than 50 percent,Cell,0.8889,0.3337,1.1763,1.9548,1.214,2018-10-27 01:23:30
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Male,Black,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,Nonwhite,65 and older,Black,North/Rural,Less than 50 percent,Cell,0.4444,0.4815,0.9414,0.9941,0.5602,2018-10-27 01:24:06
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,No,Dem.,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Southeast,50 to 85 percent,Cell,1,0.6431,0.9417,0.8019,0.9868,2018-10-27 01:24:33
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Yes,Rep.,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Southwest,85 percent or higher,Cell,1,0.9328,0.8041,0.3582,0.8041,2018-10-27 01:25:36
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southwest,50 to 85 percent,Landline,1,0.8233,0.6815,0.3241,0.6864,2018-10-27 01:28:36
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,I-4,Less than 50 percent,Cell,1,0.0929,1.0965,4.2648,1.7665,2018-10-27 01:29:21
Dem,65 and older,High school,Black,Male,Black,Disapp.,No,Dem.,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,North/Rural,50 to 85 percent,Cell,1,0.5911,1.2836,1.2439,1.3652,2018-10-27 01:29:30
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Yes,Rep.,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Southwest,85 percent or higher,Cell,1,0.8652,0.7415,0.3861,0.7416,2018-10-27 01:31:13
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Democrat,Nonwhite,18 to 34,Hispanic,Central,50 to 85 percent,Cell,0.7778,0.5448,0.8532,0.9542,0.6916,2018-10-27 01:31:13
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,Black,Southeast,50 to 85 percent,Landline,1,0.5939,0.929,0.6779,1.0245,2018-10-27 01:33:19
Dem,35 to 49,Graduate or Professional Degree,Black,Male,[DO NOT READ] Don't know/Refused,Don't know,Yes,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,Black,Southeast,50 to 85 percent,Cell,1,0.6275,0.4625,0.2837,0.4867,2018-10-27 01:35:07
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,I-4,50 to 85 percent,Landline,1,0.6108,0.9097,0.7515,0.9619,2018-10-27 01:35:16
Dem,65 and older,High school,Black,Female,Other,Disapp.,Don't know,Dem.,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,I-4,50 to 85 percent,Landline,1,0.6618,1.3709,1.1878,1.4294,2018-10-27 01:38:52
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Hispanic,Southeast,Less than 50 percent,Cell,1,0.22,1.0769,2.8285,1.4093,2018-10-27 01:39:01
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Yes,Rep.,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Cell,1,0.913,0.6266,0.3009,0.6225,2018-10-27 01:48:15
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,50 to 64,Hispanic,I-4,85 percent or higher,Landline,1,0.8974,0.6028,0.3085,0.5895,2018-10-27 01:51:51
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,Approve,No,Rep.,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,35 to 49,White,I-4,50 to 85 percent,Cell,1,0.5058,0.748,0.789,0.7684,2018-10-27 01:52:18
Dem,18 to 34,High school,Black,Female,Black,Disapp.,Yes,Dem.,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Black,North/Rural,50 to 85 percent,Cell,1,0.5888,1.5184,2.0296,1.6161,2018-10-27 01:53:12
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,White,I-4,85 percent or higher,Cell,0.4444,0.9974,1.566,0.9691,1.5227,2018-10-27 02:00:24
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Yes,Dem.,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Cell,1,0.5673,0.5975,0.5769,0.666,2018-10-27 02:01:18
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Don't know,Rep.,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,I-4,50 to 85 percent,Cell,1,0.8302,0.6849,0.4242,0.6715,2018-10-27 02:01:27
Dem,65 and older,High school,Black,Female,Black,Disapp.,Yes,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,North/Rural,50 to 85 percent,Landline,0.7778,0.6741,1.414,1.2344,1.4053,2018-10-27 15:35:12
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Southeast,Less than 50 percent,Landline,1,0.4577,1.1863,1.5385,1.3243,2018-10-27 15:40:18
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Republican,Male,Already voted,Democrat,Nonwhite,18 to 34,Hispanic,Southwest,50 to 85 percent,Cell,1,0.5217,0.911,0.9273,1.0359,2018-10-27 15:57:43
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Other,Female,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,Hispanic,I-4,Less than 50 percent,Cell,0.4444,0.3812,1.1106,1.6708,0.4527,2018-10-27 16:03:06
