response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.9198,1.2103,0.9277,1.1944,2018-10-15 22:36:02
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.8954,0.439,0.8929,2018-10-15 22:37:14
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",Less than 50 percent,Landline,0.6667,0.3656,1.1546,1.4194,1.0616,2018-10-15 22:40:50
3,35 to 49,Graduate or Professional Degree,Unknown,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,Nonwhite,35 to 49,Postgraduate Degree,Unknown,"Morris, well-educ.",Less than 50 percent,Landline,1,0.403,1.0036,1.4486,1.1598,2018-10-15 22:41:26
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.8307,0.7923,0.3953,0.8042,2018-10-15 22:48:20
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.455,1.1526,1.4511,2018-10-15 22:48:29
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.2303,0.6104,1.2269,2018-10-15 22:49:50
Dem,50 to 64,High school,Unknown,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Unknown,Essex,85 percent or higher,Landline,1,0.9066,1.3028,0.973,1.2856,2018-10-15 22:54:47
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.732,0.3028,0.73,2018-10-15 22:56:26
Und,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Essex,50 to 85 percent,Landline,1,0.5958,0.9347,0.6173,0.9507,2018-10-15 23:03:42
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.7906,0.3625,0.7819,2018-10-15 23:08:48
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.8393,0.3901,0.837,2018-10-15 23:10:00
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,50 to 64,4-year College Grad.,Non-White,Rest,Less than 50 percent,Landline,1,0.3527,1.5706,2.217,1.7107,2018-10-15 23:11:21
Rep,18 to 34,Bachelors' degree,White,Female,Hispanic,Approve,Don't know,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,White,Passaic,Less than 50 percent,Landline,0,0.2928,0.8274,1.6174,0.2002,2018-10-15 23:11:48
Dem,50 to 64,High school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Unknown,Essex,85 percent or higher,Landline,1,0.9128,1.2212,0.8587,1.2051,2018-10-15 23:15:33
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.6194,0.346,0.6177,2018-10-15 23:16:39
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Passaic,50 to 85 percent,Landline,1,0.5673,1.1151,1.2615,1.1403,2018-10-15 23:20:42
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Passaic,50 to 85 percent,Landline,1,0.7033,1.2628,1.2324,1.3152,2018-10-16 00:16:50
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.9295,0.7578,0.5049,0.7582,2018-10-16 00:17:35
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Non-White,Essex,85 percent or higher,Cell,1,0.9566,0.8361,0.5442,0.8344,2018-10-16 00:18:20
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.7856,0.966,0.6719,0.9885,2018-10-16 00:19:05
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.9303,1.0482,0.7752,1.0346,2018-10-16 00:20:53
Dem,18 to 34,Some college or trade school,Unknown,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Unknown,"Morris, well-educ.",Less than 50 percent,Cell,0.8889,0.4238,1.0665,2.3159,1.0816,2018-10-16 00:21:29
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,Postgraduate Degree,Non-White,"Morris, well-educ.",85 percent or higher,Cell,1,0.9078,0.8604,0.4816,0.8728,2018-10-16 00:21:38
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Favorable,Don't know,18 to 29,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,Essex,Less than 50 percent,Landline,0.8889,0.1006,0.5314,1.814,0.6625,2018-10-16 00:22:23
Dem,18 to 34,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Very likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,18 to 34,4-year College Grad.,White,"Morris, well-educ.",Less than 50 percent,Cell,0.8889,0.3751,0.8827,1.4467,0.9069,2018-10-16 00:22:50
Und,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,Essex,Less than 50 percent,Cell,1,0.3378,0.4981,0.7158,0.5974,2018-10-16 00:22:50
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.965,0.908,0.5414,0.9055,2018-10-16 00:23:53
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Essex,85 percent or higher,Cell,1,0.9091,0.9143,0.5384,0.917,2018-10-16 00:24:02
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Cell,0.8889,0.8558,1.0482,0.8428,1.0212,2018-10-16 00:24:38
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,50 to 64,No 4-year College Degree,White,Rest,50 to 85 percent,Landline,1,0.7463,1.123,0.8968,1.1185,2018-10-16 00:24:47
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.8685,1.0283,0.7286,1.0155,2018-10-16 00:25:50
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Rest,Less than 50 percent,Cell,1,0.3166,1.1068,2.6128,1.3463,2018-10-16 00:25:50
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Essex,50 to 85 percent,Cell,1,0.6862,0.9163,0.6696,0.9582,2018-10-16 00:27:20
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Passaic,50 to 85 percent,Cell,1,0.5542,1.0678,0.8283,1.1595,2018-10-16 00:27:20
Rep,65 and older,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Non-White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.3717,0.7795,1.368,2018-10-16 00:28:50
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.6559,1.0813,0.7345,1.1762,2018-10-16 00:29:17
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.9016,0.6988,0.67,0.6896,2018-10-16 00:29:53
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Essex,85 percent or higher,Cell,1,0.965,1.1481,0.7697,1.1449,2018-10-16 00:30:29
Und,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Passaic,Less than 50 percent,Cell,0.8889,0.4501,0.8274,1.0521,0.8342,2018-10-16 00:30:56
Rep,65 and older,Graduate or Professional Degree,Other,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Essex,50 to 85 percent,Cell,0.8889,0.5863,1.083,0.9,1.0683,2018-10-16 00:31:05
Dem,18 to 34,Bachelors' degree,White,Male,White,Approve,Don't know,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,"Morris, well-educ.",Less than 50 percent,Cell,1,0.3862,0.7697,1.1256,0.8975,2018-10-16 00:31:32
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.6773,1.0939,0.9439,1.1465,2018-10-16 00:31:32
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Passaic,50 to 85 percent,Cell,1,0.7748,1.0383,0.7422,1.0886,2018-10-16 00:41:33
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,4-year College Grad.,Non-White,"Morris, well-educ.",85 percent or higher,Cell,1,0.9533,1.1409,0.8105,1.1273,2018-10-16 00:46:48
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Don't know,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.965,1.0482,0.7473,1.0454,2018-10-16 00:53:47
Rep,35 to 49,Bachelors' degree,Unknown,Male,Other,Approve,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,Unknown,Essex,Less than 50 percent,Cell,1,0.3396,1.2322,1.9332,1.3499,2018-10-16 00:56:38
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.965,1.0916,0.7058,1.0886,2018-10-16 01:20:29
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.749,0.659,0.4503,0.6562,2018-10-16 01:25:17
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Favorable,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Cell,0.7778,0.6058,0.4575,0.3837,0.435,2018-10-16 01:27:41
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,Black,Don't know,Don't know,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.9004,1.2938,0.9368,1.2992,2018-10-16 01:31:08
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.8342,0.7377,0.369,0.7483,2018-10-16 01:34:14
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Passaic,85 percent or higher,Cell,1,0.8705,0.9638,0.6344,0.9517,2018-10-16 01:41:53
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Essex,85 percent or higher,Landline,1,0.965,1.167,0.5313,1.1542,2018-10-16 21:48:32
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Rest,Less than 50 percent,Cell,1,0.36870000000000003,1.0296,2.0226,1.1141,2018-10-16 21:49:53
Und,35 to 49,High school,Hispanic,Male,White,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Not at all likely,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,Non-White,"Morris, well-educ.",Less than 50 percent,Cell,0,0.161,1.3878,8.6499,0.2965,2018-10-16 21:54:14
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.8939,1.0037,0.5175,1.0088,2018-10-16 21:55:26
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Passaic,85 percent or higher,Landline,1,0.9048,1.1311,0.5816,1.135,2018-10-16 21:55:35
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.7676,0.6706,0.4739,0.6887,2018-10-16 21:59:11
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Non-White,Passaic,85 percent or higher,Landline,1,0.9632,1.3715,1.027,1.3679,2018-10-16 21:59:20
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Essex,85 percent or higher,Landline,1,0.9193,0.7809,0.3649,0.7822,2018-10-16 22:00:14
Rep,50 to 64,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Non-White,Passaic,85 percent or higher,Landline,1,0.965,1.4282,0.8434,1.4243,2018-10-16 22:04:36
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Passaic,85 percent or higher,Landline,1,0.965,1.4549,1.1321,1.451,2018-10-16 22:05:48
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.0655,0.5159,1.0626,2018-10-16 22:09:24
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.7906,0.3625,0.7885,2018-10-16 22:12:15
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,0.8889,0.965,0.8954,0.439,0.8893,2018-10-16 22:12:51
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.6847,0.3064,0.6829,2018-10-16 22:16:54
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Essex,50 to 85 percent,Landline,1,0.6045,1.3245,0.9645,1.4158,2018-10-16 22:24:15
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.8265,0.7003,0.6861,0.7113,2018-10-16 22:28:18
Rep,50 to 64,High school,White,Male,Hispanic,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,No 4-year College Degree,White,Essex,85 percent or higher,Landline,1,0.965,1.1261,0.7879,1.123,2018-10-16 22:32:30
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Rest,Less than 50 percent,Landline,1,0.309,0.7148,1.6631,0.8741,2018-10-16 22:33:40
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Essex,85 percent or higher,Cell,1,0.8584,0.9423,0.5245,0.9521,2018-10-16 22:36:31
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Essex,50 to 85 percent,Landline,1,0.8207,1.2368,0.9424,1.2243,2018-10-16 22:37:25
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,0.8889,0.6026,0.7463,0.678,0.7782,2018-10-16 22:39:22
Und,18 to 34,High school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,No 4-year College Degree,White,Passaic,Less than 50 percent,Landline,1,0.0826,0.864,4.9215,1.2233,2018-10-16 22:46:43
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Essex,Less than 50 percent,Landline,1,0.3783,0.8744,1.9465,1.024,2018-10-16 22:51:11
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Don't know,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.9147,0.4205,0.9122,2018-10-16 22:56:08
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Postgraduate Degree,White,Essex,85 percent or higher,Landline,1,0.965,0.7809,0.3476,0.7723,2018-10-16 22:59:26
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.2938,0.8741,1.2796,2018-10-16 23:05:58
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Rest,50 to 85 percent,Landline,1,0.5467,0.9916,1.0106,1.0183,2018-10-16 23:21:58
Rep,18 to 34,Bachelors' degree,Unknown,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,18 to 34,4-year College Grad.,Unknown,Essex,50 to 85 percent,Landline,1,0.7733,0.7851,0.5346,0.8054,2018-10-16 23:33:35
