response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Cincinnati,50 to 85 percent,Cell,1,0.7434,1.0984,1.0592,1.1036,2018-09-29 00:17:19
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Warren,85 percent or higher,Cell,0.8889,0.9617,0.8894,0.3649,0.8819,2018-09-29 00:29:10
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Warren,50 to 85 percent,Cell,1,0.6873,1.103,0.7677,1.1629,2018-09-29 00:32:45
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Cincinnati,85 percent or higher,Cell,1,0.9606,0.8099,0.6708,0.8075,2018-09-29 00:38:09
Dem,65 and older,High school,White,Male,White,oppose,Approve,Support,oppose,Reps. keep House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Cell,0.7778,0.8738,1.4824,1.1489,1.3522,2018-09-29 00:38:18
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Unfavorable,agree,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 34,Unknown,Hamilton,Less than 50 percent,Cell,0.3333,0.3109,1.2479,2.365,0.7017,2018-09-29 00:44:54
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Cell,1,0.9849,0.7696,0.3589,0.7735,2018-09-29 00:47:08
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Don't know,Support,oppose,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Hamilton,Less than 50 percent,Cell,1,0.2217,0.6957,2.0036,0.92490000000000006,2018-09-29 00:50:17
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9691,0.727,0.3447,0.7309,2018-09-29 00:51:20
Rep,50 to 64,High school,White,Male,White,support,Disapp.,Support,support,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Warren,85 percent or higher,Cell,1,0.9255,1.5618,1.2273,1.5766,2018-09-29 00:54:20
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Cincinnati,85 percent or higher,Cell,1,0.939,0.7695,0.408,0.7756,2018-09-29 01:03:00
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.9754,0.8026,0.3692,0.8068,2018-09-29 01:03:09
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Hamilton,50 to 85 percent,Landline,1,0.6287,1.0044,0.5423,1.0753,2018-09-29 01:04:03
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Democrat,Nonwhite,35 to 49,Non-White,Cincinnati,Less than 50 percent,Cell,0.6667,0.0994,0.7696,3.9856,0.5732,2018-09-29 01:06:45
Und,35 to 49,Some college or trade school,White,Female,White,support,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Hamilton,Less than 50 percent,Cell,1,0.4863,0.7773,1.1545,0.8726,2018-09-29 01:06:45
Dem,18 to 34,Bachelors' degree,White,Female,Black,support,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,White,Cincinnati,Less than 50 percent,Cell,1,0.3744,0.9877,1.897,1.1689,2018-09-29 01:06:54
Dem,65 and older,High school,White,Male,White,support,Approve,Don't know,support,Don't know,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Cincinnati,50 to 85 percent,Cell,1,0.6258,1.7098,2.4328,1.8319,2018-09-29 01:07:03
Rep,50 to 64,High school,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Warren,85 percent or higher,Cell,1,0.9723,2.0282,1.2398,2.039,2018-09-29 01:09:45
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Warren,85 percent or higher,Cell,0.6667,0.8805,0.8109,0.4535,0.725,2018-09-29 01:12:09
Dem,18 to 34,Some college or trade school,White,Female,White,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,18 to 29,Some College Educ.,Other,Female,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,White,Hamilton,Less than 50 percent,Cell,0,0.3065,1.0302,2.1761,0.2549,2018-09-29 01:13:21
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",50 to 64,White,Cincinnati,85 percent or higher,Landline,1,0.9763,0.7163,0.3561,0.72,2018-09-29 01:18:01
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Favorable,Favorable,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Warren,50 to 85 percent,Cell,1,0.6844,1.0836,0.8334,1.1432,2018-09-29 01:18:10
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Cell,1,0.9805,0.727,0.3407,0.7306,2018-09-29 01:20:25
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Cell,1,0.86240000000000006,0.7466,0.4864,0.7437,2018-09-29 01:21:28
Rep,50 to 64,Some college or trade school,White,Male,Other,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.9708,0.8026,0.3709,0.8069,2018-09-29 01:22:31
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Unknown,Warren,Less than 50 percent,Cell,0.7778,0.3754,1.1317,1.8725,1.1112,2018-09-29 01:25:04
Dem,35 to 49,Some college or trade school,Black,Female,Black,Don't know,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Other,Female,Not very likely,Democrat,Nonwhite,35 to 49,Non-White,Cincinnati,Less than 50 percent,Cell,0.4444,0.2424,0.8004,2.8244,0.3778,2018-09-29 01:26:07
Rep,50 to 64,High school,White,Female,White,Don't know,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.8508,1.3395,0.9883,1.3664,2018-09-29 01:26:07
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Warren,50 to 85 percent,Cell,1,0.8462,0.9577,0.4676,0.9546,2018-09-29 01:27:37
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Check,support,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Warren,Less than 50 percent,Cell,0.8889,0.4136,0.9773,1.3517,1.0907,2018-09-29 01:28:58
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Don't know,Don't know,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Cell,0.6667,0.8754,0.7183,0.3261,0.6403,2018-09-29 01:31:43
Rep,65 and older,High school,White,Female,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,85 percent or higher,Cell,1,0.8547,1.6585,1.21,1.6907,2018-09-29 01:32:28
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Approve,Check,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Hamilton,85 percent or higher,Cell,1,0.946,0.9322,0.4115,0.939,2018-09-29 01:42:49
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Cincinnati,Less than 50 percent,Cell,1,0.2882,0.7772,1.6779,0.8811,2018-09-29 16:34:38
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Warren,85 percent or higher,Cell,1,0.8787,0.9599,0.6527,0.9749,2018-09-29 16:44:05
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Warren,50 to 85 percent,Cell,1,0.6348,1.0271,0.5308,1.0466,2018-09-29 16:59:56
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Non-White,Cincinnati,50 to 85 percent,Cell,1,0.5808,1.1425,1.1302,1.2405,2018-09-29 17:31:57
Dem,35 to 49,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,Unknown,Cincinnati,85 percent or higher,Cell,1,0.9586,1.0778,0.8922,1.0844,2018-09-29 17:32:42
Dem,50 to 64,Some college or trade school,Unknown,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,Hamilton,85 percent or higher,Cell,1,0.9847,0.9391,0.4157,0.9394,2018-09-29 17:40:29
Dem,50 to 64,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,50 to 64,Non-White,Cincinnati,85 percent or higher,Cell,1,0.9675,0.8245,0.4513,0.8001,2018-09-29 17:44:59
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Don't know,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Non-White,Hamilton,85 percent or higher,Cell,1,0.9035,0.738,0.4441,0.747,2018-09-29 17:48:02
Dem,35 to 49,Some college or trade school,Black,Female,Black,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Non-White,Cincinnati,50 to 85 percent,Cell,0.8889,0.5984,0.9805,1.0771,0.974,2018-09-29 18:00:11
Dem,18 to 34,Bachelors' degree,Black,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Non-White,Cincinnati,50 to 85 percent,Cell,1,0.7785,1.2494,0.8608,1.2912,2018-09-29 18:02:42
Dem,50 to 64,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Hamilton,85 percent or higher,Landline,1,0.9111,0.6412,0.2571,0.6484,2018-09-29 18:12:36
Und,[DO NOT READ] Refused,High school,White,Male,White,support,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Warren,50 to 85 percent,Landline,1,0.6042,1.9185,2.1308,2.0683,2018-09-29 18:16:26
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Cincinnati,85 percent or higher,Landline,1,0.981,0.7249,0.3816,0.7286,2018-09-29 18:16:35
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,Cincinnati,85 percent or higher,Cell,1,0.9192,0.6748,0.3692,0.6817,2018-09-29 18:18:41
Dem,[DO NOT READ] Refused,Some college or trade school,Black,Male,Black,oppose,Disapp.,Don't know,oppose,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Cincinnati,50 to 85 percent,Landline,1,0.5959,1.0128,0.8289,1.0946,2018-09-29 18:20:20
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Approve,Don't know,oppose,Reps. keep House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Not at all likely,Republican,"White, 4-Year College Grads",65 and older,White,Hamilton,50 to 85 percent,Landline,0,0.8184,0.8668,0.427,0.4262,2018-09-29 18:33:17
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Hamilton,85 percent or higher,Cell,1,0.9715,0.8505,0.3907,0.8551,2018-09-29 18:33:44
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Cincinnati,85 percent or higher,Cell,1,0.994,0.7909,0.4149,0.7953,2018-09-29 18:45:17
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.9455,0.7041,0.3247,0.7012,2018-09-29 18:48:21
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Hamilton,85 percent or higher,Cell,1,0.9816,0.7147,0.4082,0.7184,2018-09-29 18:48:30
Und,50 to 64,Bachelors' degree,Unknown,Female,White,Don't know,Disapp.,Check,oppose,Don't know,Favorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Hamilton,85 percent or higher,Landline,0.2222,0.9005,0.8424,0.3623,0.6834,2018-09-29 18:50:36
Dem,50 to 64,Some college or trade school,Black,Female,Hispanic,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,Cincinnati,50 to 85 percent,Landline,1,0.6956,0.8283,0.645,0.8715,2018-09-29 18:51:57
Dem,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Check,oppose,Don't know,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Warren,50 to 85 percent,Landline,1,0.5478,0.9296,0.6659,0.8482,2018-09-29 18:53:54
Rep,18 to 34,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,agree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,18 to 34,Non-White,Hamilton,85 percent or higher,Landline,0.8889,0.8913,1.0173,0.6118,0.9538,2018-09-29 18:57:30
Dem,18 to 34,Some college or trade school,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,or as a member of another political party,Nonwhite,18 to 34,White,Cincinnati,Less than 50 percent,Cell,0.6667,0.2228,1.1856,4.4382,0.8619,2018-09-29 19:05:57
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Non-White,Cincinnati,85 percent or higher,Cell,1,0.9124,0.723,0.5786,0.7195,2018-09-29 19:12:51
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Warren,85 percent or higher,Cell,1,0.9282,0.9067,0.584,0.9024,2018-09-29 19:13:18
Rep,18 to 34,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,18 to 29,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Unknown,Hamilton,Less than 50 percent,Landline,0.7778,0.499,1.4373,1.5658,1.1745,2018-09-29 19:14:03
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Cincinnati,50 to 85 percent,Cell,1,0.7815,1.0735,0.5831,1.0748,2018-09-29 19:33:33
Dem,35 to 49,Bachelors' degree,Black,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Non-White,Cincinnati,85 percent or higher,Landline,1,0.9792,0.7906,0.5502,0.7946,2018-09-29 19:46:13
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Warren,50 to 85 percent,Landline,1,0.8414,1.0086,0.6152,1.0057,2018-09-29 19:46:22
Dem,50 to 64,High school,Black,Female,Black,oppose,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Cincinnati,50 to 85 percent,Landline,1,0.7015,1.6408,1.5237,1.724,2018-09-29 19:46:49
Rep,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Hamilton,Less than 50 percent,Cell,1,0.2208,1.2229,3.0741,1.4499,2018-09-29 19:48:55
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Hamilton,85 percent or higher,Landline,1,0.8969,0.8026,0.4013,0.8131,2018-09-29 19:51:10
Und,65 and older,High school,Black,Male,Black,oppose,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Cincinnati,85 percent or higher,Landline,1,0.9677,1.5228,1.2594,1.5313,2018-09-29 19:51:19
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Cincinnati,85 percent or higher,Cell,1,0.8709,0.8225,0.6804,0.8364,2018-09-29 19:55:13
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Favorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Cincinnati,85 percent or higher,Landline,1,0.984,0.7675,0.4026,0.7714,2018-09-29 19:56:07
Und,[DO NOT READ] Refused,High school,Black,Male,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Don't know,Don't know,Dems. take House,Unfavorable,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,Non-White,Cincinnati,Less than 50 percent,Landline,0.5556,0.1062,1.4389,8.3496,0.9559,2018-09-29 20:02:27
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Cincinnati,85 percent or higher,Landline,1,0.9839,0.8225,0.4794,0.8227,2018-09-29 20:03:57
Und,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.984,0.6767,0.308,0.6768,2018-09-29 20:03:57
Und,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,50 to 85 percent,Landline,1,0.6595,2.1197,1.8012,2.2504,2018-09-29 20:07:15
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,50 to 85 percent,Landline,1,0.6624,0.9859,0.6149,1.0459,2018-09-29 20:07:15
Dem,65 and older,Grade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Hamilton,85 percent or higher,Landline,1,0.9252,1.3233,0.8889,1.3358,2018-09-29 20:11:27
Und,50 to 64,Some college or trade school,White,Male,White,Don't know,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Cincinnati,85 percent or higher,Landline,1,0.9813,0.8578,0.4897,0.8622,2018-09-29 20:20:25
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,Black,support,Don't know,Don't know,oppose,Dems. take House,Don't know,Favorable,agree,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 34,White,Hamilton,Less than 50 percent,Landline,1,0.3795,1.0302,1.7581,1.2158,2018-09-29 20:20:34
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Hamilton,50 to 85 percent,Landline,1,0.6887,0.8542,0.6115,0.8637,2018-09-29 20:20:52
Dem,65 and older,Graduate or Professional Degree,Asian,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Non-White,Hamilton,85 percent or higher,Landline,1,0.9734,0.6489,0.2815,0.6523,2018-09-29 20:21:37
