response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9604,0.9305,0.474,0.9072
Und,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,State Sen. 5,Less than 50 percent,Cell,1,0.1302,0.9245,5.0386,1.3648
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.97,0.6814,0.4111,0.6733
Dem,35 to 49,Bachelors' degree,Asian,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Other Non-White,State Sen. 5,85 percent or higher,Cell,1,0.9437,0.9431,0.4379,0.9184
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9358,0.992,0.5176,0.9866
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.8179,0.8706,0.5255,0.8734
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,State Sen. 5,Less than 50 percent,Cell,1,0.4004,0.6402,0.796,0.7736
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,State Sen. 8,85 percent or higher,Cell,1,0.8579,0.6562,0.3409,0.664
Und,18 to 34,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,"White, 4-Year College Grads",18 to 34,Hispanic,State Sen. 12,Less than 50 percent,Cell,0.1111,0.1214,1.2718,6.4474,0.2957
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,Hispanic,State Sen. 12,85 percent or higher,Cell,1,0.9174,1.1085,0.7333,1.0788
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 8,85 percent or higher,Cell,1,0.97,0.6155,0.2849,0.6052
Dem,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9377,0.9305,0.4852,0.9251
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Hispanic,State Sen. 5,85 percent or higher,Landline,1,0.9538,0.9232,0.5231,0.9087
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.807,0.5038,0.2093,0.5064
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9641,0.6617,0.2816,0.6545
Rep,65 and older,Grade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 8,50 to 85 percent,Landline,1,0.7758,1.7403,1.2968,1.7596
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,50 to 85 percent,Cell,1,0.7287,1.0158,0.7649,1.0643
Dem,50 to 64,High school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.6454,2.1355,1.6453,2.2254
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.8494,0.7969,0.4009,0.7951
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Republican,Nonwhite,35 to 49,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.3492,0.7321,1.1534,0.9166
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,State Sen. 8,Less than 50 percent,Cell,1,0.3169,2.4048,5.0543,3.0887
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,White,State Sen. 8,50 to 85 percent,Cell,1,0.7629,0.7942,0.5873,0.8051
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,White,State Sen. 5,85 percent or higher,Cell,1,0.905,0.5109,0.2203,0.5115
Und,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,Less than 50 percent,Cell,0,0.3462,2.6995,4.7697,0.8706
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,State Sen. 12,85 percent or higher,Cell,1,0.9397,0.5807,0.2899,0.5771
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.7295,0.5578,0.3313,0.5843
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9377,0.7081,0.3589,0.698
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 8,50 to 85 percent,Cell,1,0.694,1.8747,1.3376,1.9297
Dem,50 to 64,High school,Hispanic,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.9224,2.1374,1.1873,2.1316
Und,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.761,0.8167,0.5295,0.8476
Dem,18 to 34,Some college or trade school,Black,Female,Black,Don't know,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Other Non-White,State Sen. 5,50 to 85 percent,Cell,1,0.82,1.2006,0.8073,1.172
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.8884,1.7204,1.0576,1.6745
Rep,65 and older,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.97,0.7549,0.3696,0.7422
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,35 to 49,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.7077,0.7416,0.4927,0.782
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9253,0.6801,0.3671,0.6778
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,State Sen. 8,50 to 85 percent,Cell,1,0.778,0.8847,0.6882,0.8941
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,State Sen. 5,50 to 85 percent,Landline,1,0.8276,1.032,0.5624,1.0335
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,35 to 49,White,State Sen. 5,85 percent or higher,Cell,1,0.8972,0.9144,0.6304,0.8899
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,State Sen. 12,Less than 50 percent,Cell,1,0.3873,0.7687,1.1125,0.8834
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,35 to 49,White,State Sen. 8,Less than 50 percent,Cell,0.7778,0.4501,1.0207,2.0073,0.9683
Dem,18 to 34,Some college or trade school,White,Male,Other,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,White,State Sen. 5,50 to 85 percent,Cell,0.8889,0.6566,0.8733,0.7413,0.8875
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,State Sen. 5,Less than 50 percent,Cell,0.8889,0.2817,1.0273,2.7469,1.0777
Rep,18 to 34,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Favorable,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,State Sen. 5,Less than 50 percent,Cell,0.6667,0.3018,1.1225,3.2592,0.805
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,State Sen. 5,Less than 50 percent,Cell,0.7778,0.1045,2.3786,10.02,2.6511
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,Other Non-White,State Sen. 5,50 to 85 percent,Landline,1,0.8424,0.5901,0.2664,0.5994
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9422,1.7204,0.9979,1.6951
Dem,65 and older,Bachelors' degree,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Hispanic,State Sen. 8,85 percent or higher,Cell,1,0.8987,0.5589,0.2665,0.5602
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.97,0.7922,0.4712,0.7828
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,50 to 85 percent,Landline,1,0.6788,0.7915,0.6499,0.8177
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.97,0.7922,0.4712,0.773
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9288,0.7922,0.4916,0.771
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,State Sen. 8,85 percent or higher,Landline,1,0.937,1.6338,1.0378,1.6107
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 8,85 percent or higher,Cell,1,0.9475,1.0294,0.669,1.0137
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9637,1.8341,1.0399,1.8144
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.97,0.6909,0.2933,0.6828
Dem,35 to 49,Some college or trade school,White,Male,Other,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,or as a member of another political party,Nonwhite,35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.7586,0.7844,0.5365,0.7695
Dem,[DO NOT READ] Refused,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,State Sen. 12,85 percent or higher,Landline,1,0.9569,0.981,0.4697,0.9654
Dem,35 to 49,Some college or trade school,Asian,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,Other Non-White,State Sen. 5,85 percent or higher,Cell,1,0.9116,0.9058,0.4573,0.8956
Dem,65 and older,High school,White,Female,White,Disapp.,Don't know,Favorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,State Sen. 5,50 to 85 percent,Landline,1,0.6651,1.5762,1.2704,1.6341
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,State Sen. 8,Less than 50 percent,Cell,1,0.2065,0.7566,2.4481,0.9999
Dem,65 and older,High school,White,Female,Other,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9615,1.7204,0.9781,1.7025
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 8,85 percent or higher,Cell,1,0.896,0.7647,0.3566,0.7577
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,35 to 49,Hispanic,State Sen. 12,85 percent or higher,Cell,1,0.9297,0.9125,0.5623,0.8883
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,35 to 49,White,State Sen. 5,Less than 50 percent,Cell,1,0.209,0.9245,3.6203,1.0822
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9359,0.5156,0.2313,0.5083
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,State Sen. 8,Less than 50 percent,Cell,1,0.2446,0.6643,1.7003,0.9155
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,50 to 85 percent,Cell,1,0.6582,1.0829,0.9008,1.1247
Rep,50 to 64,Bachelors' degree,Asian,Female,Asian,Don't know,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,50 to 64,Other Non-White,State Sen. 12,Less than 50 percent,Cell,1,0.2545,1.4467,3.3815,1.637
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Not very likely,Independent (No party),Nonwhite,18 to 34,Hispanic,State Sen. 5,Less than 50 percent,Cell,0.7778,0.0341,1.0192,5.6538,0.6908
Und,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9559,0.4836,0.2134,0.4791
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,Unknown,State Sen. 5,85 percent or higher,Cell,1,0.9519,1.0259,0.3151,1.0099
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,State Sen. 5,85 percent or higher,Cell,1,0.9047,0.8369,0.4942,0.8145
Und,65 and older,High school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,Hispanic,State Sen. 12,85 percent or higher,Landline,1,0.908,1.9997,1.2915,2.0005
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.6982,0.8167,0.576,0.8638
Und,50 to 64,High school,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Independent (No party),Nonwhite,50 to 64,Hispanic,State Sen. 8,85 percent or higher,Landline,1,0.9473,2.0299,1.196,2.0142
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9209,1.7204,1.0207,1.7163
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9695,0.4836,0.2106,0.4779
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,State Sen. 5,85 percent or higher,Landline,1,0.8663,0.8884,0.4818,0.8972
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,State Sen. 5,50 to 85 percent,Cell,0,0.6962,0.7048,0.3988,0.2739
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,State Sen. 5,85 percent or higher,Cell,1,0.97,0.7498,0.2323,0.7317
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,Less than 50 percent,Cell,1,0.4411,2.9494,4.7628,3.4778
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,State Sen. 5,50 to 85 percent,Cell,1,0.7744,0.9448,0.4367,0.9769
Dem,35 to 49,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Other Non-White,State Sen. 5,85 percent or higher,Landline,1,0.9503,0.6441,0.2622,0.6342
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),Nonwhite,50 to 64,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.7808,0.8442,0.4893,0.8714
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,White,State Sen. 5,Less than 50 percent,Cell,1,0.3213,1.0676,2.0258,1.3662
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.9675,0.6236,0.3267,0.6132
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.9276,0.7081,0.3627,0.6892
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.2462,0.9329,2.7138,1.0614
Rep,65 and older,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,65 and older,White,State Sen. 8,50 to 85 percent,Cell,1,0.7655,0.688,0.4723,0.697
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.3073,0.8723,1.7925,1.0533
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Don't know,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),Nonwhite,18 to 34,Hispanic,State Sen. 12,50 to 85 percent,Cell,1,0.7531,1.0812,0.8088,1.1247
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9259,0.9454,0.4098,0.9331
Dem,50 to 64,Some college or trade school,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,50 to 64,Other Non-White,State Sen. 5,50 to 85 percent,Cell,0,0.7441,0.9837,0.545,0.7083
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.6662,0.5946,0.3847,0.6356
