response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,file_race_white,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Bexar,40 to 64,White,85 percent or higher,Landline,1,0.9553,0.7343,0.3513,0.7239,2018-10-15 01:43:52
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.536,0.8625,0.5849,0.931,2018-10-15 01:46:52
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Dem. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.9375,0.5535,0.2853,0.5465,2018-10-15 01:57:05
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.8169,0.8173,0.3661,0.8214,2018-10-15 01:58:53
Rep,18 to 34,High school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Bexar,18 to 39,Non-White,Less than 50 percent,Landline,0.5556,0.0345,3.6996000000000002,9.76,2.6319,2018-10-15 02:10:50
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.965,0.5397,0.1462,0.5317,2018-10-15 02:26:49
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Rep. Rio Grande,40 to 64,White,85 percent or higher,Landline,1,0.965,0.4918,0.2144,0.4844,2018-10-15 02:30:07
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Democrat,Nonwhite,Bexar,40 to 64,Non-White,50 to 85 percent,Cell,1,0.6371,1.1261,0.5448,1.1235,2018-10-15 22:34:05
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.965,0.4901,0.1917,0.4855,2018-10-15 22:35:44
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,White,50 to 85 percent,Landline,1,0.5046,0.5233,0.381,0.5713,2018-10-15 22:44:17
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Bexar,40 to 64,Non-White,50 to 85 percent,Cell,1,0.8468,1.2933,0.4608,1.293,2018-10-15 22:51:24
Und,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),Nonwhite,Dem. Rio Grande,65 and older,Non-White,85 percent or higher,Landline,1,0.8622,1.7528,1.2965,1.7103,2018-10-15 22:51:33
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Bexar,40 to 64,Non-White,85 percent or higher,Cell,1,0.926,1.4235,0.545,1.3877,2018-10-15 22:51:51
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Non-White,85 percent or higher,Landline,0.5556,0.8727,1.7528,1.2813,1.6615,2018-10-15 22:52:00
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Bexar,65 and older,White,85 percent or higher,Landline,0.8889,0.898,0.4139,0.1689,0.399,2018-10-15 22:52:32
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",Dem. Rio Grande,65 and older,White,50 to 85 percent,Landline,1,0.6707,1.4004,1.0805,1.4522,2018-10-15 22:53:21
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,40 to 64,White,85 percent or higher,Landline,1,0.9458,1.1025,0.5503,1.0878,2018-10-15 22:54:06
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,40 to 64,White,85 percent or higher,Cell,1,0.9492,1.1025,0.5484,1.0874,2018-10-15 22:55:32
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Rep. Rio Grande,18 to 39,Non-White,85 percent or higher,Cell,1,0.8711,1.4416,0.6438,1.4359,2018-10-15 22:57:24
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Don't know,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Rep. Rio Grande,40 to 64,Non-White,85 percent or higher,Cell,1,0.8816,0.7781,0.297,0.7738,2018-10-15 22:58:00
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.965,0.7358,0.2879,0.7249,2018-10-15 22:58:18
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,Less than 50 percent,Cell,1,0.4157,0.5056,0.4469,0.5736,2018-10-15 23:00:06
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rep. Rio Grande,65 and older,White,50 to 85 percent,Landline,1,0.7188,0.4765,0.15,0.4885,2018-10-15 23:03:10
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Rep. Rio Grande,40 to 64,Non-White,50 to 85 percent,Landline,1,0.8435,0.9946,0.3071,0.995,2018-10-15 23:03:33
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,40 to 64,White,85 percent or higher,Cell,1,0.9597,1.9004,1.4092,1.8728,2018-10-15 23:06:10
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",Dem. Rio Grande,40 to 64,White,50 to 85 percent,Cell,1,0.7697,1.591,1.5097,1.4017,2018-10-15 23:08:48
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,85 percent or higher,Landline,1,0.8637,1.1552,0.7885,1.1271,2018-10-15 23:10:18
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,18 to 39,White,Less than 50 percent,Cell,0.7778,0.4974,0.805,0.7964,0.8239,2018-10-15 23:11:39
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Rep. Rio Grande,65 and older,Non-White,85 percent or higher,Cell,1,0.965,0.5964,0.168,0.5827,2018-10-15 23:13:27
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Rep. Rio Grande,65 and older,Non-White,85 percent or higher,Cell,1,0.882,0.603,0.2034,0.588,2018-10-15 23:13:45
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.7179,0.8625,0.4455,0.8512,2018-10-15 23:20:15
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,White,Less than 50 percent,Cell,0.5556,0.3773,0.499,0.5208,0.2237,2018-10-15 23:24:00
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,Approve,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,White,Less than 50 percent,Landline,0.5556,0.2615,0.6747,1.6148,0.4405,2018-10-15 23:25:48
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Bexar,65 and older,Non-White,85 percent or higher,Cell,1,0.9332,0.5764,0.185,0.562,2018-10-15 23:27:00
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Don't know,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.6419,0.5944,0.296,0.621,2018-10-15 23:29:06
Und,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Approve,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Bexar,65 and older,Non-White,85 percent or higher,Cell,0.1111,0.9511,0.95,0.2836,0.8759,2018-10-15 23:29:33
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Bexar,40 to 64,Non-White,85 percent or higher,Cell,1,0.965,0.8636,0.3249,0.8508,2018-10-15 23:30:27
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Bexar,65 and older,Unknown,85 percent or higher,Landline,1,0.9379,1.928,0.5623,1.9037,2018-10-15 23:32:06
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,0.4444,0.9275,0.5567,0.1915,0.5264,2018-10-15 23:38:45
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.965,0.4752,0.1509,0.4681,2018-10-15 23:54:02
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",Dem. Rio Grande,65 and older,White,85 percent or higher,Landline,0.7778,0.8599,1.0956,0.8554,1.0381,2018-10-15 23:57:47
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.8632,0.5398,0.2451,0.5383,2018-10-16 00:10:20
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,Rep. Rio Grande,40 to 64,Non-White,Less than 50 percent,Cell,1,0.2427,1.8191,5.3261,2.3196,2018-10-16 00:18:56
Und,35 to 49,Bachelors' degree,White,Female,Hispanic,Don't know,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,Rep. Rio Grande,40 to 64,White,Less than 50 percent,Cell,0.7778,0.2604,0.5221,0.7817,0.5188,2018-10-16 00:20:35
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Approve,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,Non-White,50 to 85 percent,Cell,1,0.8442,2.2164,1.9018,2.2169,2018-10-16 00:21:02
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Cell,1,0.9615,0.682,0.212,0.672,2018-10-16 00:21:11
Rep,65 and older,High school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,Rep. Rio Grande,65 and older,White,Less than 50 percent,Cell,1,0.1311,1.0009,3.4661,1.279,2018-10-16 00:21:29
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,40 to 64,White,85 percent or higher,Landline,1,0.9268,0.7598,0.334,0.7511,2018-10-16 00:21:29
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Landline,1,0.965,0.6394,0.317,0.6299,2018-10-16 00:21:29
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Bexar,18 to 39,Non-White,Less than 50 percent,Cell,1,0.2462,1.6274,3.7917,1.8548,2018-10-16 00:21:38
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",Dem. Rio Grande,40 to 64,White,Less than 50 percent,Cell,1,0.3654,0.6926,1.7329,0.7413,2018-10-16 00:23:53
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.965,0.6393,0.202,0.6298,2018-10-16 00:24:20
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Cell,1,0.965,0.8078,0.2997,0.7892,2018-10-16 00:25:23
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,[DO NOT READ] Don't know/Refused,Republican,"White, 4-Year College Grads",Dem. Rio Grande,40 to 64,White,85 percent or higher,Cell,1,0.924,0.4381,0.3054,0.4065,2018-10-16 00:26:08
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.5955,0.601,0.3605,0.6363,2018-10-16 00:26:17
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Not at all likely,Republican,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,50 to 85 percent,Cell,1,0.565,0.6793,0.5851,0.4751,2018-10-16 00:27:11
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,Less than 50 percent,Cell,1,0.4134,0.4393,0.4969,0.499,2018-10-16 00:27:11
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.9035,0.8341,0.3561,0.8269,2018-10-16 00:27:47
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.5405,0.8625,0.5803,0.8761,2018-10-16 00:28:50
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.965,0.62,0.2436,0.6107,2018-10-16 00:29:08
Und,65 and older,Bachelors' degree,Unknown,Female,White,Don't know,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rep. Rio Grande,65 and older,Unknown,85 percent or higher,Landline,1,0.955,0.6114,0.1283,0.6028,2018-10-16 00:29:26
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Not at all likely,Democrat,Nonwhite,Rep. Rio Grande,40 to 64,Non-White,Less than 50 percent,Cell,0.7778,0.3779,2.0886,3.1969,1.1339,2018-10-16 00:29:53
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Bexar,40 to 64,Non-White,85 percent or higher,Cell,1,0.8679,1.023,0.5187,1.0194,2018-10-16 00:31:14
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,18 to 39,Non-White,50 to 85 percent,Cell,1,0.7042,2.0742,1.7444,2.1334,2018-10-16 00:40:12
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",Dem. Rio Grande,65 and older,White,Less than 50 percent,Cell,1,0.265,1.024,3.1439,1.2799,2018-10-16 00:51:07
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Bexar,40 to 64,White,85 percent or higher,Cell,1,0.965,0.5398,0.2229,0.5274,2018-10-16 00:56:13
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Bexar,40 to 64,Non-White,50 to 85 percent,Cell,1,0.6138,1.0918,0.4267,1.1497,2018-10-16 01:08:16
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,Nonwhite,Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.8021,0.5233,0.2525,0.5123,2018-10-16 01:09:37
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.5489,1.3471,0.8672,1.4475,2018-10-16 01:10:58
Und,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Don't know,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,65 and older,Non-White,85 percent or higher,Cell,1,0.8694,0.5372,0.2815,0.5352,2018-10-16 01:11:16
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,Bexar,18 to 39,Non-White,50 to 85 percent,Cell,1,0.5126,1.3358,0.9735,1.3655,2018-10-16 01:15:55
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Non-White,85 percent or higher,Cell,1,0.9513,0.5314,0.2297,0.524,2018-10-16 01:18:55
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Dem. Rio Grande,65 and older,Non-White,85 percent or higher,Landline,0.4444,0.9509,0.8855,0.4156,0.8273,2018-10-16 01:22:44
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.8851,0.6394,0.3425,0.6356,2018-10-16 01:26:38
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,Bexar,40 to 64,Non-White,50 to 85 percent,Cell,1,0.6443,1.3799,0.7404,1.3752,2018-10-16 01:28:26
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Cell,1,0.2709,0.7984,1.0785,0.8955,2018-10-16 01:28:46
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,White,50 to 85 percent,Cell,0.5556,0.514,0.6826,0.397,0.4838,2018-10-16 01:31:53
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,40 to 64,Non-White,50 to 85 percent,Cell,1,0.707,1.5843,0.633,1.6284,2018-10-16 01:33:23
Und,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,Bexar,65 and older,Non-White,85 percent or higher,Landline,1,0.901,2.1598,0.9113,2.1675,2018-10-16 01:34:05
Und,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,Non-White,Less than 50 percent,Cell,0.6667,0.1039,0.9402,4.5993,0.9545,2018-10-16 01:42:38
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.965,0.8897,0.3523,0.8765,2018-10-16 01:43:26
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Dem. Rio Grande,65 and older,White,85 percent or higher,Cell,1,0.965,0.3856,0.1948,0.3799,2018-10-16 01:50:50
Und,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Republican,Nonwhite,Rep. Rio Grande,40 to 64,Non-White,50 to 85 percent,Cell,1,0.7556,0.9946,0.3388,0.9776,2018-10-16 01:51:17
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Cell,1,0.965,1.8364,0.9187,1.794,2018-10-16 01:54:26
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Male,Not very likely,Democrat,Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Cell,0.6667,0.1316,1.0088,3.0193,0.5597,2018-10-16 01:54:53
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.965,0.5398,0.2229,0.5318,2018-10-16 01:55:20
