response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9944,0.519,0.1931,0.5258,2018-09-15 00:50:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,disagree,Disapp.,support,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, 4-Year College Grads",White,65 and older,White,Douglas,50 to 85 percent,Cell,0.4444,0.556,0.7033,0.5368,0.4487,2018-09-15 00:51:12
Rep,65 and older,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9745,0.7505,0.3429,0.76,2018-09-15 00:51:30
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.953,1.5377,0.8123,1.5592,2018-09-15 00:51:30
Rep,65 and older,Some college or trade school,Unknown,Female,White,Oppose,agree,Approve,Don't know,Don't know,Don't know,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Shawnee,85 percent or higher,Landline,1,0.9911,1.0871,0.7092,1.1009,2018-09-15 00:51:48
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9835,0.9678,0.7276,0.9798,2018-09-15 00:52:06
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Don't know,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Central,85 percent or higher,Cell,1,0.993,0.637,0.3149,0.6373,2018-09-15 00:52:42
Und,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Don't know,support,Support,agree,Reps. keep House,Favorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9853,1.2214,0.6869,1.2366,2018-09-15 00:52:51
Und,18 to 34,Bachelors' degree,Unknown,Male,White,Oppose,agree,Disapp.,oppose,Oppose,disagree,Don't know,Unfavorable,Don't know,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,Unknown,Douglas,50 to 85 percent,Cell,1,0.5066,0.5144,0.4547,0.5416,2018-09-15 00:52:51
Dem,50 to 64,High school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Central,50 to 85 percent,Landline,1,0.7932,1.4241,0.864,1.4783,2018-09-15 00:54:48
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.99,1.2689,0.6816,1.285,2018-09-15 00:54:57
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Shawnee,50 to 85 percent,Cell,1,0.6726,0.9486,0.9413,1.0111,2018-09-15 00:56:36
Dem,65 and older,High school,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9771,1.0915,0.8195,1.0984,2018-09-15 00:56:54
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Shawnee,85 percent or higher,Landline,1,0.9505,0.5756,0.3381,0.5838,2018-09-15 00:58:42
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Shawnee,85 percent or higher,Cell,1,0.91,0.8069,0.4745,0.8089,2018-09-15 00:59:36
Rep,18 to 34,Some college or trade school,White,Male,Other,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,Nonwhite,Nonwhite,18 to 34,White,Rest,85 percent or higher,Cell,1,0.9486,0.9221,0.7277,0.9253,2018-09-15 01:01:17
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Central,85 percent or higher,Cell,1,0.8853,0.6556,0.315,0.6702,2018-09-15 01:02:47
Dem,18 to 34,Some college or trade school,White,Male,Black,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Shawnee,Less than 50 percent,Cell,0.2222,0.2333,0.7803,2.9283,0.2958,2018-09-15 01:02:47
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Non-White,Shawnee,85 percent or higher,Cell,1,0.8932,1.6061,1.0423,1.6103,2018-09-15 01:04:17
Dem,35 to 49,Some college or trade school,White,Male,White,Support,Don't know,Don't know,oppose,Support,disagree,Dems. take House,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Rest,Less than 50 percent,Cell,1,0.29,1.5498,5.0459,1.9523,2018-09-15 01:05:29
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,50 to 85 percent,Landline,1,0.8319,1.1072,0.7306,1.1414,2018-09-15 01:06:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,Asian,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.9236,0.9567,0.5419,0.9592,2018-09-15 01:06:59
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.981,1.5235,0.7041,1.5425,2018-09-15 01:07:17
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.884,0.8852,0.4723,0.8877,2018-09-15 01:08:02
Dem,35 to 49,Bachelors' degree,White,Female,Other,Support,disagree,Approve,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.7609,1.1175,0.8953,1.1675,2018-09-15 01:09:32
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,0.8889,0.5794,0.9073,0.9918,0.9666,2018-09-15 01:11:20
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Cell,0.8889,0.9927,0.8364,0.3357,0.8433,2018-09-15 01:11:29
Dem,18 to 34,Bachelors' degree,White,Female,Black,Oppose,disagree,Don't know,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Female,Not very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,Central,50 to 85 percent,Cell,0.3333,0.5304,0.4285,0.5625,0.2255,2018-09-15 01:12:05
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.8661,0.5654,0.3085,0.5796,2018-09-15 01:13:17
Dem,35 to 49,High school,White,Female,White,Don't know,agree,Disapp.,Don't know,Don't know,disagree,Reps. keep House,Favorable,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,35 to 49,White,Shawnee,85 percent or higher,Cell,0.2222,0.9814,1.9612,1.9318,1.9042,2018-09-15 01:13:17
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest,50 to 85 percent,Cell,1,0.8497,0.7254,0.3996,0.7456,2018-09-15 01:13:35
Dem,18 to 34,High school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Shawnee,Less than 50 percent,Cell,0.7778,0.3193,0.9104,3.0563,0.9124,2018-09-15 01:14:02
Dem,50 to 64,Grade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Douglas,85 percent or higher,Landline,1,0.9625,1.8236,1.129,1.8317,2018-09-15 01:14:02
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.8742,0.9908,0.4887,0.9938,2018-09-15 01:15:05
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.582,1.6482,1.234,1.802,2018-09-15 01:17:51
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.8561,1.2807,0.8834,1.2855,2018-09-15 01:18:00
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Central,85 percent or higher,Cell,1,0.9168,1.1832,0.5624,1.2043,2018-09-15 01:18:27
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Central,50 to 85 percent,Cell,1,0.8352,0.6676,0.2945,0.6708,2018-09-15 01:20:06
Und,50 to 64,Some college or trade school,White,Male,White,Don't know,disagree,Approve,oppose,Support,agree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Not very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,Less than 50 percent,Cell,0.4444,0.0951,1.4175,5.6917,0.6403,2018-09-15 01:20:06
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.8878,1.061,0.5147,1.0841,2018-09-15 01:21:09
Dem,65 and older,High school,White,Female,White,Don't know,agree,Disapp.,oppose,Support,agree,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Landline,1,0.8567,1.4167,1.2784,1.4219,2018-09-15 01:21:36
Dem,35 to 49,Bachelors' degree,Other,Male,Other,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Shawnee,85 percent or higher,Landline,1,0.973,0.8189,0.5984,0.8293,2018-09-15 01:21:45
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Landline,1,0.6569,1.2625,0.9055,1.3512,2018-09-15 01:21:54
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Douglas,85 percent or higher,Cell,1,0.8601,0.926,0.6936,0.9502,2018-09-15 01:22:12
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Cell,0.4444,0.9925,1.2143,0.7723,1.2118,2018-09-15 01:22:39
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Central,85 percent or higher,Cell,1,0.9521,0.5107,0.3217,0.5126,2018-09-15 01:22:48
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Central,50 to 85 percent,Cell,1,0.8258,0.8042,0.6178,0.8299,2018-09-15 01:22:57
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.9344,1.5235,0.7392,1.5278,2018-09-15 01:23:42
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.9441,0.5493,0.3174,0.5575,2018-09-15 01:23:51
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,50 to 85 percent,Cell,0.7778,0.8337,0.5614,0.2394,0.5457,2018-09-15 01:24:36
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,White,Douglas,50 to 85 percent,Cell,1,0.7632,1.9009,0.9403,1.9849,2018-09-15 01:24:54
Und,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Don't know,Favorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Central,50 to 85 percent,Landline,1,0.8165,0.8626,0.5124,0.8916,2018-09-15 01:25:48
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Shawnee,85 percent or higher,Cell,1,0.9526,0.7913,0.5697,0.8024,2018-09-15 01:26:33
Rep,65 and older,High school,White,Male,White,Support,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9968,1.0815,0.7168,1.0961,2018-09-15 01:27:27
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.9887,1.19,0.4604,1.2004,2018-09-15 01:30:18
Rep,18 to 34,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Shawnee,Less than 50 percent,Cell,0.4444,0.3684,1.1655,4.0196,0.7417,2018-09-15 01:30:27
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Shawnee,50 to 85 percent,Cell,1,0.8109,0.8325,0.4954,0.8613,2018-09-15 01:30:54
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Douglas,85 percent or higher,Cell,0.7778,0.9382,0.9023,0.7249,0.8901,2018-09-15 01:33:32
Rep,35 to 49,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Oppose,agree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Rest,50 to 85 percent,Cell,0.8889,0.5027,1.4206,1.8086,1.5465,2018-09-15 01:34:17
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Cell,1,0.9982,0.6817,0.3214,0.6912,2018-09-15 01:35:02
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,Don't know,Disapp.,Don't know,Oppose,Don't know,Dems. take House,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Shawnee,50 to 85 percent,Cell,1,0.7208,0.53,0.3491,0.5377,2018-09-15 01:35:38
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,0.6667,0.6191,0.7087,0.6117,0.4965,2018-09-15 01:36:05
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,Oppose,disagree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Non-White,Shawnee,85 percent or higher,Cell,1,0.9972,0.694,0.3513,0.7035,2018-09-15 01:36:05
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Landline,1,0.9989,0.8503,0.3278,0.86240000000000006,2018-09-15 01:36:32
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9871,1.2807,0.7662,1.2914,2018-09-15 01:36:50
Rep,50 to 64,Graduate or Professional Degree,White,Female,Other,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7262,0.9133,0.5348,0.9612,2018-09-15 01:37:17
Und,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,oppose,Don't know,disagree,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,White,Central,85 percent or higher,Landline,1,0.9928,1.7671,1.1259,1.7898,2018-09-15 01:38:20
Rep,65 and older,High school,Black,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Non-White,Shawnee,85 percent or higher,Landline,1,0.9926,1.1296,0.8656,1.1441,2018-09-15 01:38:20
Rep,65 and older,High school,Unknown,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest,85 percent or higher,Cell,1,0.9079,1.3176,1.1029,1.3427,2018-09-15 01:39:32
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Cell,0.7778,0.7675,0.6931,0.3739,0.6706,2018-09-15 01:39:59
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,1,0.6899,0.431,0.3818,0.439,2018-09-15 01:40:08
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.9343,0.4908,0.3134,0.4922,2018-09-15 01:40:26
Und,18 to 34,Some college or trade school,Unknown,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Female,Not very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Unknown,Douglas,Less than 50 percent,Cell,0.6667,0.4872,0.9303,1.9359,0.6068,2018-09-15 01:40:35
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Landline,0,0.992,0.6706,0.3292,0.6564,2018-09-15 01:40:53
Rep,65 and older,Some college or trade school,White,Female,White,Support,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9676,1.2807,0.7817,1.2973,2018-09-15 01:41:47
Und,50 to 64,Some college or trade school,White,Male,White,Don't know,disagree,Don't know,oppose,Don't know,Don't know,Don't know,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Landline,1,0.923,1.19,0.4931,1.2104,2018-09-15 01:45:58
