response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedc,file_party_model,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Probably Trump,Unknown/Non-White,85 percent or higher,Cell,0.1111,0.9346,0.9037,0.8376,0.8507,2018-10-13 00:39:42
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Duluth,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9292,0.3738,0.2794,0.3822,2018-10-13 00:39:42
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Duluth,65 and older,Unknown,White,85 percent or higher,Landline,1,0.965,0.6957,0.5988,0.7089,2018-10-13 00:41:39
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Minn. Exurbs,40 to 64,Probably Trump,White,Less than 50 percent,Cell,1,0.4817,1.2166,2.0365,1.3863,2018-10-13 00:44:12
Und,35 to 49,Some college or trade school,White,Male,Other,Approve,Don't know,Unfavorable,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,Minn. Exurbs,40 to 64,Most Trump,White,85 percent or higher,Cell,1,0.8618,1.4001,1.3366,1.4445,2018-10-13 00:47:03
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.965,0.5711,0.4494,0.5852,2018-10-13 00:48:51
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.965,0.7835,0.627,0.7984,2018-10-13 00:51:06
Rep,65 and older,High school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,50 to 85 percent,Landline,0.2222,0.7453,1.2098,1.2819,0.8457,2018-10-13 00:53:21
Und,35 to 49,High school,White,Female,White,Don't know,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Minn. Exurbs,18 to 39,Unknown,White,50 to 85 percent,Cell,0.4444,0.6949,1.7049,2.2664,1.2839,2018-10-13 00:56:12
Dem,50 to 64,[DO NOT READ] Refused,White,Male,Black,Don't know,Don't know,Favorable,Unfavorable,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Duluth,40 to 64,Probably Clinton,White,Less than 50 percent,Cell,0.8889,0.481,0.775,0.9989,0.8545,2018-10-13 00:56:21
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Duluth,18 to 39,Probably Clinton,White,50 to 85 percent,Cell,1,0.6052,0.7457,0.9297,0.8143,2018-10-13 00:58:00
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.9485,1.0184,0.8519,1.0278,2018-10-13 01:02:01
Und,65 and older,[DO NOT READ] Refused,White,Female,White,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Duluth,65 and older,Probably Clinton,White,85 percent or higher,Landline,0.4444,0.965,0.8554,0.5958,0.7901,2018-10-13 01:03:22
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Duluth,18 to 39,Probably Clinton,White,50 to 85 percent,Cell,1,0.8301,0.7278,0.7247,0.7548,2018-10-13 01:03:22
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,40 to 64,Most Trump,Unknown/Non-White,85 percent or higher,Cell,1,0.9377,1.2759,1.1885,1.287,2018-10-13 01:04:16
Dem,35 to 49,Graduate or Professional Degree,White,Female,Other,Don't know,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Minn. Exurbs,18 to 39,Unknown,White,50 to 85 percent,Cell,1,0.8103,0.6603,0.6436,0.6872,2018-10-13 01:04:43
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,40 to 64,Probably Clinton,White,50 to 85 percent,Cell,1,0.6332,0.8052,0.8769,0.8723,2018-10-13 01:07:07
3,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,Duluth,40 to 64,Probably Clinton,White,85 percent or higher,Landline,0.6667,0.9534,0.7678,0.6608,0.7322,2018-10-13 01:13:25
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.965,1.413,1.1359,1.4397,2018-10-13 01:14:55
Dem,65 and older,High school,White,Female,White,Approve,Don't know,Don't know,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,White,85 percent or higher,Landline,0.4444,0.965,1.413,1.1359,1.4017,2018-10-13 01:20:06
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Unknown,White,50 to 85 percent,Cell,1,0.7542,1.0042,1.2161,1.0566,2018-10-13 01:24:18
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,40 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.776,0.4871,0.4305,0.5103,2018-10-13 01:24:36
Dem,50 to 64,Some college or trade school,Other,Male,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Probably Trump,Unknown/Non-White,85 percent or higher,Cell,1,0.965,1.0317,0.9556,1.0513,2018-10-13 01:24:45
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Iron Range,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.8943,1.0495,0.9507,1.0776,2018-10-13 01:26:42
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.965,0.9594,0.811,0.9695,2018-10-13 01:29:42
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Probably Clinton,White,85 percent or higher,Cell,0.8889,0.8928,1.2017,1.1023,1.1981,2018-10-13 01:30:36
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,40 to 64,Unknown,White,50 to 85 percent,Cell,1,0.5481,1.038,1.7304,1.154,2018-10-13 01:32:45
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Minn. Exurbs,40 to 64,Most Trump,White,85 percent or higher,Cell,1,0.8845,0.7523,0.5851,0.7735,2018-10-13 01:33:57
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,40 to 64,Probably Trump,White,Less than 50 percent,Cell,1,0.4976,1.177,1.9064,1.3327,2018-10-13 01:34:15
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,18 to 39,Probably Trump,White,50 to 85 percent,Cell,1,0.7353,1.0732,1.2379,1.0934,2018-10-13 01:35:18
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,Unknown/Non-White,50 to 85 percent,Cell,1,0.6834,0.454,0.5097,0.4654,2018-10-13 01:35:27
Rep,65 and older,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Duluth,65 and older,Unknown,White,85 percent or higher,Landline,1,0.965,0.6957,0.5988,0.703,2018-10-13 01:39:57
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Dems. take House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Cell,0.7778,0.965,0.5155,0.3643,0.5023,2018-10-13 01:44:09
Dem,[DO NOT READ] Refused,High school,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Minn. Exurbs,18 to 39,Probably Trump,Unknown/Non-White,50 to 85 percent,Landline,1,0.641,1.3688,2.0607,1.4118,2018-10-13 01:45:03
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Cell,1,0.965,0.8893,0.7233,0.9062,2018-10-13 01:46:06
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Iron Range,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.965,1.0754,0.8239,1.0957,2018-10-13 01:46:42
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.6792,0.9272,1.1799,1.0223,2018-10-13 01:49:22
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,40 to 64,Probably Clinton,White,85 percent or higher,Cell,1,0.965,1.2314,0.9538,1.2443,2018-10-13 01:57:01
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Duluth,18 to 39,Probably Clinton,White,85 percent or higher,Cell,1,0.8984,0.4884,0.3856,0.5012,2018-10-13 02:08:28
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,Unknown/Non-White,85 percent or higher,Cell,1,0.9505,0.8942,0.8584,0.9026,2018-10-13 16:43:14
Und,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,0.4444,0.9288,1.5453,1.421,1.5121,2018-10-13 16:58:48
3,65 and older,High school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,Unknown/Non-White,85 percent or higher,Landline,1,0.965,1.2407,1.1471,1.2642,2018-10-13 17:05:37
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Unknown,White,85 percent or higher,Landline,1,0.965,1.2541,1.2183,1.2779,2018-10-13 17:11:28
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.965,0.6739,0.5473,0.6866,2018-10-13 17:12:04
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,40 to 64,Probably Clinton,White,85 percent or higher,Cell,1,0.965,0.6457,0.4582,0.6579,2018-10-13 17:13:16
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9615,0.969,0.7726,0.9875,2018-10-13 17:15:40
Rep,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,18 to 39,Unknown,Unknown/Non-White,50 to 85 percent,Cell,1,0.8333,0.5821,0.5856,0.6034,2018-10-13 17:16:55
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Minn. Exurbs,40 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.5464,0.9145,1.5045,1.0173,2018-10-13 17:17:31
Rep,50 to 64,Grade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,40 to 64,Unknown,White,50 to 85 percent,Cell,1,0.8106,1.4277,1.4356,1.4857,2018-10-13 17:18:25
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Unknown,White,50 to 85 percent,Cell,1,0.6253,1.4277,1.861,1.5499,2018-10-13 17:24:16
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,1,0.955,1.1138,1.0187,1.1245,2018-10-13 17:25:46
Rep,65 and older,[DO NOT READ] Refused,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Unknown,White,85 percent or higher,Cell,1,0.9401,1.4442,1.1801,1.4746,2018-10-13 17:32:41
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Iron Range,18 to 39,Probably Trump,White,85 percent or higher,Cell,1,0.8684,1.1216,0.9716,1.156,2018-10-13 17:37:20
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Most Trump,White,50 to 85 percent,Cell,1,0.8491,0.6108,0.4635,0.6314,2018-10-13 17:41:32
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Most Trump,Unknown/Non-White,85 percent or higher,Landline,1,0.965,1.2936,1.1257,1.3181,2018-10-13 17:46:44
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Minn. Exurbs,65 and older,Unknown,White,85 percent or higher,Landline,1,0.965,0.6048,0.4346,0.6112,2018-10-13 17:49:26
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.9036,1.2851,1.2168,1.3178,2018-10-13 17:50:56
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.5921,0.4982,0.6081,0.5181,2018-10-13 17:53:29
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.965,0.5711,0.4494,0.5819,2018-10-13 17:54:59
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,Iron Range,18 to 39,Probably Clinton,White,85 percent or higher,Cell,0.8889,0.9175,1.1905,0.9495,1.189,2018-10-13 17:58:35
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.965,0.8029,0.5864,0.8181,2018-10-13 17:59:11
Und,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Dems. take House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Duluth,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.965,0.3496,0.2408,0.3562,2018-10-13 18:03:44
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.9513,1.2963,1.2779,1.3222,2018-10-13 18:06:35
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Duluth,40 to 64,Unknown,White,85 percent or higher,Landline,1,0.965,0.4411,0.3277,0.4458,2018-10-13 18:07:11
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.965,0.7835,0.627,0.8029,2018-10-13 18:09:35
Und,35 to 49,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,40 to 64,Unknown,Unknown/Non-White,50 to 85 percent,Cell,1,0.6862,0.9151,1.293,0.9778,2018-10-13 18:14:23
Rep,50 to 64,High school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,Unknown/Non-White,85 percent or higher,Cell,1,0.8941,1.4641,1.5079,1.4157,2018-10-13 18:14:23
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,18 to 39,Probably Clinton,White,Less than 50 percent,Cell,1,0.1984,1.1447,4.1988,1.5822,2018-10-13 18:22:38
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,40 to 64,Unknown,White,85 percent or higher,Landline,1,0.9567,1.3143,1.2385,1.34,2018-10-13 18:23:50
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,40 to 64,Unknown,White,50 to 85 percent,Cell,0.5556,0.7876,1.038,1.2041,0.8637,2018-10-13 18:28:02
Dem,18 to 34,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,18 to 39,Unknown,White,85 percent or higher,Cell,1,0.8743,1.3341,1.122,1.3738,2018-10-13 18:29:41
Und,18 to 34,High school,Unknown,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 39,Unknown,Unknown/Non-White,50 to 85 percent,Cell,1,0.5826,1.6141,2.3843,1.7746,2018-10-13 18:39:09
Und,35 to 49,High school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Male,Very likely,or as a member of another political party,Nonwhite,Nonwhite,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.847,1.3182,1.2005,1.3312,2018-10-13 18:45:09
Dem,18 to 34,High school,White,Male,White,Don't know,Dems. take House,Favorable,Don't know,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,18 to 39,Probably Clinton,White,50 to 85 percent,Cell,1,0.5202,1.6195,2.2922,1.8183,2018-10-13 18:45:36
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Iron Range,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.965,0.6168,0.4258,0.6233,2018-10-13 18:54:25
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Unknown,White,50 to 85 percent,Cell,1,0.7409,1.0042,1.238,1.0596,2018-10-13 19:04:49
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Probably Clinton,White,85 percent or higher,Cell,1,0.9519,1.2017,1.0339,1.2257,2018-10-13 19:06:19
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.9444,0.9678,0.9162,0.9765,2018-10-13 19:17:07
Rep,18 to 34,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,18 to 39,Probably Trump,Unknown/Non-White,85 percent or higher,Cell,1,0.9445,1.6947,1.6214,1.7296,2018-10-13 19:21:45
Rep,50 to 64,Some college or trade school,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,Nonwhite,Nonwhite,Iron Range,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.8941,1.2541,1.315,1.2646,2018-10-13 19:21:45
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,40 to 64,Unknown,White,85 percent or higher,Landline,1,0.8756,1.0495,0.9709,1.0804,2018-10-13 19:23:15
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",White,Minn. Exurbs,40 to 64,Unknown,White,50 to 85 percent,Cell,0.4444,0.5463,0.8686,1.2553,0.4214,2018-10-13 19:23:42
