response,ager,educ,file_race,gender,race_eth,approve,GOVHR,NFLA,NFLRIGHT,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,support,oppose,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,Less than 50 percent,Landline,0.4444,0.1213,1.0428,5.1094,0.611
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,Nonwhite,Major Suburbs,65 and older,Postgraduate Degree,Hispanic,Less than 50 percent,Landline,1,0.1159,1.1215,3.5206,1.7247
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Rio Grande/South,40 to 64,4-year College Grad.,Hispanic,85 percent or higher,Landline,1,0.9778,0.8274,0.404,0.8236
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9818,0.6757,0.2657,0.6726
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",Rural,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.894,0.6791,0.2814,0.6693
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Lib./Don't know,support,support,Don't know,Rep.,Unfavorable,45 to 64,Some College Educ.,Other,Male,Not very likely,or as a member of another political party,"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,0.2222,0.4275,1.267,1.691,0.549
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9913,1.0353,0.5851,1.0308
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.4095,1.1714,2.033,1.3477
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Dem.,oppose,oppose,Favorable,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,White,50 to 85 percent,Landline,0.8889,0.6069,1.3856,1.1812,1.3619
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dem.,oppose,oppose,Don't know,Don't know,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Rural,65 and older,No 4-year College Degree,Other Non-White,50 to 85 percent,Landline,1,0.709,1.228,1.3439,1.2756
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Dem.,oppose,oppose,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Major City,40 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Landline,1,0.3232,1.7303,3.2451,2.0926
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Major City,18 to 39,Postgraduate Degree,Other Non-White,Less than 50 percent,Landline,1,0.4466,0.9845,1.5271,1.1131
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,support,support,Unfavorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",Rural,65 and older,Postgraduate Degree,White,Less than 50 percent,Cell,1,0.1444,0.6882,2.43,0.8731
Dem,65 and older,Some college or trade school,Black,Female,Black,Don't know,Dem.,Don't know,Don't know,Don't know,Dem.,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Rural,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.9726,1.1335,0.8631,1.1285
Rep,65 and older,Some college or trade school,Black,Female,White,Disapp.,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,Other Non-White,50 to 85 percent,Landline,1,0.8018,1.4151,0.9969,1.4419
Rep,50 to 64,Some college or trade school,Black,Male,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Don't know,45 to 64,Some College Educ.,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,Other Non-White,Less than 50 percent,Landline,0.4444,0.1654,1.1926,5.3398,0.5374
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9825,1.1311,0.5252,1.1259
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9036,1.099,0.7445,1.1017
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.658,0.762,0.4332,0.8015
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rural,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9706,0.6791,0.2592,0.6761
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rio Grande/South,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9801,1.0833,0.6991,1.0783
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rural,40 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.947,0.6457,0.311,0.644
Und,35 to 49,Some college or trade school,White,Female,White,Disapp.,Lib./Don't know,oppose,oppose,Favorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,0.7778,0.4815,1.3836,1.685,1.3246
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Major Suburbs,18 to 39,4-year College Grad.,White,50 to 85 percent,Cell,1,0.5107,0.8659,0.7581,0.9536
Dem,50 to 64,High school,Unknown,Male,Other,Disapp.,Dem.,Don't know,oppose,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,Rural,40 to 64,No 4-year College Degree,Unknown,Less than 50 percent,Landline,1,0.3147,1.0363,2.4117,0.8681
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9022,1.2008,0.6633,1.2039
Dem,50 to 64,Bachelors' degree,Other,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,1,0.843,0.7643,0.3455,0.7732
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Minor City,40 to 64,No 4-year College Degree,White,Less than 50 percent,Landline,1,0.309,1.127,2.0687,1.3764
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9856,0.7212,0.2346,0.7179
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.7173,1.0443,0.944,1.0827
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9421,1.0527,0.7108,1.0505
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Minor City,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9849,0.7339,0.213,0.7305
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9814,0.7257,0.2584,0.7224
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Minor City,18 to 39,4-year College Grad.,White,Less than 50 percent,Cell,1,0.4101,0.8553,1.0016,0.9837
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",Major City,18 to 39,[DO NOT READ] Don't know/Refused,White,Less than 50 percent,Landline,0.4444,0.2898,1.1696,2.3704,0.9364
Rep,65 and older,High school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9447,1.2352,0.6131,1.2183
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.5902,0.748,0.5585,0.802
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,18 to 39,No 4-year College Degree,Hispanic,Less than 50 percent,Landline,1,0.2424,1.8003,6.0491,2.3218
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9776,0.7209,0.2984,0.7132
Rep,50 to 64,High school,White,Female,White,Approve,Rep.,oppose,Don't know,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.4204,1.2442,1.8203,1.4237
3,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,Less than 50 percent,Landline,1,0.4417,1.1714,1.885,1.3273
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Rep.,oppose,support,Don't know,Rep.,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Minor City,18 to 39,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8653,1.1524,0.7627,1.1615
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Lib./Don't know,support,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Major City,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,0,0.865,0.8652,0.4035,0.7414
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Favorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Major City,65 and older,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.7202,1.4253,0.9634,1.4218
Rep,65 and older,Some college or trade school,White,Female,Hispanic,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,Major City,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9896,1.3736,0.6205,1.3626
Dem,[DO NOT READ] Refused,High school,White,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9884,1.1831,0.5833,1.1778
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Lib./Don't know,oppose,support,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9732,0.7106,0.2289,0.7075
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Other,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,Minor City,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9722,1.1877,0.5771,1.1742
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Rep.,oppose,oppose,Favorable,Rep.,Don't know,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Rio Grande/South,18 to 39,4-year College Grad.,Hispanic,Less than 50 percent,Landline,1,0.1417,0.9483,4.4669,0.9207
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Major Suburbs,18 to 39,No 4-year College Degree,White,50 to 85 percent,Cell,0.8889,0.7846,1.2314,0.8767,1.1977
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9398,1.0996,0.5674,1.0843
Rep,35 to 49,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Major Suburbs,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9215,1.2008,0.6495,1.2009
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dem.,Don't know,Don't know,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",Minor City,40 to 64,4-year College Grad.,White,Less than 50 percent,Cell,1,0.4428,0.7392,0.626,0.7785
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,18 to 29,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",Rio Grande/South,18 to 39,No 4-year College Degree,White,85 percent or higher,Landline,0.4444,0.8854,1.1158,1.0558,0.9394
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,Rep.,oppose,support,Don't know,Rep.,Favorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",Major Suburbs,18 to 39,No 4-year College Degree,White,Less than 50 percent,Cell,0.4444,0.3055,1.2071,2.9471,0.7365
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.8651,0.778,0.3805,0.7842
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Major Suburbs,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9557,0.6951,0.2641,0.6928
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Major Suburbs,40 to 64,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,1,0.2465,0.9983,1.972,1.2825
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major City,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9871,0.807,0.2724,0.8034
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,Other,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Major City,40 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9943,0.7845,0.2794,0.7814
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,18 to 29,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,18 to 39,Postgraduate Degree,White,85 percent or higher,Cell,0.7778,0.8773,0.8163,0.4426,0.7836
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.8784,1.0996,0.607,1.1061
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,0.8889,0.9052,1.2352,0.6399,1.2047
Und,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Lib./Don't know,support,support,Favorable,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Rio Grande/South,40 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.3636,1.3901,2.7833,1.6393
Dem,50 to 64,Bachelors' degree,White,Female,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Major City,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9861,0.8389,0.2777,0.835
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,oppose,oppose,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.5126,1.2459,1.3192,1.2878
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Rio Grande/South,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9739,0.6365,0.308,0.6294
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major City,40 to 64,4-year College Grad.,White,Less than 50 percent,Cell,1,0.4143,0.831,0.7567,0.9538
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Minor City,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.984,1.0876,0.508,1.0826
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,18 to 39,4-year College Grad.,White,Less than 50 percent,Landline,1,0.3839,0.8646,1.1413,0.9289
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.7257,1.2688,0.8802,1.313
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,Major City,40 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4,1.7303,2.6219,2.0003
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8926,1.2008,0.6705,1.2054
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,50 to 85 percent,Landline,0.4444,0.8482,1.2692,0.6894,0.8478
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Rep.,support,support,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,65 and older,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,1,0.7896,1.3417,1.0736,1.3701
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Rep.,Don't know,support,Unfavorable,Rep.,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Minor City,18 to 39,4-year College Grad.,White,85 percent or higher,Landline,1,0.8675,0.7559,0.3299,0.7616
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9804,0.7379,0.2986,0.7345
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,support,Don't know,Rep.,Don't know,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",Major City,18 to 39,4-year College Grad.,White,Less than 50 percent,Cell,0,0.3108,0.9615,1.4948,0.2367
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,support,Don't know,Dem.,Don't know,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",Major Suburbs,18 to 39,4-year College Grad.,White,Less than 50 percent,Cell,0.1111,0.0737,0.7918,2.6027,0.1831
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Major City,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9928,0.802,0.2469,0.7987
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,support,support,Favorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9641,1.1311,0.5353,1.1172
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,50 to 85 percent,Landline,1,0.7109,0.7623,0.3178,0.7915
Dem,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Minor City,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.932,1.0418,0.5338,1.027
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.98,0.7212,0.2359,0.7139
