response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.9754,1.5138,1.1455,1.552,2018-09-13 03:25:26
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,disagree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Landline,1,0.9943,1.6034,1.031,1.6408,2018-09-13 03:25:53
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Aurora,85 percent or higher,Cell,1,0.9186,0.883,0.7333,0.9098,2018-09-13 03:26:03
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9741,1.029,0.6831,1.055,2018-09-13 03:26:11
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,Postgraduate Degree,Republican,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,Douglas,Less than 50 percent,Landline,1,0.3558,1.0329,1.9043,1.1557,2018-09-13 03:27:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Aurora,50 to 85 percent,Cell,1,0.836,1.3086,1.017,1.3649,2018-09-13 03:28:26
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Aurora,50 to 85 percent,Cell,1,0.7304,1.1346,1.1051,1.208,2018-09-13 03:28:27
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9518,1.1463,0.8534,1.177,2018-09-13 03:29:02
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,White,Aurora,85 percent or higher,Landline,1,0.9864,0.9723,0.8056,0.9924,2018-09-13 03:35:42
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.989,0.8865,0.7278,0.9088,2018-09-13 03:40:48
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9425,0.966,0.6788,0.9812,2018-09-13 03:41:24
Rep,50 to 64,High school,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Adams,85 percent or higher,Cell,1,0.9012,0.9684,0.917,0.9829,2018-09-13 21:17:00
Rep,35 to 49,High school,Other,Female,Black,Support,disagree,Disapp.,Don't know,Don't know,disagree,Dems. take House,Don't know,Favorable,agree,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Other Non-White,Aurora,50 to 85 percent,Cell,0.4444,0.5079,2.2055,3.4599,1.8638,2018-09-13 21:41:32
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Adams,85 percent or higher,Cell,1,0.9918,0.6234,0.4666,0.6393,2018-09-13 21:43:47
Dem,18 to 34,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Adams,50 to 85 percent,Cell,1,0.6834,0.4824,0.6082,0.5193,2018-09-13 21:58:18
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9713,1.1027,0.6504,1.1307,2018-09-13 22:09:35
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Rest of Araphahoe,85 percent or higher,Landline,1,0.9976,1.3865,0.8239,1.4232,2018-09-13 22:23:07
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Douglas,50 to 85 percent,Cell,1,0.847,1.6296,1.4661,1.6568,2018-09-13 22:25:31
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,Rest of Araphahoe,85 percent or higher,Cell,1,0.9954,1.1357,0.6714,1.1627,2018-09-13 22:35:56
Und,35 to 49,Bachelors' degree,Other,Female,White,Don't know,disagree,Don't know,support,Support,disagree,Don't know,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Other Non-White,Rest of Araphahoe,Less than 50 percent,Cell,0.7778,0.3007,1.1947,2.3393,0.9692,2018-09-13 22:40:35
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9911,0.9974,0.7113,1.0227,2018-09-13 22:40:53
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Rest of Araphahoe,50 to 85 percent,Cell,1,0.5375,0.7926,0.9584,0.8389,2018-09-13 22:48:10
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Oppose,agree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Aurora,85 percent or higher,Cell,1,0.988,1.2492,0.8687,1.2806,2018-09-13 22:52:04
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Aurora,85 percent or higher,Cell,1,0.9332,0.5842,0.5331,0.5931,2018-09-13 22:58:13
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Oppose,agree,Approve,oppose,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Rest of Araphahoe,50 to 85 percent,Cell,1,0.793,0.7953,0.7017,0.8359,2018-09-13 23:02:32
Dem,35 to 49,Bachelors' degree,White,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,Aurora,85 percent or higher,Cell,1,0.9852,0.4977,0.4386,0.5102,2018-09-13 23:07:38
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9969,0.9493,0.7304,0.9727,2018-09-13 23:23:09
Dem,65 and older,Some college or trade school,White,Female,White,Support,agree,Approve,oppose,Support,agree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Adams,85 percent or higher,Cell,1,0.9894,0.5708,0.5015,0.5831,2018-09-13 23:24:48
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.9887,1.5033,1.1443,1.5354,2018-09-13 23:27:48
Und,50 to 64,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.6681,1.3542,1.1864,1.4632,2018-09-13 23:28:42
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Landline,1,0.9889,1.8142,1.1509,1.86,2018-09-13 23:29:00
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Adams,85 percent or higher,Cell,1,0.9944,0.5789,0.4058,0.5925,2018-09-13 23:30:39
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9918,0.966,0.6451,0.9906,2018-09-13 23:33:41
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,0.7778,0.7332,0.6737,0.6067,0.6591,2018-09-13 23:35:56
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Adams,85 percent or higher,Cell,1,0.915,0.4689,0.5129,0.4834,2018-09-13 23:39:41
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,50 to 85 percent,Cell,0.2222,0.7648,1.1994,0.9795,0.6388,2018-09-13 23:42:41
Rep,65 and older,Some college or trade school,Unknown,Female,White,Oppose,agree,Approve,support,Don't know,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Aurora,85 percent or higher,Landline,1,0.988,1.2958,0.901,1.3285,2018-09-13 23:43:26
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9992,0.8521,0.597,0.8753,2018-09-13 23:45:41
Und,18 to 34,Bachelors' degree,Unknown,Male,White,Don't know,disagree,Don't know,oppose,Support,disagree,Don't know,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Rest of Araphahoe,Less than 50 percent,Cell,1,0.4744,0.563,0.8069,0.6477,2018-09-13 23:47:22
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,oppose,Oppose,disagree,Don't know,Favorable,Favorable,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Adams,50 to 85 percent,Cell,1,0.6643,0.496,0.5468,0.5365,2018-09-13 23:47:58
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,85 percent or higher,Cell,0.8889,0.986,0.4859,0.4015,0.4971,2018-09-13 23:49:46
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Adams,85 percent or higher,Cell,1,0.984,0.5789,0.4101,0.5906,2018-09-13 23:51:25
Und,18 to 34,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Unfavorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Douglas,Less than 50 percent,Cell,0,0.1726,0.9731,4.0768,0.2159,2018-09-13 23:54:25
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,disagree,Approve,Don't know,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9937,0.9974,0.7094,1.0229,2018-09-13 23:55:37
Rep,65 and older,Grade school,White,Female,White,Don't know,disagree,Approve,support,Support,agree,Reps. keep House,Favorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Adams,85 percent or higher,Landline,1,0.8565,0.9085,0.8367,0.9444,2018-09-13 23:57:25
Rep,35 to 49,Some college or trade school,Other,Male,Hispanic,Oppose,disagree,Don't know,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Male,Not very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Other Non-White,Aurora,85 percent or higher,Cell,0.2222,0.8631,1.2733,1.15,0.9033,2018-09-13 23:59:40
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Favorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9947,0.9627,0.5954,0.9853,2018-09-14 00:01:40
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Don't know,oppose,Oppose,disagree,Don't know,Don't know,Unfavorable,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Douglas,Less than 50 percent,Cell,1,0.3261,0.8496,2.0234,0.9633,2018-09-14 00:02:07
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9954,1.1065,0.6855,1.1352,2018-09-14 00:02:16
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Aurora,85 percent or higher,Landline,1,0.9355,0.9315,0.6992,0.958,2018-09-14 00:02:25
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Douglas,85 percent or higher,Landline,0.8889,0.9265,2.682,2.2658,2.6989,2018-09-14 00:04:58
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Douglas,85 percent or higher,Landline,1,0.9897,1.5574,1.3605,1.5968,2018-09-14 00:06:28
Rep,18 to 34,Bachelors' degree,White,Male,Other,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,18 to 34,White,Aurora,Less than 50 percent,Cell,1,0.1716,0.4901,2.1019,0.7059,2018-09-14 00:08:43
Dem,[DO NOT READ] Refused,Some college or trade school,Black,Male,Black,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Other Non-White,Aurora,85 percent or higher,Landline,1,0.9925,1.1904,0.9486,1.2208,2018-09-14 00:11:34
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9934,1.0381,0.5957,1.0647,2018-09-14 00:18:18
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Aurora,85 percent or higher,Landline,1,0.9822,0.8703,0.6803,0.8922,2018-09-14 00:19:21
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Aurora,85 percent or higher,Landline,1,0.9949,0.883,0.677,0.9058,2018-09-14 00:24:09
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,Rest of Araphahoe,85 percent or higher,Landline,1,0.9986,1.0024,0.6918,1.0284,2018-09-14 00:27:09
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9942,1.1027,0.6354,1.131,2018-09-14 00:31:48
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9918,0.8527,0.5644,0.8744,2018-09-14 00:36:54
Rep,35 to 49,Some college or trade school,White,Male,Black,Support,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Aurora,50 to 85 percent,Cell,1,0.7973,0.9774,1.0949,1.0265,2018-09-14 00:41:12
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,Don't know,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Aurora,85 percent or higher,Cell,1,0.9941,0.9969,0.7169,1.0225,2018-09-14 00:42:33
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,Aurora,85 percent or higher,Landline,0.8889,0.9948,1.2205,0.8489,1.2507,2018-09-14 00:44:39
Dem,35 to 49,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Oppose,Don't know,Dems. take House,Favorable,Favorable,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.5178,1.2426,1.7219,1.3211,2018-09-14 00:45:33
Dem,18 to 34,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Aurora,85 percent or higher,Cell,1,0.9228,0.5156,0.5573,0.531,2018-09-14 00:46:57
Rep,50 to 64,High school,Hispanic,Female,White,Support,disagree,Don't know,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Hispanic,Aurora,Less than 50 percent,Cell,0.4444,0.3979,1.7857,2.7418,0.7661,2018-09-14 00:47:06
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9934,1.1027,0.6359,1.1309,2018-09-14 00:47:15
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.9837,1.7219,1.2266,1.7651,2018-09-14 00:47:51
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Don't know,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9923,1.1424,0.7577,1.1715,2018-09-14 00:48:18
Dem,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9756,0.8,0.5879,0.8201,2018-09-14 00:51:45
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,Don't know,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9951,0.9627,0.5952,0.9876,2018-09-14 00:52:03
Dem,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Aurora,85 percent or higher,Cell,1,0.9914,1.2072,0.7812,1.2379,2018-09-14 00:54:00
Rep,65 and older,High school,White,Female,White,Don't know,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Aurora,85 percent or higher,Cell,1,0.9942,1.5474,1.1546,1.5871,2018-09-14 00:55:30
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,Adams,50 to 85 percent,Cell,1,0.7881,0.7847,0.6452,0.8255,2018-09-14 00:56:51
