response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,High school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Unknown,Somerset,50 to 85 percent,Cell,1,0.6683,1.6808,1.7915,1.6687,2018-10-30 21:19:32
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Somerset,Less than 50 percent,Cell,0.7778,0.2414,1.5314,4.8656,1.5335,2018-10-30 21:20:35
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Postgraduate Degree,Non-White,Essex/Union,Less than 50 percent,Cell,1,0.2208,0.5703,1.5687,0.743,2018-10-30 21:21:38
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Somerset,Less than 50 percent,Cell,0.2222,0.3033,0.7037,1.2773,0.273,2018-10-30 21:28:41
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Somerset,85 percent or higher,Cell,1,0.8688,0.8905,0.4274,0.887,2018-10-30 21:30:47
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Essex/Union,85 percent or higher,Landline,1,0.97,0.7022,0.3011,0.6913,2018-10-30 21:31:41
Dem,65 and older,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,4-year College Grad.,White,Morris,85 percent or higher,Landline,1,0.9549,0.8555,0.3678,0.8431,2018-10-30 21:31:59
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Essex/Union,85 percent or higher,Cell,1,0.97,0.721,0.3274,0.7134,2018-10-30 21:43:14
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Somerset,50 to 85 percent,Landline,1,0.782,1.6832,1.3713,1.65,2018-10-30 21:44:26
Dem,18 to 34,Bachelors' degree,White,Female,White,Don't know,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,Less than 50 percent,Cell,1,0.4429,1.0494,1.3008,1.175,2018-10-30 21:48:55
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,White,Morris,85 percent or higher,Landline,1,0.9232,0.8036,0.6707,0.7945,2018-10-30 21:50:07
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,No 4-year College Degree,Non-White,Hunterdon/Warren,85 percent or higher,Landline,1,0.867,1.1922,1.0891,1.1627,2018-10-30 21:50:30
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Essex/Union,85 percent or higher,Cell,1,0.9256,1.0366,0.4413,1.0345,2018-10-30 21:52:36
Rep,65 and older,Some college or trade school,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Non-White,Somerset,85 percent or higher,Landline,1,0.9089,0.9894,0.7626,0.9799,2018-10-30 21:52:36
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,85 percent or higher,Cell,1,0.9561,0.7353,0.2987,0.7246,2018-10-30 21:53:07
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Somerset,50 to 85 percent,Landline,1,0.5852,1.4104,0.9031,1.4974,2018-10-30 21:53:16
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Somerset,85 percent or higher,Landline,1,0.8538,1.1739,0.5365,1.1906,2018-10-30 21:56:16
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Unknown,Hunterdon/Warren,85 percent or higher,Landline,1,0.97,1.4027,1.2427,1.3708,2018-10-30 21:57:10
Dem,35 to 49,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Non-White,Essex/Union,50 to 85 percent,Cell,1,0.6566,1.0108,0.6757,1.0516,2018-10-30 21:57:55
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,Less than 50 percent,Cell,0.1111,0.3769,1.1307,1.4578,0.4187,2018-10-30 22:00:46
Und,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Essex/Union,50 to 85 percent,Landline,1,0.7325,0.9404,0.534,0.9608,2018-10-30 22:02:19
Und,18 to 34,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,No 4-year College Degree,White,Morris,Less than 50 percent,Cell,0.7778,0.3849,0.7954,1.9421,0.6245,2018-10-30 22:02:28
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Somerset,85 percent or higher,Cell,1,0.97,1.2198,0.8633,1.2009,2018-10-30 22:02:46
Und,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Essex/Union,50 to 85 percent,Cell,1,0.5063,0.7333,0.6761,0.79990000000000006,2018-10-30 22:02:55
Dem,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.97,1.1235,1.0673,1.1061,2018-10-30 22:04:25
Dem,65 and older,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Postgraduate Degree,Non-White,Somerset,85 percent or higher,Cell,1,0.8796,0.61,0.3139,0.6066,2018-10-30 22:05:10
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.8976,1.2698,1.1598,1.2596,2018-10-30 22:05:28
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Somerset,Less than 50 percent,Cell,1,0.4387,0.735,0.8875,0.8246,2018-10-30 22:05:28
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,4-year College Grad.,Non-White,Somerset,Less than 50 percent,Cell,1,0.4334,0.8879,1.1557,0.9985,2018-10-30 22:06:22
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Essex/Union,85 percent or higher,Cell,1,0.9517,0.6873,0.3165,0.6775,2018-10-30 22:06:49
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Essex/Union,Less than 50 percent,Cell,1,0.3758,0.8371,1.11,0.9693,2018-10-30 22:07:43
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Morris,85 percent or higher,Landline,1,0.9406,0.7531,0.3311,0.7493,2018-10-30 22:08:19
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Unfavorable,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,4-year College Grad.,Non-White,Morris,50 to 85 percent,Cell,1,0.8364,0.6551,0.3928,0.6398,2018-10-30 22:08:46
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Morris,50 to 85 percent,Cell,1,0.7496,0.6,0.3534,0.5899,2018-10-30 22:09:31
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Somerset,85 percent or higher,Cell,1,0.8932,1.0334,0.4546,1.0386,2018-10-30 22:09:36
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Morris,85 percent or higher,Cell,1,0.97,0.5359,0.2258,0.5276,2018-10-30 22:10:39
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Somerset,Less than 50 percent,Cell,1,0.1342,1.2242,7.0873,1.557,2018-10-30 22:11:37
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Somerset,50 to 85 percent,Cell,1,0.6286,1.2472,0.7894,1.3075,2018-10-30 22:12:31
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Postgraduate Degree,White,Essex/Union,50 to 85 percent,Landline,1,0.7179,0.8731,0.4752,0.8949,2018-10-30 22:12:31
Und,18 to 34,[DO NOT READ] Refused,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Republican,Female,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,[DO NOT READ] Don't know/Refused,White,Essex/Union,50 to 85 percent,Cell,0.1111,0.523,0.9647,0.8653,0.3304,2018-10-30 22:12:58
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Morris,85 percent or higher,Landline,1,0.97,0.8501,0.6636,0.8369,2018-10-30 22:13:34
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Unknown,Essex/Union,Less than 50 percent,Cell,1,0.2707,0.949,1.8318,1.1801,2018-10-30 22:14:10
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,White,Essex/Union,85 percent or higher,Cell,1,0.9636,0.9918,0.4347,0.9768,2018-10-30 22:14:19
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Somerset,Less than 50 percent,Cell,1,0.1192,0.7037,2.5827,1.1921,2018-10-30 22:15:58
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Somerset,Less than 50 percent,Cell,1,0.4798,1.2693,1.1557,1.4678,2018-10-30 22:16:16
4,18 to 34,Bachelors' degree,White,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,4-year College Grad.,White,Morris,Less than 50 percent,Cell,0.4444,0.3087,0.7023,1.3327,0.4242,2018-10-30 22:16:45
Dem,35 to 49,Bachelors' degree,Other,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,4-year College Grad.,Non-White,Somerset,50 to 85 percent,Landline,1,0.6887,1.0388,0.6485,1.0285,2018-10-30 22:16:54
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Postgraduate Degree,Non-White,Somerset,50 to 85 percent,Cell,1,0.6268,0.5933,0.4759,0.6223,2018-10-30 22:20:10
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Morris,85 percent or higher,Landline,1,0.9176,0.9159,0.6691,0.9061,2018-10-30 22:22:36
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,4-year College Grad.,White,Essex/Union,85 percent or higher,Cell,1,0.97,1.0141,0.4101,0.9984,2018-10-30 22:22:56
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,50 to 85 percent,Cell,1,0.6423,1.0624,0.7673,1.1466,2018-10-30 22:23:10
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.7574,1.4251,0.9072,1.4001,2018-10-30 22:23:55
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Unknown,Somerset,Less than 50 percent,Cell,1,0.4603,0.8816,1.0457,0.9795,2018-10-30 22:24:22
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Somerset,85 percent or higher,Landline,1,0.943,0.7004,0.3261,0.691,2018-10-30 22:24:33
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Somerset,50 to 85 percent,Cell,1,0.7194,1.5504,1.3964,1.5293,2018-10-30 22:25:29
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,85 percent or higher,Cell,1,0.97,0.755,0.3202,0.7433,2018-10-30 22:25:34
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,Less than 50 percent,Cell,1,0.4695,1.6045,1.6967,1.7758,2018-10-30 22:27:24
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Somerset,50 to 85 percent,Cell,1,0.5507,0.8232,0.6273,0.8838,2018-10-30 22:30:15
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Somerset,Less than 50 percent,Cell,1,0.3633,1.1278,1.5925,1.3153,2018-10-30 22:31:09
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Somerset,50 to 85 percent,Cell,1,0.7295,1.0321,0.6541,1.0826,2018-10-30 22:31:20
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9626,1.2705,1.1455,1.2514,2018-10-30 22:32:50
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9293,1.3039,1.2183,1.2882,2018-10-30 22:35:14
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,Less than 50 percent,Cell,0.1111,0.4484,0.9195,0.9594,0.3631,2018-10-30 22:37:18
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Somerset,50 to 85 percent,Cell,1,0.6334,0.7536,0.544,0.8159,2018-10-30 22:41:41
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Don't know,Favorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,50 to 85 percent,Cell,1,0.7895,1.0347,0.574,1.0448,2018-10-30 22:43:27
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,Unknown,Essex/Union,50 to 85 percent,Landline,1,0.7046,1.0662,0.6601,1.0535,2018-10-30 22:44:41
Dem,65 and older,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,Non-White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.8293,1.4907,0.8238,1.5212,2018-10-30 22:45:08
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,85 percent or higher,Cell,1,0.9597,0.755,0.3236,0.737,2018-10-30 22:47:32
Rep,65 and older,Graduate or Professional Degree,Asian,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,65 and older,Postgraduate Degree,Non-White,Somerset,85 percent or higher,Landline,1,0.9123,0.6572,0.2886,0.6404,2018-10-30 22:47:50
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Morris,85 percent or higher,Cell,1,0.9608,0.4974,0.239,0.4899,2018-10-30 22:49:11
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,85 percent or higher,Cell,1,0.9223,0.6646,0.2986,0.6572,2018-10-30 22:49:57
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,Unknown,Morris,85 percent or higher,Cell,1,0.9522,0.5491,0.2636,0.5413,2018-10-30 22:51:03
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,85 percent or higher,Cell,1,0.8836,0.6646,0.3116,0.6606,2018-10-30 22:51:57
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Somerset,85 percent or higher,Cell,1,0.9666,0.5222,0.279,0.5171,2018-10-30 22:54:53
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Somerset,85 percent or higher,Cell,1,0.97,1.007,0.4077,0.984,2018-10-30 22:55:51
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.97,0.6746,0.3909,0.6642,2018-10-30 22:57:27
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Somerset,50 to 85 percent,Cell,1,0.6623,1.4818,1.4356,1.5394,2018-10-30 22:57:39
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,50 to 85 percent,Cell,1,0.6116,0.867,0.5545,0.9132,2018-10-30 22:57:57
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Essex/Union,85 percent or higher,Cell,1,0.8536,1.1467,0.4964,1.1189,2018-10-30 22:58:39
