response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,High School Grad. or Less,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,Less than 50 percent,Landline,1,0.2858,1.7129,5.6553,2.3021,2018-10-23 23:04:26
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",Less than 50 percent,Landline,0.4444,0.233,1.0725,1.8487,0.3949,2018-10-23 23:08:38
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Female,Asian,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,Nonwhite,50 to 64,Other Non-White,Ocean,85 percent or higher,Landline,1,0.9066,0.6657,0.3175,0.6779,2018-10-23 23:14:20
Und,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.6086,2.7486,3.232,2.9452,2018-10-23 23:16:54
Dem,18 to 34,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Black,"Burlington, Clinton",Less than 50 percent,Landline,0.7778,0.247,0.7755,1.9881,0.8938,2018-10-23 23:23:21
Und,[DO NOT READ] Refused,High school,White,Female,White,Disapp.,Don't know,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,0,0.87,2.2532,1.7018,1.4164,2018-10-23 23:28:18
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.8085,0.5907,0.3047,0.5873,2018-10-23 23:33:49
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",50 to 85 percent,Landline,0,0.5644,1.5929,1.2792,0.5255,2018-10-23 23:33:58
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",85 percent or higher,Cell,1,0.97,1.6438,0.9152,1.6448,2018-10-23 23:34:07
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.9304,0.556,0.2437,0.5583,2018-10-23 23:35:46
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.9334,0.8433,0.5556,0.8354,2018-10-23 23:39:40
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.5198,1.4142,1.2128,1.4663,2018-10-23 23:40:34
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.8685,0.8723,0.6591,0.8831,2018-10-23 23:42:22
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Landline,1,0.937,0.5503,0.2415,0.5521,2018-10-23 23:43:43
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9607,1.2017,0.4211,1.2031,2018-10-23 23:47:36
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6951,0.8244,0.6035,0.8634,2018-10-23 23:47:45
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",50 to 85 percent,Landline,0.4444,0.8311,1.0503,0.3798,0.9867,2018-10-23 23:50:09
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9579,1.0486,0.5846,1.0501,2018-10-23 23:51:57
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.7433,0.4354,0.1992,0.4511,2018-10-24 00:00:48
Dem,18 to 34,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.1558,1.0985,5.0338,1.58,2018-10-24 00:02:32
Rep,18 to 34,Bachelors' degree,White,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Republican,Nonwhite,Nonwhite,18 to 34,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6551,1.0906,0.8271,1.1537,2018-10-24 00:04:02
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.5991,0.6283,0.3874,0.6751,2018-10-24 00:07:38
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.5006,0.8244,0.838,0.9159,2018-10-24 00:20:41
Dem,18 to 34,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.2347,1.2086,3.4748,1.578,2018-10-24 00:23:05
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,0.8889,0.9366,0.6263,0.2773,0.6157,2018-10-24 00:26:59
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,Unknown,"Burlington, Trump",Less than 50 percent,Cell,0.6667,0.4877,0.8068,1.2058,0.808,2018-10-24 00:30:34
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.8859,0.5769,0.293,0.5714,2018-10-24 00:44:22
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,1,0.3093,0.7609,1.3493,0.9336,2018-10-24 00:46:13
Rep,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9425,0.9648,0.4857,0.9674,2018-10-24 00:47:34
Dem,18 to 34,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Ocean,50 to 85 percent,Cell,1,0.5147,0.6418,0.5426,0.7093,2018-10-24 00:52:22
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9302,0.9203,0.8111,0.924,2018-10-24 00:54:28
Rep,50 to 64,[DO NOT READ] Refused,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.97,0.6923,0.5523,0.6962,2018-10-24 01:03:38
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.4593,0.5367,0.6057,0.5653,2018-10-24 01:04:05
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Other Non-White,Ocean,85 percent or higher,Cell,1,0.8548,0.8013,0.7207,0.8129,2018-10-24 01:04:05
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.8159,1.2629,0.4806,1.255,2018-10-24 01:04:14
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.4399,0.1774,0.4401,2018-10-24 01:12:11
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Ocean,50 to 85 percent,Cell,1,0.5179,1.102,1.0482,1.1431,2018-10-24 01:19:17
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Ocean,Less than 50 percent,Cell,0.8889,0.4008,0.6721,1.2253,0.688,2018-10-24 01:23:02
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Other Non-White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9344,0.4846,0.1883,0.4801,2018-10-24 01:23:56
Dem,50 to 64,Bachelors' degree,Hispanic,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Other Non-White,"Burlington, Clinton",85 percent or higher,Cell,1,0.8561,0.949,0.4497,0.9626,2018-10-24 01:30:50
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.732,0.9186,0.5855,0.9539,2018-10-24 01:31:48
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,1.3457,0.6704,1.3365,2018-10-24 01:32:02
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9651,0.7436,0.3402,0.7442,2018-10-24 01:32:02
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.4399,0.1774,0.4369,2018-10-24 01:38:42
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Landline,1,0.6328,1.2305,0.8024,1.3094,2018-10-24 01:40:39
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3148,1.0865,2.0748,1.4228,2018-10-24 01:41:15
Und,50 to 64,High school,White,Male,Hispanic,Approve,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3769,1.2897,2.0245,1.5169,2018-10-24 01:43:17
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.8378,1.0531,0.9059,1.0714,2018-10-24 20:37:18
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Other Non-White,Ocean,50 to 85 percent,Cell,1,0.6464,0.7364,0.4058,0.7808,2018-10-24 20:38:03
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.8199,0.3451,0.8204,2018-10-24 20:38:48
Rep,50 to 64,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.9034,0.6651,0.4202,0.67,2018-10-24 20:45:33
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Other Non-White,"Burlington, Trump",Less than 50 percent,Cell,0.4444,0.3989,0.5597,0.63,0.5128,2018-10-24 20:46:27
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.8896,0.7452,0.3619,0.7521,2018-10-24 20:48:31
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.3556,0.8303,1.1946,0.9886,2018-10-24 20:48:40
Dem,18 to 34,Some college or trade school,Black,Female,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.9731,0.7641,0.9737,2018-10-24 20:59:19
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,Less than 50 percent,Cell,1,0.3008,0.881,1.0042,1.1678,2018-10-24 21:01:16
Dem,18 to 34,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Black,"Burlington, Clinton",Less than 50 percent,Cell,0.7778,0.0897,0.8552,4.7714,1.188,2018-10-24 21:02:46
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",Less than 50 percent,Cell,0.7778,0.1451,0.7064,2.1026,0.7649,2018-10-24 21:03:06
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.8834,0.4386,0.1879,0.443,2018-10-24 21:31:31
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.8922,0.5769,0.2909,0.5714,2018-10-24 21:37:13
Dem,18 to 34,Some college or trade school,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Ocean,85 percent or higher,Cell,1,0.97,0.8506,0.6546,0.8512,2018-10-24 21:38:31
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3081,0.8645,1.329,1.0616,2018-10-24 21:39:07
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.7992,0.9091,0.5352,0.9313,2018-10-24 21:47:44
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",85 percent or higher,Cell,1,0.8642,1.1644,0.5946,1.1796,2018-10-24 21:48:11
Rep,50 to 64,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,50 to 64,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.6005,0.7533,0.6346,0.7683,2018-10-24 21:49:59
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.8755,1.4862,1.2678,1.503,2018-10-24 21:51:11
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,"Burlington, Clinton",85 percent or higher,Cell,1,0.8521,0.6122,0.3739,0.6072,2018-10-24 21:51:29
Rep,35 to 49,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,Other Non-White,"Burlington, Trump",85 percent or higher,Cell,0.8889,0.8912,0.7822,0.4075,0.7659,2018-10-24 21:51:29
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Landline,1,0.3947,0.839,1.0782,0.9773,2018-10-24 21:51:38
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.8555,0.9904,0.5897,1.0047,2018-10-24 21:53:26
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.8605,1.0392,0.704,1.0534,2018-10-24 21:53:44
Und,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,18 to 29,Some College Educ.,Democratic,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Ocean,Less than 50 percent,Cell,0.3333,0.3376,0.889,1.8786,0.3994,2018-10-24 21:55:05
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.7546,1.4836,1.1455,1.5332,2018-10-24 21:55:05
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.97,2.2532,1.5263,2.2546,2018-10-24 21:55:50
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.7692,1.9458,1.2815,2.0048,2018-10-24 21:58:32
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,White,Ocean,Less than 50 percent,Landline,1,0.438,0.527,0.5071,0.5586,2018-10-24 21:59:44
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",50 to 85 percent,Landline,1,0.8086,2.7141,1.7316,2.6986,2018-10-24 22:00:47
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,Less than 50 percent,Landline,1,0.3986,1.3361,1.7333,1.5533,2018-10-24 22:04:51
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.6051,0.9981,0.9515,1.0172,2018-10-24 22:10:15
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9351,0.7205,0.3119,0.7138,2018-10-24 22:12:03
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,"Burlington, Clinton",85 percent or higher,Landline,0,0.97,1.1422,0.8577,1.0521,2018-10-24 22:12:21
Rep,65 and older,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.8855,1.0615,0.5375,1.0719,2018-10-24 22:14:18
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Ocean,Less than 50 percent,Cell,1,0.4371,1.1948,2.0594,1.437,2018-10-24 22:15:21
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.894,0.9875,0.5442,0.996,2018-10-24 22:18:32
