response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Unknown,Less-educ. Clinton,85 percent or higher,Landline,1,0.92,1.2269,0.8817,1.2561,2018-10-23 14:17:27
Rep,18 to 34,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.8868,0.7524,0.6897,0.7592,2018-10-23 14:17:27
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,1.4626,1.0912,1.4981,2018-10-23 14:17:27
Dem,50 to 64,Bachelors' degree,White,Male,White,Don't know,Don't know,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Trump,85 percent or higher,Cell,1,0.97,1.3706,0.7585,1.3967,2018-10-23 14:17:27
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.97,1.5504,1.1072,1.58,2018-10-23 14:17:36
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,1.0699,0.6645,1.0903,2018-10-23 14:17:36
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Cell,0.8889,0.9313,1.4332,0.9298,1.4559,2018-10-23 14:17:36
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9411,0.7899,0.4206,0.8068,2018-10-23 14:17:36
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.7898,1.5571,1.3879,1.5789,2018-10-23 14:17:45
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Less-educ. Clinton,Less than 50 percent,Cell,0.6667,0.3559,0.8083,1.7327,0.8508,2018-10-23 14:17:45
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9405,1.4713,1.1118,1.5029,2018-10-23 14:17:54
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9485,1.5504,1.1323,1.5654,2018-10-23 14:18:03
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,Unknown,Less-educ. Clinton,Less than 50 percent,Cell,1,0.3376,0.6688,1.716,0.8201,2018-10-23 14:18:03
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Less educ. Trump,85 percent or higher,Landline,1,0.9369,0.9167,0.5883,0.9367,2018-10-23 14:18:03
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Republican,Nonwhite,Nonwhite,65 and older,Postgraduate Degree,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.6054,1.2135,1.109,1.3742,2018-10-23 20:43:31
Und,35 to 49,[DO NOT READ] Refused,Asian,Male,Asian,Don't know,Dems. take House,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Other,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,[DO NOT READ] Don't know/Refused,Non-White,Well-educ. Clinton,Less than 50 percent,Cell,0.4444,0.3792,0.8751,1.8767,0.5071,2018-10-23 20:55:06
Rep,50 to 64,High school,White,Female,White,Disapp.,Don't know,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Less-educ. Clinton,Less than 50 percent,Cell,1,0.1403,1.3762,6.5878,2.3021,2018-10-23 21:02:51
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Don't know,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Trump,85 percent or higher,Cell,1,0.97,1.3706,0.7585,1.4038,2018-10-23 21:03:00
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.8352,1.1509,0.6911,1.1931,2018-10-23 21:06:54
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Well-educ. Trump,85 percent or higher,Landline,1,0.8815,1.77,1.3906,1.8462,2018-10-23 21:08:24
Dem,18 to 34,High school,White,Male,Other,Disapp.,Don't know,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,White,Less educ. Trump,Less than 50 percent,Cell,0.5556,0.3931,0.6208,1.3248,0.3566,2018-10-23 21:12:36
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Well-educ. Trump,85 percent or higher,Cell,1,0.97,0.9071,0.4601,0.9244,2018-10-23 21:14:42
Rep,65 and older,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Unknown,Well-educ. Clinton,85 percent or higher,Landline,0.7778,0.97,1.1254,0.8165,1.1269,2018-10-23 21:16:53
Und,35 to 49,High school,Hispanic,Female,White,Don't know,Don't know,Don't know,Unfavorable,30 to 44,High School Grad. or Less,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,Non-White,Less educ. Trump,50 to 85 percent,Cell,0.4444,0.5919,0.9662,1.1438,0.4896,2018-10-23 21:21:50
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.97,0.488,0.3129,0.4973,2018-10-23 21:23:20
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8996,0.7726,0.4306,0.7931,2018-10-23 21:27:23
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.97,0.6806,0.4733,0.6936,2018-10-23 21:31:00
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9255,0.8203,0.6767,0.8393,2018-10-23 21:43:00
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7749,0.9884,0.639,1.036,2018-10-23 21:52:22
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9486,0.7739,0.6508,0.7899,2018-10-23 21:54:55
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.9129,0.3839,0.2542,0.3872,2018-10-23 22:00:37
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Non-White,Less educ. Trump,85 percent or higher,Cell,1,0.9582,0.4872,0.3146,0.4969,2018-10-23 22:05:01
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,1.0947,0.6569,1.1156,2018-10-23 22:10:16
Und,50 to 64,Some college or trade school,White,Male,Other,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,No 4-year College Degree,White,Less educ. Trump,85 percent or higher,Cell,1,0.9391,1.0021,0.6779,1.0113,2018-10-23 22:11:46
Dem,50 to 64,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,50 to 64,4-year College Grad.,White,Less-educ. Clinton,50 to 85 percent,Cell,0,0.8497,1.448,0.8438,0.7717,2018-10-23 22:15:13
Dem,50 to 64,High school,White,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,No 4-year College Degree,White,Less educ. Trump,85 percent or higher,Cell,1,0.97,0.9221,0.5613,0.9327,2018-10-23 22:15:31
Und,18 to 34,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,High School Grad. or Less,Democratic,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Well-educ. Trump,Less than 50 percent,Cell,0.2222,0.3832,0.9132,1.9723,0.3905,2018-10-23 22:17:46
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,1.0494,0.9537,1.0694,2018-10-23 22:18:22
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9516,0.6955,0.5182,0.7097,2018-10-23 22:19:43
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9402,1.1843,0.8405,1.2097,2018-10-23 22:30:49
Und,50 to 64,Bachelors' degree,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,Unknown,Well-educ. Clinton,Less than 50 percent,Cell,1,0.4493,0.9234,1.3076,1.0671,2018-10-23 22:40:50
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,Nonwhite,35 to 49,Postgraduate Degree,White,Less educ. Trump,85 percent or higher,Cell,1,0.9251,0.4861,0.3339,0.5022,2018-10-23 22:43:15
Rep,18 to 34,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,Unknown,Well-educ. Clinton,Less than 50 percent,Cell,1,0.3938,0.5832,1.1688,0.6923,2018-10-23 22:44:36
Rep,65 and older,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9604,1.4713,1.0888,1.5095,2018-10-23 22:47:23
Und,35 to 49,Bachelors' degree,White,Male,Hispanic,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Already voted,Independent (No party),Nonwhite,Nonwhite,35 to 49,4-year College Grad.,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.6296,1.3931,1.4754,1.5633,2018-10-23 22:47:53
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9261,0.7739,0.6666,0.7917,2018-10-23 22:48:02
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Less-educ. Clinton,Less than 50 percent,Cell,0.6667,0.0799,0.8035,4.1615,0.6162,2018-10-23 22:48:47
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,0.9701,0.769,0.9812,2018-10-23 22:49:11
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,No 4-year College Degree,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9689,1.1605,0.9313,1.1827,2018-10-23 22:50:35
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,0.4707,0.3151,0.4821,2018-10-23 22:52:32
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Less-educ. Clinton,Less than 50 percent,Cell,1,0.4666,0.8083,1.3215,0.8652,2018-10-23 22:53:23
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,50 to 85 percent,Cell,0.7778,0.5409,1.4933,1.5089,1.4559,2018-10-23 22:58:14
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,Unknown,Well-educ. Clinton,50 to 85 percent,Cell,1,0.799,0.7605,0.4636,0.7934,2018-10-23 22:59:17
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9425,0.7538,0.5424,0.7699,2018-10-23 22:59:53
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,1.1259,0.663,1.1473,2018-10-23 23:05:02
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Less educ. Trump,85 percent or higher,Landline,1,0.97,0.8473,0.4581,0.8635,2018-10-23 23:07:35
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.961,1.0699,0.6707,1.0976,2018-10-23 23:12:05
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,Non-White,Less educ. Trump,85 percent or higher,Cell,1,0.97,0.7183,0.3622,0.732,2018-10-23 23:14:20
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,1.1325,0.655,1.1541,2018-10-23 23:14:38
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9049,0.8663,0.5318,0.8886,2018-10-23 23:15:44
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7787,1.025,0.6187,1.0736,2018-10-23 23:15:51
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,Non-White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,0.7728,0.3914,0.7817,2018-10-23 23:19:11
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Already voted,Democrat,Nonwhite,Nonwhite,35 to 49,Postgraduate Degree,Non-White,Well-educ. Clinton,50 to 85 percent,Landline,1,0.6956,0.8779,0.8132,0.9633,2018-10-23 23:19:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,0.9203,0.5388,0.9379,2018-10-23 23:20:57
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.97,1.1673,0.6584,1.1956,2018-10-23 23:21:17
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Well-educ. Clinton,50 to 85 percent,Landline,1,0.5959,0.8679,0.9177,0.9507,2018-10-23 23:21:24
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.9092,0.532,0.4108,0.5454,2018-10-23 23:24:51
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7738,1.3282,0.9048,1.4237,2018-10-23 23:27:53
Dem,35 to 49,Bachelors' degree,Other,Female,Asian,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,4-year College Grad.,Non-White,Well-educ. Trump,Less than 50 percent,Cell,0.8889,0.4633,0.9513,1.4962,1.0558,2018-10-23 23:32:41
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Less educ. Trump,85 percent or higher,Landline,1,0.97,0.9221,0.5613,0.9397,2018-10-23 23:34:43
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Less-educ. Clinton,50 to 85 percent,Landline,1,0.7955,1.9347,1.4973,2.0198,2018-10-23 23:35:41
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.97,1.4417,0.8819,1.4692,2018-10-23 23:35:50
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Well-educ. Trump,50 to 85 percent,Landline,1,0.7735,0.9427,0.7444,0.9884,2018-10-23 23:36:04
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Non-White,Well-educ. Clinton,85 percent or higher,Cell,1,0.966,1.2281,0.796,1.2518,2018-10-23 23:40:56
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,0.7452,0.4022,0.7633,2018-10-23 23:41:10
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Less-educ. Clinton,50 to 85 percent,Cell,0.8889,0.818,0.6054,0.4166,0.6025,2018-10-23 23:41:23
Dem,[DO NOT READ] Refused,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Other,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,35 to 49,No 4-year College Degree,Non-White,Less-educ. Clinton,Less than 50 percent,Cell,0.1111,0.3275,1.2297,3.405,0.3544,2018-10-23 23:42:35
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Less educ. Trump,85 percent or higher,Landline,1,0.8779,0.4726,0.3486,0.4934,2018-10-23 23:42:40
