response,ager,educ,file_race,gender,race_eth,approve,GAHORSERACE,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,High school,White,Female,Hispanic,Disapp.,Abrams (D),Dems. take House,Don't know,Unfavorable,30 to 44,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,White,Cobb,50 to 85 percent,Cell,0.8889,0.5483,1.0696,1.3643,1.046,2018-11-01 22:13:50
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Fulton,85 percent or higher,Landline,1,0.97,1.1287,0.6593,1.1159,2018-11-01 22:22:48
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.8726,0.7759,0.456,0.7717,2018-11-01 22:26:42
Und,35 to 49,Bachelors' degree,White,Female,White,Don't know,Kemp (R),Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,50 to 85 percent,Cell,0.7778,0.5915,1.1609,1.0979,0.9468,2018-11-01 22:31:20
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.8753,0.7591,0.4685,0.7547,2018-11-01 22:34:38
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Fulton,85 percent or higher,Landline,1,0.8576,1.1379,0.7306,1.1521,2018-11-01 22:47:45
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fulton,50 to 85 percent,Cell,1,0.825,0.7198,0.7031,0.7346,2018-11-01 23:11:01
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Dekalb,85 percent or higher,Cell,1,0.9305,0.856,0.544,0.8449,2018-11-01 23:19:31
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Kemp (R),Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Fulton,Less than 50 percent,Landline,1,0.3018,1.2621,2.3267,1.6432,2018-11-02 00:13:41
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Kemp (R),Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Cobb,85 percent or higher,Landline,1,0.97,0.8992,0.5076,0.889,2018-11-02 00:16:14
Und,35 to 49,Graduate or Professional Degree,Unknown,Male,Hispanic,Disapp.,Lib./Don't know,Don't know,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Unknown,Dekalb,Less than 50 percent,Landline,1,0.1329,0.7671,2.8068,1.2582,2018-11-02 00:29:24
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Abrams (D),Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Cobb,85 percent or higher,Landline,1,0.9187,0.9669,0.685,0.9556,2018-11-02 00:47:25
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,[DO NOT READ] Don't know/Refused,White,Fulton,50 to 85 percent,Cell,0.4444,0.6988,0.8212,0.7792,0.7449,2018-11-02 00:50:25
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Cobb,85 percent or higher,Cell,1,0.9623,0.739,0.6048,0.7209,2018-11-02 01:08:46
Und,[DO NOT READ] Refused,Bachelors' degree,Black,Male,Black,Disapp.,Lib./Don't know,Don't know,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Black,Cobb,Less than 50 percent,Landline,1,0.2012,0.9604,3.1138,1.2777,2018-11-02 01:09:04
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.9646,0.6477,0.9489,2018-11-02 01:16:25
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,Black,Dekalb,50 to 85 percent,Cell,1,0.7117,0.7599,0.672,0.7496,2018-11-02 01:24:40
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Fulton,Less than 50 percent,Landline,1,0.1156,1.6512,5.062,2.1595,2018-11-02 01:25:16
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.97,1.2489,1.0437,1.2285,2018-11-02 02:25:13
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.9499,1.033,0.8567,1.0175,2018-11-02 02:41:48
Dem,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Already voted,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Black,Cobb,50 to 85 percent,Cell,1,0.6275,1.0711,1.4563,1.1611,2018-11-02 03:19:25
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fulton,85 percent or higher,Cell,1,0.97,0.8276,0.5918,0.808,2018-11-02 03:19:43
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Already voted,or as a member of another political party,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cobb,85 percent or higher,Cell,1,0.9633,1.6884,0.9385,1.6712,2018-11-02 03:24:13
Dem,50 to 64,High school,White,Female,Hispanic,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Cobb,50 to 85 percent,Cell,1,0.5107,0.9761,1.4701,1.062,2018-11-02 03:27:49
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.6873,0.4694,0.6795,2018-11-02 03:31:56
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.97,1.033,0.8389,1.0212,2018-11-02 03:47:40
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fulton,Less than 50 percent,Landline,1,0.2703,0.7299,2.2601,0.9792,2018-11-02 04:18:02
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Black,Fulton,85 percent or higher,Cell,1,0.97,0.7281,0.5933,0.7198,2018-11-02 04:22:05
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Disapp.,Abrams (D),Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Not at all likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,Fulton,50 to 85 percent,Cell,0.6667,0.8239,1.4021,1.2418,0.9935,2018-11-02 04:27:20
Dem,35 to 49,Bachelors' degree,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,[DO NOT READ] Don't know/Refused,18 to 39,4-year College Grad.,Black,Fulton,85 percent or higher,Cell,1,0.97,1.3535,0.8717,1.3382,2018-11-02 04:29:35
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 39,4-year College Grad.,Black,Dekalb,85 percent or higher,Cell,1,0.97,1.169,0.7102,1.1558,2018-11-02 04:39:38
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,40 to 64,4-year College Grad.,Black,Dekalb,85 percent or higher,Cell,1,0.97,0.8074,0.5274,0.7982,2018-11-02 05:12:59
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Abrams (D),Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Dekalb,85 percent or higher,Landline,1,0.97,0.6752,0.5057,0.6675,2018-11-02 21:47:02
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,50 to 85 percent,Cell,1,0.8071,0.8822,0.5876,0.9046,2018-11-02 21:47:38
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,50 to 85 percent,Cell,1,0.8008,0.8595,0.6183,0.8653,2018-11-02 21:54:41
Dem,18 to 34,Bachelors' degree,Black,Female,Hispanic,Disapp.,Abrams (D),Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,4-year College Grad.,Black,Fulton,Less than 50 percent,Cell,1,0.1429,1.2639,5.7191,1.8248,2018-11-02 22:01:45
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,85 percent or higher,Cell,1,0.97,0.9607,0.6563,0.945,2018-11-02 22:02:03
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,1.3967,0.8722,1.3808,2018-11-02 22:08:03
Dem,50 to 64,Bachelors' degree,White,Male,Hispanic,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Landline,1,0.8615,0.8789,0.5844,0.889,2018-11-02 22:11:48
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Other Non-White,Dekalb,85 percent or higher,Landline,1,0.97,0.9895,0.6717,0.9783,2018-11-02 22:13:00
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Dekalb,85 percent or higher,Cell,1,0.9695,0.5912,0.3877,0.5772,2018-11-02 22:13:45
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 39,No 4-year College Degree,White,Cobb,Less than 50 percent,Landline,1,0.2784,1.0612,2.9157,1.3102,2018-11-02 22:13:54
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,85 percent or higher,Cell,1,0.97,0.8825,0.5122,0.8616,2018-11-02 22:14:39
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.97,1.2335,0.7161,1.2195,2018-11-02 22:25:03
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Cobb,85 percent or higher,Landline,1,0.9596,1.067,0.6441,1.0568,2018-11-02 22:25:48
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.6945,0.9041,0.857,0.931,2018-11-02 22:28:03
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Black,Cobb,Less than 50 percent,Cell,1,0.4524,0.5166,0.9425,0.5359,2018-11-02 22:31:57
Dem,50 to 64,Some college or trade school,Unknown,Female,Asian,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Unknown,Fulton,85 percent or higher,Cell,1,0.97,1.3514,0.9071,1.3293,2018-11-02 22:44:48
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.9233,1.2725,0.7342,1.257,2018-11-02 22:47:21
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Fulton,85 percent or higher,Landline,1,0.97,1.4308,0.8648,1.4074,2018-11-02 22:48:06
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Dekalb,85 percent or higher,Cell,1,0.8985,0.8585,0.7012,0.8611,2018-11-02 22:49:36
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,Postgraduate Degree,White,Fulton,85 percent or higher,Landline,1,0.97,0.9607,0.6563,0.9379,2018-11-02 22:50:39
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.97,0.8789,0.519,0.8645,2018-11-02 22:52:45
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Dekalb,85 percent or higher,Cell,1,0.9642,0.5912,0.3898,0.5817,2018-11-02 22:53:03
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Fulton,50 to 85 percent,Cell,1,0.7181,0.8952,0.6631,0.9414,2018-11-02 22:53:30
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,White,Fulton,85 percent or higher,Cell,1,0.97,0.8276,0.5918,0.8182,2018-11-02 22:57:06
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Dekalb,85 percent or higher,Cell,1,0.97,0.6279,0.3957,0.6208,2018-11-02 23:02:41
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,85 percent or higher,Cell,1,0.9605,0.6845,0.4803,0.6737,2018-11-02 23:07:02
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.97,1.2881,0.7258,1.2735,2018-11-02 23:24:55
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.6873,0.4694,0.6761,2018-11-02 23:28:49
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Disapp.,Lib./Don't know,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,White,Cobb,85 percent or higher,Cell,0.8889,0.905,1.1365,0.8842,1.095,2018-11-02 23:30:28
Dem,65 and older,Some college or trade school,White,Male,White,Don't know,Lib./Don't know,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.97,0.8899,0.7564,0.8688,2018-11-02 23:41:11
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.9253,1.033,0.8794,1.03,2018-11-02 23:44:29
Und,35 to 49,Bachelors' degree,Unknown,Female,Other,Disapp.,Lib./Don't know,Don't know,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Unknown,Fulton,85 percent or higher,Cell,1,0.8647,1.5194,0.8508,1.5131,2018-11-02 23:45:28
Rep,50 to 64,High school,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Cobb,50 to 85 percent,Cell,1,0.8489,0.7227,0.6744,0.7215,2018-11-02 23:48:28
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,85 percent or higher,Cell,1,0.9353,1.2386,0.7329,1.2325,2018-11-02 23:48:46
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Cobb,85 percent or higher,Cell,1,0.97,1.1333,0.6506,1.1148,2018-11-02 23:50:25
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Abrams (D),Dems. take House,Don't know,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Already voted,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Fulton,Less than 50 percent,Cell,1,0.4939,1.6512,1.5375,1.8943,2018-11-02 23:57:19
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cobb,85 percent or higher,Cell,1,0.97,1.7933,0.9517,1.764,2018-11-03 00:04:11
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fulton,50 to 85 percent,Cell,1,0.795,0.7198,0.7297,0.7404,2018-11-03 00:06:26
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.9568,1.003,0.5793,0.9875,2018-11-03 00:12:35
Und,18 to 34,Some college or trade school,Black,Female,Black,Don't know,Abrams (D),Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Black,Dekalb,50 to 85 percent,Cell,1,0.5958,0.9213,1.2662,0.9742,2018-11-03 00:18:12
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.9646,0.6477,0.9489,2018-11-03 00:24:21
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.97,1.033,0.8389,1.0212,2018-11-03 00:24:57
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Asian,Male,[DO NOT READ] Don't know/Refused,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,[DO NOT READ] Don't know/Refused,Other Non-White,Fulton,85 percent or higher,Cell,0.4444,0.89,1.375,1.1111,1.2855,2018-11-03 00:28:51
Rep,50 to 64,Bachelors' degree,Black,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Black,Dekalb,Less than 50 percent,Cell,1,0.3024,0.5706,1.2699,0.6916,2018-11-03 00:30:12
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Abrams (D),Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Already voted,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,Fulton,50 to 85 percent,Cell,1,0.5221,1.3493,1.8622,1.5272,2018-11-03 00:32:15
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Abrams (D),Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.97,0.7817,0.6208,0.7689,2018-11-03 00:33:27
