response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_noblack,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,4-year College Grad.,Hispanic,Orange,50 to 85 percent,Cell,1,0.8169,0.6119,0.303,0.6216,2018-10-23 14:10:42
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9457,0.6114,0.2241,0.6097,2018-10-23 14:10:42
Und,18 to 34,Some college or trade school,White,Female,Asian,Disapp.,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,18 to 34,No 4-year College Degree,White,San Bernardino,50 to 85 percent,Cell,1,0.769,1.1206,0.8912,1.1487,2018-10-23 14:10:42
Rep,50 to 64,Grade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Not at all likely,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Hispanic,San Bernardino,50 to 85 percent,Cell,0.4444,0.815,1.1112,0.5093,0.7072,2018-10-23 14:10:51
Rep,18 to 34,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Orange,Less than 50 percent,Cell,0.7778,0.2839,0.88,2.0006,0.8763,2018-10-23 14:10:51
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9057,0.6861,0.3017,0.6873,2018-10-23 14:10:51
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Not very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,Less than 50 percent,Landline,0,0.3552,0.8586,1.0246,0.2827,2018-10-23 14:10:51
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Orange,Less than 50 percent,Cell,1,0.3838,0.9306,1.2192,1.0847,2018-10-23 14:10:51
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,San Bernardino,50 to 85 percent,Cell,1,0.7217,1.5082,0.9982,1.5616,2018-10-23 14:10:51
Dem,18 to 34,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Postgraduate Degree,White,Los Angeles,85 percent or higher,Cell,1,0.9288,0.6315,0.3705,0.6309,2018-10-23 14:11:00
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,No 4-year College Degree,Hispanic,San Bernardino,50 to 85 percent,Cell,1,0.8192,0.7775,0.3329,0.7894,2018-10-23 14:11:00
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.9581,0.9487,0.5553,0.9451,2018-10-23 14:11:00
Und,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Don't know,Don't know,Unfavorable,Don't know,18 to 29,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,Nonwhite,18 to 34,4-year College Grad.,Hispanic,Los Angeles,Less than 50 percent,Cell,1,0.1735,0.9743,3.2981,1.1941,2018-10-23 14:11:00
Dem,18 to 34,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Postgraduate Degree,White,Orange,50 to 85 percent,Cell,1,0.8168,0.6888,0.5203,0.681,2018-10-23 14:11:09
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9167,0.48,0.1958,0.4802,2018-10-23 14:11:09
Und,35 to 49,Some college or trade school,White,Male,Hispanic,Disapp.,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Not very likely,Independent (No party),Nonwhite,35 to 49,No 4-year College Degree,White,Orange,50 to 85 percent,Cell,0.1111,0.837,0.7236,0.4681,0.4524,2018-10-23 14:11:18
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,San Bernardino,85 percent or higher,Cell,1,0.9584,1.1093,0.3618,1.105,2018-10-23 14:11:18
Dem,[DO NOT READ] Refused,Bachelors' degree,Other,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Democrat,[DO NOT READ] Don't know/Refused,35 to 49,4-year College Grad.,Other Non-White,Orange,85 percent or higher,Cell,1,0.8917,0.8056,0.4776,0.8188,2018-10-23 14:11:18
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.97,0.9008,0.4428,0.8967,2018-10-23 14:11:18
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Orange,Less than 50 percent,Cell,0.7778,0.3991,1.1093,2.0318,0.8823,2018-10-23 14:11:18
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,San Bernardino,Less than 50 percent,Landline,0.5556,0.3525,1.7605,2.3766,1.1909,2018-10-23 14:11:18
Dem,65 and older,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Postgraduate Degree,White,San Bernardino,85 percent or higher,Cell,1,0.97,0.8543,0.2675,0.8504,2018-10-23 14:11:18
Dem,35 to 49,Bachelors' degree,White,Male,Black,Disapp.,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,White,Los Angeles,85 percent or higher,Cell,1,0.9261,0.8137,0.4278,0.8132,2018-10-23 14:11:27
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Landline,1,0.9609,1.2408,0.8076,1.2434,2018-10-23 14:11:27
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Landline,1,0.97,0.8995,0.4876,0.8887,2018-10-23 14:11:27
Dem,65 and older,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,65 and older,4-year College Grad.,White,Orange,Less than 50 percent,Landline,1,0.326,1.4421,2.6073,1.7403,2018-10-23 14:11:27
Und,35 to 49,Graduate or Professional Degree,Asian,Male,Other,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Asian,Los Angeles,Less than 50 percent,Cell,1,0.3064,0.9265,1.8825,1.1333,2018-10-23 14:11:27
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.9656,0.9913,0.4557,0.987,2018-10-23 14:11:27
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Los Angeles,85 percent or higher,Cell,1,0.9008,0.9895,0.5288,0.9749,2018-10-23 14:11:36
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Los Angeles,85 percent or higher,Cell,1,0.97,1.1326,0.6101,1.1274,2018-10-23 14:11:36
Dem,18 to 34,Bachelors' degree,Unknown,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 34,4-year College Grad.,Unknown,Orange,50 to 85 percent,Cell,1,0.7701,0.6373,0.3638,0.668,2018-10-23 14:11:36
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Orange,85 percent or higher,Landline,1,0.97,0.8473,0.4456,0.8434,2018-10-23 14:11:36
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.9577,0.9821,0.5571,0.9692,2018-10-23 14:11:36
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Democrat,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.8966,1.1837,0.7859,1.2018,2018-10-23 14:11:45
Und,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,Unknown,Orange,Less than 50 percent,Cell,1,0.3336,0.7853,1.2327,0.943,2018-10-23 14:11:45
Und,18 to 34,Bachelors' degree,Hispanic,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,18 to 34,4-year College Grad.,Hispanic,Orange,50 to 85 percent,Cell,0.4444,0.806,0.6119,0.307,0.4592,2018-10-23 14:11:45
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Landline,1,0.8956,0.9569,0.6055,0.96,2018-10-23 14:11:45
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,Postgraduate Degree,Hispanic,Orange,50 to 85 percent,Cell,1,0.8303,0.6647,0.2711,0.6565,2018-10-23 14:11:45
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.9574,0.9312,0.4954,0.9189,2018-10-23 14:11:45
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.97,0.5127,0.2286,0.5103,2018-10-23 14:11:45
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,65 and older,Postgraduate Degree,Unknown,Orange,Less than 50 percent,Cell,0.7778,0.3221,0.8088,1.0323,0.796,2018-10-23 14:11:45
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,4-year College Grad.,Hispanic,Orange,85 percent or higher,Cell,1,0.9334,0.8427,0.332,0.8415,2018-10-23 14:11:54
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.9165,0.6936,0.3154,0.6939,2018-10-23 14:11:54
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Asian,Orange,Less than 50 percent,Cell,1,0.3822,1.061,1.4624,1.2377,2018-10-23 14:11:54
Rep,18 to 34,Bachelors' degree,Asian,Female,Asian,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,18 to 34,4-year College Grad.,Asian,Orange,85 percent or higher,Cell,1,0.8836,1.0672,0.795,1.0867,2018-10-23 14:11:54
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,4-year College Grad.,Hispanic,Orange,85 percent or higher,Cell,1,0.8867,0.6146,0.2963,0.6173,2018-10-23 14:11:54
Und,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,Asian,San Bernardino,Less than 50 percent,Cell,1,0.2264,1.2344,2.6821,1.1483,2018-10-23 14:12:03
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.9277,0.8915,0.5599,0.8785,2018-10-23 14:12:03
Dem,65 and older,Graduate or Professional Degree,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Other Non-White,Orange,85 percent or higher,Landline,1,0.9465,0.8128,0.4097,0.8105,2018-10-23 14:12:03
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Los Angeles,85 percent or higher,Cell,1,0.8675,0.7504,0.4639,0.767,2018-10-23 14:12:03
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9486,0.9836,0.5107,0.9806,2018-10-23 14:12:12
Rep,18 to 34,Bachelors' degree,White,Female,Asian,Disapp.,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,18 to 34,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.9282,0.9361,0.6336,0.9224,2018-10-23 14:12:12
Rep,18 to 34,Grade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Orange,Less than 50 percent,Cell,0.7778,0.1103,0.88,3.7864,0.9852,2018-10-23 14:12:21
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.913,0.9646,0.4216,0.9759,2018-10-23 14:12:21
Rep,50 to 64,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,White,Orange,Less than 50 percent,Cell,1,0.1499,0.9056,2.7291,1.4517,2018-10-23 14:12:21
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Landline,1,0.9256,0.9584,0.532,0.967,2018-10-23 14:12:21
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9113,0.8511,0.5808,0.852,2018-10-23 14:12:30
Rep,35 to 49,Bachelors' degree,Asian,Male,Asian,Don't know,Dems. take House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Republican,Nonwhite,35 to 49,4-year College Grad.,Asian,Los Angeles,Less than 50 percent,Cell,1,0.273,1.2109,2.7463,1.6392,2018-10-23 14:12:30
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Los Angeles,85 percent or higher,Cell,1,0.97,1.1415,0.5542,1.1363,2018-10-23 14:12:30
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,Black,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Asian,Orange,85 percent or higher,Cell,1,0.8966,0.6218,0.3387,0.6237,2018-10-23 14:12:30
Dem,35 to 49,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Unfavorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,Asian,Los Angeles,Less than 50 percent,Cell,1,0.2405,1.1381,2.7196,1.47,2018-10-23 14:12:30
Rep,50 to 64,Grade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Not at all likely,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Landline,0.4444,0.1539,1.0914,3.513,0.38,2018-10-23 14:12:39
Und,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Landline,1,0.9615,0.9326,0.4479,0.9287,2018-10-23 14:12:39
Dem,18 to 34,Bachelors' degree,Asian,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,4-year College Grad.,Asian,Los Angeles,Less than 50 percent,Cell,1,0.3911,1.5359,3.4019,1.7833,2018-10-23 14:12:39
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9439,0.941,0.6946,0.9386,2018-10-23 14:12:48
Rep,65 and older,High school,Asian,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,Asian,Orange,85 percent or higher,Landline,1,0.8985,1.0926,0.6545,1.0765,2018-10-23 14:12:48
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Postgraduate Degree,Unknown,Orange,85 percent or higher,Cell,1,0.97,0.4898,0.2359,0.4876,2018-10-23 14:12:48
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,50 to 85 percent,Landline,1,0.5259,1.2354,1.3897,1.3526,2018-10-23 14:12:48
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.967,0.9646,0.3981,0.9656,2018-10-23 14:12:57
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Los Angeles,50 to 85 percent,Cell,1,0.5456,0.975,0.9947,1.0601,2018-10-23 14:12:57
Und,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,30 to 44,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Orange,50 to 85 percent,Cell,1,0.7185,0.7236,0.5453,0.7218,2018-10-23 14:12:57
Dem,65 and older,High school,Hispanic,Male,Hispanic,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Los Angeles,85 percent or higher,Cell,1,0.8995,1.0527,0.6071,1.0555,2018-10-23 14:12:57
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Orange,50 to 85 percent,Cell,1,0.563,0.854,0.8041,0.9233,2018-10-23 14:12:57
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Hispanic,Orange,Less than 50 percent,Cell,1,0.0739,1.4636,5.8987,2.5125,2018-10-23 14:13:06
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Don't know,Favorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,San Bernardino,Less than 50 percent,Cell,1,0.3329,1.0217,1.6359,1.1209,2018-10-23 14:13:06
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9277,0.8655,0.4718,0.8647,2018-10-23 14:13:06
Dem,18 to 34,Bachelors' degree,Unknown,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,Unknown,San Bernardino,Less than 50 percent,Cell,0.5556,0.1114,1.02,3.0976,0.6695,2018-10-23 14:13:15
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Approve,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,50 to 64,4-year College Grad.,Asian,San Bernardino,85 percent or higher,Cell,1,0.8946,1.3797,0.5791,1.4015,2018-10-23 14:13:15
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9076,0.7072,0.4009,0.7083,2018-10-23 14:13:15
Dem,18 to 34,High school,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Asian,Los Angeles,85 percent or higher,Cell,1,0.8761,1.2765,1.3829,1.2842,2018-10-23 14:13:24
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,or as a member of another political party,Nonwhite,50 to 64,4-year College Grad.,Asian,Orange,85 percent or higher,Cell,1,0.89,1.0623,0.5151,1.0802,2018-10-23 14:13:24
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Orange,50 to 85 percent,Cell,1,0.6998,0.7198,0.5023,0.7491,2018-10-23 14:13:24
