response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,65 and older,White,85 percent or higher,Cell,1,0.97,0.6592,0.2492,0.6654,2018-10-20 01:43:34
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.97,0.7451,0.3381,0.7559,2018-10-20 01:46:15
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,35 to 49,White,85 percent or higher,Cell,1,0.9618,0.8079,0.3544,0.816,2018-10-20 01:49:06
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,65 and older,White,50 to 85 percent,Landline,1,0.7489,0.9364,0.5856,0.9774,2018-10-20 01:49:33
Dem,18 to 34,Graduate or Professional Degree,Other,Female,Asian,Disapp.,Dems. take House,Unfavorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,or as a member of another political party,Nonwhite,Nonwhite,Madison,18 to 34,Other Non-White,50 to 85 percent,Cell,1,0.8234,0.4842,0.3457,0.4852,2018-10-20 01:49:42
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Cell,1,0.97,1.5755,1.17,1.5785,2018-10-20 01:50:54
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,White,85 percent or higher,Landline,1,0.97,1.381,0.6903,1.3941,2018-10-20 01:55:24
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.97,0.7048,0.3573,0.7115,2018-10-20 01:55:24
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,35 to 49,White,50 to 85 percent,Cell,1,0.5637,0.9303,0.9095,1.0196,2018-10-20 01:56:18
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,65 and older,Unknown,85 percent or higher,Landline,1,0.97,0.6983,0.2362,0.7049,2018-10-20 01:56:36
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,65 and older,White,50 to 85 percent,Landline,1,0.5294,1.0702,0.7271,1.1867,2018-10-20 01:58:24
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,65 and older,White,85 percent or higher,Cell,1,0.97,0.6983,0.2914,0.7049,2018-10-20 01:59:45
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,35 to 49,White,85 percent or higher,Cell,1,0.9393,0.8558,0.4243,0.8556,2018-10-20 02:00:52
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Madison,50 to 64,White,85 percent or higher,Cell,1,0.9672,0.5106,0.1977,0.5114,2018-10-20 02:01:10
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,50 to 85 percent,Cell,1,0.6955,1.1909,0.8406,1.2581,2018-10-20 02:02:31
Rep,18 to 34,Some college or trade school,Hispanic,Female,White,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Madison,18 to 34,Other Non-White,50 to 85 percent,Cell,1,0.8357,0.6696,0.6307,0.6705,2018-10-20 02:03:52
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",White,Rest,65 and older,White,50 to 85 percent,Cell,1,0.7932,0.9468,0.3577,1,2018-10-20 02:03:52
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Cell,1,0.8964,1.0207,0.5526,1.0383,2018-10-20 02:04:37
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,White,50 to 85 percent,Cell,1,0.7899,1.0536,0.5455,1.0908,2018-10-20 02:04:55
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,St. Clair,35 to 49,White,Less than 50 percent,Cell,0.7778,0.3456,0.7053,1.3756,0.6998,2018-10-20 02:05:13
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Cell,1,0.8546,0.9656,0.61240000000000006,0.966,2018-10-20 02:05:22
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,White,85 percent or higher,Cell,1,0.97,0.6178,0.2108,0.6237,2018-10-20 02:05:22
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,35 to 49,Unknown,85 percent or higher,Cell,1,0.97,0.8294,0.3289,0.831,2018-10-20 02:05:49
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,18 to 34,White,85 percent or higher,Cell,0.8889,0.8587,0.9199,0.4523,0.9074,2018-10-20 02:06:43
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,50 to 64,White,50 to 85 percent,Cell,1,0.5037,1.1249,0.921,1.2592,2018-10-20 02:06:52
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Madison,18 to 34,White,Less than 50 percent,Cell,1,0.2966,0.6771,1.1413,0.7671,2018-10-20 02:06:52
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,White,50 to 85 percent,Cell,1,0.847,1.1138,0.4814,1.1415,2018-10-20 02:06:57
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,85 percent or higher,Cell,1,0.97,0.9357,0.432,0.9445,2018-10-20 02:07:46
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Don't know,Favorable,Don't know,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,18 to 34,Unknown,50 to 85 percent,Cell,1,0.6207,0.8037,0.4858,0.8658,2018-10-20 02:09:43
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,Less than 50 percent,Cell,0.8889,0.4293,1.4727,2.307,1.5103,2018-10-20 02:09:52
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,50 to 64,White,85 percent or higher,Cell,0.7778,0.9549,1.0713,0.4856,1.0577,2018-10-20 02:10:55
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,50 to 64,White,85 percent or higher,Cell,1,0.9508,1.0713,0.4877,1.0829,2018-10-20 02:14:40
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Rest,35 to 49,White,85 percent or higher,Cell,1,0.97,0.6614,0.3314,0.6676,2018-10-20 02:15:07
Und,18 to 34,Bachelors' degree,White,Male,White,Approve,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,Rest,18 to 34,White,50 to 85 percent,Cell,0,0.6349,1.1993,0.6588,0.438,2018-10-20 02:18:51
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,35 to 49,White,85 percent or higher,Cell,1,0.97,0.6256,0.3502,0.6316,2018-10-20 02:19:27
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 34,White,Less than 50 percent,Cell,0.2222,0.057,1.1001,5.4545,0.3899,2018-10-20 02:19:36
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,Unknown,85 percent or higher,Cell,1,0.97,0.6,0.2085,0.6056,2018-10-20 02:19:36
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,50 to 64,White,85 percent or higher,Cell,1,0.943,0.7547,0.2299,0.7634,2018-10-20 02:21:42
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,White,85 percent or higher,Cell,1,0.8816,0.7995,0.2876,0.7991,2018-10-20 02:22:54
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,Rest,35 to 49,Other Non-White,85 percent or higher,Cell,1,0.97,0.4949,0.3131,0.5022,2018-10-20 02:24:33
Dem,50 to 64,Some college or trade school,Hispanic,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,50 to 64,Other Non-White,85 percent or higher,Cell,1,0.8899,0.6772,0.4702,0.6895,2018-10-20 02:26:57
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Madison,50 to 64,White,Less than 50 percent,Cell,1,0.4009,1.0166,1.4559,1.1908,2018-10-20 02:29:03
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,White,85 percent or higher,Cell,1,0.9335,0.6545,0.2561,0.6627,2018-10-20 02:29:21
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,St. Clair,35 to 49,Unknown,Less than 50 percent,Cell,1,0.4811,0.6116,0.8833,0.6459,2018-10-20 02:29:21
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,White,85 percent or higher,Cell,1,0.97,0.9567,0.432,0.9657,2018-10-20 02:29:48
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,50 to 85 percent,Cell,1,0.6763,1.3336,0.9567,1.4586,2018-10-20 02:30:15
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,50 to 64,White,85 percent or higher,Cell,1,0.97,0.9036,0.3546,0.9122,2018-10-20 02:30:24
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,St. Clair,50 to 64,White,85 percent or higher,Cell,1,0.9108,0.6983,0.3046,0.6977,2018-10-20 02:31:18
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,35 to 49,White,50 to 85 percent,Cell,1,0.6594,0.9407,0.503,1.0027,2018-10-20 02:31:36
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,65 and older,White,85 percent or higher,Cell,1,0.97,0.6983,0.2914,0.7049,2018-10-20 02:31:54
Dem,18 to 34,Graduate or Professional Degree,Other,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,18 to 34,Other Non-White,85 percent or higher,Cell,0.8889,0.8924,0.5331,0.4098,0.5377,2018-10-20 02:33:49
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Madison,35 to 49,White,50 to 85 percent,Cell,1,0.739,0.7774,0.4198,0.7846,2018-10-20 02:36:22
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,18 to 34,White,85 percent or higher,Cell,1,0.9534,0.9744,0.4763,0.9748,2018-10-20 02:40:25
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,65 and older,White,85 percent or higher,Landline,1,0.944,0.8918,0.4644,0.902,2018-10-20 15:32:10
Dem,65 and older,Some college or trade school,Black,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Black,85 percent or higher,Cell,1,0.9419,1.1321,0.6015,1.1318,2018-10-20 15:45:22
Rep,65 and older,Grade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,85 percent or higher,Landline,0.5556,0.97,1.3508,0.6903,1.3393,2018-10-20 15:58:25
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,50 to 64,White,85 percent or higher,Cell,1,0.9619,0.5844,0.2246,0.5902,2018-10-20 15:59:19
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,Asian,Approve,Reps. keep House,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,Rest,35 to 49,White,85 percent or higher,Cell,1,0.97,1.0848,0.7941,1.0951,2018-10-20 15:59:28
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,50 to 64,Other Non-White,85 percent or higher,Cell,1,0.97,0.4667,0.2442,0.4711,2018-10-20 16:00:31
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,St. Clair,35 to 49,White,Less than 50 percent,Cell,0.8889,0.4388,1.0921,2.2202,1.1175,2018-10-20 16:00:34
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,White,50 to 85 percent,Cell,1,0.6594,1.1924,0.9722,1.2153,2018-10-20 16:01:07
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,Madison,50 to 64,White,Less than 50 percent,Landline,0,0.3114,0.9616,1.9806,0.2401,2018-10-20 16:01:43
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,Rest,35 to 49,Unknown,85 percent or higher,Cell,1,0.8607,0.7406,0.335,0.7689,2018-10-20 16:02:13
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,White,85 percent or higher,Cell,1,0.97,0.9567,0.432,0.9657,2018-10-20 16:02:37
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,35 to 49,White,85 percent or higher,Cell,1,0.898,1.0241,0.7336,1.0415,2018-10-20 16:13:43
Rep,50 to 64,High school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,Unknown,50 to 85 percent,Cell,0.7778,0.5934,1.474,0.9289,1.2343,2018-10-20 16:16:25
Dem,65 and older,[DO NOT READ] Refused,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.9626,1.2522,1.3403,1.2646,2018-10-20 16:23:05
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,35 to 49,White,50 to 85 percent,Cell,1,0.8193,0.9303,0.6258,0.9579,2018-10-20 16:23:05
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,50 to 64,White,85 percent or higher,Landline,1,0.97,0.7139,0.2362,0.7207,2018-10-20 16:26:08
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,White,85 percent or higher,Landline,1,0.97,0.6545,0.2465,0.6607,2018-10-20 16:27:47
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,18 to 34,White,50 to 85 percent,Cell,0.8889,0.5531,1.3576,1.3208,1.4515,2018-10-20 16:29:08
Dem,65 and older,Grade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,65 and older,Black,50 to 85 percent,Landline,0.4444,0.8337,2.0344,1.515,1.8424,2018-10-20 16:37:08
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,White,85 percent or higher,Landline,1,0.9267,1.0134,0.5287,1.0127,2018-10-20 16:37:17
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,White,85 percent or higher,Landline,1,0.97,0.6545,0.2465,0.6607,2018-10-20 16:38:11
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,65 and older,White,50 to 85 percent,Landline,0,0.8001,0.7751,0.3345,0.6472,2018-10-20 16:59:21
Und,35 to 49,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,St. Clair,35 to 49,White,Less than 50 percent,Cell,0.4444,0.349,1.0921,2.7917,1.0142,2018-10-20 17:00:15
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,65 and older,White,85 percent or higher,Cell,1,0.97,0.9359,0.9361,0.9447,2018-10-20 17:01:54
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,St. Clair,50 to 64,White,50 to 85 percent,Cell,1,0.8355,0.813,0.3232,0.8142,2018-10-20 17:07:05
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,35 to 49,Unknown,Less than 50 percent,Cell,1,0.2189,0.7471,2.0581,1,2018-10-20 17:07:50
Und,35 to 49,Some college or trade school,Black,Female,Other,Disapp.,Don't know,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,35 to 49,Black,50 to 85 percent,Cell,1,0.5608,1.4139,1.8745,1.4659,2018-10-20 17:10:14
Rep,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Madison,65 and older,White,85 percent or higher,Landline,1,0.97,0.7533,0.4315,0.7352,2018-10-20 17:10:50
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,85 percent or higher,Landline,1,0.97,1.0229,0.6194,1.0248,2018-10-20 17:12:11
Und,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,18 to 34,White,Less than 50 percent,Cell,0.7778,0.2535,0.821,1.7649,0.8386,2018-10-20 17:13:14
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.9623,1.7643,1.305,1.7662,2018-10-20 17:19:06
Dem,50 to 64,High school,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,50 to 64,White,50 to 85 percent,Cell,1,0.7494,1.6239,0.9892,1.6371,2018-10-20 17:31:33
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Madison,35 to 49,White,85 percent or higher,Landline,1,0.9199,0.5778,0.3093,0.586,2018-10-20 17:42:54
