response,ager,educ,file_race,gender,race_eth,approve,CHECK,CLIMATE,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Bachelors' degree,Black,Male,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.9005,0.7149,0.3467,0.7273
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Support,Very or somewhat,support,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9163,0.9131,0.5126,0.927
Rep,65 and older,High school,White,Male,White,Approve,Support,Very or somewhat,Don't know,Reps. keep House,Don't know,Favorable,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.8314,1.426,0.8653,1.4662
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,"Rest, Trump",85 percent or higher,Cell,1,0.9165,0.9138,0.5074,0.9277
Dem,65 and older,High school,White,Male,White,Approve,Check,Very or somewhat,support,Don't know,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Clinton",Less than 50 percent,Cell,0.7778,0.2839,1.1975,2.2962,1.3619
Und,35 to 49,Bachelors' degree,Hispanic,Female,White,Approve,Check,Not or not very,support,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",35 to 49,Other Non-White,"Virginia Beach, Clinton",50 to 85 percent,Cell,0.1111,0.7806,1.0259,0.7843,0.5109
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,"Rest, Trump",50 to 85 percent,Cell,1,0.7423,0.9332,0.4006,0.9762
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9666,0.9204,0.4197,0.9299
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9721,0.8143,0.3225,0.8225
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,Don't know,Don't know,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8616,0.8198,0.3649,0.8388
Rep,65 and older,Some college or trade school,Black,Male,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Black,"Rest, Trump",85 percent or higher,Landline,1,0.9347,0.9174,0.4946,0.9295
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,0,0.8664,1.0042,0.7351,0.8215
Dem,35 to 49,Some college or trade school,White,Female,Black,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.8229,0.9641,0.6562,0.9927
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Support,Very or somewhat,oppose,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.854,0.9557,0.61240000000000006,0.979
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Support,Very or somewhat,Don't know,Don't know,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9511,1.3618,0.7952,1.3631
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Don't know,Support,Very or somewhat,oppose,Reps. keep House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,Unknown,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.3907,1.2775,2.568,1.5055
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8668,0.8526,0.4451,0.8716
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9379,0.8133,0.2922,0.8238
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,"Virginia Beach, Clinton",Less than 50 percent,Landline,1,0.4622,0.9227,1.2308,1.0511
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9582,0.8543,0.2911,0.8636
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Support,Not or not very,oppose,Reps. keep House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.8012,1.0128,0.5509,1.0471
Dem,65 and older,High school,Unknown,Female,Black,Disapp.,Don't know,Very or somewhat,oppose,Dems. take House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Unknown,"Rest, Clinton",85 percent or higher,Landline,0.4444,0.9159,1.2349,1.0343,1.1597
Dem,65 and older,Some college or trade school,Black,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Black,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8667,0.871,0.5836,0.8904
Und,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Check,Very or somewhat,oppose,Don't know,Unfavorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Black,"Rest, Clinton",Less than 50 percent,Cell,1,0.4131,0.8648,1.5411,1.0075
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Don't know,Not or not very,support,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Rest, Trump",85 percent or higher,Landline,1,0.9515,0.95,0.5426,0.9609
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Check,Very or somewhat,support,Reps. keep House,Favorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9683,0.9857,0.5227,0.9958
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Check,Very or somewhat,oppose,Don't know,Unfavorable,Unfavorable,agree,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Rest, Clinton",50 to 85 percent,Cell,0,0.6435,1.0343,1.0632,0.3825
Rep,50 to 64,High school,White,Male,White,Approve,Support,Very or somewhat,support,Reps. keep House,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.6237,1.3313,1.2278,1.4339
Und,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Don't know,Very or somewhat,support,Don't know,Unfavorable,Unfavorable,agree,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,"Rest, Trump",85 percent or higher,Landline,1,0.8914,0.926,0.4171,0.926
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9015,0.8061,0.4439,0.82
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.0906,1.1216,4.2418,1.8592
Dem,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Check,Not or not very,oppose,Dems. take House,Unfavorable,Unfavorable,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,65 and older,White,"Rest, Clinton",50 to 85 percent,Landline,0.8889,0.8415,0.9413,0.3897,0.9548
Und,50 to 64,Some college or trade school,Unknown,Male,White,Don't know,Don't know,Not or not very,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,"White, No 4-Year College Degree",50 to 64,Unknown,"Virginia Beach, Trump",50 to 85 percent,Cell,0.4444,0.5911,1.0434,1.0103,0.6788
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Check,Not or not very,Don't know,Dems. take House,Favorable,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,35 to 49,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.5395,0.9309,0.6782,0.9701
Dem,35 to 49,Graduate or Professional Degree,White,Male,Asian,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9251,0.8052,0.3781,0.8167
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Rest, Trump",85 percent or higher,Cell,0.8889,0.9371,0.9584,0.5012,0.9512
Dem,18 to 34,Some college or trade school,White,Male,White,Don't know,Check,Not or not very,support,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,"Rest, Trump",Less than 50 percent,Cell,1,0.0822,1.2525,5.2772,2.126
Dem,35 to 49,Bachelors' degree,White,Male,Hispanic,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Unfavorable,Unfavorable,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9202,0.8344,0.498,0.8468
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Support,Very or somewhat,oppose,Reps. keep House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,Not very likely,Republican,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,0.3333,0.6131,0.9822,0.7027,0.5526
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9465,0.8172,0.3919,0.8269
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",35 to 49,Unknown,"Virginia Beach, Trump",Less than 50 percent,Landline,0.6667,0.4409,0.9979,1.7,0.528
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Support,Not or not very,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8993,0.968,0.7981,0.9679
Dem,50 to 64,Bachelors' degree,White,Male,White,Don't know,Check,Very or somewhat,oppose,Reps. keep House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.9502,0.852,0.3892,0.8528
Rep,35 to 49,Some college or trade school,Black,Female,Black,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.0538,0.8633,4.1799,1.624
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Not or not very,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,"Rest, Clinton",Less than 50 percent,Landline,0.5556,0.1587,0.8806,2.4383,0.3513
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.8776,0.8949,0.4289,0.9134
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.9609,0.8858,0.4274,0.8953
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Check,Not or not very,Don't know,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,"Rest, Trump",50 to 85 percent,Landline,0.8889,0.6459,1.0405,0.6426,1.0338
Rep,50 to 64,Graduate or Professional Degree,Black,Male,White,Don't know,Don't know,Very or somewhat,support,Don't know,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Black,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9348,0.7686,0.3135,0.7688
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9549,0.9099,0.5381,0.9201
Und,35 to 49,High school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Not or not very,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,30 to 44,High School Grad. or Less,Other,Male,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.2683,1.2719,3.9293,1.4658
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Check,Very or somewhat,Don't know,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,"Rest, Clinton",50 to 85 percent,Cell,1,0.7789,0.8618,0.5835,0.8947
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Not or not very,oppose,Reps. keep House,Don't know,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9025,0.8543,0.3091,0.8689
Und,50 to 64,Graduate or Professional Degree,Unknown,Female,Other,Approve,Check,Very or somewhat,Don't know,Reps. keep House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,Nonwhite,50 to 64,Unknown,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.3445,0.943,1.3445,1.1412
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.5155,0.9097,0.7756,1.0146
Dem,50 to 64,High school,White,Female,White,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.7637,1.3178,1.0941,1.3276
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,"Rest, Trump",50 to 85 percent,Cell,1,0.8422,1.0054,0.5135,1.0319
Dem,35 to 49,Some college or trade school,Black,Male,Hispanic,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Black,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.8141,0.8449,0.6117,0.8478
Dem,35 to 49,High school,Black,Female,Black,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.8449,1.1639,0.9806,1.1941
Dem,50 to 64,Some college or trade school,Black,Female,Other,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.5085,0.8762,0.8743,0.9797
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,"Virginia Beach, Trump",85 percent or higher,Cell,0.8889,0.9336,0.948,0.6224,0.9545
Und,65 and older,High school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Check,Very or somewhat,oppose,Don't know,Unfavorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,"Rest, Trump",50 to 85 percent,Cell,1,0.6458,1.4417,1.0842,1.5434
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Support,Very or somewhat,oppose,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.9266,0.9964,0.5628,0.9964
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Don't know,Not or not very,Don't know,Don't know,Favorable,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.9237,0.9022,0.4416,0.9151
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Very or somewhat,oppose,Reps. keep House,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, 4-Year College Grads",35 to 49,White,"Rest, Trump",50 to 85 percent,Cell,0.7778,0.843,1.0405,0.4923,0.9103
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,Unknown,"Rest, Clinton",85 percent or higher,Cell,1,0.9466,0.9691,0.8675,0.9807
Dem,50 to 64,Bachelors' degree,White,Female,Other,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4501,0.9477,1.0928,1.0852
Rep,65 and older,Some college or trade school,Black,Male,White,Approve,Support,Not or not very,Don't know,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Black,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.911,0.8799,0.5089,0.8939
Rep,35 to 49,Some college or trade school,White,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Don't know,NA,NA,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.6376,1.0156,1.0801,1.0896
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Check,Not or not very,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.8379,0.9244,0.461,0.9494
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Don't know,NA,NA,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8536,1.0055,0.6242,1.0301
Rep,50 to 64,Bachelors' degree,Black,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Unfavorable,NA,NA,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.8844,0.7207,0.3826,0.7349
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Support,Not or not very,NA,Reps. keep House,Don't know,NA,NA,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9139,0.8923,0.4587,0.9062
Und,35 to 49,Graduate or Professional Degree,White,Male,Other,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4954,0.8982,0.8432,1.0094
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8867,0.8323,0.4155,0.8484
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Don't know,NA,NA,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,"Rest, Trump",85 percent or higher,Cell,1,0.9078,0.9318,0.628,0.9471
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Not or not very,oppose,Don't know,Unfavorable,Favorable,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",18 to 34,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.659,1.1568,0.6615,1.1799
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.6448,0.9425,0.7048,1.0093
Dem,50 to 64,High school,White,Female,Black,Disapp.,Check,Very or somewhat,NA,Dems. take House,Don't know,NA,NA,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),Nonwhite,50 to 64,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.6738,1.3421,1.2317,1.2412
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9304,0.8925,0.4256,0.9046
Rep,50 to 64,Some college or trade school,Black,Male,Hispanic,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,Black,"Rest, Clinton",50 to 85 percent,Cell,1,0.7643,0.9324,0.68,0.9393
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown,"Rest, Trump",50 to 85 percent,Cell,1,0.7201,1.1219,0.8473,1.1792
