response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9952,1.0043,0.6169,1.0179,2018-09-29 03:43:46
Dem,50 to 64,Some college or trade school,Unknown,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,Unknown,Pima,50 to 85 percent,Cell,1,0.6856,1.1694,1.2886,1.192,2018-09-29 04:12:59
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9972,1.1009,0.6956,1.1164,2018-09-29 04:17:35
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.8412,1.0622,0.7153,1.0937,2018-09-29 04:24:11
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Non-White,Pima,85 percent or higher,Cell,0.5556,0.9095,0.696,0.4471,0.6825,2018-09-29 04:43:06
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Check,support,Dems. take House,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.9901,0.9266,0.5207,0.9387,2018-09-29 17:41:23
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.8061,0.844,0.7245,0.8499,2018-09-29 17:49:50
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9575,0.6343,0.3892,0.6432,2018-09-29 17:59:53
Dem,65 and older,High school,Hispanic,Male,Hispanic,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,Non-White,Pima,50 to 85 percent,Landline,1,0.7367,1.5286,1.32,1.5488,2018-09-29 18:02:33
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9963,0.7549,0.4877,0.7653,2018-09-29 18:03:54
Dem,18 to 34,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,agree,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 44,Postgraduate Degree,White,Cochise,Less than 50 percent,Cell,1,0.4138,0.6808,1.297,0.7364,2018-09-29 18:11:37
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.7409,1.1601,1.0956,1.1749,2018-09-29 18:13:03
Und,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,oppose,Reps. keep House,Don't know,Don't know,agree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Landline,0.7778,0.7771,1.0982,0.95,1.107,2018-09-29 18:13:07
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.996,0.7306,0.4435,0.7407,2018-09-29 18:21:44
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9248,0.7313,0.4613,0.744,2018-09-29 18:22:38
Dem,65 and older,Some college or trade school,White,Female,Hispanic,Don't know,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9977,1.1567,0.7294,1.1731,2018-09-29 18:27:44
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,Pima,85 percent or higher,Cell,1,0.9248,0.6444,0.4968,0.6555,2018-09-29 18:38:50
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9915,1.1567,0.734,1.1682,2018-09-29 18:38:50
Rep,65 and older,[DO NOT READ] Refused,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,[DO NOT READ] Don't know/Refused,Unknown,Cochise,85 percent or higher,Cell,1,0.9895,0.8563,1.0296,0.8674,2018-09-29 18:41:32
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Cell,1,0.9928,0.9516,0.8327,0.9642,2018-09-29 18:54:23
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Cochise,85 percent or higher,Cell,1,0.9942,0.5178,0.3759,0.5248,2018-09-29 18:56:38
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Landline,0.7778,0.7426,1.0898,0.8777,1.0537,2018-09-29 18:58:17
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9965,0.6954,0.4226,0.705,2018-09-29 19:00:50
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.73740000000000006,1.1601,1.1007,1.2184,2018-09-29 19:08:03
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.8136,1.2329,0.9931,1.2755,2018-09-29 19:09:51
Rep,35 to 49,Some college or trade school,White,Male,White,oppose,Approve,Check,oppose,Reps. keep House,Unfavorable,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.77,1.1831,0.9769,1.2342,2018-09-29 19:10:45
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9952,0.7931,0.5123,0.8022,2018-09-29 19:27:42
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.5703,0.6937,0.7857,0.7615,2018-09-29 19:29:30
Und,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Check,support,Don't know,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,45 to 64,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.819,0.7699,0.6311,0.7957,2018-09-29 19:29:57
Rep,65 and older,Bachelors' degree,White,Male,White,support,Don't know,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,50 to 85 percent,Cell,0.6667,0.7032,1.2329,1.149,1.0225,2018-09-29 19:33:02
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9842,1.1951,0.8135,1.2104,2018-09-29 19:33:20
Dem,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,Less than 50 percent,Landline,0.7778,0.3905,1.2664,2.4374,1.2495,2018-09-29 19:43:14
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9494,1.1094,0.8277,1.1257,2018-09-29 19:43:23
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9754,1.1586,0.723,1.1736,2018-09-29 19:48:05
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Landline,1,0.9944,1.0251,0.847,1.0389,2018-09-29 19:49:08
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,Less than 50 percent,Cell,1,0.4686,1.4216,2.223,1.6199,2018-09-29 19:54:41
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Pima,85 percent or higher,Landline,1,0.9719,0.7009,0.4715,0.7101,2018-09-29 19:56:11
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,45 to 64,No 4-year College Degree,White,Cochise,85 percent or higher,Cell,1,0.9765,0.8471,0.6936,0.8581,2018-09-29 20:11:54
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,0.8889,0.9672,1.0902,0.7326,1.0906,2018-09-29 20:15:12
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9969,1.1027,0.6744,1.1181,2018-09-29 20:16:13
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Approve,Check,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Cell,0.5556,0.9613,1.0059,0.6189,0.9494,2018-09-29 20:21:55
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,disagree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,[DO NOT READ] Don't know/Refused,White,Pima,85 percent or higher,Landline,1,0.9963,1.0406,0.9368,1.0531,2018-09-29 20:26:25
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.7472,1.1247,0.957,1.1383,2018-09-29 20:52:54
Und,65 and older,Bachelors' degree,White,Male,White,Don't know,Don't know,Check,Don't know,Don't know,Don't know,Don't know,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.98740000000000006,1.1027,0.6808,1.1124,2018-09-29 21:10:29
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9878,1.0376,0.6837,1.051,2018-09-29 21:15:17
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Approve,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.99,0.9632,0.6696,0.9724,2018-09-29 21:17:14
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Landline,0.8889,0.9042,1.0376,0.747,1.0497,2018-09-29 21:20:29
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9851,1.1094,0.7977,1.1237,2018-09-29 21:27:05
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Pima,85 percent or higher,Landline,1,0.9961,0.7995,0.557,0.8105,2018-09-29 21:42:06
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Non-White,Pima,85 percent or higher,Cell,0.8889,0.9342,0.7939,0.527,0.79,2018-09-29 21:43:09
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.714,1.5123,1.4404,1.5967,2018-09-29 22:05:21
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9951,1.1027,0.6756,1.1177,2018-09-29 22:22:30
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.7889,0.9091,0.7543,0.9449,2018-09-29 22:25:21
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,support,Approve,Support,Don't know,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,Nonwhite,45 to 64,No 4-year College Degree,Non-White,Pima,50 to 85 percent,Cell,0.6667,0.6053,1.4052,1.6105,1.4025,2018-09-29 22:27:45
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,Unknown,Pima,85 percent or higher,Cell,1,0.9281,0.8959,0.6528,0.8986,2018-09-29 22:39:25
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Pima,85 percent or higher,Cell,1,0.9897,0.7609,0.5344,0.7708,2018-09-29 22:41:58
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Other,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9838,0.8703,0.5655,0.8814,2018-09-29 22:44:04
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 44,4-year College Grad.,Non-White,Pima,85 percent or higher,Cell,1,0.8747,0.97,0.6626,0.9733,2018-09-29 22:46:54
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,Non-White,Pima,Less than 50 percent,Landline,0.7778,0.0495,1.5728,7.4019,2.0292,2018-09-29 23:04:18
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Pima,85 percent or higher,Landline,1,0.9957,1.1115,0.7349,1.1268,2018-09-29 23:10:18
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Landline,1,0.9226,1.0251,0.913,1.0431,2018-09-30 18:35:32
Dem,65 and older,Some college or trade school,Other,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Pima,85 percent or higher,Cell,1,0.8901,1.3335,0.9359,1.3627,2018-09-30 18:53:12
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Non-White,Pima,50 to 85 percent,Cell,1,0.6689,1.3272,1.2264,1.3559,2018-09-30 18:56:30
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9263,1.2557,0.9067,1.2595,2018-09-30 18:59:03
Rep,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Pima,85 percent or higher,Cell,1,0.9916,1.2047,0.8788,1.2205,2018-09-30 19:02:39
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 44,4-year College Grad.,Non-White,Pima,Less than 50 percent,Landline,0.8889,0.3773,1.3472,2.4252,1.5395,2018-09-30 19:06:44
Und,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Check,oppose,Don't know,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9869,1.2557,0.851,1.2665,2018-09-30 19:23:25
Dem,50 to 64,Some college or trade school,Unknown,Female,Black,Don't know,Disapp.,Support,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Unknown,Pima,50 to 85 percent,Landline,1,0.6819,1.1604,1.1439,1.1834,2018-09-30 19:24:55
Dem,65 and older,Some college or trade school,White,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9445,1.1656,0.8727,1.1833,2018-09-30 19:30:37
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.9969,1.1027,0.6744,1.1181,2018-09-30 19:32:34
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,White,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Pima,50 to 85 percent,Landline,1,0.8483,0.973,0.7881,0.9773,2018-09-30 20:25:49
Dem,65 and older,Bachelors' degree,Hispanic,Female,Asian,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Not at all likely,Republican,Nonwhite,65 and older,4-year College Grad.,Non-White,Pima,85 percent or higher,Landline,0.4444,0.9919,1.3357,0.8139,1.271,2018-09-30 20:34:10
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,support,Disapp.,Check,Don't know,Don't know,Unfavorable,Don't know,agree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,Unknown,Pima,50 to 85 percent,Cell,1,0.5306,1.0215,1.2718,1.1365,2018-09-30 20:38:22
Und,50 to 64,Bachelors' degree,Other,Male,White,oppose,Approve,Support,support,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,Non-White,Pima,50 to 85 percent,Landline,0,0.6552,1.3968,1.2729,0.5268,2018-09-30 20:57:00
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Don't know,Support,support,Reps. keep House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.979,0.9523,0.5527,0.9646,2018-09-30 21:31:01
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9673,1.0059,0.6151,1.0194,2018-09-30 22:19:29
Dem,35 to 49,Bachelors' degree,Asian,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,Non-White,Pima,Less than 50 percent,Cell,1,0.378,1.4154,2.5395,1.6847,2018-09-30 22:21:35
