response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Dauphin,85 percent or higher,Cell,1,0.97,1.0373000000000001,0.6403,1.0425
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Dauphin,85 percent or higher,Landline,1,0.97,1.0814,0.6552,1.0788
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Dauphin,85 percent or higher,Landline,1,0.97,2.3713,1.9995,2.3656
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,York,50 to 85 percent,Cell,1,0.6444,0.6542,0.552,0.6971
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,York,85 percent or higher,Cell,1,0.9283,0.6392,0.3211,0.6448
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Dauphin,50 to 85 percent,Landline,1,0.6856,0.9896,0.6536,1.0434
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,York,85 percent or higher,Cell,1,0.9228,1.457,0.7465,1.4706
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Cumberland,50 to 85 percent,Cell,1,0.5317,0.4534,0.2995,0.4709
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,Dauphin,50 to 85 percent,Cell,1,0.8396,0.5821,0.3932,0.5947
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Dauphin,85 percent or higher,Landline,1,0.9612,1.0065,0.4887,1.0122
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Cumberland,50 to 85 percent,Cell,1,0.7016,1.5659,1.5475,1.6447
Und,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Cumberland,85 percent or higher,Landline,1,0.97,1.077,0.6001,1.0825
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Cumberland,Less than 50 percent,Cell,1,0.17,0.6538,2.4274,0.925
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Cumberland,85 percent or higher,Landline,1,0.97,0.5697,0.2289,0.5726
Rep,50 to 64,Bachelors' degree,White,Male,Black,Approve,Dems. take House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,50 to 64,White,York,50 to 85 percent,Landline,1,0.5069,1.184,0.9976,1.0136
Und,65 and older,High school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Dauphin,50 to 85 percent,Landline,1,0.8139,1.2524,1.0405,1.2852
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,White,Dauphin,50 to 85 percent,Cell,1,0.787,0.8788,0.5929,0.9063
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Dauphin,85 percent or higher,Landline,1,0.97,1.0065,0.4842,1.0116
Dem,65 and older,High school,Unknown,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Not at all likely,Republican,"White, No 4-Year College Degree",65 and older,Unknown,York,Less than 50 percent,Landline,0.2222,0.1638,1.0338,5.5576,0.2866
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,York,85 percent or higher,Cell,1,0.97,0.8695,0.4849,0.8739
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,York,Less than 50 percent,Cell,0.8889,0.4055,0.9424,1.3927,0.968
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Cumberland,Less than 50 percent,Cell,1,0.2219,0.6538,1.8596,0.8686
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,50 to 64,White,Dauphin,85 percent or higher,Cell,1,0.8534,1.6123,1.1578,1.6061
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Dauphin,Less than 50 percent,Cell,1,0.2983,0.8951,2.5144,1.1121
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Dauphin,85 percent or higher,Cell,1,0.97,0.7019,0.342,0.7055
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Cumberland,85 percent or higher,Cell,0.5556,0.8542,0.751,0.4814,0.6423
Dem,18 to 34,Some college or trade school,Other,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,Nonwhite,18 to 34,Non-White,Cumberland,85 percent or higher,Cell,1,0.8862,0.7274,0.4177,0.7378
Und,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Male,Not at all likely,Independent (No party),Nonwhite,35 to 49,Non-White,York,Less than 50 percent,Cell,0,0.3052,0.7726,1.4985,0.1909
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Dauphin,85 percent or higher,Cell,1,0.9522,0.9963,0.7466,1.0026
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,Dauphin,50 to 85 percent,Cell,1,0.6724,1.0561,0.9278,1.1172
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,White,Cumberland,85 percent or higher,Cell,1,0.97,0.6815,0.3221,0.6849
Dem,35 to 49,Bachelors' degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,Unknown,Dauphin,85 percent or higher,Cell,1,0.8984,0.9866,0.5664,0.999
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,York,85 percent or higher,Cell,1,0.9653,1.0749,0.4752,1.0806
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,York,85 percent or higher,Cell,1,0.9079,0.8695,0.5181,0.8792
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Cumberland,50 to 85 percent,Cell,1,0.5484,0.8688,0.8596,0.8991
Dem,35 to 49,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,35 to 49,White,York,50 to 85 percent,Cell,1,0.5041,0.8278,0.9418,0.8654
Und,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Cumberland,85 percent or higher,Cell,1,0.9096,0.799,0.2964,0.8079
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Cumberland,85 percent or higher,Cell,1,0.97,0.6815,0.3221,0.6884
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Cumberland,85 percent or higher,Cell,1,0.97,0.9162,0.5235,0.9208
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Cumberland,Less than 50 percent,Cell,0.8889,0.4065,0.5994,1.1044,0.6707
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,York,85 percent or higher,Cell,1,0.97,0.6451,0.2246,0.6483
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,4-year College Grad.,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",18 to 34,White,Cumberland,Less than 50 percent,Cell,0.3333,0.3088,0.8013,1.5679,0.3544
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,York,85 percent or higher,Cell,1,0.9137,1.4785,0.9894,1.4941
Rep,35 to 49,High school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Cumberland,Less than 50 percent,Cell,1,0.3153,1.4156,4.4208,1.7374
Und,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Unknown,Dauphin,85 percent or higher,Cell,1,0.9396,0.9649,0.6651,0.9722
Dem,18 to 34,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Non-White,Dauphin,Less than 50 percent,Cell,0.7778,0.2603,1.4178,5.5643,1.4379
Dem,35 to 49,Some college or trade school,Other,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,Non-White,York,Less than 50 percent,Cell,0.8889,0.3238,0.7898,1.6469,0.9206
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Dauphin,85 percent or higher,Cell,1,0.97,0.8671,0.455,0.8715
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Cumberland,85 percent or higher,Cell,1,0.97,0.5817,0.2344,0.5846
Und,18 to 34,High school,Other,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,18 to 34,Non-White,Cumberland,Less than 50 percent,Cell,1,0.2869,1.1764,3.9404,1.4742
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Dauphin,85 percent or higher,Cell,1,0.8675,0.8393,0.5117,0.8356
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Cumberland,85 percent or higher,Cell,1,0.97,1.0091,0.4311,1.0143
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Cumberland,50 to 85 percent,Landline,1,0.6973,0.5424,0.3214,0.5702
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Dauphin,Less than 50 percent,Cell,1,0.3221,1.0265,2.4664,1.254
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,York,50 to 85 percent,Landline,1,0.6743,1.2015,0.9844,1.2168
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Cumberland,85 percent or higher,Cell,1,0.97,1.0269,0.5291,1.0321
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Cumberland,85 percent or higher,Cell,1,0.97,0.5697,0.2289,0.5726
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,York,50 to 85 percent,Cell,1,0.8231,0.6484,0.2944,0.6643
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Cumberland,Less than 50 percent,Cell,1,0.1653,0.5765,2.4736,0.8211
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Cumberland,85 percent or higher,Cell,1,0.9248,1.072,0.6626,1.0818
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Cumberland,85 percent or higher,Landline,1,0.97,0.6815,0.3221,0.6849
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,White,Dauphin,85 percent or higher,Landline,1,0.97,1.5392,1.0439,1.5088
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Dauphin,50 to 85 percent,Cell,1,0.8305,1.5471,1.3563,1.583
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Dauphin,85 percent or higher,Landline,0.8889,0.8671,1.053,0.817,1.0345
Und,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Non-White,Dauphin,85 percent or higher,Landline,1,0.97,0.7885,0.4471,0.7867
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,York,Less than 50 percent,Cell,1,0.4679,0.9116,1.379,1.0307
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Cumberland,50 to 85 percent,Cell,1,0.7559,0.6359,0.2558,0.66
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Cumberland,Less than 50 percent,Cell,1,0.4121,0.9091,1.4628,1.0544
Dem,35 to 49,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Non-White,Cumberland,85 percent or higher,Cell,1,0.9154,0.9477,0.4243,0.9575
Dem,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,White,York,50 to 85 percent,Cell,1,0.7011,1.0098,0.8361,1.0607
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,York,50 to 85 percent,Landline,0.7778,0.8308,1.0282,0.757,1.0244
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,York,85 percent or higher,Landline,1,0.97,0.8056,0.3773,0.8097
Dem,65 and older,Graduate or Professional Degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,65 and older,White,Dauphin,50 to 85 percent,Landline,1,0.8036,0.5938,0.3792,0.6105
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Cumberland,85 percent or higher,Landline,1,0.97,0.5697,0.2289,0.5726
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Cumberland,85 percent or higher,Cell,1,0.8932,1.5777,1.177,1.5986
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Cumberland,Less than 50 percent,Cell,0.5556,0.3674,0.8331,1.4472,0.5717
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,York,50 to 85 percent,Cell,1,0.6868,0.9462,0.6132,0.9566
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Dauphin,50 to 85 percent,Cell,0.8889,0.7022,0.7055,0.5256,0.6947
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Cumberland,Less than 50 percent,Cell,1,0.4798,0.9049,1.3226,1.0181
Dem,35 to 49,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Cumberland,50 to 85 percent,Cell,1,0.8316,1.3108,1.0823,1.3409
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Dauphin,85 percent or higher,Landline,1,0.97,1.5168,0.7954,1.5245
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dauphin,85 percent or higher,Landline,1,0.97,0.8213,0.4128,0.8255
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Cumberland,85 percent or higher,Cell,1,0.97,0.8148,0.431,0.819
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Cumberland,85 percent or higher,Landline,1,0.97,1.231,0.5323,1.2372
Dem,35 to 49,Some college or trade school,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,Non-White,Dauphin,85 percent or higher,Cell,1,0.8835,0.9741,0.6529,0.9884
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Cumberland,85 percent or higher,Landline,1,0.8626,1.3332,1.0938,1.357
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Cumberland,50 to 85 percent,Cell,1,0.557,0.7714,0.6163,0.8437
Und,18 to 34,Some college or trade school,Asian,Male,Asian,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,18 to 34,Non-White,Dauphin,Less than 50 percent,Cell,0,0.083,0.7704,4.0964,0.158
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,York,85 percent or higher,Landline,1,0.97,1.4785,0.932,1.486
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Cumberland,85 percent or higher,Landline,1,0.9698,1.2771,0.8149,1.2836
Dem,50 to 64,Graduate or Professional Degree,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Non-White,Dauphin,85 percent or higher,Cell,1,0.97,0.9933,0.5218,0.9984
Und,35 to 49,Graduate or Professional Degree,Black,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,Non-White,York,50 to 85 percent,Cell,1,0.6919,0.6089,0.3253,0.641
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Cumberland,85 percent or higher,Landline,1,0.97,0.5572,0.1963,0.56
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Non-White,York,85 percent or higher,Landline,1,0.9003,1.1414,0.7064,1.1692
Dem,65 and older,Some college or trade school,Unknown,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,or as a member of another political party,Nonwhite,65 and older,Unknown,York,50 to 85 percent,Landline,1,0.8399,0.5296,0.3184,0.541
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Cumberland,85 percent or higher,Landline,1,0.97,0.8584,0.376,0.8564
