response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,18 to 34,Bachelors' degree,White,Male,White,Don't know,Rep.,Don't know,Rep.,Unfavorable,18 to 29,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Nashville Area,85 percent or higher,Cell,0.6667,0.972,1.0749,0.5465,1.0143,2018-10-10 23:29:36
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Favorable,Rep.,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Memphis,Less than 50 percent,Cell,0.4444,0.2455,0.6741,1.4814,0.4003,2018-10-10 23:35:32
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9545,1.0938,0.5713,1.0835,2018-10-10 23:37:25
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dem.,Favorable,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.9739,0.6878,0.4545,0.6758,2018-10-10 23:39:17
Dem,65 and older,High school,White,Female,White,Approve,Dem.,Favorable,Dem.,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Nashville Area,85 percent or higher,Landline,0.7778,0.9577,1.027,0.6675,0.9947,2018-10-10 23:39:49
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,50 to 85 percent,Landline,1,0.7372,1.0737,0.9699,1.1014,2018-10-10 23:42:22
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,West,85 percent or higher,Cell,1,0.9076,0.7949,0.3498,0.7914,2018-10-10 23:42:44
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.9388,1.0094,0.5289,0.9891,2018-10-10 23:44:28
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,85 percent or higher,Landline,1,0.8932,1.0466,0.6341,1.0441,2018-10-10 23:45:04
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.9328,0.7385,0.4145,0.7236,2018-10-10 23:46:43
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Nashville Area,50 to 85 percent,Landline,1,0.5614,1.4314,1.3304,1.539,2018-10-11 00:04:47
Dem,35 to 49,High school,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Nashville Area,85 percent or higher,Cell,1,0.9629,1.0863,0.6799,1.0661,2018-10-11 00:06:08
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Memphis,Less than 50 percent,Landline,1,0.061,1.4751,5.119,2.2012,2018-10-11 00:06:53
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Rep.,Don't know,Rep.,Don't know,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Memphis,Less than 50 percent,Cell,0.3333,0.1099,1.765,6.7786,0.6903,2018-10-11 00:07:20
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,Non-White,Nashville Area,85 percent or higher,Landline,1,0.9691,0.8576,0.4584,0.8422,2018-10-11 00:07:29
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,East,85 percent or higher,Cell,1,0.9739,0.7435,0.3642,0.7306,2018-10-11 00:07:38
Dem,50 to 64,Bachelors' degree,White,Female,White,Approve,Lib./Don't know,Favorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,85 percent or higher,Cell,1,0.9368,0.8003,0.4532,0.7842,2018-10-11 00:08:59
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Landline,1,0.9507,1.2291,0.8478,1.2179,2018-10-11 00:08:59
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.8941,1.0615,0.7919,1.0587,2018-10-11 00:09:44
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Memphis,85 percent or higher,Cell,1,0.9121,1.0414,0.4518,1.02,2018-10-11 00:09:53
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.8569,1.1738,0.8312,1.151,2018-10-11 00:11:14
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9512,1.0137,0.6578,1.0044,2018-10-11 00:11:32
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Lib./Don't know,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Memphis,Less than 50 percent,Cell,1,0.1933,1.765,5.261,2.3846,2018-10-11 00:12:08
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.9391,1.1738,0.7584,1.1644,2018-10-11 00:12:26
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Memphis,50 to 85 percent,Cell,1,0.8425,1.3552,0.7853,1.3624,2018-10-11 00:12:35
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9754,1.0137,0.6415,1.0028,2018-10-11 00:13:29
Und,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,East,85 percent or higher,Landline,1,0.9195,0.689,0.4426,0.685,2018-10-11 00:14:50
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,East,50 to 85 percent,Cell,0.3333,0.8033,1.2847,1.1786,1.0935,2018-10-11 00:15:26
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Rep.,Don't know,Rep.,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,18 to 39,[DO NOT READ] Don't know/Refused,White,West,85 percent or higher,Cell,1,0.9217,1.1159,0.7225,1.1091,2018-10-11 00:16:11
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Eastern Cities,50 to 85 percent,Cell,1,0.7141,0.9374,0.6834,0.9665,2018-10-11 00:16:33
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.8334,1.0211,0.6016,1.0281,2018-10-11 00:16:38
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,East,50 to 85 percent,Cell,1,0.8457,1.3863,0.9756,1.3929,2018-10-11 00:17:27
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,Unknown,Nashville Area,50 to 85 percent,Cell,1,0.5552,1.0389,1.0886,1.1193,2018-10-11 00:21:39
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Nashville Area,50 to 85 percent,Cell,1,0.8438,1.151,0.7074,1.1568,2018-10-11 00:21:48
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Nashville Area,50 to 85 percent,Landline,1,0.5358,0.9393,0.7878,1.0187,2018-10-11 00:23:00
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Non-White,Memphis,85 percent or higher,Cell,1,0.9676,1.5299,0.823,1.514,2018-10-11 00:23:27
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Eastern Cities,Less than 50 percent,Cell,1,0.4623,1.0768,2.0037,1.2015,2018-10-11 00:24:57
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,85 percent or higher,Cell,1,0.9901,0.8356,0.3374,0.8267,2018-10-11 00:27:21
Und,65 and older,Bachelors' degree,White,Female,White,Don't know,Lib./Don't know,Don't know,Rep.,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Eastern Cities,50 to 85 percent,Cell,1,0.8372,0.9097,0.7569,0.9153,2018-10-11 00:28:15
Rep,65 and older,High school,White,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Cell,1,0.9589,1.1454,0.6435,1.1237,2018-10-11 00:30:03
Dem,65 and older,High school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,Less than 50 percent,Landline,0.4444,0.2928,1.0231,2.922,0.9397,2018-10-11 00:31:06
Dem,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,Favorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Eastern Cities,Less than 50 percent,Cell,1,0.4637,0.8278,1.4453,0.8611,2018-10-11 00:31:15
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Lib./Don't know,Unfavorable,Don't know,Unfavorable,18 to 29,Postgraduate Degree,Other,Female,Not at all likely,[DO NOT READ] Refused,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Memphis,Less than 50 percent,Cell,0,0.4983,1.0618,1.3457,0.3194,2018-10-11 00:36:31
Dem,35 to 49,Bachelors' degree,White,Male,White,Don't know,Rep.,Favorable,Rep.,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Eastern Cities,50 to 85 percent,Cell,0.8889,0.6354,1.234,1.0695,1.2678,2018-10-11 00:39:34
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,85 percent or higher,Cell,1,0.9576,0.795,0.4248,0.7873,2018-10-11 00:40:28
Dem,65 and older,High school,White,Female,White,Don't know,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.8868,1.0338,0.7525,1.0322,2018-10-11 00:42:34
Und,18 to 34,Some college or trade school,White,Male,White,Don't know,Dem.,Favorable,Dem.,Don't know,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Nashville Area,50 to 85 percent,Landline,0.6667,0.8179,1.3413,0.9108,1.2452,2018-10-11 00:43:19
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Don't know,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,Less than 50 percent,Landline,0.4444,0.2642,0.9771,2.8622,0.5837,2018-10-11 00:46:28
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Non-White,Nashville Area,85 percent or higher,Landline,1,0.9659,0.8576,0.4599,0.8488,2018-10-11 00:46:55
Dem,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Favorable,Rep.,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,85 percent or higher,Landline,1,0.9643,0.8003,0.4403,0.7922,2018-10-11 00:52:38
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Memphis,85 percent or higher,Landline,1,0.985,0.9934,0.3708,0.9826,2018-10-11 00:54:26
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Landline,1,0.954,1.0595,0.8074,1.0495,2018-10-11 00:54:44
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,East,50 to 85 percent,Landline,1,0.8275,1.0945,0.6767,1.1031,2018-10-11 00:55:02
Rep,65 and older,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Nashville Area,85 percent or higher,Cell,1,0.97,1.0545,0.6993,1.0356,2018-10-11 00:55:29
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Memphis,50 to 85 percent,Landline,0,0.7574,1.1707,0.6874,0.5056,2018-10-11 00:56:14
Dem,65 and older,High school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9442,1.0338,0.7068,1.025,2018-10-11 00:56:23
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Cell,1,0.8975,1.0615,0.789,1.0397,2018-10-11 00:56:32
Dem,35 to 49,High school,Black,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Non-White,Memphis,Less than 50 percent,Landline,0.7778,0.0698,1.9548,7.8555,2.3316,2018-10-11 00:59:23
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Nashville Area,85 percent or higher,Cell,1,0.9638,0.8325,0.4776,0.8171,2018-10-11 01:02:23
Rep,65 and older,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Cell,1,0.9466,1.0615,0.748,1.0522,2018-10-11 01:05:41
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Eastern Cities,50 to 85 percent,Landline,0.7778,0.699,1.1522,1.3361,0.9723,2018-10-11 01:06:26
Rep,65 and older,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Eastern Cities,50 to 85 percent,Landline,0.8889,0.5704,1.2433,1.4268,1.2195,2018-10-11 01:06:44
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,East,85 percent or higher,Landline,1,0.9224,0.7101,0.3397,0.7057,2018-10-11 01:09:26
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Eastern Cities,85 percent or higher,Landline,1,0.9755,1.1734,0.915,1.1608,2018-10-11 01:10:47
Rep,50 to 64,Graduate or Professional Degree,Black,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Non-White,Memphis,85 percent or higher,Cell,1,0.8902,0.9737,0.482,0.9718,2018-10-11 01:11:14
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Approve,Dem.,Favorable,Dem.,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Postgraduate Degree,Non-White,Nashville Area,85 percent or higher,Cell,1,0.9675,0.7968,0.3835,0.7823,2018-10-11 01:12:26
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,East,85 percent or higher,Landline,1,0.9675,0.6711,0.3964,0.6589,2018-10-11 01:12:53
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Memphis,85 percent or higher,Landline,1,0.8852,1.3543,0.7279,1.3526,2018-10-11 01:14:14
Dem,18 to 34,High school,White,Male,White,Approve,Dem.,Favorable,Dem.,Unfavorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Nashville Area,Less than 50 percent,Landline,1,0.3201,1.3123,2.9554,1.5805,2018-10-11 01:18:45
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,Dem.,Favorable,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Nashville Area,50 to 85 percent,Landline,1,0.6564,1.447,1.119,1.5131,2018-10-11 01:19:30
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Memphis,50 to 85 percent,Cell,0.5556,0.5735,1.4623,1.0054,1.0666,2018-10-11 01:23:06
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Memphis,85 percent or higher,Cell,1,0.9063,1.4234,0.5839,1.3941,2018-10-11 01:25:48
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Memphis,85 percent or higher,Cell,1,0.9831,0.9487,0.3282,0.9384,2018-10-11 01:25:57
Rep,18 to 34,Some college or trade school,White,Male,Other,Approve,Rep.,Unfavorable,Rep.,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 39,No 4-year College Degree,White,Nashville Area,50 to 85 percent,Landline,1,0.8177,1.3772,0.9666,1.3904,2018-10-11 01:26:24
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Memphis,50 to 85 percent,Cell,1,0.5341,1.4783,1.0615,1.6042,2018-10-11 01:27:09
Dem,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Favorable,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,Less than 50 percent,Cell,1,0.358,0.8269,1.1964,0.892,2018-10-11 01:27:45
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Eastern Cities,50 to 85 percent,Cell,0.8889,0.8205,0.9374,0.5948,0.9337,2018-10-11 01:28:57
Dem,18 to 34,High school,Unknown,Male,White,Disapp.,Dem.,Unfavorable,Don't know,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Not very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Memphis,50 to 85 percent,Cell,0.3333,0.7341,1.7184,0.9082,1.0612,2018-10-11 01:30:09
Dem,50 to 64,High school,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Memphis,85 percent or higher,Cell,1,0.9287,1.461,0.7577,1.4509,2018-10-11 01:30:18
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Rep.,Favorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,Less than 50 percent,Cell,0.8889,0.2063,0.8269,2.0765,1.0365,2018-10-11 01:31:29
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Memphis,Less than 50 percent,Landline,1,0.3272,1.5602,2.4032,1.8701,2018-10-11 01:39:08
Und,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Lib./Don't know,Unfavorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Memphis,50 to 85 percent,Cell,1,0.5384,1.9251,1.4911,2.086,2018-10-11 01:45:35
