response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.872,0.8471,0.778,0.884,2018-09-10 20:23:36
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.6903,1.3057,1.4282,1.4119,2018-09-10 20:21:30
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,support,disagree,Don't know,Don't know,Favorable,agree,no,disagree,agree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,18 to 34,Most Clinton,Non-White,Less-educ. Clinton,Less than 50 percent,Cell,0.7778,0.3848,0.7659,1.701,0.6303,2018-09-10 20:21:30
Dem,50 to 64,Bachelors' degree,White,Male,Other,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9551,1.2011,0.9427,1.2407,2018-09-10 20:23:45
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Maybe Trump,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.3595,1.2041,2.4493,1.4751,2018-09-10 20:24:39
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Trump,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.8781,1.3706,1.0418,1.429,2018-09-10 20:17:45
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Most Clinton,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.8369,0.655,0.5398,0.6705,2018-09-10 20:22:06
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,support,agree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Most Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,0.2222,0.5922,0.8813,1.3277,0.5533,2018-09-10 20:21:48
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,oppose,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,agree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Most Clinton,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,0.8889,0.5927,0.5211,0.6822,0.5639,2018-09-10 20:20:54
Und,18 to 34,Bachelors' degree,White,Female,White,Don't know,support,disagree,Dems. take House,Don't know,Don't know,agree,no,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,0.8889,0.5175,0.8344,1.1958,0.9213,2018-09-10 20:23:54
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Black,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,agree,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Probably Clinton,Unknown,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7757,0.8032,0.7385,0.8525,2018-09-10 20:17:36
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,Don't know,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9936,0.9634,0.7635,0.9943,2018-09-10 20:22:15
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,agree,disagree,30 to 44,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Probably Trump,White,Less educ. Trump,50 to 85 percent,Cell,0.6667,0.5802,1.3646,2.0041,1.1035,2018-09-10 20:20:45
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,0.8889,0.9978,0.7819,0.6132,0.8072,2018-09-10 20:29:00
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9848,0.9007,0.7204,0.9291,2018-09-10 20:17:36
Rep,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,Don't know,no,agree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9529,0.6892,0.6105,0.712,2018-09-10 20:18:39
Dem,65 and older,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,agree,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Less-educ. Clinton,50 to 85 percent,Landline,1,0.7771,0.9119,1.126,0.9675,2018-09-10 20:18:21
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9728,1.7505,1.2802,1.8061,2018-09-10 20:19:15
Dem,65 and older,High school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9346,0.9805,0.9965,1.0149,2018-09-10 20:24:21
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9957,0.9811,0.766,1.0129,2018-09-10 20:27:30
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,support,Don't know,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Most Clinton,Unknown,Less-educ. Clinton,85 percent or higher,Landline,1,0.9206,0.4722,0.333,0.4895,2018-09-10 20:21:30
Dem,65 and older,High school,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Unfavorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Less educ. Trump,85 percent or higher,Landline,1,0.9576,1.0142,1.0094,1.0376,2018-09-10 20:31:06
Dem,65 and older,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Most Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9147,0.7793,0.7732,0.8084,2018-09-10 20:31:33
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,Unknown,Well-educ. Clinton,50 to 85 percent,Landline,0.4444,0.7145,0.9235,1.1032,0.7128,2018-09-10 20:28:15
Und,65 and older,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Maybe Trump,White,Less educ. Trump,50 to 85 percent,Landline,0.7778,0.5213,1.3746,2.4098,1.1581,2018-09-10 20:25:51
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Favorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.964,0.7051,0.5745,0.7278,2018-09-10 20:17:18
Rep,65 and older,High school,Unknown,Male,White,Disapp.,support,agree,Dems. take House,Unfavorable,Favorable,agree,no,disagree,agree,65 and older,High School Grad. or Less,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Probably Trump,Unknown,Well-educ. Clinton,85 percent or higher,Landline,0.2222,0.961,1.3699,1.1623000000000001,1.2541,2018-09-10 20:23:18
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.995,0.9811,0.7665,1.0128,2018-09-10 20:28:15
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Unfavorable,Unfavorable,agree,no,disagree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Maybe Trump,White,Less educ. Trump,85 percent or higher,Landline,1,0.9962,1.061,0.8905,1.0955,2018-09-10 20:17:54
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Landline,0.8889,0.9527,1.5114,1.1627,1.5538,2018-09-10 20:20:09
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Maybe Trump,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9917,1.238,1.0721,1.2775,2018-09-10 20:23:45
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9336,0.9634,0.8125,0.9972,2018-09-10 20:27:03
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9573,0.9695,0.8322,1.0013,2018-09-10 20:19:33
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Probably Trump,White,Less educ. Trump,85 percent or higher,Landline,1,0.9438,1.0048,0.741,1.039,2018-09-10 20:20:09
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,65 and older,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.992,0.5686,0.4288,0.585,2018-09-10 20:31:15
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9624,1.2087,0.9825,1.2479,2018-09-10 20:26:18
Dem,50 to 64,Bachelors' degree,Other,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Most Clinton,Non-White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9259,0.9489,0.7455,0.9831,2018-09-10 20:21:21
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Most Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9282,0.5593,0.5055,0.5714,2018-09-10 20:17:00
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9384,0.6573,0.5665,0.6801,2018-09-10 20:20:27
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,no,disagree,agree,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Maybe Trump,White,Well-educ. Trump,85 percent or higher,Landline,0,0.9803,1.0277,0.8542,0.9354,2018-09-10 20:31:06
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,agree,Dems. take House,Unfavorable,Unfavorable,disagree,no,agree,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9936,0.6986,0.5024,0.721,2018-09-10 20:22:15
Dem,65 and older,High school,White,Male,White,Approve,oppose,agree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Maybe Trump,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9218,1.42,1.3306,1.4505,2018-09-10 20:20:54
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Maybe Trump,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9967,1.0332,0.7006,1.067,2018-09-10 20:22:42
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9922,1.3013,1.0061,1.3428,2018-09-10 20:23:09
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9865,1.2638,1.0742,1.3037,2018-09-10 20:24:03
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9964,1.2638,1.0634,1.3027,2018-09-10 20:17:45
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Maybe Trump,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9679,1.1766,0.8668,1.2144,2018-09-10 20:29:18
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9475,0.9695,0.8408,0.9911,2018-09-10 20:17:09
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9535,0.7038,0.6481,0.7271,2018-09-10 20:22:33
Dem,35 to 49,Graduate or Professional Degree,Other,Female,Asian,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,agree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Maybe Trump,Non-White,Less-educ. Clinton,50 to 85 percent,Landline,1,0.5352,1.127,1.5077,1.2009,2018-09-10 20:21:21
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Don't know,Don't know,agree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Most Clinton,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9353,0.4637,0.326,0.4799,2018-09-10 20:17:45
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Most Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9944,0.5593,0.4719,0.5774,2018-09-10 20:18:39
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9964,0.9634,0.7614,0.9948,2018-09-10 20:27:03
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Less educ. Trump,85 percent or higher,Landline,1,0.962,1.3817,1.0457,1.4265,2018-09-10 20:25:06
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,support,agree,Dems. take House,Don't know,Unfavorable,disagree,no,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Probably Clinton,White,Less-educ. Clinton,50 to 85 percent,Landline,1,0.8297,0.5746,0.605,0.5884,2018-09-10 20:22:15
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Don't know,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Trump,Unknown,Well-educ. Trump,85 percent or higher,Landline,1,0.9419,0.9293,0.6481,0.9611,2018-09-10 20:25:42
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,agree,Dems. take House,Unfavorable,Favorable,agree,no,disagree,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9772,1.021,0.7464,1.0533,2018-09-10 20:18:57
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Probably Clinton,Unknown,Less-educ. Clinton,85 percent or higher,Landline,1,0.9839,0.5942,0.4103,0.6129,2018-09-10 20:19:24
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Probably Trump,Unknown,Well-educ. Trump,85 percent or higher,Landline,1,0.9176,0.8075,0.6213,0.8374,2018-09-10 20:29:00
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9974,0.879,0.659,0.9067,2018-09-10 20:24:30
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Maybe Trump,White,Well-educ. Clinton,50 to 85 percent,Landline,1,0.8284,1.1839,0.9819,1.2442,2018-09-10 20:29:54
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Dems. take House,Don't know,Favorable,disagree,no,disagree,agree,65 and older,4-year College Grad.,Other,Female,Not very likely,or as a member of another political party,"White, 4-Year College Grads",White,65 and older,Maybe Trump,White,Well-educ. Clinton,50 to 85 percent,Landline,0,0.7511,1.1914,1.1374,0.6331,2018-09-10 20:27:30
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,[DO NOT READ] Don't know/Refused,Democrat,"White, 4-Year College Grads",White,35 to 49,Maybe Trump,White,Less educ. Trump,Less than 50 percent,Landline,0.2222,0.3895,2.1487,4.0931,1.0523,2018-09-10 20:20:27
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Most Clinton,White,Well-educ. Clinton,50 to 85 percent,Landline,1,0.6563,0.9618,1.0851,1.0489,2018-09-10 20:29:54
Dem,35 to 49,High school,White,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Landline,1,0.8337,1.6632,1.9759,1.7463,2018-09-10 20:29:09
Dem,18 to 34,Bachelors' degree,Other,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Probably Clinton,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.6263,0.819,0.9044,0.9005,2018-09-10 20:28:24
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Maybe Trump,White,Well-educ. Clinton,50 to 85 percent,Landline,1,0.8398,1.1679,1.1288,1.225,2018-09-10 20:17:09
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,0.5556,0.7744,0.8014,0.885,0.7498,2018-09-10 20:21:21
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Don't know,Unfavorable,Favorable,agree,no,agree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Well-educ. Clinton,50 to 85 percent,Cell,0.6667,0.835,1.6383,1.4716,1.6493,2018-09-10 20:27:03
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,Most Clinton,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.9072,0.5938,0.4197,0.6166,2018-09-10 20:23:36
