response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,35 to 49,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9632,1.0702,0.8282,1.0447,2018-10-30 01:48:33
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,50 to 85 percent,Landline,1,0.8171,0.7844,0.5573,0.7765,2018-10-30 01:49:27
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9557,0.631,0.312,0.6168,2018-10-30 01:49:54
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9449,1.0739,0.8909,1.0438,2018-10-30 01:50:12
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),Nonwhite,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9548,1.0222,0.5968,0.9994,2018-10-30 01:54:33
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",4-year College Grad.,Unknown,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.8095,1.4075,1.2002,1.3567,2018-10-30 01:57:06
Dem,65 and older,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,or as a member of another political party,Nonwhite,4-year College Grad.,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7117,1.3162,1.3761,1.3678,2018-10-30 01:57:15
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9037,0.7462,0.4823,0.7287,2018-10-30 01:58:18
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Irvine,85 percent or higher,Landline,1,0.97,1.1793,0.6272,1.1498,2018-10-30 01:58:18
Dem,[DO NOT READ] Refused,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7891,1.1693,1.2545,1.1288,2018-10-30 02:01:55
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",4-year College Grad.,Unknown,Irvine,85 percent or higher,Landline,1,0.9669,1.6882,0.9628,1.647,2018-10-30 02:02:13
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,0.6269,0.3677,0.6082,2018-10-30 02:03:43
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9418,0.9439,0.7263,0.9252,2018-10-30 02:05:13
Dem,65 and older,High school,Other,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,No 4-year College Degree,Other Non-White,Irvine,Less than 50 percent,Cell,0.4444,0.2792,1.2949,3.0662,0.7624,2018-10-30 02:06:16
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,1.0732,0.796,1.0464,2018-10-30 02:06:25
Rep,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9621,0.9629,0.7156,0.9346,2018-10-30 02:07:19
Und,35 to 49,Some college or trade school,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,Unknown,Irvine,Less than 50 percent,Cell,1,0.413,1.6551,3.5105,1.9577,2018-10-30 02:08:49
Dem,65 and older,Graduate or Professional Degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,0.6758,0.4192,0.6589,2018-10-30 02:08:49
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,1.0028,0.823,0.9728,2018-10-30 02:08:58
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,Unknown,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6484,1.6519,2.2325,1.6972,2018-10-30 02:09:43
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9111,1.0626,0.7428,1.0481,2018-10-30 02:10:28
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.5448,0.8661,1.1587,0.9571,2018-10-30 02:10:46
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,Less than 50 percent,Landline,1,0.2105,0.8454,2.4809,0.9753,2018-10-30 02:10:46
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,0.9081,0.5938,0.8855,2018-10-30 02:11:49
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,0.9081,0.5938,0.8744,2018-10-30 02:14:13
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9122,0.6726,0.4026,0.6459,2018-10-30 02:15:07
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,50 to 85 percent,Landline,1,0.6819,1.2911,1.556,1.3546,2018-10-30 02:15:07
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,1.1568,0.7017,1.1279,2018-10-30 02:15:34
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.94,0.9629,0.7324,0.9441,2018-10-30 02:16:28
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Republican,Nonwhite,4-year College Grad.,Hispanic,Assembly Dist. 68,Less than 50 percent,Landline,1,0.363,1.1071,2.4188,1.2725,2018-10-30 02:16:32
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Postgraduate Degree,Hispanic,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9047,0.6634,0.5172,0.6478,2018-10-30 02:18:47
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9488,0.6437,0.3163,0.6301,2018-10-30 02:19:32
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,0.9629,0.7098,0.9389,2018-10-30 02:20:44
Rep,50 to 64,Bachelors' degree,Asian,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,4-year College Grad.,Other Non-White,Irvine,50 to 85 percent,Cell,1,0.7874,1.9285,1.2449,1.9605,2018-10-30 02:21:47
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9233,1.2046,0.8547,1.1736,2018-10-30 02:25:41
Dem,50 to 64,Bachelors' degree,Asian,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,4-year College Grad.,Other Non-White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,1.3229,0.8402,1.2834,2018-10-30 02:33:01
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9663,0.6503,0.4077,0.6345,2018-10-30 02:33:55
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",No 4-year College Degree,White,Irvine,50 to 85 percent,Cell,1,0.6022,0.9266,0.9653,0.9644,2018-10-30 02:37:40
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,1.1461,0.8672,1.1175,2018-10-30 02:39:19
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Other,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Favorable,18 to 29,[DO NOT READ] Don't know/Refused,Democratic,Male,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Other Non-White,Irvine,85 percent or higher,Landline,1,0.9034,0.9161,0.4521,0.9051,2018-10-30 02:40:31
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.5352,1.5666,2.2361,1.6662,2018-10-30 02:40:49
Dem,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Postgraduate Degree,White,Irvine,85 percent or higher,Landline,1,0.97,0.7916,0.4069,0.7679,2018-10-30 02:42:10
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,Unknown,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,0.9547,0.613,0.9309,2018-10-30 02:42:19
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,Unknown,Irvine,85 percent or higher,Cell,1,0.97,1.0999,0.7011,1.067,2018-10-30 02:43:40
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,0.6373,0.3507,0.6214,2018-10-30 02:47:18
Rep,65 and older,Graduate or Professional Degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,0.6031,0.3096,0.5808,2018-10-30 02:47:36
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Irvine,85 percent or higher,Cell,1,0.97,0.7028,0.3772,0.6852,2018-10-30 02:49:51
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,No 4-year College Degree,Hispanic,Assembly Dist. 68,50 to 85 percent,Landline,1,0.8281,1.1553,1.1499,1.1414,2018-10-30 02:50:09
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.7828,0.9459,0.683,0.9136,2018-10-30 02:51:48
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.715,1.181,1.2215,1.1936,2018-10-30 02:52:15
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,0.9081,0.5938,0.881,2018-10-30 02:53:09
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,0.6437,0.3094,0.6245,2018-10-30 02:56:54
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9611,1.2901,0.8659,1.2599,2018-10-30 02:57:39
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,0.6825,0.3698,0.6655,2018-10-30 02:58:42
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Postgraduate Degree,Hispanic,Irvine,Less than 50 percent,Cell,1,0.2439,0.4612,1.0898,0.5786,2018-10-30 03:01:16
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,0.666,0.4292,0.6494,2018-10-30 03:02:55
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,0,0.9662,0.7132,0.4543,0.6328,2018-10-30 03:06:04
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,1.6084,1.3183,1.5682,2018-10-30 03:07:16
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Already voted,Democrat,Nonwhite,No 4-year College Degree,White,Irvine,Less than 50 percent,Cell,1,0.3201,1.1794,2.9795,1.4907,2018-10-30 03:07:52
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Postgraduate Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Landline,1,0.9361,0.5804,0.3668,0.5646,2018-10-30 03:08:55
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8673,0.666,0.48,0.6538,2018-10-30 03:09:13
Rep,65 and older,High school,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.8764,0.9081,0.6572,0.9028,2018-10-30 03:09:13
Rep,65 and older,Graduate or Professional Degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,Other Non-White,Irvine,85 percent or higher,Landline,1,0.97,0.8319,0.3434,0.8111,2018-10-30 03:12:49
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,0.6437,0.3094,0.6245,2018-10-30 03:13:52
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Postgraduate Degree,Hispanic,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7762,0.7944,0.7237,0.7925,2018-10-30 03:17:29
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",No 4-year College Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.9148,0.7914,0.6716,0.78,2018-10-30 03:17:56
Und,35 to 49,Bachelors' degree,Asian,Male,Hispanic,Disapp.,Don't know,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,4-year College Grad.,Other Non-White,Assembly Dist. 68,Less than 50 percent,Cell,0.7778,0.0827,1.4394,6.0756,1.6395,2018-10-30 03:19:35
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7703,0.993,0.7273,0.9918,2018-10-30 03:19:53
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.4578,0.7608,1.3777,0.877,2018-10-30 03:21:05
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.6945,1.405,1.6216,1.4268,2018-10-30 03:21:23
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.6705,1.4995,1.6784,1.5318,2018-10-30 03:21:50
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9452,0.7037,0.3857,0.684,2018-10-30 03:23:02
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9609,1.1288,0.822,1.0956,2018-10-30 03:27:41
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9474,1.0449,0.7969,1.0154,2018-10-30 03:28:17
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,Unknown,Assembly Dist. 68,85 percent or higher,Cell,1,0.9577,0.9126,0.6254,0.8917,2018-10-30 03:30:32
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9559,1.1927,0.7237,1.1581,2018-10-30 03:39:40
Rep,18 to 34,High school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,Nonwhite,No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Cell,0.7778,0.2203,0.7225,2.0176,0.5548,2018-10-30 03:42:22
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9653,1.2046,0.8176,1.1755,2018-10-30 03:47:33
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,Less than 50 percent,Cell,0.7778,0.3018,0.7948,1.7184,0.7669,2018-10-30 03:59:15
Dem,65 and older,Graduate or Professional Degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9397,0.6373,0.362,0.6198,2018-10-30 21:45:38
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.9294,1.2842,0.9799,1.2619,2018-10-30 22:21:42
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,No 4-year College Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.8973,0.8446,0.6842,0.8111,2018-10-31 00:03:17
