response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Not very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,White,South,85 percent or higher,Landline,0,0.914,0.9411,0.5078,0.6612
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Landline,1,0.8429,0.7945,0.4139,0.7989
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,South,Less than 50 percent,Landline,0.7778,0.3706,0.5426,0.8051,0.5948
Dem,65 and older,High school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Landline,0.5556,0.7567,1.1214,0.8608,0.9133
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Landline,1,0.965,0.732,0.3019,0.7426
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,South,50 to 85 percent,Cell,1,0.6675,0.6711,0.4539,0.7172
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Landline,1,0.9511,0.8787,0.4304,0.8923
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Charlottesville,50 to 85 percent,Landline,1,0.6098,0.6787,0.435,0.7368
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,South,Less than 50 percent,Landline,1,0.3419,1.7917,5.4514,2.1802
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Black,South,85 percent or higher,Cell,1,0.9218,0.8231,0.4386,0.8384
Rep,35 to 49,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,Charlottesville,50 to 85 percent,Landline,1,0.5025,1.3772,1.6811,1.4533
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,North,50 to 85 percent,Landline,1,0.841,0.9129,0.4282,0.9408
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.8303,0.9324,0.5994,0.9383
Und,[DO NOT READ] Refused,High school,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,40 to 64,Black,South,50 to 85 percent,Landline,1,0.7423,1.1532,1.0258,1.211
Dem,65 and older,High school,Black,Male,Black,Approve,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,South,50 to 85 percent,Cell,0.8889,0.5536,1.3114,1.4834,1.4084
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,South,Less than 50 percent,Landline,0.6667,0.342,1.0988,2.3442,0.8189
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,Charlottesville,Less than 50 percent,Cell,1,0.3102,0.7578,1.3467,0.9418
Rep,65 and older,Some college or trade school,Black,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Black,South,50 to 85 percent,Landline,1,0.7927,0.9397,0.4664,0.9769
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,South,85 percent or higher,Landline,1,0.9445,0.7562,0.3581,0.7684
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,North,85 percent or higher,Landline,1,0.9332,1.0109,0.4983,1.0284
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,North,50 to 85 percent,Landline,1,0.7881,1.5679,1.1637,1.6313
Und,65 and older,High school,White,Female,Other,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,65 and older,White,North,50 to 85 percent,Cell,0,0.7315,1.2683,0.7991,1.0261
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Other,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,White,South,85 percent or higher,Landline,1,0.9278,0.9411,0.5003,0.958
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,North,85 percent or higher,Landline,1,0.9103,0.8926,0.517,0.9105
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,South,Less than 50 percent,Landline,1,0.2269,0.7559,1.693,1.0081
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Landline,1,0.8079,0.9324,0.6159,0.9396
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,South,85 percent or higher,Cell,1,0.9343,0.9809,0.6437,0.985
Dem,65 and older,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,South,85 percent or higher,Landline,1,0.9211,1.5889,1.1708,1.6186
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Cell,1,0.9466,0.8456,0.3816,0.8591
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Cell,1,0.9479,0.9264,0.4259,0.941
Dem,35 to 49,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,White,North,Less than 50 percent,Cell,1,0.3967,1.7343,4.0422,2.0455
Rep,65 and older,Some college or trade school,Black,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Black,South,85 percent or higher,Cell,1,0.9121,1.1257,0.6325,1.148
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Cell,0.2222,0.8484,0.7945,0.4112,0.6109
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9481,1.0702,0.5282,1.0871
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,Other Non-White,South,Less than 50 percent,Landline,1,0.4829,0.6885,0.8869,0.7807
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,Unknown,South,50 to 85 percent,Cell,1,0.5016,0.8546,1.1898,0.902
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,North,85 percent or higher,Landline,0.1111,0.8842,1.4622,0.9106,1.326
Dem,50 to 64,High school,Black,Female,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,Democrat,Nonwhite,40 to 64,Black,South,Less than 50 percent,Landline,0.4444,0.3053,1.0972,2.755,0.4321
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,South,50 to 85 percent,Cell,1,0.6289,0.6485,0.464,0.7002
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.8047,0.9324,0.6184,0.967
Dem,65 and older,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,White,South,Less than 50 percent,Landline,0.8889,0.3884,0.6285,0.7482,0.7153
Und,[DO NOT READ] Refused,Grade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,[DO NOT READ] Refused,Nonwhite,65 and older,Black,South,50 to 85 percent,Landline,1,0.7922,1.1352,0.8357,1.1453
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,65 and older,White,Charlottesville,85 percent or higher,Landline,1,0.9203,1.2792,0.7304,1.3032
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,South,50 to 85 percent,Landline,1,0.8266,0.5614,0.2852,0.58
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,North,50 to 85 percent,Landline,1,0.7343,0.645,0.3311,0.6786
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Cell,1,0.9593,0.8456,0.3766,0.8582
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,Nonwhite,18 to 39,White,South,50 to 85 percent,Cell,0.6667,0.5976,1.3341,1.5075,1.0663
Und,65 and older,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,South,50 to 85 percent,Landline,1,0.693,0.6606,0.3803,0.7015
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,White,South,Less than 50 percent,Landline,1,0.4655,1.0988,1.7232,1.2548
Rep,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,40 to 64,White,South,50 to 85 percent,Landline,1,0.8074,0.8071,0.4967,0.8134
Rep,18 to 34,High school,White,Female,Other,Approve,Reps. keep House,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Female,Very likely,Republican,Nonwhite,18 to 39,White,Charlottesville,Less than 50 percent,Landline,1,0.1101,1.875,10.02,2.5518
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Landline,1,0.9336,0.9951,0.4332,1.0123
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Unknown,Charlottesville,Less than 50 percent,Landline,1,0.4142,1.183,2.0689,1.383
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,North,Less than 50 percent,Cell,0,0.2151,1.2428,3.3433,0.2834
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Cell,1,0.8817,1.0929,0.557,1.1192
Dem,35 to 49,High school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Democrat,Nonwhite,40 to 64,White,North,50 to 85 percent,Cell,1,0.6937,1.4885,1.2031,1.5805
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Unknown,Charlottesville,50 to 85 percent,Cell,1,0.7136,0.9146,0.7815,0.9666
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,North,85 percent or higher,Cell,1,0.9116,1.7161,1.2615,1.7502
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,White,North,Less than 50 percent,Cell,1,0.4094,1.0334,1.3279,1.211
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,Charlottesville,85 percent or higher,Landline,1,0.8977,0.9499,0.4815,0.8973
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,White,South,50 to 85 percent,Cell,1,0.6456,0.9427,0.9412,1.0132
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,North,50 to 85 percent,Landline,1,0.5051,1.1244,1.3316,1.2639
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,South,85 percent or higher,Cell,1,0.9104,0.7703,0.3353,0.7858
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,South,85 percent or higher,Landline,1,0.9258,0.665,0.3387,0.6771
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,Black,South,85 percent or higher,Landline,1,0.8546,1.6142,1.4515,1.6598
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,White,North,85 percent or higher,Cell,1,0.9305,1.0109,0.4997,1.0287
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",40 to 64,White,Charlottesville,50 to 85 percent,Landline,0.7778,0.8142,1.3772,1.0385,1.2367
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,White,South,Less than 50 percent,Landline,0.6667,0.4258,1.2694,2.3388,1.3046
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.912,1.3076,0.8266,1.3336
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,Charlottesville,50 to 85 percent,Landline,1,0.8011,0.8371,0.4507,0.8688
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,South,Less than 50 percent,Cell,1,0.1979,0.6268,1.8691,0.8631
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,White,Charlottesville,50 to 85 percent,Cell,0,0.5239,0.9866,1.0538,0.3913
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,South,Less than 50 percent,Landline,1,0.2355,0.7559,1.6308,0.8939
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Landline,1,0.8915,0.8354,0.4493,0.8543
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Democrat,Nonwhite,40 to 64,Other Non-White,North,Less than 50 percent,Landline,1,0.4613,0.6285,0.8304,0.756
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,North,85 percent or higher,Landline,1,0.95,0.8926,0.4954,0.9065
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,South,Less than 50 percent,Cell,1,0.3662,1.2521,2.8058,1.5016
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,South,85 percent or higher,Cell,1,0.9314,0.9779,0.5648,0.995
Und,65 and older,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,65 and older,White,South,85 percent or higher,Cell,1,0.9114,0.7858,0.4205,0.8014
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,Charlottesville,50 to 85 percent,Cell,1,0.6864,1.4474,1.1731,1.5396
Und,35 to 49,Graduate or Professional Degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Black,South,50 to 85 percent,Cell,1,0.7624,0.8261,0.653,0.8639
Dem,18 to 34,Some college or trade school,Black,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,Black,South,Less than 50 percent,Cell,1,0.372,1.1123,2.1909,1.3295
Rep,50 to 64,Some college or trade school,White,Female,Black,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,White,South,50 to 85 percent,Cell,1,0.7023,0.8163,0.4797,0.865
Und,65 and older,High school,White,Male,Black,Don't know,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,Nonwhite,65 and older,White,South,Less than 50 percent,Landline,0.4444,0.0533,1.2325,5.9502,0.7657
Und,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Black,Charlottesville,85 percent or higher,Landline,1,0.8836,1.178,0.5935,1.1829
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,White,Charlottesville,50 to 85 percent,Landline,0.8889,0.5048,1.1609,1.225,1.1783
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,Unknown,Charlottesville,85 percent or higher,Landline,1,0.9409,0.838,0.4868,0.8416
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Charlottesville,50 to 85 percent,Cell,0.5556,0.633,0.9373,0.6698,0.7189
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Landline,1,0.8239,0.8349,0.4034,0.863
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,Less than 50 percent,Cell,1,0.4491,1.2521,2.2888,1.3405
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,South,50 to 85 percent,Landline,1,0.8378,0.8042,0.4232,0.8293
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,White,South,85 percent or higher,Cell,1,0.9026,0.9393,0.5467,0.9591
Und,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Black,Charlottesville,Less than 50 percent,Cell,1,0.4074,0.9877,1.1864,1.1585
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,White,Charlottesville,85 percent or higher,Cell,1,0.9151,1.4066,0.8878,1.412
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,North,50 to 85 percent,Landline,1,0.5946,0.5754,0.507,0.5954
Und,18 to 34,Bachelors' degree,White,Female,Asian,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),Nonwhite,18 to 39,White,South,50 to 85 percent,Cell,1,0.7534,0.9713,0.612,0.9834
Dem,50 to 64,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Black,South,50 to 85 percent,Landline,1,0.8204,1.1532,0.9284,1.1927
Dem,18 to 34,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,18 to 39,Black,South,Less than 50 percent,Landline,1,0.361,1.57,4.2266,1.7335
