response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Don't know,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",Less than 50 percent,Cell,0.2222,0.1515,0.9818,3.6167,0.3561,2018-09-26 00:39:32
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9667,0.9733,0.676,0.9929,2018-09-26 00:41:56
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.6582,1.2473,1.09,1.3438,2018-09-26 00:46:03
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9137,1.1298,0.7988,1.1405,2018-09-26 00:46:30
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.8891,1.0532,0.599,1.0836,2018-09-26 00:47:12
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,support,Disapp.,Dems. take House,Favorable,Yes,Favorable,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Sarpy,50 to 85 percent,Cell,1,0.6915,1.0083,0.8144,1.0773,2018-09-26 00:48:27
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.987,0.9183,0.4982,0.9363,2018-09-26 00:49:31
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Sarpy,85 percent or higher,Landline,1,0.986,0.6948,0.3636,0.7053,2018-09-26 00:52:13
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.8656,1.0092,0.7668,1.0196,2018-09-26 00:52:30
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9349,1.1969,0.6973,1.2243,2018-09-26 00:52:30
Dem,65 and older,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Sarpy,85 percent or higher,Cell,1,0.9861,1.0554,0.8209,1.076,2018-09-26 00:52:31
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,Don't know,Approve,Reps. keep House,Favorable,No,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.5173,1.1141,1.2612,1.1782,2018-09-26 00:56:06
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9029,1.1969,0.7221,1.2291,2018-09-26 00:57:09
Und,50 to 64,Some college or trade school,White,Female,White,Oppose,Don't know,Disapp.,Don't know,Favorable,Yes,Favorable,Support,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Clinton",Less than 50 percent,Cell,0.5556,0.0751,0.9021,3.6707,0.6199,2018-09-26 00:57:45
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9895,0.9879,0.5793,1.0038,2018-09-26 00:59:33
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Sarpy,85 percent or higher,Cell,1,0.9924,0.8999,0.5224,0.9179,2018-09-26 01:01:49
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Clinton",Less than 50 percent,Cell,0.6667,0.4676,0.9866,1.2659,0.7623,2018-09-26 01:02:08
Rep,35 to 49,High school,White,Female,White,Support,support,Disapp.,Don't know,Unfavorable,No,Favorable,Oppose,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.8484,1.4315,1.5015,1.4819,2018-09-26 01:02:17
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Sarpy,Less than 50 percent,Cell,1,0.3821,0.7408,1.1217,0.8157,2018-09-26 01:05:53
Rep,65 and older,Some college or trade school,Unknown,Female,White,Oppose,oppose,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,"Omaha, Trump",50 to 85 percent,Cell,1,0.7687,0.7804,0.5938,0.8197,2018-09-26 01:06:29
Dem,65 and older,Bachelors' degree,White,Male,Hispanic,Support,Don't know,Don't know,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9905,1.1594,0.5468,1.1784,2018-09-26 01:09:02
Dem,50 to 64,High school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Oppose,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.7905,1.4315,1.6115,1.4528,2018-09-26 01:12:38
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,0.8889,0.9193,1.1298,0.7939,1.1493,2018-09-26 01:13:41
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Sarpy,85 percent or higher,Cell,1,0.976,1.013,0.7081,1.0329,2018-09-26 01:14:17
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Omaha, Clinton",Less than 50 percent,Cell,1,0.385,0.8875,1.3344,1.0593,2018-09-26 01:14:44
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9736,1.2295,0.7461,1.2538,2018-09-26 01:18:44
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.8126,1.2142,0.7924,1.2648,2018-09-26 01:18:53
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Don't know,Reps. keep House,Favorable,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",50 to 85 percent,Cell,0.8889,0.6376,0.8952,0.8076,0.9475,2018-09-26 01:20:23
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,"Omaha, Trump",85 percent or higher,Landline,1,0.9833,0.7009,0.4051,0.7146,2018-09-26 01:20:37
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9926,1.1969,0.6568,1.2208,2018-09-26 01:22:47
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Don't know,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.9638,0.989,0.5476,1.0091,2018-09-26 01:23:41
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9747,0.9793,0.472,0.992,2018-09-26 01:25:16
Rep,65 and older,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.8575,1.0312,0.6807,1.0422,2018-09-26 01:26:05
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9832,1.2172,0.717,1.241,2018-09-26 01:28:02
Dem,65 and older,Grade school,White,Female,White,Oppose,support,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.8547,1.1239,0.9558,1.1361,2018-09-26 01:32:19
Dem,35 to 49,Bachelors' degree,Other,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9697,1.4761,0.8445,1.5055,2018-09-26 01:33:05
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Douglas,50 to 85 percent,Cell,1,0.7645,1.2214,1.0129,1.284,2018-09-26 01:34:53
Und,[DO NOT READ] Refused,Grade school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Sarpy,85 percent or higher,Cell,0.8889,0.8729,1.2707,1.1807,1.17,2018-09-26 01:38:56
Rep,65 and older,High school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest of Douglas,50 to 85 percent,Landline,1,0.7701,1.4324,1.5705,1.5041,2018-09-26 01:40:26
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.7718,0.9316,0.6292,0.9779,2018-09-26 01:42:14
Rep,35 to 49,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.9795,1.0789,0.7985,1.1,2018-09-26 01:42:32
Rep,50 to 64,High school,White,Male,White,Support,Don't know,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9903,1.4748000000000001,1.0363,1.504,2018-09-26 01:42:32
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Sarpy,85 percent or higher,Cell,1,0.8575,0.8353,0.4721,0.8635,2018-09-26 01:44:11
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9911,1.1594,0.5465,1.1824,2018-09-26 01:44:20
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,45 to 64,4-year College Grad.,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.6988,1.2348,0.9964,1.2649,2018-09-26 01:44:47
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9867,0.8591,0.4743,0.8759,2018-09-26 01:49:52
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Oppose,Don't know,Don't know,Don't know,Don't know,No,Don't know,Oppose,30 to 44,[DO NOT READ] Don't know/Refused,Other,Male,Not at all likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,"Omaha, Trump",50 to 85 percent,Cell,0,0.6752,1.1989,1.1613,0.4685,2018-09-26 01:51:40
Rep,50 to 64,High school,Black,Male,Black,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Non-White,"Omaha, Clinton",Less than 50 percent,Landline,1,0.4678,1.7766,3.7995,2.0385,2018-09-26 01:52:07
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9919,0.9636,0.6395,0.9828,2018-09-26 01:58:16
Rep,65 and older,High school,White,Female,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,No,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9823,1.3116,1.1262,1.3373,2018-09-26 02:00:13
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Sarpy,85 percent or higher,Landline,1,0.9889,1.1127,0.6341,1.1346,2018-09-26 02:13:55
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,"Omaha, Clinton",85 percent or higher,Cell,1,0.9765,0.773,0.403,0.7832,2018-09-26 22:31:11
Dem,65 and older,High school,Unknown,Female,White,Oppose,support,Approve,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,"Omaha, Clinton",85 percent or higher,Landline,1,0.9937,0.917,0.6999,0.9354,2018-09-26 22:41:04
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9474,0.9617,0.5431,0.9825,2018-09-26 22:47:31
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,"Omaha, Trump",85 percent or higher,Cell,1,0.9938,0.6723,0.3255,0.6841,2018-09-26 22:49:02
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.9888,0.8748,0.4745,0.892,2018-09-26 22:49:45
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9923,0.838,0.4141,0.8548,2018-09-26 22:50:23
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,support,Disapp.,Reps. keep House,Don't know,Yes,Favorable,Support,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.8743,1.0691,0.6782,1.0799,2018-09-26 22:51:44
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Douglas,50 to 85 percent,Cell,1,0.7399,0.9481,0.7153,1.0018,2018-09-26 22:53:05
Rep,18 to 34,Some college or trade school,White,Female,White,Support,oppose,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Trump",Less than 50 percent,Cell,0.7778,0.4073,0.9005,1.9105,0.8917,2018-09-26 22:57:53
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Disapp.,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Douglas,50 to 85 percent,Cell,0.8889,0.7108,1.0718,0.8376,1.0705,2018-09-26 22:59:23
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.774,1.0846,0.7565,1.1022,2018-09-26 23:03:59
Rep,50 to 64,High school,White,Male,White,Oppose,Don't know,Approve,Don't know,Don't know,Yes,Favorable,Support,45 to 64,High School Grad. or Less,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",Less than 50 percent,Cell,0.3333,0.4698,1.3886,2.3159,0.7013,2018-09-26 23:06:23
Dem,35 to 49,Bachelors' degree,White,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9428,1.043,0.5522,1.066,2018-09-26 23:06:50
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.7883,1.2142,0.8168,1.2705,2018-09-26 23:08:11
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.7635,0.8896,0.6453,0.9354,2018-09-26 23:08:20
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Support,Don't know,Don't know,Reps. keep House,Don't know,No,Don't know,Oppose,18 to 29,Some College Educ.,Democratic,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown,"Omaha, Clinton",50 to 85 percent,Cell,0.2222,0.6955,0.6783,0.6552,0.3867,2018-09-26 23:09:59
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.6703,0.8313,0.7985,0.8929,2018-09-26 23:12:41
Dem,50 to 64,Grade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.5832,1.1822,1.4051,1.3011,2018-09-26 23:15:16
Rep,35 to 49,Some college or trade school,White,Male,White,Support,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Don't know,Oppose,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.8088,1.0088,0.7333,1.0224,2018-09-26 23:15:34
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,"Omaha, Clinton",Less than 50 percent,Cell,1,0.4467,0.814,1.2307,0.9426,2018-09-26 23:17:54
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9969,0.8747,0.4197,0.8929,2018-09-26 23:19:06
Dem,18 to 34,Bachelors' degree,Hispanic,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.8696,1.0868,0.7785,1.1213,2018-09-26 23:20:45
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest of Douglas,85 percent or higher,Cell,1,0.9412,0.9404,0.5952,0.9614,2018-09-26 23:23:09
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown,"Omaha, Trump",50 to 85 percent,Cell,0.8889,0.8426,0.9305,0.6741,0.9271,2018-09-26 23:24:48
Und,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Don't know,Don't know,Yes,Don't know,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.8936,0.8257,0.5241,0.8489,2018-09-26 23:25:06
