response,ager,educ,file_race,gender,race_eth,approve,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,MUELLER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,disagree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9754,0.6221,0.2435,0.6337,2018-09-11 01:09:34
Dem,35 to 49,Bachelors' degree,Black,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,35 to 49,Black,Less than 50 percent,Landline,1,0.3093,1.357,2.5867,1.6954,2018-09-11 01:03:52
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Cell,1,0.9489,0.4062,0.2125,0.4145,2018-09-11 01:11:49
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,disagree,disagree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.9655,0.6079,0.2565,0.6196,2018-09-11 01:12:52
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Cell,1,0.862,0.867,0.395,0.8946,2018-09-11 01:28:12
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rest,35 to 49,White,85 percent or higher,Landline,1,0.9332,0.6276,0.3718,0.6415,2018-09-11 01:18:23
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Disapp.,disagree,disagree,agree,Dems. take House,Don't know,Don't know,Oppose,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,Rest,65 and older,Black,85 percent or higher,Landline,1,0.8741,0.6415,0.4266,0.6473,2018-09-11 01:18:45
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Don't know,agree,agree,Dems. take House,Don't know,Don't know,Oppose,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Democrat,Nonwhite,Rest,35 to 49,Black,Less than 50 percent,Cell,0.5556,0.3344,1.5723,3.9086,1.0826,2018-09-11 01:21:09
Rep,65 and older,Some college or trade school,White,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Favorable,Favorable,Support,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9139,0.8318,0.4555,0.8521,2018-09-11 01:24:36
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,agree,Don't know,Favorable,Unfavorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",Henrico,50 to 64,White,50 to 85 percent,Landline,1,0.7184,0.5324,0.2471,0.5647,2018-09-11 01:18:09
Rep,65 and older,Grade school,White,Female,White,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Chesterfield,65 and older,White,50 to 85 percent,Landline,1,0.7705,1.5356,1.4336,1.6107,2018-09-11 01:20:56
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,agree,disagree,agree,Dems. take House,Don't know,Favorable,Oppose,45 to 64,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,White,50 to 85 percent,Landline,0.1111,0.6588,0.8209,0.47,0.3439,2018-09-11 01:18:14
Dem,50 to 64,Graduate or Professional Degree,Black,Female,White,Approve,agree,Don't know,agree,Dems. take House,Don't know,Don't know,Oppose,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Chesterfield,50 to 64,Black,85 percent or higher,Landline,1,0.9402,0.7524,0.5159,0.7592,2018-09-11 01:24:54
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,disagree,disagree,agree,Reps. keep House,Favorable,Favorable,Support,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,0.7778,0.9403,0.6331,0.2949,0.6385,2018-09-11 01:28:21
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Henrico,65 and older,Black,85 percent or higher,Landline,1,0.9364,0.8239,0.3675,0.8418,2018-09-11 01:23:06
Rep,65 and older,High school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,1,0.9143,1.5129,1.5471,1.5497,2018-09-11 01:24:00
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,35 to 49,White,85 percent or higher,Landline,1,0.9279,0.6096,0.3639,0.6234,2018-09-11 01:30:27
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Support,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",Henrico,18 to 34,White,50 to 85 percent,Cell,1,0.565,1.0273,0.6638,1.136,2018-09-11 01:35:02
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,agree,agree,disagree,Dems. take House,Unfavorable,Unfavorable,Oppose,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Rest,35 to 49,Black,85 percent or higher,Landline,1,0.93,0.6508,0.4813,0.6654,2018-09-11 01:38:02
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",Rest,18 to 34,White,Less than 50 percent,Cell,1,0.2256,2.6147,9.1772,3.1299,2018-09-11 01:39:53
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Don't know,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Rest,35 to 49,White,85 percent or higher,Cell,0.8889,0.8811,0.6613,0.3881,0.659,2018-09-11 20:22:25
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,50 to 64,White,85 percent or higher,Cell,1,0.984,1.0343,0.5809,1.0534,2018-09-11 20:22:34
Und,35 to 49,Some college or trade school,White,Male,White,Approve,agree,disagree,disagree,Don't know,Don't know,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,35 to 49,White,50 to 85 percent,Cell,0.8889,0.5994,1.0298,0.6316,1.0365,2018-09-11 20:41:07
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,disagree,Don't know,agree,Reps. keep House,Unfavorable,Favorable,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Henrico,35 to 49,White,50 to 85 percent,Cell,1,0.5165,1.2447,0.9654,1.3997,2018-09-11 20:57:50
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Cell,1,0.9505,0.6331,0.2917,0.6459,2018-09-11 20:33:28
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Cell,1,0.8865,0.4688,0.2441,0.4728,2018-09-11 20:51:41
Dem,35 to 49,High school,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Unfavorable,Unfavorable,Support,45 to 64,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,Henrico,35 to 49,Black,Less than 50 percent,Cell,0.8889,0.4822,2.0743,5.5903,2.1236,2018-09-11 20:37:40
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Henrico,35 to 49,White,85 percent or higher,Cell,1,0.9557,0.6984,0.3124,0.7123,2018-09-11 21:10:20
Rep,50 to 64,Bachelors' degree,Black,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,Black,85 percent or higher,Cell,1,0.8817,0.7978,0.3425,0.8208,2018-09-11 20:57:41
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Henrico,18 to 34,White,85 percent or higher,Landline,1,0.923,1.0809,0.8393,1.0901,2018-09-11 21:10:02
Rep,35 to 49,Bachelors' degree,White,Male,Black,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Favorable,Support,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Rest,35 to 49,White,Less than 50 percent,Cell,1,0.3246,1.134,1.7809,1.2783,2018-09-11 21:09:26
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,White,50 to 85 percent,Cell,1,0.6354,1.1277,0.582,1.2211,2018-09-11 21:28:14
Und,18 to 34,Bachelors' degree,Unknown,Female,Hispanic,Don't know,Don't know,agree,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,[DO NOT READ] Refused,Nonwhite,Henrico,18 to 34,Unknown,Less than 50 percent,Cell,0.4444,0.0853,1.3589,6.3021,0.8235,2018-09-11 21:28:10
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,disagree,disagree,Don't know,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Cell,1,0.9325,0.6667,0.234,0.6814,2018-09-11 21:22:55
Rep,35 to 49,High school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Don't know,Oppose,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Chesterfield,35 to 49,White,Less than 50 percent,Cell,0.8889,0.3996,2.556,6.9929,2.908,2018-09-11 21:28:32
Dem,50 to 64,Bachelors' degree,Unknown,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,Henrico,50 to 64,Unknown,85 percent or higher,Cell,1,0.8979,0.9865,0.5644,0.9949,2018-09-11 21:21:47
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,35 to 49,White,85 percent or higher,Cell,1,0.9764,0.5565,0.3177,0.5669,2018-09-11 21:40:52
Rep,35 to 49,Some college or trade school,Asian,Female,White,Disapp.,disagree,agree,agree,Reps. keep House,Don't know,Favorable,Support,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Henrico,35 to 49,Other Non-White,85 percent or higher,Cell,1,0.9682,0.807,0.5429,0.8223,2018-09-11 21:40:07
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.8556,0.5361,0.3149,0.5413,2018-09-11 21:39:13
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Landline,1,0.9361,0.524,0.177,0.5286,2018-09-11 21:42:13
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,disagree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Cell,1,0.8583,0.7879,0.4372,0.8135,2018-09-11 21:41:55
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,disagree,disagree,agree,Dems. take House,Don't know,Don't know,Support,45 to 64,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",Rest,50 to 64,White,Less than 50 percent,Cell,0.4444,0.3854,1.3498000000000001,1.6703,0.7037,2018-09-11 21:43:25
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.992,0.6071,0.2728,0.6186,2018-09-11 21:48:04
Dem,65 and older,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,disagree,Don't know,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Chesterfield,65 and older,Other Non-White,50 to 85 percent,Landline,0.7778,0.6318,1.3085,1.0465,1.2708,2018-09-11 21:37:25
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Henrico,50 to 64,White,Less than 50 percent,Cell,1,0.3665,0.7703,1.1107,0.928,2018-09-11 21:51:58
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Not very likely,Republican,"White, 4-Year College Grads",Rest,18 to 34,White,50 to 85 percent,Cell,0.1111,0.5035,1.701,2.5597,0.7323,2018-09-11 21:47:19
Rep,65 and older,Some college or trade school,White,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Unfavorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,1,0.86,0.8565,0.4973,0.8841,2018-09-11 21:50:37
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,White,50 to 85 percent,Cell,1,0.8324,0.4899,0.2085,0.508,2018-09-11 21:56:01
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Oppose,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Rest,35 to 49,White,50 to 85 percent,Cell,1,0.7966,0.6445,0.2994,0.6726,2018-09-11 21:52:16
Und,50 to 64,Bachelors' degree,Black,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,50 to 64,Black,50 to 85 percent,Cell,1,0.7496,1.5934,1.1914,1.6785,2018-09-11 21:49:53
Dem,65 and older,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,agree,disagree,disagree,Dems. take House,Favorable,Don't know,Support,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Somewhat likely,Democrat,[DO NOT READ] Don't know/Refused,Henrico,65 and older,Black,50 to 85 percent,Landline,1,0.5774,1.3034,1.6564,1.2068,2018-09-11 21:50:55
Rep,65 and older,High school,White,Female,Hispanic,Approve,agree,disagree,disagree,Don't know,Don't know,Favorable,Support,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),Nonwhite,Henrico,65 and older,White,85 percent or higher,Landline,1,0.8589,1.8287,2.1694,1.888,2018-09-11 22:06:11
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,Unknown,85 percent or higher,Landline,1,0.9884,0.599,0.2079,0.6101,2018-09-11 22:06:31
Dem,65 and older,High school,White,Male,White,Disapp.,disagree,disagree,agree,Don't know,Favorable,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,65 and older,White,50 to 85 percent,Landline,0.7778,0.6305,1.793,1.6545,1.7415,2018-09-11 22:00:49
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Cell,1,0.8796,0.6079,0.2816,0.6256,2018-09-11 22:03:47
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9823,0.7179,0.2594,0.7274,2018-09-11 22:01:50
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,agree,agree,agree,Dems. take House,Don't know,Favorable,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Chesterfield,50 to 64,White,50 to 85 percent,Cell,1,0.7404,1.4664,0.7796,1.5478,2018-09-11 22:04:50
Dem,50 to 64,High school,Black,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Chesterfield,50 to 64,Black,85 percent or higher,Cell,1,0.9602,2.0152,2.6908,2.0545,2018-09-11 22:07:41
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,65 and older,Unknown,85 percent or higher,Cell,1,0.974,0.4708,0.1602,0.4796,2018-09-11 22:09:38
Dem,35 to 49,Some college or trade school,Black,Male,White,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,35 to 49,Black,85 percent or higher,Landline,1,0.9104,1.1191,0.7278,1.1469,2018-09-11 22:04:34
Dem,65 and older,High school,Black,Female,White,Disapp.,Don't know,agree,agree,Dems. take House,Favorable,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",Henrico,65 and older,Black,50 to 85 percent,Landline,0.7778,0.6743,2.2872,3.0683,2.2207,2018-09-11 22:12:49
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,disagree,Don't know,disagree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Cell,1,0.8923,0.4688,0.2425,0.4815,2018-09-11 22:25:19
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,disagree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Support,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Cell,1,0.9423,0.6405,0.259,0.6464,2018-09-11 22:16:01
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,Unknown,85 percent or higher,Landline,1,0.9803,0.888,0.4409,0.9045,2018-09-11 22:22:28
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,disagree,disagree,agree,Reps. keep House,Don't know,Don't know,Support,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Cell,1,0.9065,0.6625,0.381,0.6681,2018-09-11 22:19:55
Rep,65 and older,Bachelors' degree,White,Male,White,Disapp.,agree,agree,agree,Reps. keep House,Don't know,Favorable,Support,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Cell,1,0.9557,0.5521,0.1708,0.5631,2018-09-11 22:20:04
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",Henrico,50 to 64,White,85 percent or higher,Landline,0.4444,0.9112,0.7725,0.3911,0.7299,2018-09-11 22:16:19
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Cell,1,0.9807,0.5879,0.242,0.5988,2018-09-11 22:26:13
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,35 to 49,Unknown,50 to 85 percent,Cell,1,0.6158,0.649,0.381,0.7067,2018-09-11 22:28:55
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,disagree,agree,Don't know,Dems. take House,Favorable,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Landline,1,0.9673,0.524,0.1713,0.534,2018-09-11 22:17:49
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,Approve,agree,disagree,agree,Don't know,Don't know,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Rest,35 to 49,White,85 percent or higher,Cell,1,0.9522,0.6613,0.3592,0.6746,2018-09-11 22:21:25
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Chesterfield,50 to 64,White,50 to 85 percent,Landline,1,0.647,1.0498,0.6898,1.1332,2018-09-11 22:25:55
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Chesterfield,18 to 34,White,50 to 85 percent,Cell,1,0.7758,1.2678,0.7655,1.3284,2018-09-11 22:20:13
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Oppose,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,50 to 64,White,Less than 50 percent,Landline,1,0.3653,1.5639,2.8784,1.7318,2018-09-11 22:15:52
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,50 to 64,White,50 to 85 percent,Landline,1,0.5555,0.5831,0.3479,0.6469,2018-09-11 22:29:22
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,disagree,disagree,agree,Dems. take House,Don't know,Don't know,Support,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",Chesterfield,18 to 34,White,Less than 50 percent,Cell,0,0.3627,2.5395,5.5552,0.6755,2018-09-11 22:19:10
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,agree,agree,agree,Dems. take House,Favorable,Favorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,50 to 64,Black,85 percent or higher,Landline,1,0.9577,1.1409,0.8156,1.1633,2018-09-11 22:23:13
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",Chesterfield,35 to 49,White,85 percent or higher,Cell,1,0.9552,0.8009,0.5308,0.8168,2018-09-11 22:28:37
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,disagree,agree,Dems. take House,Don't know,Don't know,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,White,50 to 85 percent,Cell,1,0.7251,0.8617,0.5173,0.9125,2018-09-11 22:20:22
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Cell,1,0.9595,0.5316,0.2072,0.542,2018-09-11 22:32:24
