response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Essex/Union,Less than 50 percent,Cell,0.8889,0.4591,1.0888,1.611,1.1155,2018-09-20 23:09:25
Rep,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,support,Approve,Reps. keep House,Unfavorable,Don't know,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Somerset,50 to 85 percent,Landline,1,0.8335,0.8374,0.4333,0.8648,2018-09-20 23:10:37
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9832,0.963,0.4275,0.9771,2018-09-20 23:17:16
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Morris,85 percent or higher,Cell,1,0.9799,0.9034,0.4756,0.9167,2018-09-20 23:17:52
Rep,65 and older,Some college or trade school,White,Male,White,support,Don't know,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,Less than 50 percent,Landline,1,0.3583,1.1101,1.554,1.3386,2018-09-20 23:18:46
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Morris,50 to 85 percent,Cell,1,0.7193,0.5616,0.5622,0.5933,2018-09-20 23:23:07
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Essex/Union,50 to 85 percent,Cell,1,0.7221,0.9095,0.5454,0.9602,2018-09-20 23:25:04
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Essex/Union,85 percent or higher,Cell,1,0.893,0.7247,0.4479,0.7416,2018-09-20 23:29:16
Und,35 to 49,Bachelors' degree,Unknown,Female,White,support,Approve,Don't know,Don't know,Don't know,Support,Support,Support,agree,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Morris,Less than 50 percent,Landline,1,0.3556,1.2085,2.836,0.7982,2018-09-20 23:29:16
Dem,35 to 49,Bachelors' degree,White,Male,Black,support,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,Don't know,30 to 44,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Somerset,Less than 50 percent,Cell,1,0.3521,1.1114,2.0343,1.2328,2018-09-20 23:29:43
Dem,65 and older,Bachelors' degree,White,Female,Black,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9921,1.139,0.5598,1.1526,2018-09-20 23:31:22
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Don't know,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Hunterdon/Warren,Less than 50 percent,Cell,0.7778,0.4992,0.7927,0.9047,0.7722,2018-09-20 23:36:26
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,oppose,Don't know,Don't know,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Somerset,Less than 50 percent,Cell,1,0.4753,1.2762,1.9815,1.4528,2018-09-20 23:36:35
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Hispanic,Essex/Union,50 to 85 percent,Cell,1,0.503,1.0603,1.1982,1.1198,2018-09-20 23:36:35
Rep,50 to 64,High school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Somerset,50 to 85 percent,Cell,1,0.7518,1.6939,1.6203,1.7769,2018-09-20 23:36:44
Und,65 and older,High school,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Don't know,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Morris,85 percent or higher,Landline,1,0.8656,2.1766,2.2936,2.2363,2018-09-20 23:43:11
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Don't know,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.76,1.0691,0.5792,1.1195,2018-09-20 23:43:59
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Hispanic,Morris,50 to 85 percent,Cell,1,0.5885,0.4002,0.4146,0.4376,2018-09-20 23:44:41
Rep,50 to 64,High school,White,Female,Other,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,Nonwhite,Nonwhite,50 to 64,White,Morris,50 to 85 percent,Landline,1,0.7105,1.6041,1.8358,1.633,2018-09-20 23:46:23
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Somerset,50 to 85 percent,Cell,1,0.8207,1.3356,0.7952,1.3824,2018-09-20 23:47:46
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Don't know,Support,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Morris,85 percent or higher,Landline,1,0.922,1.2548,0.6947,1.2793,2018-09-20 23:50:10
Rep,35 to 49,Graduate or Professional Degree,White,Male,Black,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.8172,0.6709,0.5401,0.6949,2018-09-20 23:52:52
Dem,18 to 34,High school,White,Female,White,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Somerset,Less than 50 percent,Landline,0.4444,0.4342,0.8108,1.8326,0.5322,2018-09-20 23:56:10
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Morris,85 percent or higher,Landline,1,0.9797,1.1471,0.592,1.164,2018-09-21 00:02:16
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,Somerset,50 to 85 percent,Cell,1,0.5251,1.2748,1.3011,1.4236,2018-09-21 00:04:04
Rep,18 to 34,Bachelors' degree,Other,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Other Non-White,Somerset,50 to 85 percent,Cell,0.7778,0.6175,0.8745,0.901,0.9003,2018-09-21 00:06:10
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Somerset,85 percent or higher,Landline,1,0.8829,0.6805,0.4303,0.6974,2018-09-21 00:08:34
Und,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Support,Don't know,Oppose,agree,18 to 29,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Hunterdon/Warren,Less than 50 percent,Landline,0,0.194,0.54990000000000006,1.8992,0.1604,2018-09-21 00:13:58
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Essex/Union,Less than 50 percent,Cell,1,0.408,1.9198,2.3257,2.2532,2018-09-21 00:15:46
Und,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.8169,0.6842,0.5595,0.7087,2018-09-21 00:25:23
Und,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Somerset,85 percent or higher,Landline,1,0.9241,0.9894,0.4524,0.9942,2018-09-21 00:26:53
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Essex/Union,85 percent or higher,Cell,1,0.9584,1.179,0.7809,1.1976,2018-09-21 00:27:47
Dem,18 to 34,Some college or trade school,White,Female,White,support,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Support,agree,18 to 29,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Essex/Union,Less than 50 percent,Cell,0,0.358,0.735,1.2023,0.1938,2018-09-21 00:28:41
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.6153,0.4668,0.4462,0.5064,2018-09-21 00:28:59
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Oppose,Oppose,Oppose,agree,18 to 29,Some College Educ.,Democratic,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,18 to 34,White,Somerset,Less than 50 percent,Cell,0.4444,0.2372,0.4149,0.9754,0.339,2018-09-21 00:41:00
Und,35 to 49,Some college or trade school,White,Male,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,agree,30 to 44,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Hunterdon/Warren,Less than 50 percent,Cell,1,0.4939,0.7635,1.0246,0.8082,2018-09-21 00:44:36
Dem,18 to 34,Some college or trade school,White,Male,Other,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,Morris,Less than 50 percent,Landline,0.7778,0.3933,0.3852,0.6084,0.4191,2018-09-21 00:50:45
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,agree,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Essex/Union,Less than 50 percent,Cell,1,0.0977,0.9671,3.8828,1.3484,2018-09-21 00:56:27
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Essex/Union,85 percent or higher,Cell,1,0.8832,1.6605,0.7264,1.7015,2018-09-21 00:58:06
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Somerset,Less than 50 percent,Landline,1,0.2246,1.2077,2.7951,1.6158,2018-09-21 00:58:24
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Don't know,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Hunterdon/Warren,Less than 50 percent,Cell,0.7778,0.2355,0.5391,1.5108,0.5581,2018-09-21 01:02:50
Rep,50 to 64,High school,White,Male,White,support,Approve,Reps. keep House,Favorable,Unfavorable,Support,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.7274,1.5311,1.6011,1.5557,2018-09-21 01:06:26
Rep,18 to 34,High school,Unknown,Male,White,oppose,Disapp.,Reps. keep House,Favorable,Favorable,Support,Oppose,Oppose,disagree,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,Unknown,Essex/Union,Less than 50 percent,Cell,1,0.4677,1.5858,3.8805,1.8109,2018-09-21 01:07:02
Rep,65 and older,High school,Unknown,Female,White,support,Disapp.,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Essex/Union,85 percent or higher,Cell,1,0.9595,2.8323,2.2347,2.8768,2018-09-21 01:07:38
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Essex/Union,50 to 85 percent,Landline,1,0.7149,1.2704,1.0262,1.2927,2018-09-21 01:09:53
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Support,agree,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,18 to 34,White,Somerset,Less than 50 percent,Cell,1,0.4403,0.4615,0.5382,0.4958,2018-09-21 01:11:59
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,Don't know,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,disagree,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Somerset,Less than 50 percent,Cell,0.6667,0.4408,0.5965,0.8442,0.5552,2018-09-21 01:15:35
Rep,35 to 49,Graduate or Professional Degree,White,Female,Other,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Support,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Somerset,Less than 50 percent,Cell,0.8889,0.4921,0.8001,1.059,0.8146,2018-09-21 01:21:04
Dem,50 to 64,High school,White,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Essex/Union,85 percent or higher,Cell,1,0.8668,2.1379,1.912,2.1962,2018-09-21 01:27:22
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Democratic,Female,[DO NOT READ] Don't know/Refused,Republican,"White, 4-Year College Grads",White,35 to 49,White,Somerset,85 percent or higher,Landline,0,0.9042,0.6118,0.4102,0.4446,2018-09-21 01:30:22
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Essex/Union,85 percent or higher,Landline,1,0.9204,1.2872,0.5334,1.3125,2018-09-21 22:09:59
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.9424,0.553,0.3763,0.5559,2018-09-21 22:11:11
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.7657,0.8125,0.4248,0.8499,2018-09-21 22:12:23
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Approve,Don't know,Favorable,Unfavorable,Support,Oppose,Support,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Hunterdon/Warren,85 percent or higher,Landline,0.7778,0.8874,0.6153,0.4095,0.603,2018-09-21 22:12:23
Dem,65 and older,Some college or trade school,Other,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Other Non-White,Essex/Union,50 to 85 percent,Cell,1,0.5269,1.15,0.848,1.2835,2018-09-21 22:13:08
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.7058,0.9592,0.7419,1.0164,2018-09-21 22:13:44
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Morris,Less than 50 percent,Cell,1,0.4992,0.8142,0.9784,0.7491,2018-09-21 22:14:47
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,support,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Support,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Somerset,Less than 50 percent,Cell,1,0.3753,0.619,0.8844,0.7392,2018-09-21 22:14:56
Und,35 to 49,Some college or trade school,White,Male,Black,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Support,disagree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Morris,Less than 50 percent,Cell,0.6667,0.372,0.7843,1.4709,0.5888,2018-09-21 22:15:14
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Morris,Less than 50 percent,Cell,1,0.4358,0.5637,0.7611,0.6529,2018-09-21 22:15:23
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Somerset,Less than 50 percent,Landline,1,0.4494,0.639,0.9483,0.7355,2018-09-21 22:16:35
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.6716,0.4761,0.4234,0.5087,2018-09-21 22:17:02
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Morris,85 percent or higher,Landline,1,0.8841,0.8047,0.6173,0.8245,2018-09-21 22:17:29
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Essex/Union,85 percent or higher,Landline,1,0.9184,2.4255,1.9142,2.4739,2018-09-21 22:17:47
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Oppose,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Morris,50 to 85 percent,Landline,1,0.7211,0.7623,0.5001,0.805,2018-09-21 22:18:32
Dem,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Don't know,Disapp.,Don't know,Favorable,Unfavorable,Don't know,Oppose,Oppose,agree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,Essex/Union,50 to 85 percent,Cell,1,0.7292,0.4404,0.3091,0.4643,2018-09-21 22:18:41
Dem,18 to 34,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,Don't know,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,White,Somerset,Less than 50 percent,Cell,1,0.4107,0.5965,0.906,0.6991,2018-09-21 22:18:50
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Essex/Union,50 to 85 percent,Cell,1,0.7069,0.6362,0.4695,0.674,2018-09-21 22:20:20
Und,18 to 34,Bachelors' degree,Unknown,Female,White,support,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Somerset,Less than 50 percent,Cell,1,0.3814,0.7111,1.145,0.8463,2018-09-21 22:20:29
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Essex/Union,85 percent or higher,Cell,1,0.9368,0.8488,0.5814,0.8531,2018-09-21 22:21:14
Rep,18 to 34,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Support,Support,Support,disagree,18 to 29,Some College Educ.,Republican,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown,Morris,Less than 50 percent,Cell,0,0.2949,0.492,1.0927,0.1563,2018-09-21 22:21:32
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Somerset,85 percent or higher,Landline,1,0.9895,1.2391,0.6328,1.253,2018-09-21 22:21:59
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Essex/Union,Less than 50 percent,Cell,0.5556,0.32,0.9667,1.819,0.6604,2018-09-21 22:22:35
Rep,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Support,Support,agree,18 to 29,Postgraduate Degree,Republican,Male,Somewhat likely,Republican,Nonwhite,Nonwhite,18 to 34,White,Essex/Union,Less than 50 percent,Cell,0.6667,0.2606,0.5178,0.9659,0.3812,2018-09-21 22:23:20
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Somerset,Less than 50 percent,Cell,1,0.395,0.8004,1.3201,0.9457,2018-09-21 22:24:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Essex/Union,85 percent or higher,Cell,1,0.9595,0.7392,0.4317,0.7508,2018-09-21 22:35:54
