response,ager,educ,file_race,gender,race_eth,approve,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Pima,50 to 85 percent,Cell,1,0.6338,0.6481,0.3703,0.6499,2018-10-19 03:02:34
Rep,65 and older,High school,White,Female,White,Disapp.,Unfavorable,Dem.,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9935,1.1474,0.7246,1.1372,2018-10-19 03:05:25
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.6261,0.8009,0.5957,0.8441,2018-10-19 03:06:19
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,Non-White,Rest,50 to 85 percent,Landline,1,0.8022,0.886,0.6889,0.9148,2018-10-19 03:06:37
Und,50 to 64,Some college or trade school,White,Male,Other,Disapp.,Don't know,Dem.,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.7995,0.9112,0.5561,0.9227,2018-10-19 03:07:49
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.6917,0.9073,0.7208,0.9023,2018-10-19 03:08:16
Rep,50 to 64,High school,White,Male,White,Approve,Don't know,Rep.,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,0.7778,0.5022,1.5363,1.9192,1.5774,2018-10-19 03:10:58
Rep,18 to 34,Some college or trade school,White,Female,White,Disapp.,Unfavorable,Rep.,Don't know,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest of Maricopa,50 to 85 percent,Cell,0.5556,0.7797,0.8662,0.6846,0.6968,2018-10-19 03:20:48
Dem,65 and older,High school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9946,1.1474,0.7238,1.1372,2018-10-19 03:21:06
Rep,65 and older,Some college or trade school,White,Female,Hispanic,Disapp.,Unfavorable,Rep.,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,White,Phoenix/Tempe,85 percent or higher,Landline,1,0.9222,0.7776,0.5073,0.7726,2018-10-19 03:24:33
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Republican,"White, No 4-Year College Degree",35 to 49,White,Phoenix/Tempe,Less than 50 percent,Cell,1,0.4428,1.1593,1.7035,1.3739,2018-10-19 03:25:09
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9839,0.9843,0.5551,0.9686,2018-10-19 03:26:21
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Unfavorable,Dem.,Don't know,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,Non-White,Pima,85 percent or higher,Landline,1,0.9816,0.966,0.5025,0.9587,2018-10-19 03:27:42
Rep,65 and older,Some college or trade school,White,Female,Hispanic,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,65 and older,White,Rest,85 percent or higher,Landline,1,0.993,0.7599,0.4815,0.7532,2018-10-19 03:30:42
Rep,18 to 34,High school,White,Male,White,Approve,Unfavorable,Rep.,Don't know,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Rest of Maricopa,Less than 50 percent,Landline,0.6667,0.4294,1.7924,3.0519,1.627,2018-10-19 03:32:30
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,White,Pima,50 to 85 percent,Cell,1,0.778,1.037,0.6166,1.0777,2018-10-19 03:37:24
Rep,50 to 64,High school,Unknown,Male,White,Approve,Favorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Rest of Maricopa,50 to 85 percent,Cell,1,0.5227,1.5667,1.8987,1.7829,2018-10-19 03:45:48
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.6981,0.9825,0.77,0.9763,2018-10-19 04:02:07
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.972,1.0565,0.5544,1.0501,2018-10-19 04:21:04
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Unfavorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest,85 percent or higher,Cell,1,0.9894,0.9861,0.6606,0.9753,2018-10-20 00:40:29
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.8009,0.8734,0.7085,0.8843,2018-10-20 00:42:26
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Other,Disapp.,Favorable,Dem.,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,Phoenix/Tempe,50 to 85 percent,Cell,0.8889,0.6232,1.0307,0.8261,1.0614,2018-10-20 00:56:42
Rep,50 to 64,High school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,1,0.8568,1.5475,1.1392,1.5517,2018-10-20 00:57:54
Und,18 to 34,Graduate or Professional Degree,White,Female,Black,Disapp.,Don't know,Dem.,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.6899,0.8001,0.6408,0.7958,2018-10-20 01:07:49
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9863,0.806,0.4595,0.7971,2018-10-20 01:36:04
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9921,0.9144,0.5745,0.9063,2018-10-20 01:40:16
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9885,1.1242,0.6292,1.1147,2018-10-20 01:44:19
Und,65 and older,Some college or trade school,Other,Female,Hispanic,Approve,Unfavorable,Rep.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,Nonwhite,65 and older,Non-White,Phoenix/Tempe,85 percent or higher,Landline,0.7778,0.8867,0.9057,0.638,0.8649,2018-10-20 01:45:13
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9726,0.991,0.635,0.9802,2018-10-20 01:48:39
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Favorable,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.8395,0.7727,0.4586,0.7902,2018-10-20 01:53:27
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Non-White,Rest of Maricopa,85 percent or higher,Cell,1,0.9786,0.9509,0.6641,0.9348,2018-10-20 01:57:21
3,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Don't know,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.6967,1.036,0.9173,1.103,2018-10-20 01:59:27
Rep,18 to 34,Some college or trade school,White,Female,White,Don't know,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.7131,0.9353,0.8733,0.9276,2018-10-20 02:00:21
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.6795,0.8116,0.5513,0.8689,2018-10-20 02:02:13
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Unfavorable,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest,85 percent or higher,Landline,1,0.8922,0.9266,0.7544,0.9242,2018-10-20 02:02:18
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",50 to 64,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9898,1.0756,0.6701,1.0663,2018-10-20 02:02:31
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Landline,1,0.844,0.9971,0.6438,1.0019,2018-10-20 02:06:16
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9044,0.73,0.3956,0.7269,2018-10-20 02:08:58
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Other,Female,Already voted,Republican,Nonwhite,35 to 49,White,Phoenix/Tempe,Less than 50 percent,Cell,1,0.2524,1.0785,3.1381,1.4825,2018-10-20 02:10:28
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.7412,1.0609,0.846,1.1142,2018-10-20 02:12:25
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Dem.,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Pima,85 percent or higher,Landline,1,0.9515,0.7416,0.2854,0.7345,2018-10-20 02:13:10
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Don't know,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9772,0.6861,0.3173,0.6813,2018-10-20 02:20:48
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Pima,85 percent or higher,Cell,1,0.9905,0.957,0.3869,0.9465,2018-10-20 02:21:24
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.8033,0.9125,0.557,0.9234,2018-10-20 02:22:09
Und,65 and older,Bachelors' degree,White,Male,White,Disapp.,Don't know,Dem.,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Pima,50 to 85 percent,Cell,1,0.8419,0.899,0.3746,0.9036,2018-10-20 02:23:21
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Approve,Unfavorable,Rep.,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Phoenix/Tempe,85 percent or higher,Landline,1,0.871,0.8119,0.5198,0.8123,2018-10-20 02:24:42
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Pima,Less than 50 percent,Landline,1,0.3057,1.4046,2.2216,1.5519,2018-10-20 02:26:21
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Pima,85 percent or higher,Landline,1,0.9949,0.7209,0.3026,0.7144,2018-10-20 02:35:10
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.977,0.8128,0.449,0.8072,2018-10-20 02:35:37
Dem,18 to 34,Some college or trade school,White,Female,Black,Disapp.,Favorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 34,White,Phoenix/Tempe,Less than 50 percent,Cell,1,0.4047,1.0893,1.9195,1.3206,2018-10-20 02:39:49
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,1,0.0741,0.8729,3.76,1.488,2018-10-20 02:40:52
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Pima,85 percent or higher,Cell,1,0.9918,0.7209,0.3035,0.7131,2018-10-20 02:41:37
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Favorable,Don't know,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9915,0.7298,0.4062,0.7234,2018-10-20 02:42:40
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,Rep.,Don't know,65 and older,Some College Educ.,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,1,0.1225,0.9301,4.367,0.8112,2018-10-20 02:42:49
Rep,65 and older,Grade school,White,Female,White,Approve,Don't know,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.8788,1.2125,0.983,1.1877,2018-10-20 02:44:37
Rep,65 and older,High school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9839,1.2861,0.8323,1.2717,2018-10-20 02:44:55
Und,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Unfavorable,Don't know,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9469,1.0866,0.8113,1.0767,2018-10-20 02:45:40
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Democrat,Nonwhite,65 and older,Non-White,Pima,85 percent or higher,Landline,1,0.9803,1.5343,0.7419,1.523,2018-10-20 02:47:19
Rep,50 to 64,High school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Pima,85 percent or higher,Landline,1,0.9557,1.572,0.7751,1.5566,2018-10-20 02:48:36
Rep,50 to 64,High school,White,Female,White,Approve,Unfavorable,Rep.,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9888,1.4806,1.0527,1.4681,2018-10-20 02:50:51
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Cell,1,0.5036,0.7247,0.7017,0.7458,2018-10-20 02:54:54
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,Less than 50 percent,Cell,1,0.2663,0.9379,2.3806,1.2704,2018-10-20 02:57:00
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9709,0.9342,0.5374,0.9287,2018-10-20 02:57:09
Rep,18 to 34,Grade school,Hispanic,Female,Hispanic,Approve,Unfavorable,Rep.,Unfavorable,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Non-White,Phoenix/Tempe,Less than 50 percent,Cell,0.6667,0.2289,2.1283,8.5742,1.5227,2018-10-20 02:58:21
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9909,0.9618,0.5633,0.9514,2018-10-20 02:58:39
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.7641,0.7646,0.4755,0.7978,2018-10-20 02:58:39
Dem,18 to 34,Bachelors' degree,Unknown,Female,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,18 to 34,Unknown,Phoenix/Tempe,85 percent or higher,Cell,1,0.872,1.0432,0.7965,1.0435,2018-10-20 02:58:48
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Dem.,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9975,0.7096,0.3977,0.7026,2018-10-20 02:59:06
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.8385,0.6889,0.4302,0.6929,2018-10-20 03:00:22
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Favorable,Rep.,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9321,0.8982,0.4968,0.8797,2018-10-20 03:00:54
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,50 to 64,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.7406,0.8076,0.4875,0.7985,2018-10-20 03:01:03
Und,35 to 49,High school,White,Male,White,Disapp.,Unfavorable,Don't know,Unfavorable,30 to 44,High School Grad. or Less,Other,Male,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Phoenix/Tempe,Less than 50 percent,Cell,0,0.1444,1.8252,9.0453,0.3818,2018-10-20 03:02:01
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.989,0.7527,0.3802,0.7463,2018-10-20 03:03:13
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Don't know,Dem.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Pima,Less than 50 percent,Cell,0.7778,0.2361,1.4966,3.3418,1.7183,2018-10-20 03:04:52
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Don't know,Dem.,Don't know,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Phoenix/Tempe,50 to 85 percent,Landline,1,0.7068,0.7749,0.5164,0.7691,2018-10-20 03:06:58
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Approve,Favorable,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Non-White,Rest,85 percent or higher,Landline,1,0.9696,0.7949,0.4864,0.7805,2018-10-20 03:09:40
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,50 to 85 percent,Landline,0.4444,0.7272,0.767,0.6082,0.7018,2018-10-20 03:09:58
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Rest,85 percent or higher,Cell,1,0.9409,0.8152,0.5125,0.8083,2018-10-20 03:10:16
Dem,65 and older,Bachelors' degree,Other,Female,White,Disapp.,Don't know,Rep.,Unfavorable,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Non-White,Phoenix/Tempe,85 percent or higher,Landline,1,0.9935,1.0988,0.6186,1.0842,2018-10-20 03:10:43
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9812,0.8128,0.4471,0.8037,2018-10-20 03:11:28
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9911,0.9815,0.5674,0.9708,2018-10-20 03:13:52
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",35 to 49,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.6804,0.9355,0.77,0.9317,2018-10-20 03:14:37
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9841,0.942,0.5132,0.9346,2018-10-20 03:18:28
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Already voted,Republican,"White, 4-Year College Grads",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.8459,0.7727,0.4551,0.789,2018-10-20 03:20:43
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Favorable,Rep.,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Non-White,Phoenix/Tempe,Less than 50 percent,Cell,1,0.417,1.5329,2.9509,1.7456,2018-10-20 03:21:10
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9914,0.7527,0.3793,0.7461,2018-10-20 03:21:28
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.5873,0.9709,0.8793,1.0748,2018-10-20 03:23:16
Dem,50 to 64,Bachelors' degree,White,Male,White,Don't know,Favorable,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.5828,1.0421,0.8744,1.1126,2018-10-20 03:23:34
