response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,Some college or trade school,White,Female,Black,Disapp.,oppose,disagree,Dems. take House,Don't know,Favorable,disagree,no,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,Rest,White,85 percent or higher,Landline,1,0.9493,0.6195,0.2613,0.6388
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,support,disagree,Dems. take House,Unfavorable,Favorable,agree,yes,disagree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,Rest,Black,85 percent or higher,Landline,1,0.9758,0.5787,0.4375,0.5957
Rep,18 to 34,High school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,yes,Don't know,disagree,30 to 44,High School Grad. or Less,Other,Male,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",White,St. Clair,White,Less than 50 percent,Landline,0.4444,0.0374,2.3259,9.7366,0.8442
Rep,65 and older,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.5923,0.9797,0.8089,1.0856
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,no,agree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Madison,White,85 percent or higher,Cell,1,0.9,1.3047,0.8897,1.3531
Und,50 to 64,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9175,0.947,0.4609,0.9652
Rep,65 and older,High school,White,Female,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Favorable,agree,Don't know,agree,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Madison,White,85 percent or higher,Landline,1,0.9151,1.2505,1.0433,1.2745
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,agree,no,agree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9843,0.6916,0.283,0.7119
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Unfavorable,Don't know,no,agree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9288,0.749,0.3628,0.774
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,oppose,disagree,Don't know,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Madison,White,50 to 85 percent,Cell,0.6667,0.5217,0.9905,0.5562,0.934
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,support,agree,Dems. take House,Don't know,Don't know,agree,no,agree,disagree,30 to 44,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,St. Clair,Black,Less than 50 percent,Landline,0.5556,0.1704,1.2802,3.0405,1.3892
Und,65 and older,High school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Favorable,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,0.7778,0.7386,0.9287,0.6164,0.7477
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Landline,1,0.8028,0.931,0.3761,0.9807
Rep,65 and older,High school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9626,0.9076,0.5239,0.935
Dem,65 and older,High school,White,Male,White,Disapp.,support,agree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.5849,1.3989,1.3107,1.5535
Und,65 and older,High school,White,Male,White,Approve,support,agree,Reps. keep House,Favorable,Favorable,disagree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,1,0.9543,1.5357,0.9086,1.5829
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,White,Less than 50 percent,Cell,1,0.1631,0.8877,4.5899,1.1383
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Don't know,disagree,Dems. take House,Don't know,Favorable,agree,yes,agree,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,1,0.8126,0.9026,0.3772,0.9491
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,support,agree,Dems. take House,Unfavorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9813,0.4217,0.2065,0.4341
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.9643,0.9231,0.4384,0.9508
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,Rest,Other Non-White,85 percent or higher,Cell,1,0.9805,0.7277,0.3964,0.749
Rep,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Madison,White,85 percent or higher,Landline,1,0.9662,0.8415,0.4884,0.8667
Dem,35 to 49,Bachelors' degree,Black,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,Black,85 percent or higher,Cell,1,0.9581,0.7092,0.39,0.7308
Und,65 and older,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Landline,1,0.8394,0.953,0.6891,0.9975
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.67490000000000006,0.7077,0.3726,0.7341
Rep,65 and older,Some college or trade school,White,Male,Other,Approve,oppose,disagree,Reps. keep House,Favorable,Unfavorable,agree,yes,agree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,White,50 to 85 percent,Cell,0.8889,0.8271,0.7901,0.3414,0.8182
Rep,50 to 64,High school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,disagree,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.925,1.1423,0.9365,1.1809
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,Less than 50 percent,Cell,1,0.498,1.6567,1.8135,1.8959
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9756,0.8946,0.3464,0.921
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.8904,0.4217,0.2276,0.438
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,0.5556,0.2577,1.1088,2.2782,0.7561
Dem,65 and older,Some college or trade school,White,Female,Other,Disapp.,oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,White,85 percent or higher,Landline,1,0.9647,0.6195,0.2572,0.638
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Cell,1,0.8804,1.0481,0.4844,1.0686
Dem,18 to 34,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,yes,agree,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Madison,White,Less than 50 percent,Cell,1,0.2589,1.4433,3.4309,1.7054
Und,65 and older,High school,White,Female,Black,Disapp.,oppose,disagree,Don't know,Don't know,Don't know,agree,no,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,White,85 percent or higher,Landline,1,0.9465,1.3755,0.8158,1.403
Und,50 to 64,Bachelors' degree,White,Male,White,Don't know,oppose,disagree,Don't know,Don't know,Favorable,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Madison,White,Less than 50 percent,Cell,1,0.3086,1.4678,2.8484,1.8542
Und,50 to 64,High school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,Don't know,no,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,White,85 percent or higher,Cell,1,0.9672,0.8129,0.4643,0.8306
Und,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,Rest,Unknown,Less than 50 percent,Cell,0.8889,0.2351,0.7184,1.5177,0.8088
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.8558,0.8223,0.4468,0.8584
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,Unknown,85 percent or higher,Cell,1,0.9849,0.8038,0.2057,0.8274
Und,18 to 34,Bachelors' degree,Unknown,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,Rest,Unknown,Less than 50 percent,Cell,0.6667,0.1799,0.6787,1.5849,0.5055
Rep,50 to 64,High school,White,Male,Hispanic,Disapp.,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,Rest,White,85 percent or higher,Cell,1,0.9622,1.2428,0.7958,1.2802
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9135,0.9228,0.3644,0.9405
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.8891,0.749,0.379,0.778
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Madison,White,85 percent or higher,Cell,1,0.9557,1.2536,0.6625,1.292
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,White,Less than 50 percent,Cell,1,0.3719,0.6501,0.8386,0.7256
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,oppose,Don't know,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,St. Clair,White,85 percent or higher,Landline,1,0.9872,0.7763,0.3119,0.7991
Dem,65 and older,Graduate or Professional Degree,White,Female,Other,Approve,oppose,agree,Reps. keep House,Don't know,Unfavorable,disagree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,White,Less than 50 percent,Cell,0.4444,0.2968,0.4938,0.9474,0.4716
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,support,disagree,Dems. take House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,Some College Educ.,Other,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,Rest,Unknown,50 to 85 percent,Cell,0.4444,0.5151,1.0709,0.8482,0.5104
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,Unknown,85 percent or higher,Cell,1,0.9622,0.7559,0.264,0.7787
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,50 to 85 percent,Cell,0.5556,0.7835,2.1808,1.2626,1.646
Rep,65 and older,Bachelors' degree,Black,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,no,agree,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,St. Clair,Black,85 percent or higher,Cell,1,0.9636,1.0092,0.4857,1.0307
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.8617,0.9228,0.3863,0.9414
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Don't know,Unfavorable,Don't know,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.9672,0.6954,0.2835,0.7161
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,support,agree,Reps. keep House,Favorable,Favorable,agree,yes,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9835,0.8363,0.3847,0.8608
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.9779,1.007,0.3449,1.0366
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,1,0.8425,0.8795,0.2864,0.9201
Rep,65 and older,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,yes,agree,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9111,0.8342,0.6262,0.8639
Dem,65 and older,High school,Black,Female,Black,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,Nonwhite,Nonwhite,St. Clair,Black,85 percent or higher,Cell,0.6667,0.9194,1.3784,1.1654,1.3909
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,yes,disagree,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.9771,0.8995,0.3405,0.9259
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,oppose,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,Black,85 percent or higher,Cell,1,0.9433,1.1427,0.5545,1.1791
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9187,0.7901,0.3292,0.8174
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,Black,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,agree,no,Don't know,agree,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,Black,85 percent or higher,Landline,1,0.9565,0.8237,0.2532,0.8489
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,oppose,disagree,Don't know,Don't know,Don't know,disagree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9719,0.4471,0.1451,0.4604
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,Unknown,85 percent or higher,Cell,1,0.9383,0.9978,0.4672,1.03
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,agree,Don't know,Favorable,Unfavorable,disagree,no,agree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,1,0.8173,0.6994,0.2655,0.7348
Rep,50 to 64,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9647,1.1423,0.898,1.1765
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,0.8889,0.9045,0.5952,0.2169,0.6118
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Don't know,oppose,disagree,Don't know,Favorable,Unfavorable,disagree,yes,disagree,agree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,Rest,White,Less than 50 percent,Cell,1,0.4206,0.6673,1.1813,0.7319
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Madison,White,85 percent or higher,Cell,1,0.8575,0.867,0.3338,0.9048
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,0.8889,0.8129,0.9944,0.5967,1.0316
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.7003,1.0818,0.6122,1.1644
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Don't know,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,agree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,Unknown,85 percent or higher,Cell,1,0.9729,0.6959,0.1643,0.7165
Rep,18 to 34,Some college or trade school,Hispanic,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,Other Non-White,Less than 50 percent,Cell,1,0.4375,0.5725,1.1718,0.6721
Rep,50 to 64,Some college or trade school,White,Female,Other,Don't know,support,agree,Don't know,Don't know,Favorable,Don't know,yes,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,St. Clair,White,85 percent or higher,Cell,1,0.9259,1.4351,0.6994,1.4835
Und,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,oppose,disagree,Don't know,Don't know,Unfavorable,disagree,no,disagree,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,Unknown,50 to 85 percent,Cell,1,0.8249,0.4848,0.1429,0.5087
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,oppose,disagree,Dems. take House,Favorable,Favorable,disagree,no,agree,agree,30 to 44,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,0.1111,0.0412,1.0475,3.1272,0.2543
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.8644,1.3006,0.8516,1.3558
Dem,18 to 34,Some college or trade school,White,Female,Black,Disapp.,support,disagree,Dems. take House,Unfavorable,Favorable,agree,no,disagree,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,White,50 to 85 percent,Cell,1,0.7859,1.5488,0.6675,1.6368
Rep,35 to 49,Some college or trade school,White,Male,Other,Approve,support,disagree,Don't know,Don't know,Favorable,agree,yes,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Nonwhite,Rest,White,Less than 50 percent,Cell,1,0.2502,0.7566,0.9839,0.6581
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Cell,1,0.8554,1.301,1.079,1.3276
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Unfavorable,disagree,no,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.8771,0.8482,0.4294,0.8825
Und,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,oppose,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,Rest,Black,50 to 85 percent,Cell,0.2222,0.7223,0.9174,0.5861,0.6356
Dem,35 to 49,High school,Black,Male,Black,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,agree,no,agree,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,St. Clair,Black,Less than 50 percent,Cell,1,0.3655,1.7821,3.6411,2.1708
Rep,65 and older,High school,White,Female,White,Disapp.,support,disagree,Reps. keep House,Don't know,Unfavorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,0.5556,0.5989,0.9287,0.7601,0.841
