response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Don't know,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.8637,0.7189,0.4928,0.7644,2018-09-19 22:57:44
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Landline,1,0.9969,0.5446,0.4072,0.5724,2018-09-19 22:57:46
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9957,1.148,0.7859,1.2062,2018-09-19 22:58:29
Dem,50 to 64,Some college or trade school,White,Female,White,support,Approve,Dems. take House,Favorable,Unfavorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9506,0.6763,0.4435,0.7113,2018-09-19 23:00:20
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,support,Disapp.,Dems. take House,Favorable,Favorable,Oppose,Support,Oppose,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Linn,85 percent or higher,Landline,1,0.9653,1.219,0.8233,1.2806,2018-09-19 23:00:20
Dem,50 to 64,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,Black Hawk,85 percent or higher,Landline,1,0.9193,0.6476,0.3624,0.6732,2018-09-19 23:01:11
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,support,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Support,disagree,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Rest, Trump >60%",Less than 50 percent,Landline,1,0.4536,1.0261,1.5089,1.1361,2018-09-19 23:01:22
Dem,65 and older,Some college or trade school,White,Female,White,support,Don't know,Reps. keep House,Don't know,Unfavorable,Don't know,Support,Support,agree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.8915,0.6931,0.5522,0.7206,2018-09-19 23:01:49
Dem,35 to 49,High school,White,Male,White,support,Approve,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Support,disagree,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Dubuque,85 percent or higher,Landline,0.6667,0.8748,1.771,1.5402,1.7637,2018-09-19 23:02:14
Dem,65 and older,High school,White,Female,White,support,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Dubuque,85 percent or higher,Landline,1,0.9177,1.1736,0.9208,1.22,2018-09-19 23:02:25
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump <60%",50 to 85 percent,Landline,1,0.8178,1.2563,1.0097,1.3462,2018-09-19 23:02:52
Rep,50 to 64,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.9124,0.7348,0.4441,0.7761,2018-09-19 23:03:10
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.9958,0.942,0.7029,0.988,2018-09-19 23:03:11
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,0.7778,0.9944,0.813,0.6354,0.8493,2018-09-19 23:04:40
Rep,65 and older,High school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9378,1.5001,1.1225,1.5601,2018-09-19 23:04:40
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Don't know,Support,agree,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,0.4444,0.9905,0.6763,0.4258,0.687,2018-09-19 23:04:59
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.993,1.2682,1.0315,1.3321,2018-09-19 23:05:26
Und,50 to 64,High school,White,Female,White,Don't know,Disapp.,Don't know,Unfavorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",Less than 50 percent,Landline,1,0.2193,1.5657,4.6243,1.9413,2018-09-19 23:05:43
Dem,65 and older,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9335,0.7598,0.7992,0.7552,2018-09-19 23:06:29
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9959,0.9908,0.7092,1.0411,2018-09-19 23:07:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Dubuque,85 percent or higher,Landline,1,0.9137,0.6269,0.4346,0.6619,2018-09-19 23:07:59
Dem,[DO NOT READ] Refused,Bachelors' degree,Black,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown/Non-White,Black Hawk,50 to 85 percent,Landline,1,0.7819,0.7558,0.4788,0.8154,2018-09-19 23:08:43
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9509,0.9064,0.5966,0.9533,2018-09-19 23:09:37
Dem,35 to 49,Bachelors' degree,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Rest, Trump <60%",50 to 85 percent,Landline,1,0.5057,1.0574,1.2654,1.1546,2018-09-19 23:10:49
Rep,50 to 64,High school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Linn,50 to 85 percent,Landline,1,0.8139,1.5188,1.134,1.6286,2018-09-19 23:12:10
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Linn,85 percent or higher,Landline,1,0.9412,1.6023,1.2798,1.6866,2018-09-19 23:13:05
Dem,50 to 64,High school,White,Female,White,support,Don't know,Don't know,Favorable,Unfavorable,Support,Oppose,Support,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9321,1.057,0.6466,1.0991,2018-09-19 23:13:22
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.92490000000000006,0.597,0.5446,0.6295,2018-09-19 23:13:31
Dem,65 and older,Some college or trade school,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Unknown/Non-White,Black Hawk,85 percent or higher,Landline,1,0.9907,0.5918,0.3938,0.6194,2018-09-19 23:14:17
Rep,65 and older,High school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.995,1.9696,1.5362,2.0648,2018-09-19 23:14:34
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Dubuque,85 percent or higher,Landline,1,0.8783,0.9547,0.7585,1.013,2018-09-19 23:14:52
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown/Non-White,Black Hawk,85 percent or higher,Landline,1,0.9427,0.4783,0.2581,0.5034,2018-09-19 23:18:14
Und,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Don't know,Favorable,Unfavorable,Support,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.8979,0.7175,0.5372,0.7459,2018-09-19 23:21:32
Rep,50 to 64,High school,White,Female,White,support,Approve,Reps. keep House,Favorable,Unfavorable,Support,Oppose,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9917,1.055,0.6888,1.108,2018-09-19 23:23:02
Und,35 to 49,Some college or trade school,Black,Female,Black,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Unknown/Non-White,Black Hawk,Less than 50 percent,Landline,0.4444,0.3026,1.1458,2.507,0.7365,2018-09-19 23:23:29
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Landline,1,0.9266,0.8474,0.5759,0.8811,2018-09-19 23:24:23
Rep,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Approve,Don't know,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9742,0.795,0.5494,0.8348,2018-09-19 23:24:23
Rep,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Don't know,Unfavorable,Unfavorable,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,"Rest, Trump >60%",50 to 85 percent,Landline,0.7778,0.6104,0.8548,0.7065,0.7478,2018-09-19 23:25:17
Dem,50 to 64,Some college or trade school,Unknown,Female,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Support,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,Linn,85 percent or higher,Landline,1,0.9961,0.8327,0.5327,0.875,2018-09-19 23:25:35
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Black Hawk,85 percent or higher,Landline,1,0.9559,0.5422,0.2961,0.5699,2018-09-19 23:26:11
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Don't know,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Dubuque,85 percent or higher,Landline,1,0.9467,0.5248,0.31,0.5521,2018-09-19 23:26:29
Und,50 to 64,Some college or trade school,White,Male,White,support,Approve,Don't know,Favorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Linn,85 percent or higher,Landline,1,0.9809,1.0271,0.7574,1.0725,2018-09-19 23:26:56
Rep,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9903,0.7517,0.5417,0.7893,2018-09-19 23:27:05
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Dubuque,85 percent or higher,Cell,1,0.9964,1.2485,0.7339,1.312,2018-09-19 23:27:59
Rep,50 to 64,Some college or trade school,White,Male,White,support,Disapp.,Reps. keep House,Favorable,Favorable,Support,Oppose,Support,disagree,45 to 64,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",85 percent or higher,Landline,0.5556,0.9757,0.7543,0.6071,0.7517,2018-09-19 23:28:17
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9943,1.0791,0.9097,1.1336,2018-09-19 23:30:05
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Landline,1,0.9896,0.5446,0.4101,0.5719,2018-09-19 23:30:32
Dem,35 to 49,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown/Non-White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9342,0.7575,0.5304,0.7878,2018-09-19 23:31:10
Rep,50 to 64,High school,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.91,1.1052,0.8343,1.1676,2018-09-19 23:31:17
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Rest, Trump <60%",50 to 85 percent,Landline,1,0.8169,0.6119,0.4488,0.6382,2018-09-19 23:32:21
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Dubuque,Less than 50 percent,Landline,1,0.3278,2.0939,5.7951,2.6628,2018-09-19 23:32:31
Rep,35 to 49,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,30 to 44,Some College Educ.,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown/Non-White,Dubuque,85 percent or higher,Landline,0.4444,0.9379,1.2336,0.8515,1.1549,2018-09-19 23:37:10
Und,50 to 64,High school,White,Female,White,support,Don't know,Dems. take House,Don't know,Don't know,Oppose,Oppose,Support,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9209,0.9105,0.6694,0.9465,2018-09-19 23:37:10
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.9963,0.942,0.7026,0.9882,2018-09-19 23:38:13
Und,65 and older,High school,White,Female,White,support,Disapp.,Don't know,Don't know,Unfavorable,Don't know,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9826,1.0791,0.9206,1.1329,2018-09-19 23:40:09
Dem,50 to 64,Some college or trade school,Asian,Female,White,Don't know,Approve,Reps. keep House,Favorable,Unfavorable,Support,Oppose,Support,agree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,"Rest, Trump >60%",50 to 85 percent,Landline,0.4444,0.6093,0.8057,0.6184,0.5963,2018-09-19 23:41:39
Dem,35 to 49,Bachelors' degree,White,Female,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Linn,85 percent or higher,Cell,1,0.9556,1.1334,0.8153,1.1798,2018-09-19 23:42:06
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Dubuque,85 percent or higher,Landline,0.4444,0.94,0.7105,0.4278,0.6669,2018-09-19 23:42:25
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Dubuque,85 percent or higher,Landline,1,0.9241,1.1758,0.8068,1.24,2018-09-19 23:42:33
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Reps. keep House,Favorable,Don't know,Support,Don't know,Support,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Linn,50 to 85 percent,Landline,1,0.6673,1.2764,1.1524,1.352,2018-09-19 23:48:26
Und,35 to 49,Graduate or Professional Degree,White,Female,White,support,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Support,Oppose,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.8635,0.6927,0.4712,0.7366,2018-09-19 23:50:59
Dem,65 and older,High school,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,0,0.8709,1.0812,0.9161,0.6241,2018-09-19 23:51:26
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9322,0.8089,0.4807,0.8523,2018-09-19 23:51:53
Dem,65 and older,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,"Rest, Trump >60%",50 to 85 percent,Landline,1,0.8453,0.9653,0.9107,1.0052,2018-09-19 23:56:23
Dem,65 and older,Some college or trade school,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,Black Hawk,85 percent or higher,Landline,1,0.9648,0.6857,0.4478,0.7144,2018-09-19 23:56:41
Dem,[DO NOT READ] Refused,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Support,Oppose,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.9767,1.0897,0.8708,1.1441,2018-09-19 23:56:59
Dem,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Don't know,disagree,65 and older,Some College Educ.,Other,Female,Not very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,"Rest, Trump >60%",Less than 50 percent,Landline,0,0.4055,1.0648,1.7658,0.3881,2018-09-19 23:58:29
Und,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,Linn,50 to 85 percent,Landline,0.7778,0.7073,1.1202,1.0032,1.1785,2018-09-19 23:59:59
Dem,65 and older,Some college or trade school,Unknown,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Don't know,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9891,0.6487,0.4896,0.6811,2018-09-20 00:02:05
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",50 to 85 percent,Landline,1,0.6961,1.0571,1.0696,1.1617,2018-09-20 00:03:19
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Dubuque,50 to 85 percent,Cell,1,0.565,0.7891,1.0264,0.8995,2018-09-20 00:05:02
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9135,0.7667,0.4966,0.8096,2018-09-20 00:08:07
Und,18 to 34,Some college or trade school,White,Male,White,Don't know,Approve,Don't know,Don't know,Don't know,Support,Support,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,18 to 34,White,"Rest, Trump >60%",Less than 50 percent,Landline,1,0.3794,1.2801,2.8536,1.5781,2018-09-20 00:08:34
Und,65 and older,High school,White,Male,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.868,1.4491,1.2376,1.5075,2018-09-20 00:11:07
